,Approach_175-200_yards_RTP_Score_RANK THIS WEEK,Approach_175-200_yards_RTP_Score_RANK LAST WEEK,Approach_175-200_yards_RTP_Score_PLAYER NAME,Approach_175-200_yards_RTP_Score_ROUNDS,Approach_175-200_yards_RTP_Score_AVG RTP
0,1,1,John Daly,62,-.615
1,2,2,Vijay Singh,102,-.262
2,3,3,Michael Allen,76,-.250
3,4,4,Steve Allan,93,-.238
4,5,5,Ernie Els,68,-.192
5,6,6,Steve Pate,64,-.190
6,7,7,Phil Mickelson,97,-.188
7,8,8,Davis Love III,92,-.185
8,9,9,David Duval,78,-.174
9,10,10,Tiger Woods,69,-.156
10,11,11,Chris Smith,103,-.154
11,12,12,Geoff Ogilvy,90,-.150
12,13,13,Kenny Perry,98,-.147
13,14,14,Brenden Pappas,62,-.138
14,15,15,Jesper Parnevik,85,-.129
15,16,16,Jerry Kelly,99,-.128
16,17,17,Mike Hulbert,55,-.125
17,18,18,Billy Andrade,100,-.119
18,19,19,Brad Faxon,93,-.118
19,20,20,Tom Byrum,77,-.116
20,21,21,David Toms,106,-.114
21,22,22,Tommy Tolles,64,-.111
22,T23,T23,Rod Pampling,98,-.108
23,T23,T23,Scott Verplank,93,-.108
24,T25,T25,K.J. Choi,93,-.105
25,T25,T25,Ben Crane,91,-.105
26,T27,T27,Peter Jacobsen,67,-.103
27,T27,T27,J.L. Lewis,98,-.103
28,29,29,Brett Quigley,93,-.097
29,30,30,José María Olazábal,71,-.095
30,31,31,Jeff Sluman,118,-.093
31,T32,T32,Stewart Cink,92,-.091
32,T32,T32,Scott McCarron,106,-.091
33,T32,T32,Joey Sindelar,104,-.091
34,T35,T35,Tripp Isenhour,68,-.088
35,T35,T35,Craig Perks,91,-.088
36,T37,T37,Retief Goosen,56,-.087
37,T37,T37,Tom Scherrer,98,-.087
38,39,39,John Senden,96,-.083
39,40,40,Carlos Franco,107,-.079
40,41,41,Fred Couples,64,-.077
41,T42,T42,Andrew Magee,91,-.074
42,T42,T42,Chris Riley,104,-.074
43,44,44,Brandel Chamblee,85,-.066
44,T45,T45,Jess Daley,76,-.065
45,T45,T45,Carl Paulson,84,-.065
46,T47,T47,Bradley Hughes,60,-.063
47,T47,T47,Franklin Langham,72,-.063
48,T49,T49,Tim Herron,102,-.061
49,T49,T49,Neal Lancaster,101,-.061
50,51,51,Skip Kendall,103,-.055
51,T52,T52,Steve Elkington,82,-.053
52,T52,T52,Boo Weekley,57,-.053
53,54,54,Frank Lickliter II,94,-.051
54,T55,T55,Rich Beem,99,-.050
55,T55,T55,Mark Calcavecchia,84,-.050
56,T55,T55,Luke Donald,106,-.050
57,T55,T55,Jay Haas,83,-.050
58,T55,T55,Brett Wetterich,89,-.050
59,60,60,Michael Clark II,97,-.047
60,61,61,Joel Edwards,101,-.046
61,62,62,Peter Lonard,93,-.042
62,T63,T63,Stuart Appleby,97,-.037
63,T63,T63,Tom Lehman,78,-.037
64,T63,T63,Deane Pappas,90,-.037
65,66,66,David Peoples,105,-.036
66,67,67,Richard Zokol,53,-.034
67,68,68,Fred Funk,106,-.033
68,69,69,Scott Hoch,71,-.029
69,70,70,Jim Furyk,88,-.026
70,71,71,Bob Estes,93,-.023
71,72,72,Nick Price,69,-.021
72,T73,T73,Bob Burns,99,-.019
73,T73,T73,Joe Durant,87,-.019
74,T73,T73,Steve Flesch,110,-.019
75,T73,T73,John Rollins,124,-.019
