,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
0,1,1,Sergio Garcia,79,-.290
1,2,2,Tim Herron,102,-.136
2,3,3,Jonathan Byrd,96,-.122
3,4,4,Kaname Yokoo,74,-.115
4,5,5,Matt Kuchar,82,-.087
5,6,6,John Huston,99,-.053
6,7,7,Steve Stricker,68,-.037
7,T8,T8,Tommy Armour III,82,-.030
8,T8,T8,Woody Austin,102,-.030
9,10,10,"David Berganio, Jr.",80,-.028
10,11,11,Rod Pampling,98,-.023
11,T12,T12,Olin Browne,107,E
12,T12,T12,Tom Byrum,77,E
13,T12,T12,Paul Claxton,83,E
14,T12,T12,Brad Elder,76,E
15,T12,T12,Steve Jones,71,E
16,T12,T12,Pete Jordan,78,E
17,T12,T12,Tom Lehman,78,E
18,T12,T12,Michael Long,71,E
19,T12,T12,Jeff Maggert,83,E
20,T12,T12,Duffy Waldorf,90,E
21,22,22,Dennis Paulson,89,+.020
22,23,23,Tim Petrovic,92,+.022
23,T24,T24,Stuart Appleby,97,+.023
24,T24,T24,Kenny Perry,98,+.023
25,T24,T24,Mike Sposa,111,+.023
26,27,27,Chris Smith,103,+.027
27,28,28,K.J. Choi,93,+.028
28,T29,T29,Robert Gamez,69,+.029
29,T29,T29,John Riegger,88,+.029
30,31,31,Hal Sutton,74,+.030
31,32,32,Jim Carter,98,+.034
32,33,33,Jonathan Kaye,83,+.036
33,34,34,Richard Zokol,53,+.037
34,35,35,John Cook,85,+.038
35,36,36,Vijay Singh,102,+.050
36,37,37,Per-Ulrik Johansson,87,+.057
37,38,38,David Toms,106,+.063
38,39,39,Phil Tataurangi,88,+.065
39,T40,T40,Justin Leonard,97,+.071
40,T40,T40,Frank Lickliter II,94,+.071
41,42,42,Brian Watts,58,+.074
42,43,43,Carlos Franco,107,+.075
43,44,44,Len Mattiace,106,+.078
44,T45,T45,Billy Mayfair,99,+.080
45,T45,T45,Jeff Sluman,118,+.080
46,47,47,Greg Kraft,86,+.081
47,T48,T48,Bernhard Langer,55,+.083
48,T48,T48,Andrew Magee,91,+.083
49,T48,T48,Heath Slocum,96,+.083
50,51,51,Brett Quigley,93,+.089
51,T52,T52,Jerry Kelly,99,+.093
52,T52,T52,Garrett Willis,80,+.093
53,54,54,Pat Perez,89,+.098
54,55,55,Dan Forsman,83,+.103
55,T56,T56,Scott McCarron,106,+.107
56,T56,T56,Carl Paulson,84,+.107
57,T56,T56,Scott Verplank,93,+.107
58,T56,T56,Tiger Woods,69,+.107
59,60,60,Brad Faxon,93,+.108
60,T61,T61,Kent Jones,105,+.111
61,T61,T61,Jesper Parnevik,85,+.111
62,63,63,Brian Henninger,66,+.114
63,64,64,Craig Barlow,62,+.119
64,65,65,Grant Waite,98,+.123
65,66,66,Billy Andrade,100,+.125
66,67,67,Edward Fryatt,94,+.130
67,68,68,Brenden Pappas,62,+.132
68,69,69,Tom Scherrer,98,+.133
69,70,70,Brian Gay,117,+.135
70,T71,T71,Pat Bates,94,+.143
71,T71,T71,Joel Edwards,101,+.143
72,T71,T71,Bob Estes,93,+.143
73,T71,T71,Harrison Frazar,88,+.143
74,T71,T71,Matt Peterson,80,+.143
75,76,76,Jeff Brehaut,87,+.145
76,77,77,Chad Campbell,111,+.146
77,78,78,Rich Beem,99,+.149
78,79,79,Charles Howell III,118,+.151
79,80,80,Michael Clark II,97,+.152
80,T81,T81,Cameron Beckman,87,+.154
81,T81,T81,Bart Bryant,69,+.154
82,T81,T81,Robert Damron,85,+.154
83,T81,T81,Chris DiMarco,111,+.154
84,T81,T81,Donnie Hammond,60,+.154
85,T81,T81,J.J. Henry,112,+.154
86,T81,T81,Peter Lonard,93,+.154
87,T81,T81,John Senden,96,+.154
88,T81,T81,Craig Stadler,72,+.154
89,90,90,Robert Allenby,96,+.155
90,T91,T91,John Rollins,124,+.158
91,T91,T91,Hidemichi Tanaka,104,+.158
92,93,93,Brandt Jobe,94,+.159
93,94,94,Gary Nicklaus,66,+.160
94,95,95,Shigeki Maruyama,87,+.161
95,96,96,Mark Calcavecchia,84,+.162
96,T97,T97,Stephen Ames,89,+.167
97,T97,T97,Retief Goosen,56,+.167
98,T97,T97,Mark O'Meara,68,+.167
99,100,100,Steve Allan,93,+.169
100,T101,T101,David Duval,78,+.170
101,T101,T101,Shaun Micheel,100,+.170
102,T103,T103,Notah Begay III,76,+.171
103,T103,T103,Franklin Langham,72,+.171
104,T103,T103,Mike Weir,94,+.171
105,106,106,Rory Sabbatini,69,+.172
106,T107,T107,Phil Mickelson,97,+.176
107,T107,T107,David Morland IV,58,+.176
108,T107,T107,Scott Simpson,61,+.176
109,110,110,Stewart Cink,92,+.179
110,111,111,Bryce Molder,65,+.180
111,T112,T112,Scott Hoch,71,+.182
112,T112,T112,Ian Leggatt,97,+.182
113,T112,T112,Deane Pappas,90,+.182
