,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Scott Hoch,71,-1.100
1,2,2,Michael Muehr,73,-1.000
2,3,3,David Toms,106,-.960
3,4,4,Duffy Waldorf,90,-.923
4,5,5,Rocco Mediate,79,-.913
5,6,6,Brett Wetterich,89,-.905
6,7,7,Paul Stankowski,100,-.900
7,8,8,David Peoples,105,-.882
8,9,9,Matt Gogel,79,-.875
9,10,10,Retief Goosen,56,-.857
10,11,11,"David Berganio, Jr.",80,-.850
11,12,12,Brett Quigley,93,-.846
12,13,13,Jay Don Blake,107,-.824
13,14,14,John Riegger,88,-.810
14,T15,T15,Cameron Beckman,87,-.800
15,T15,T15,Rich Beem,99,-.800
16,T15,T15,Donnie Hammond,60,-.800
17,18,18,Notah Begay III,76,-.789
18,T19,T19,John Daly,62,-.778
19,T19,T19,David Duval,78,-.778
20,T19,T19,Garrett Willis,80,-.778
21,T22,T22,Robert Damron,85,-.765
22,T22,T22,Kevin Sutherland,96,-.765
23,24,24,Jerry Kelly,99,-.760
24,T25,T25,Jeff Brehaut,87,-.750
25,T25,T25,Paul Goydos,66,-.750
26,T25,T25,Tim Herron,102,-.750
27,T25,T25,Phil Tataurangi,88,-.750
28,T29,T29,Brian Bateman,94,-.739
29,T29,T29,Joel Edwards,101,-.739
30,T31,T31,Tim Petrovic,92,-.737
31,T31,T31,John Senden,96,-.737
32,T33,T33,Chris DiMarco,111,-.722
33,T33,T33,Steve Flesch,110,-.722
34,T33,T33,Lee Janzen,101,-.722
35,T36,T36,Bart Bryant,69,-.714
36,T36,T36,K.J. Choi,93,-.714
37,T36,T36,Phil Mickelson,97,-.714
38,T36,T36,Mark O'Meara,68,-.714
39,40,40,Jonathan Byrd,96,-.706
40,41,41,Boo Weekley,57,-.700
41,T42,T42,Matt Kuchar,82,-.688
42,T42,T42,Carl Paulson,84,-.688
43,T44,T44,Chad Campbell,111,-.684
44,T44,T44,Shigeki Maruyama,87,-.684
45,T46,T46,Ben Crane,91,-.667
46,T46,T46,Luke Donald,106,-.667
47,T46,T46,David Frost,90,-.667
48,T46,T46,Jim Furyk,88,-.667
49,T46,T46,Franklin Langham,72,-.667
50,T46,T46,Michael Long,71,-.667
51,T46,T46,Davis Love III,92,-.667
52,T46,T46,Bryce Molder,65,-.667
53,T46,T46,José María Olazábal,71,-.667
54,T46,T46,Steve Pate,64,-.667
55,T46,T46,Rory Sabbatini,69,-.667
56,T46,T46,Heath Slocum,96,-.667
57,T46,T46,Tommy Tolles,64,-.667
58,59,59,Justin Leonard,97,-.652
59,60,60,Steve Allan,93,-.647
60,T61,T61,Blaine McCallister,75,-.643
61,T61,T61,Mike Sposa,111,-.643
62,T61,T61,Craig Stadler,72,-.643
63,T61,T61,Scott Verplank,93,-.643
64,T65,T65,Stephen Ames,89,-.636
65,T65,T65,Mathew Goggin,64,-.636
66,T65,T65,Grant Waite,98,-.636
67,68,68,Robert Allenby,96,-.633
68,T69,T69,Scott McCarron,106,-.632
69,T69,T69,Mike Weir,94,-.632
70,T71,T71,Tom Byrum,77,-.625
71,T71,T71,Paul Claxton,83,-.625
72,T71,T71,Edward Fryatt,94,-.625
73,T71,T71,Paul Gow,99,-.625
74,T71,T71,John Huston,99,-.625
75,T76,T76,Mark Brooks,97,-.615
76,T76,T76,Stewart Cink,92,-.615
77,T76,T76,Scott Dunlap,74,-.615
78,T76,T76,Frank Lickliter II,94,-.615
79,T76,T76,Bob May,91,-.615
80,T81,T81,Jonathan Kaye,83,-.611
81,T81,T81,Brenden Pappas,62,-.611
82,T81,T81,Bob Tway,103,-.611
83,T84,T84,Billy Andrade,100,-.609
84,T84,T84,Mark Calcavecchia,84,-.609
85,T86,T86,Joe Durant,87,-.600
86,T86,T86,Brad Faxon,93,-.600
87,T86,T86,Brian Gay,117,-.600
88,T86,T86,John Rollins,124,-.600
89,90,90,Stuart Appleby,97,-.593
90,T91,T91,Skip Kendall,103,-.588
91,T91,T91,Bo Van Pelt,78,-.588
92,93,93,J.L. Lewis,98,-.586
93,T94,T94,Fred Funk,106,-.583
94,T94,T94,Joe Ogilvie,50,-.583
95,96,96,Greg Chalmers,94,-.579
96,97,97,Briny Baird,110,-.577
97,T98,T98,Dan Forsman,83,-.571
98,T98,T98,Bob Heintz,68,-.571
99,T98,T98,Gary Nicklaus,66,-.571
100,T98,T98,Hidemichi Tanaka,104,-.571
101,T102,T102,Michael Clark II,97,-.563
102,T102,T102,Kirk Triplett,84,-.563
103,T104,T104,Brandel Chamblee,85,-.556
104,T104,T104,Jeff Gove,89,-.556
105,T104,T104,Craig Perks,91,-.556
106,T104,T104,Jerry Smith,91,-.556
107,108,108,Brandt Jobe,94,-.550
108,T109,T109,J.P. Hayes,78,-.545
109,T109,T109,Jason Hill,59,-.545
110,T109,T109,Neal Lancaster,101,-.545
111,T109,T109,Kenneth Staton,104,-.545
112,T113,T113,Craig Barlow,62,-.538
113,T113,T113,Tim Clark,76,-.538
114,T113,T113,Brent Geiberger,95,-.538
115,T113,T113,Charles Howell III,118,-.538
116,T113,T113,Jeff Maggert,83,-.538
117,T113,T113,Len Mattiace,106,-.538
118,T113,T113,Dennis Paulson,89,-.538
119,120,120,Vijay Singh,102,-.536
120,121,121,Tom Scherrer,98,-.533
121,122,122,Rod Pampling,98,-.529
122,123,123,John Cook,85,-.526
123,124,124,Jeff Sluman,118,-.517
124,T125,T125,Olin Browne,107,-.500
125,T125,T125,José Coceres,51,-.500
126,T125,T125,Robert Gamez,69,-.500
127,T125,T125,Sergio Garcia,79,-.500
128,T125,T125,Mike Hulbert,55,-.500
129,T125,T125,Peter Jacobsen,67,-.500
130,T125,T125,Bernhard Langer,55,-.500
131,T125,T125,Brad Lardon,59,-.500
132,T125,T125,Shaun Micheel,100,-.500
133,T125,T125,Pat Perez,89,-.500
134,T125,T125,Lee Porter,91,-.500
135,T125,T125,Dicky Pride,51,-.500
136,T125,T125,Kaname Yokoo,74,-.500
137,138,138,Kenny Perry,98,-.480
138,139,139,Kent Jones,105,-.478
139,T140,T140,Pat Bates,94,-.474
140,T140,T140,Tom Pernice Jr.,101,-.474
141,142,142,Steve Elkington,82,-.471
142,T143,T143,Harrison Frazar,88,-.467
143,T143,T143,Peter Lonard,93,-.467
144,T143,T143,Deane Pappas,90,-.467
145,T146,T146,Woody Austin,102,-.458
146,T146,T146,Ian Leggatt,97,-.458
147,148,148,Chris Riley,104,-.455
148,T149,T149,Brad Elder,76,-.444
149,T149,T149,Steve Lowery,98,-.444
150,T149,T149,Corey Pavin,78,-.444
151,T149,T149,Richard Zokol,53,-.444
152,153,153,Joey Sindelar,104,-.440
153,T154,T154,J.J. Henry,112,-.438
154,T154,T154,Matt Peterson,80,-.438
155,156,156,Ernie Els,68,-.421
156,157,157,Dudley Hart,88,-.417
157,158,158,Jay Williamson,91,-.412
158,159,159,Glen Day,107,-.407
159,T160,T160,Fulton Allem,64,-.400
160,T160,T160,Michael Allen,76,-.400
161,T160,T160,Brian Henninger,66,-.400
162,163,163,Jess Daley,76,-.385
163,T164,T164,Russ Cochran,68,-.375
164,T164,T164,Robin Freeman,79,-.375
165,T164,T164,Eduardo Herrera,59,-.375
166,T164,T164,Andrew Magee,91,-.375
167,T164,T164,Billy Mayfair,99,-.375
168,T164,T164,Craig Parry,69,-.375
169,170,170,Chris Smith,103,-.368
170,171,171,David Gossett,95,-.360
171,172,172,Frank Nobilo,94,-.350
172,173,173,Loren Roberts,93,-.348
173,T174,T174,Steve Jones,71,-.333
174,T174,T174,David Morland IV,58,-.333
175,176,176,Glen Hnatiuk,95,-.316
176,177,177,Jesper Parnevik,85,-.308
177,178,178,Jim Carter,98,-.300
178,T179,T179,Carlos Franco,107,-.286
179,T179,T179,Tiger Woods,69,-.286
180,T181,T181,Stephen Gangluff,75,-.273
181,T181,T181,Bradley Hughes,60,-.273
182,T183,T183,Bob Estes,93,-.250
183,T183,T183,Geoff Ogilvy,90,-.250
184,185,185,Nick Price,69,-.214
185,T186,T186,Tommy Armour III,82,-.200
186,T186,T186,Tripp Isenhour,68,-.200
187,T188,T188,Bob Burns,99,-.182
188,T188,T188,Jay Haas,83,-.182
189,190,190,Scott Simpson,61,-.167
190,191,191,Per-Ulrik Johansson,87,-.154
191,T192,T192,Fred Couples,64,-.143
192,T192,T192,Spike McRoy,69,-.143
193,T192,T192,Brian Watts,58,-.143
194,195,195,Greg Kraft,86,-.100
195,T196,T196,Paul Azinger,69,-.083
196,T196,T196,Hal Sutton,74,-.083
197,198,198,Pete Jordan,78,-.077
198,T199,T199,Tom Lehman,78,-.067
199,T199,T199,Esteban Toledo,106,-.067
200,201,201,Miguel Angel Jiménez,60,E
201,202,202,Steve Stricker,68,+.167
