,Approaches_75-100_yards-Rgh_RTP_RANK THIS WEEK,Approaches_75-100_yards-Rgh_RTP_RANK LAST WEEK,Approaches_75-100_yards-Rgh_RTP_PLAYER NAME,Approaches_75-100_yards-Rgh_RTP_ROUNDS,Approaches_75-100_yards-Rgh_RTP_AVG RTP
0,T1,T1,Sergio Garcia,79,-1.000
1,T1,T1,Spike McRoy,69,-1.000
2,T1,T1,Steve Pate,64,-1.000
3,4,4,Bob Burns,99,-.800
4,5,5,Lee Porter,91,-.667
5,T6,T6,Fred Funk,106,-.500
6,T6,T6,Jason Hill,59,-.500
7,T6,T6,Miguel Angel Jiménez,60,-.500
8,T6,T6,J.L. Lewis,98,-.500
9,10,10,Duffy Waldorf,90,-.400
10,T11,T11,Pete Jordan,78,-.375
11,T11,T11,Tom Scherrer,98,-.375
12,T13,T13,Woody Austin,102,-.333
13,T13,T13,Tom Byrum,77,-.333
14,T13,T13,Greg Chalmers,94,-.333
15,T13,T13,Retief Goosen,56,-.333
16,T13,T13,Pat Perez,89,-.333
17,T18,T18,"David Berganio, Jr.",80,-.250
18,T18,T18,Scott Hoch,71,-.250
19,T18,T18,Jeff Maggert,83,-.250
20,T18,T18,Bob May,91,-.250
21,T18,T18,David Peoples,105,-.250
22,T18,T18,John Rollins,124,-.250
23,T18,T18,Jeff Sluman,118,-.250
24,T18,T18,Steve Stricker,68,-.250
25,T18,T18,David Toms,106,-.250
26,T27,T27,Stephen Ames,89,-.200
27,T27,T27,Glen Day,107,-.200
28,T27,T27,Harrison Frazar,88,-.200
29,T27,T27,Peter Jacobsen,67,-.200
30,T27,T27,Greg Kraft,86,-.200
31,T27,T27,John Senden,96,-.200
32,T33,T33,Russ Cochran,68,-.167
33,T33,T33,Deane Pappas,90,-.167
34,T33,T33,Craig Stadler,72,-.167
35,T36,T36,Tim Clark,76,-.143
36,T36,T36,Tim Petrovic,92,-.143
37,T38,T38,Jerry Kelly,99,-.125
38,T38,T38,Chris Riley,104,-.125
39,T38,T38,Jay Williamson,91,-.125
40,41,41,Joel Edwards,101,-.111
41,42,42,Scott Verplank,93,-.100
42,T43,T43,Fulton Allem,64,E
43,T43,T43,Michael Allen,76,E
44,T43,T43,Billy Andrade,100,E
45,T43,T43,Tommy Armour III,82,E
46,T43,T43,Craig Barlow,62,E
47,T43,T43,Rich Beem,99,E
48,T43,T43,Jeff Brehaut,87,E
49,T43,T43,Olin Browne,107,E
50,T43,T43,Jim Carter,98,E
51,T43,T43,K.J. Choi,93,E
52,T43,T43,Paul Claxton,83,E
53,T43,T43,Fred Couples,64,E
54,T43,T43,Ben Crane,91,E
55,T43,T43,Joe Durant,87,E
56,T43,T43,Brad Elder,76,E
57,T43,T43,Bob Estes,93,E
58,T43,T43,Dan Forsman,83,E
59,T43,T43,Mathew Goggin,64,E
60,T43,T43,Dudley Hart,88,E
61,T43,T43,Bob Heintz,68,E
62,T43,T43,Brian Henninger,66,E
63,T43,T43,Tim Herron,102,E
64,T43,T43,Mike Hulbert,55,E
65,T43,T43,John Huston,99,E
66,T43,T43,Tripp Isenhour,68,E
67,T43,T43,Brandt Jobe,94,E
68,T43,T43,Skip Kendall,103,E
69,T43,T43,Bernhard Langer,55,E
70,T43,T43,Franklin Langham,72,E
71,T43,T43,Brad Lardon,59,E
72,T43,T43,Frank Lickliter II,94,E
73,T43,T43,Peter Lonard,93,E
74,T43,T43,Michael Long,71,E
75,T43,T43,Billy Mayfair,99,E
76,T43,T43,Blaine McCallister,75,E
77,T43,T43,Scott McCarron,106,E
78,T43,T43,David Morland IV,58,E
79,T43,T43,Frank Nobilo,94,E
80,T43,T43,Mark O'Meara,68,E
81,T43,T43,Joe Ogilvie,50,E
82,T43,T43,Craig Parry,69,E
83,T43,T43,Corey Pavin,78,E
84,T43,T43,Tom Pernice Jr.,101,E
85,T43,T43,Matt Peterson,80,E
86,T43,T43,John Riegger,88,E
87,T43,T43,Scott Simpson,61,E
88,T43,T43,Joey Sindelar,104,E
89,T43,T43,Mike Sposa,111,E
90,T43,T43,Hidemichi Tanaka,104,E
91,T43,T43,Esteban Toledo,106,E
92,T43,T43,Grant Waite,98,E
93,T43,T43,Brian Watts,58,E
94,T43,T43,Mike Weir,94,E
95,T43,T43,Kaname Yokoo,74,E
96,T43,T43,Richard Zokol,53,E
97,98,98,Jonathan Byrd,96,+.100
98,T99,T99,Notah Begay III,76,+.125
99,T99,T99,Carlos Franco,107,+.125
