,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
55,T54,T54,Brian Henninger,66,-.600
56,T54,T54,Kent Jones,105,-.600
57,T54,T54,Pete Jordan,78,-.600
58,T54,T54,Shigeki Maruyama,87,-.600
59,T54,T54,Scott McCarron,106,-.600
60,T54,T54,David Peoples,105,-.600
61,T62,T62,Peter Lonard,93,-.571
62,T62,T62,Billy Mayfair,99,-.571
63,T64,T64,Woody Austin,102,-.556
64,T64,T64,Bob Burns,99,-.556
65,T64,T64,Michael Long,71,-.556
66,T67,T67,Fulton Allem,64,-.500
67,T67,T67,Tommy Armour III,82,-.500
68,T67,T67,Paul Azinger,69,-.500
69,T67,T67,Briny Baird,110,-.500
70,T67,T67,Rich Beem,99,-.500
71,T67,T67,"David Berganio, Jr.",80,-.500
72,T67,T67,Tom Byrum,77,-.500
73,T67,T67,Mark Calcavecchia,84,-.500
74,T67,T67,Brandel Chamblee,85,-.500
75,T67,T67,José Coceres,51,-.500
76,T67,T67,Ben Crane,91,-.500
77,T67,T67,Ernie Els,68,-.500
78,T67,T67,Carlos Franco,107,-.500
79,T67,T67,Stephen Gangluff,75,-.500
80,T67,T67,Jeff Gove,89,-.500
81,T67,T67,J.J. Henry,112,-.500
82,T67,T67,Mike Hulbert,55,-.500
83,T67,T67,John Huston,99,-.500
84,T67,T67,Tripp Isenhour,68,-.500
85,T67,T67,Skip Kendall,103,-.500
86,T67,T67,Davis Love III,92,-.500
87,T67,T67,Blaine McCallister,75,-.500
88,T67,T67,Kenny Perry,98,-.500
89,T67,T67,Nick Price,69,-.500
90,T67,T67,Tom Scherrer,98,-.500
91,T67,T67,Scott Simpson,61,-.500
92,T67,T67,Vijay Singh,102,-.500
93,T67,T67,Kevin Sutherland,96,-.500
94,T67,T67,Tommy Tolles,64,-.500
95,T67,T67,David Toms,106,-.500
96,T67,T67,Kirk Triplett,84,-.500
97,T67,T67,Bo Van Pelt,78,-.500
98,T67,T67,Scott Verplank,93,-.500
99,100,100,Chad Campbell,111,-.455
100,T101,T101,Chris DiMarco,111,-.444
101,T101,T101,Luke Donald,106,-.444
102,T103,T103,Edward Fryatt,94,-.429
103,T103,T103,Jonathan Kaye,83,-.429
104,105,105,John Rollins,124,-.417
105,T106,T106,Robert Damron,85,-.400
106,T106,T106,David Frost,90,-.400
107,T106,T106,Matt Gogel,79,-.400
108,T106,T106,Bob Heintz,68,-.400
109,T106,T106,Charles Howell III,118,-.400
110,T106,T106,Bradley Hughes,60,-.400
111,T106,T106,Peter Jacobsen,67,-.400
112,T106,T106,Per-Ulrik Johansson,87,-.400
113,T106,T106,Tom Pernice Jr.,101,-.400
114,T106,T106,Chris Riley,104,-.400
115,T106,T106,Hidemichi Tanaka,104,-.400
116,117,117,Garrett Willis,80,-.385
117,T118,T118,Notah Begay III,76,-.375
118,T118,T118,Brent Geiberger,95,-.375
119,T118,T118,Glen Hnatiuk,95,-.375
120,T118,T118,Esteban Toledo,106,-.375
121,T122,T122,Stephen Ames,89,-.333
122,T122,T122,Jay Don Blake,107,-.333
123,T122,T122,Mark Brooks,97,-.333
124,T122,T122,Olin Browne,107,-.333
125,T122,T122,Michael Clark II,97,-.333
126,T122,T122,Russ Cochran,68,-.333
127,T122,T122,Scott Dunlap,74,-.333
128,T122,T122,Steve Elkington,82,-.333
129,T122,T122,Bob Estes,93,-.333
130,T122,T122,Robin Freeman,79,-.333
131,T122,T122,Greg Kraft,86,-.333
132,T122,T122,J.L. Lewis,98,-.333
133,T122,T122,Frank Lickliter II,94,-.333
134,T122,T122,Phil Mickelson,97,-.333
135,T122,T122,David Morland IV,58,-.333
136,T122,T122,Joe Ogilvie,50,-.333
137,T122,T122,Lee Porter,91,-.333
138,T122,T122,John Senden,96,-.333
139,T122,T122,Jerry Smith,91,-.333
140,T141,T141,Robert Allenby,96,-.286
141,T141,T141,Jay Haas,83,-.286
142,T143,T143,Stuart Appleby,97,-.250
143,T143,T143,Paul Claxton,83,-.250
144,T143,T143,Joe Durant,87,-.250
145,T143,T143,Fred Funk,106,-.250
146,T143,T143,Paul Gow,99,-.250
147,T143,T143,Matt Kuchar,82,-.250
148,T143,T143,Justin Leonard,97,-.250
149,T143,T143,Steve Lowery,98,-.250
150,T143,T143,Jeff Maggert,83,-.250
151,T143,T143,Jesper Parnevik,85,-.250
152,T143,T143,Matt Peterson,80,-.250
153,T143,T143,Joey Sindelar,104,-.250
154,T143,T143,Hal Sutton,74,-.250
155,T143,T143,Phil Tataurangi,88,-.250
156,T143,T143,Grant Waite,98,-.250
157,T158,T158,Steve Allan,93,-.222
158,T158,T158,Bob May,91,-.222
159,T160,T160,Pat Bates,94,-.200
160,T160,T160,Robert Gamez,69,-.200
161,T160,T160,Sergio Garcia,79,-.200
162,T160,T160,Eduardo Herrera,59,-.200
163,T160,T160,Franklin Langham,72,-.200
164,T160,T160,Corey Pavin,78,-.200
165,T160,T160,Dicky Pride,51,-.200
166,T160,T160,John Riegger,88,-.200
167,T160,T160,Heath Slocum,96,-.200
168,T160,T160,Kaname Yokoo,74,-.200
169,T170,T170,Stewart Cink,92,-.167
170,T170,T170,Neal Lancaster,101,-.167
171,T170,T170,Rory Sabbatini,69,-.167
172,T170,T170,Brett Wetterich,89,-.167
173,T174,T174,K.J. Choi,93,-.143
174,T174,T174,Rocco Mediate,79,-.143
175,T174,T174,Bob Tway,103,-.143
176,177,177,Dan Forsman,83,-.111
177,T178,T178,Jonathan Byrd,96,E
178,T178,T178,Greg Chalmers,94,E
179,T178,T178,Tim Clark,76,E
180,T178,T178,Brad Faxon,93,E
181,T178,T178,Mathew Goggin,64,E
182,T178,T178,Dudley Hart,88,E
183,T178,T178,J.P. Hayes,78,E
184,T178,T178,Miguel Angel Jiménez,60,E
185,T178,T178,Brandt Jobe,94,E
186,T178,T178,Steve Jones,71,E
187,T178,T178,Jerry Kelly,99,E
188,T178,T178,Ian Leggatt,97,E
189,T178,T178,Len Mattiace,106,E
190,T178,T178,Spike McRoy,69,E
191,T178,T178,Michael Muehr,73,E
192,T178,T178,Deane Pappas,90,E
193,T178,T178,Craig Parry,69,E
194,T178,T178,Dennis Paulson,89,E
195,T178,T178,Loren Roberts,93,E
196,T178,T178,Craig Stadler,72,E
197,T178,T178,Brian Watts,58,E
198,T199,T199,Brian Bateman,94,+.200
199,T199,T199,Steve Pate,64,+.200
