,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
45,T40,T40,Tiger Woods,69,"29' 0""",172,4991.083,-44.00
46,T47,T47,Stuart Appleby,97,"29' 1""",290,8443.667,-57.00
47,T47,T47,Rocco Mediate,79,"29' 1""",248,7209.5,-63.00
48,T47,T47,Joey Sindelar,104,"29' 1""",370,10772.917,-62.00
49,T47,T47,Kirk Triplett,84,"29' 1""",265,7717.8330000000005,-19.00
50,T51,T51,Tim Herron,102,"29' 2""",307,8957.667,-45.00
51,T51,T51,Michael Long,71,"29' 2""",271,7901.9169999999995,-33.00
52,T51,T51,Dennis Paulson,89,"29' 2""",278,8109.5830000000005,-37.00
53,T51,T51,David Peoples,105,"29' 2""",382,11153.167,-52.00
54,T55,T55,Michael Allen,76,"29' 3""",218,6382.0,-28.00
55,T55,T55,Dan Forsman,83,"29' 3""",320,9372.5,-59.00
56,T55,T55,Retief Goosen,56,"29' 3""",181,5297.8330000000005,-41.00
57,T55,T55,Jeff Maggert,83,"29' 3""",260,7596.9169999999995,-16.00
58,T59,T59,Paul Goydos,66,"29' 4""",279,8186.5830000000005,-22.00
59,T59,T59,Phil Mickelson,97,"29' 4""",296,8673.917,-64.00
60,T61,T61,Steve Allan,93,"29' 5""",314,9229.25,-50.00
61,T61,T61,Matt Gogel,79,"29' 5""",255,7509.0,-24.00
62,T61,T61,Ian Leggatt,97,"29' 5""",317,9325.25,-43.00
63,T61,T61,Tommy Tolles,64,"29' 5""",216,6362.5,-36.00
64,T65,T65,Carlos Franco,107,"29' 6""",400,11797.833,-48.00
65,T65,T65,Davis Love III,92,"29' 6""",289,8514.0,-58.00
66,T65,T65,Matt Peterson,80,"29' 6""",335,9877.917,-22.00
67,68,68,Tripp Isenhour,68,"29' 7""",252,7449.75,-20.00
68,T69,T69,Brian Bateman,94,"29' 8""",348,10315.0,-37.00
69,T69,T69,J.J. Henry,112,"29' 8""",397,11786.0,-46.00
70,T71,T71,Brandel Chamblee,85,"29' 9""",302,8978.167,-14.00
71,T71,T71,Loren Roberts,93,"29' 9""",366,10885.0,-33.00
72,T71,T71,Phil Tataurangi,88,"29' 9""",270,8036.0830000000005,-48.00
73,74,74,Luke Donald,106,"29' 10""",384,11464.0,-58.00
74,T75,T75,Franklin Langham,72,"29' 11""",254,7601.5,-15.00
75,T75,T75,Nick Price,69,"29' 11""",233,6972.6669999999995,-39.00
76,T77,T77,Briny Baird,110,"30' 0""",392,11772.333,-46.00
77,T77,T77,Scott Hoch,71,"30' 0""",218,6542.8330000000005,-35.00
78,T77,T77,Kevin Sutherland,96,"30' 0""",252,7560.5830000000005,-32.00
79,T80,T80,Craig Parry,69,"30' 1""",279,8386.0,-56.00
80,T80,T80,Brett Quigley,93,"30' 1""",296,8896.667,-19.00
81,T82,T82,Harrison Frazar,88,"30' 2""",274,8259.167,-19.00
82,T82,T82,Steve Stricker,68,"30' 2""",157,4734.5,-19.00
83,T84,T84,Scott Dunlap,74,"30' 3""",245,7415.75,-25.00
84,T84,T84,David Frost,90,"30' 3""",326,9864.583,-41.00
85,T84,T84,Brian Henninger,66,"30' 3""",246,7445.25,-7.00
86,T84,T84,Scott Verplank,93,"30' 3""",287,8671.167,-44.00
87,T88,T88,Jim Carter,98,"30' 4""",315,9567.75,-39.00
88,T88,T88,Mark O'Meara,68,"30' 4""",169,5127.25,-24.00
89,T90,T90,Paul Claxton,83,"30' 5""",325,9893.0,-18.00
90,T90,T90,Neal Lancaster,101,"30' 5""",317,9653.917,-33.00
91,T90,T90,Frank Lickliter II,94,"30' 5""",289,8795.333,-22.00
92,T93,T93,Donnie Hammond,60,"30' 7""",211,6445.25,-35.00
93,T93,T93,Bob Heintz,68,"30' 7""",202,6173.25,-12.00
94,T93,T93,Shigeki Maruyama,87,"30' 7""",256,7838.1669999999995,-50.00
95,T96,T96,Jonathan Byrd,96,"30' 8""",323,9894.5,-54.00
96,T96,T96,Jess Daley,76,"30' 8""",267,8196.417,-34.00
97,T96,T96,Stephen Gangluff,75,"30' 8""",296,9067.917,-26.00
98,T96,T96,Paul Gow,99,"30' 8""",347,10648.583,-46.00
99,T96,T96,Pete Jordan,78,"30' 8""",298,9149.25,+4.00
100,T96,T96,Greg Kraft,86,"30' 8""",318,9741.75,-21.00
101,T96,T96,Corey Pavin,78,"30' 8""",272,8345.833,-17.00
102,T103,T103,Billy Andrade,100,"30' 9""",324,9954.5,-67.00
103,T103,T103,Bart Bryant,69,"30' 9""",272,8370.25,-41.00
104,T105,T105,Fred Couples,64,"30' 10""",132,4066.833,-18.00
105,T105,T105,Glen Day,107,"30' 10""",436,13442.333,-36.00
106,T105,T105,Chris DiMarco,111,"30' 10""",320,9856.5,-50.00
107,T105,T105,Bryce Molder,65,"30' 10""",259,7977.6669999999995,-31.00
108,T105,T105,Mike Sposa,111,"30' 10""",397,12246.917,-45.00
109,T110,T110,Bob Burns,99,"30' 11""",320,9901.5,-29.00
110,T110,T110,Steve Lowery,98,"30' 11""",332,10266.167,-37.00
111,T110,T110,Tom Pernice Jr.,101,"30' 11""",316,9763.333,-37.00
112,T113,T113,"David Berganio, Jr.",80,"31' 0""",310,9617.167,-37.00
113,T113,T113,Michael Clark II,97,"31' 0""",353,10937.333,-32.00
114,T113,T113,Steve Flesch,110,"31' 0""",309,9585.583,-32.00
115,T113,T113,Spike McRoy,69,"31' 0""",210,6501.5830000000005,-15.00
116,T117,T117,Charles Howell III,118,"31' 1""",348,10822.667,-67.00
117,T117,T117,Bob May,91,"31' 1""",318,9876.333,-38.00
118,T119,T119,Olin Browne,107,"31' 2""",407,12679.833,-39.00
119,T119,T119,Justin Leonard,97,"31' 2""",321,10007.667,-37.00
120,T119,T119,David Morland IV,58,"31' 2""",229,7144.3330000000005,-22.00
121,T122,T122,Jay Don Blake,107,"31' 3""",361,11284.917,-46.00
122,T122,T122,Peter Jacobsen,67,"31' 3""",232,7251.4169999999995,-26.00
123,T122,T122,Chris Riley,104,"31' 3""",368,11503.583,-49.00
124,T125,T125,Robert Damron,85,"31' 4""",311,9755.583,-44.00
125,T125,T125,Skip Kendall,103,"31' 4""",355,11123.0,-38.00
126,T125,T125,Rory Sabbatini,69,"31' 4""",170,5331.5830000000005,-22.00
127,T125,T125,Jeff Sluman,118,"31' 4""",415,13014.333,-67.00
128,T129,T129,Paul Azinger,69,"31' 6""",154,4850.083,-16.00
129,T129,T129,Russ Cochran,68,"31' 6""",215,6778.1669999999995,-11.00
130,T131,T131,Notah Begay III,76,"31' 7""",342,10798.167,-37.00
131,T131,T131,Kent Jones,105,"31' 7""",383,12102.167,-47.00
132,T131,T131,Carl Paulson,84,"31' 7""",322,10177.0,-41.00
133,T131,T131,Richard Zokol,53,"31' 7""",175,5530.75,+2.00
134,T135,T135,Woody Austin,102,"31' 8""",339,10721.75,-40.00
135,T135,T135,Rich Beem,99,"31' 8""",316,10012.583,-49.00
136,T135,T135,Dudley Hart,88,"31' 8""",246,7789.8330000000005,-13.00
137,T135,T135,Jerry Smith,91,"31' 8""",313,9913.5,-9.00
138,T135,T135,Garrett Willis,80,"31' 8""",269,8523.5,-23.00
139,140,140,Mike Weir,94,"31' 9""",267,8479.75,-32.00
140,141,141,Jerry Kelly,99,"31' 10""",321,10215.083,-51.00
141,T142,T142,Ernie Els,68,"32' 0""",201,6435.3330000000005,-31.00
142,T142,T142,Bernhard Langer,55,"32' 0""",130,4155.917,-11.00
143,T142,T142,Kenny Perry,98,"32' 0""",329,10533.917,-55.00
144,T142,T142,John Rollins,124,"32' 0""",460,14727.667,-74.00
145,T142,T142,Brett Wetterich,89,"32' 0""",302,9658.417,-32.00
146,T147,T147,Per-Ulrik Johansson,87,"32' 1""",290,9300.75,-23.00
147,T147,T147,Grant Waite,98,"32' 1""",339,10884.417,-34.00
148,T149,T149,Greg Chalmers,94,"32' 2""",271,8711.583,-28.00
149,T149,T149,Jason Hill,59,"32' 2""",191,6139.75,-3.00
150,T149,T149,Gary Nicklaus,66,"32' 2""",224,7204.8330000000005,-2.00
151,T152,T152,Mark Calcavecchia,84,"32' 3""",195,6295.0830000000005,-39.00
152,T152,T152,Jay Haas,83,"32' 3""",258,8322.917,-37.00
153,T152,T152,Paul Stankowski,100,"32' 3""",300,9672.833,-45.00
154,T155,T155,Pat Bates,94,"32' 5""",354,11470.333,-45.00
155,T155,T155,Matt Kuchar,82,"32' 5""",275,8924.917,-37.00
156,T157,T157,David Gossett,95,"32' 6""",365,11876.667,-34.00
157,T157,T157,Eduardo Herrera,59,"32' 6""",206,6700.9169999999995,-6.00
158,T157,T157,Steve Jones,71,"32' 6""",210,6818.25,-11.00
159,T157,T157,Bo Van Pelt,78,"32' 6""",279,9056.083,-36.00
160,T161,T161,Bradley Hughes,60,"32' 7""",213,6934.0,-10.00
161,T161,T161,Brandt Jobe,94,"32' 7""",344,11214.5,-51.00
162,T161,T161,Shaun Micheel,100,"32' 7""",353,11488.333,-48.00
163,T161,T161,Chris Smith,103,"32' 7""",327,10642.5,-44.00
164,165,165,Scott Simpson,61,"32' 8""",221,7216.3330000000005,+4.00
165,T166,T166,Mathew Goggin,64,"32' 9""",212,6941.25,-22.00
166,T166,T166,Craig Perks,91,"32' 9""",223,7309.0,-40.00
167,T168,T168,Robert Allenby,96,"32' 11""",349,11473.917,-59.00
168,T168,T168,Brad Elder,76,"32' 11""",238,7825.6669999999995,-17.00
169,T170,T170,Cameron Beckman,87,"33' 0""",265,8739.833,-32.00
170,T170,T170,Brad Lardon,59,"33' 0""",206,6791.0,-4.00
171,172,172,Len Mattiace,106,"33' 2""",382,12679.25,-43.00
172,T173,T173,Sergio Garcia,79,"33' 3""",194,6443.3330000000005,-8.00
173,T173,T173,Scott McCarron,106,"33' 3""",301,9999.5,-41.00
174,T175,T175,Miguel Angel Jiménez,60,"33' 5""",167,5584.75,+8.00
175,T175,T175,Kenneth Staton,104,"33' 5""",373,12475.083,-19.00
176,T175,T175,Kaname Yokoo,74,"33' 5""",244,8149.6669999999995,-4.00
177,T178,T178,Steve Elkington,82,"33' 7""",225,7565.0,-17.00
178,T178,T178,Brenden Pappas,62,"33' 7""",197,6621.9169999999995,-18.00
179,180,180,Frank Nobilo,94,"33' 8""",351,11823.417,-9.00
180,181,181,John Cook,85,"33' 9""",246,8302.333,-40.00
181,182,182,Glen Hnatiuk,95,"33' 10""",395,13366.0,-60.00
182,T183,T183,Ben Crane,91,"33' 11""",283,9609.0,-41.00
183,T183,T183,Brent Geiberger,95,"33' 11""",315,10687.167,-24.00
184,T183,T183,Billy Mayfair,99,"33' 11""",307,10400.583,-27.00
185,T186,T186,Fulton Allem,64,"34' 0""",221,7518.4169999999995,-18.00
186,T186,T186,John Senden,96,"34' 0""",280,9510.5,-36.00
187,188,188,Lee Porter,91,"34' 2""",336,11487.667,-22.00
188,189,189,Jonathan Kaye,83,"34' 4""",310,10631.583,-29.00
189,190,190,Bob Tway,103,"34' 5""",315,10830.0,-31.00
190,191,191,José Coceres,51,"34' 9""",151,5247.5,-23.00
191,192,192,Hal Sutton,74,"34' 10""",219,7628.3330000000005,-13.00
192,193,193,Deane Pappas,90,"34' 11""",257,8974.083,+2.00
193,194,194,John Daly,62,"35' 0""",116,4063.083,-19.00
194,195,195,Duffy Waldorf,90,"35' 3""",303,10673.917,-39.00
195,196,196,Pat Perez,89,"35' 4""",254,8975.917,-36.00
196,197,197,Steve Pate,64,"36' 0""",194,6983.9169999999995,-33.00
197,198,198,Craig Stadler,72,"36' 2""",187,6758.0830000000005,-18.00
198,199,199,Brian Watts,58,"36' 3""",182,6596.25,+4.00
199,T200,T200,Edward Fryatt,94,"36' 4""",281,10205.833,-17.00
200,T200,T200,Esteban Toledo,106,"36' 4""",314,11415.417,-12.00
201,202,202,Jesper Parnevik,85,"37' 1""",171,6334.25,-11.00
