,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Tiger Woods,69,"38' 4""",153.167,4,-4
1,2,2,David Duval,78,"43' 10""",87.667,2,-2
2,3,3,Craig Barlow,62,"51' 3""",153.833,3,-2
3,4,4,Andrew Magee,91,"52' 10""",211.167,4,-4
4,5,5,Lee Janzen,101,"56' 5""",338.583,6,-4
5,6,6,Geoff Ogilvy,90,"59' 9""",298.75,5,-5
6,7,7,Michael Allen,76,"60' 2""",120.333,2,-2
7,8,8,Robin Freeman,79,"61' 3""",183.667,3,-1
8,9,9,Kirk Triplett,84,"61' 7""",123.167,2,-1
9,10,10,Tim Petrovic,92,"61' 10""",309.16700000000003,5,-4
10,11,11,Tom Scherrer,98,"63' 4""",126.583,2,-1
11,12,12,Ben Crane,91,"64' 7""",516.9169999999999,8,-4
12,13,13,Boo Weekley,57,"66' 3""",265.0,4,-3
13,14,14,Brad Lardon,59,"67' 6""",269.83299999999997,4,-3
14,15,15,Retief Goosen,56,"68' 4""",136.583,2,-2
15,16,16,J.J. Henry,112,"68' 5""",273.58299999999997,4,-2
16,17,17,Harrison Frazar,88,"70' 9""",212.167,3,-2
17,18,18,Joel Edwards,101,"71' 0""",355.083,5,-4
18,19,19,Stephen Gangluff,75,"71' 2""",142.25,2,-1
19,20,20,Phil Mickelson,97,"71' 4""",428.167,6,-2
20,21,21,Charles Howell III,118,"71' 7""",715.5830000000001,10,-4
21,22,22,Carlos Franco,107,"72' 3""",144.5,2,-1
22,T23,T23,Mike Hulbert,55,"72' 4""",144.667,2,-1
23,T23,T23,José María Olazábal,71,"72' 4""",217.0,3,-2
24,25,25,Joey Sindelar,104,"73' 8""",294.75,4,-1
25,26,26,Michael Long,71,"73' 11""",665.5830000000001,9,-5
26,27,27,Jay Williamson,91,"74' 9""",523.25,7,-6
27,28,28,Scott McCarron,106,"74' 10""",374.0,5,-3
28,29,29,Tom Byrum,77,"75' 11""",303.66700000000003,4,-2
29,30,30,Michael Muehr,73,"76' 2""",152.25,2,E
30,31,31,Chris Smith,103,"77' 5""",232.25,3,-2
31,32,32,Eduardo Herrera,59,"78' 4""",391.667,5,-1
32,33,33,Greg Chalmers,94,"78' 9""",314.91700000000003,4,E
33,34,34,Deane Pappas,90,"79' 1""",316.16700000000003,4,E
34,35,35,Carl Paulson,84,"79' 7""",238.833,3,-3
35,T36,T36,Jonathan Byrd,96,"80' 3""",321.08299999999997,4,E
36,T36,T36,Jerry Kelly,99,"80' 3""",160.417,2,E
37,T36,T36,Loren Roberts,93,"80' 3""",240.833,3,E
38,T39,T39,John Huston,99,"80' 4""",321.16700000000003,4,-2
39,T39,T39,Franklin Langham,72,"80' 4""",401.583,5,-1
40,T39,T39,Vijay Singh,102,"80' 4""",160.583,2,-1
41,42,42,Rory Sabbatini,69,"80' 11""",485.417,6,-1
42,T43,T43,Davis Love III,92,"81' 1""",324.41700000000003,4,-2
43,T43,T43,Hidemichi Tanaka,104,"81' 1""",405.417,5,-2
44,45,45,Stephen Ames,89,"81' 2""",243.5,3,-1
45,46,46,Briny Baird,110,"81' 4""",325.33299999999997,4,-2
46,47,47,Rod Pampling,98,"82' 1""",903.1669999999999,11,-8
47,48,48,Frank Nobilo,94,"82' 2""",657.25,8,-5
48,49,49,David Peoples,105,"82' 10""",414.083,5,-3
49,50,50,Tommy Tolles,64,"83' 0""",165.917,2,-1
50,51,51,Garrett Willis,80,"83' 4""",1083.667,13,-5
51,52,52,John Senden,96,"83' 5""",250.333,3,-1
52,53,53,Paul Gow,99,"83' 11""",335.667,4,-1
53,54,54,Greg Kraft,86,"84' 1""",757.0830000000001,9,-3
54,T55,T55,Miguel Angel Jiménez,60,"84' 9""",254.25,3,E
55,T55,T55,Duffy Waldorf,90,"84' 9""",508.5,6,-4
56,T57,T57,Brent Geiberger,95,"85' 0""",680.1669999999999,8,-3
57,T57,T57,Mike Sposa,111,"85' 0""",339.833,4,-3
58,59,59,Brian Gay,117,"85' 3""",511.5,6,-4
59,60,60,Bradley Hughes,60,"85' 5""",426.917,5,-2
60,61,61,Chad Campbell,111,"85' 10""",944.4169999999999,11,-5
61,62,62,Billy Andrade,100,"86' 4""",863.5830000000001,10,-6
62,63,63,Brandel Chamblee,85,"86' 9""",173.417,2,-1
63,64,64,Paul Goydos,66,"86' 10""",520.8330000000001,6,-4
64,65,65,Robert Damron,85,"86' 11""",434.75,5,-2
65,66,66,Russ Cochran,68,"87' 0""",521.75,6,-2
66,67,67,Dan Forsman,83,"87' 5""",786.8330000000001,9,-1
67,68,68,Bo Van Pelt,78,"87' 6""",524.8330000000001,6,-3
68,69,69,Blaine McCallister,75,"88' 0""",351.833,4,-2
69,70,70,Joe Durant,87,"88' 1""",352.167,4,-1
70,71,71,Tom Pernice Jr.,101,"88' 2""",440.917,5,-2
71,72,72,Dicky Pride,51,"88' 6""",442.417,5,-1
72,73,73,J.L. Lewis,98,"89' 1""",534.4169999999999,6,-2
73,T74,T74,Woody Austin,102,"89' 9""",808.0,9,-5
74,T74,T74,Craig Perks,91,"89' 9""",448.833,5,-4
75,T76,T76,Skip Kendall,103,"90' 3""",541.5,6,-3
76,T76,T76,Steve Pate,64,"90' 3""",451.333,5,+1
77,78,78,Phil Tataurangi,88,"90' 4""",361.333,4,-1
78,79,79,Shaun Micheel,100,"90' 5""",903.8330000000001,10,-7
79,80,80,Brenden Pappas,62,"90' 11""",363.667,4,-3
80,81,81,Scott Dunlap,74,"91' 1""",546.5,6,-2
81,82,82,Peter Lonard,93,"91' 5""",640.0830000000001,7,-4
82,83,83,Sergio Garcia,79,"92' 11""",464.417,5,-1
83,84,84,Craig Parry,69,"93' 1""",372.167,4,E
84,85,85,Tripp Isenhour,68,"93' 7""",374.25,4,-2
85,T86,T86,Bob Estes,93,"93' 10""",281.58299999999997,3,-1
86,T86,T86,Jay Haas,83,"93' 10""",657.0,7,-2
87,88,88,K.J. Choi,93,"94' 7""",661.8330000000001,7,-1
88,89,89,Jeff Maggert,83,"94' 8""",378.583,4,-1
89,90,90,Steve Allan,93,"94' 9""",853.0,9,-2
90,91,91,Dennis Paulson,89,"94' 11""",189.75,2,E
91,92,92,Rich Beem,99,"95' 3""",381.0,4,-2
92,93,93,Mark Calcavecchia,84,"95' 5""",190.833,2,-1
93,T94,T94,Per-Ulrik Johansson,87,"95' 7""",477.833,5,-2
94,T94,T94,Kenneth Staton,104,"95' 7""",1242.667,13,-10
95,96,96,Stewart Cink,92,"96' 4""",577.75,6,-1
96,97,97,Chris Riley,104,"96' 8""",483.5,5,-2
97,T98,T98,Paul Azinger,69,"96' 11""",193.75,2,-1
98,T98,T98,Steve Flesch,110,"96' 11""",484.75,5,-5
99,100,100,Luke Donald,106,"97' 2""",874.25,9,-4
100,101,101,Esteban Toledo,106,"97' 5""",779.0830000000001,8,-3
101,102,102,David Toms,106,"97' 9""",782.1669999999999,8,-4
102,103,103,Justin Leonard,97,"98' 0""",391.917,4,-1
103,104,104,Brian Henninger,66,"98' 1""",490.25,5,-3
104,105,105,Bart Bryant,69,"98' 2""",883.5830000000001,9,-6
105,106,106,Nick Price,69,"98' 5""",196.833,2,-1
106,T107,T107,Tim Herron,102,"98' 8""",690.75,7,-5
107,T107,T107,Bob May,91,"98' 8""",888.25,9,-2
108,109,109,Fulton Allem,64,"99' 5""",397.667,4,-2
109,110,110,Spike McRoy,69,"99' 8""",598.0,6,E
110,111,111,Michael Clark II,97,"99' 9""",897.8330000000001,9,-3
111,112,112,Kent Jones,105,"100' 3""",1002.1669999999999,10,-6
112,113,113,Paul Stankowski,100,"100' 6""",603.0,6,-4
113,T114,T114,Brandt Jobe,94,"100' 11""",302.75,3,E
114,T114,T114,Scott Verplank,93,"100' 11""",605.4169999999999,6,-3
115,T116,T116,Frank Lickliter II,94,"101' 2""",606.8330000000001,6,-2
116,T116,T116,Joe Ogilvie,50,"101' 2""",303.41700000000003,3,-1
117,T118,T118,Dudley Hart,88,"101' 3""",506.083,5,E
118,T118,T118,Grant Waite,98,"101' 3""",810.1669999999999,8,-2
119,120,120,John Rollins,124,"101' 4""",1216.083,12,-5
120,121,121,Steve Lowery,98,"101' 7""",406.417,4,-1
121,122,122,Tommy Armour III,82,"101' 9""",203.417,2,-1
122,123,123,Robert Allenby,96,"102' 6""",717.75,7,-2
123,124,124,Peter Jacobsen,67,"102' 10""",514.0,5,-2
124,125,125,Kenny Perry,98,"102' 11""",411.75,4,-2
125,126,126,Pat Perez,89,"103' 1""",927.9169999999999,9,-6
126,127,127,Corey Pavin,78,"103' 5""",517.25,5,-1
127,128,128,Notah Begay III,76,"103' 9""",829.6669999999999,8,-3
128,129,129,John Riegger,88,"103' 10""",519.0830000000001,5,-1
129,130,130,Bob Burns,99,"103' 11""",935.5830000000001,9,-5
130,T131,T131,Jim Carter,98,"104' 4""",417.167,4,-4
131,T131,T131,Robert Gamez,69,"104' 4""",521.75,5,-1
132,133,133,Pat Bates,94,"104' 9""",523.6669999999999,5,-1
133,134,134,Mathew Goggin,64,"105' 2""",736.0,7,E
134,135,135,Matt Peterson,80,"105' 3""",420.833,4,-1
135,136,136,Neal Lancaster,101,"105' 6""",632.75,6,-1
136,T137,T137,"David Berganio, Jr.",80,"105' 10""",635.0,6,-3
137,T137,T137,Shigeki Maruyama,87,"105' 10""",529.25,5,-3
138,139,139,Fred Couples,64,"105' 11""",211.833,2,-2
139,140,140,Pete Jordan,78,"106' 6""",532.5,5,-3
140,141,141,Brian Watts,58,"106' 7""",852.5830000000001,8,E
141,T142,T142,Jim Furyk,88,"106' 8""",640.0830000000001,6,-4
142,T142,T142,Ian Leggatt,97,"106' 8""",213.333,2,E
143,144,144,Jesper Parnevik,85,"107' 4""",429.167,4,-1
144,145,145,José Coceres,51,"107' 7""",430.25,4,-2
145,146,146,Billy Mayfair,99,"107' 9""",754.0830000000001,7,-4
146,T147,T147,Paul Claxton,83,"108' 3""",866.25,8,-2
147,T147,T147,Chris DiMarco,111,"108' 3""",974.5,9,-4
148,149,149,Cameron Beckman,87,"108' 4""",541.6669999999999,5,-4
149,150,150,Steve Jones,71,"109' 1""",545.3330000000001,5,E
150,151,151,Olin Browne,107,"109' 3""",655.5830000000001,6,-2
151,T152,T152,Jeff Brehaut,87,"109' 4""",328.083,3,-3
152,T152,T152,David Gossett,95,"109' 4""",437.333,4,-3
153,154,154,Jay Don Blake,107,"109' 5""",984.9169999999999,9,-3
154,155,155,Glen Day,107,"110' 0""",1099.667,10,-6
155,T156,T156,David Morland IV,58,"110' 3""",661.3330000000001,6,-2
156,T156,T156,Gary Nicklaus,66,"110' 3""",661.6669999999999,6,-4
157,158,158,Jeff Sluman,118,"111' 2""",666.9169999999999,6,-4
158,159,159,Brett Quigley,93,"111' 11""",223.75,2,-2
159,160,160,Brett Wetterich,89,"112' 3""",673.25,6,-1
160,161,161,Ernie Els,68,"112' 7""",225.083,2,-1
161,162,162,Bryce Molder,65,"112' 10""",564.0,5,-4
162,163,163,Matt Kuchar,82,"112' 11""",451.667,4,-1
163,164,164,Edward Fryatt,94,"114' 0""",798.25,7,-3
164,165,165,Matt Gogel,79,"114' 3""",571.4169999999999,5,-2
165,T166,T166,Fred Funk,106,"114' 6""",458.083,4,-1
166,T166,T166,J.P. Hayes,78,"114' 6""",114.5,1,E
167,168,168,Heath Slocum,96,"114' 9""",573.75,5,-1
168,169,169,Steve Stricker,68,"115' 10""",347.417,3,-2
169,170,170,Brad Faxon,93,"116' 11""",467.5,4,E
170,171,171,Jerry Smith,91,"117' 0""",702.0830000000001,6,-2
171,172,172,Rocco Mediate,79,"117' 2""",820.25,7,-1
172,173,173,Scott Simpson,61,"117' 4""",234.583,2,-1
173,174,174,Bob Heintz,68,"117' 5""",587.1669999999999,5,-2
174,175,175,Brian Bateman,94,"117' 8""",588.25,5,+1
175,176,176,John Cook,85,"117' 9""",353.333,3,-2
176,177,177,David Frost,90,"118' 0""",589.8330000000001,5,-2
177,178,178,Len Mattiace,106,"118' 4""",236.583,2,E
178,T179,T179,Glen Hnatiuk,95,"118' 6""",947.9169999999999,8,-3
179,T179,T179,Scott Hoch,71,"118' 6""",118.5,1,-1
180,181,181,Mike Weir,94,"119' 5""",358.333,3,-2
181,182,182,John Daly,62,"121' 3""",485.083,4,-3
182,183,183,Jess Daley,76,"121' 6""",485.833,4,-4
183,184,184,Richard Zokol,53,"123' 1""",123.083,1,-1
184,185,185,Stuart Appleby,97,"123' 5""",493.5,4,-1
185,186,186,Mark Brooks,97,"123' 11""",371.75,3,-1
186,187,187,Jason Hill,59,"124' 10""",374.5,3,-2
187,188,188,Brad Elder,76,"126' 0""",378.083,3,-4
188,189,189,Bob Tway,103,"126' 4""",884.25,7,-1
189,190,190,Mark O'Meara,68,"127' 11""",383.75,3,-2
190,T191,T191,Tim Clark,76,"130' 0""",390.083,3,E
191,T191,T191,Jonathan Kaye,83,"130' 0""",910.0,7,-3
192,193,193,Hal Sutton,74,"130' 5""",521.5830000000001,4,-1
193,194,194,Donnie Hammond,60,"135' 2""",405.5,3,-3
194,195,195,Kaname Yokoo,74,"135' 4""",676.8330000000001,5,-1
195,196,196,Lee Porter,91,"135' 6""",813.0830000000001,6,-2
196,197,197,Kevin Sutherland,96,"136' 7""",273.16700000000003,2,-1
197,198,198,Steve Elkington,82,"139' 4""",418.0,3,-1
198,199,199,Jeff Gove,89,"143' 2""",286.25,2,-1
199,200,200,Craig Stadler,72,"148' 9""",148.75,1,E
