,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
0,T1,T1,Jay Don Blake,107,18
1,T1,T1,Rod Pampling,98,18
2,3,3,Kaname Yokoo,74,17
3,T4,T4,Skip Kendall,103,16
4,T4,T4,J.L. Lewis,98,16
5,T4,T4,Chris Riley,104,16
6,T4,T4,John Rollins,124,16
7,T8,T8,Robin Freeman,79,15
8,T8,T8,Scott Verplank,93,15
9,T10,T10,Greg Chalmers,94,14
10,T10,T10,Brad Faxon,93,14
11,T10,T10,Lee Janzen,101,14
12,T10,T10,Matt Kuchar,82,14
13,T10,T10,Neal Lancaster,101,14
14,T10,T10,Andrew Magee,91,14
15,T10,T10,Bob May,91,14
16,T10,T10,Pat Perez,89,14
17,T10,T10,Tommy Tolles,64,14
18,T19,T19,Stuart Appleby,97,13
19,T19,T19,Ben Crane,91,13
20,T19,T19,Chris DiMarco,111,13
21,T19,T19,Luke Donald,106,13
22,T19,T19,Brad Elder,76,13
23,T19,T19,Len Mattiace,106,13
24,T19,T19,Corey Pavin,78,13
25,T19,T19,Kenneth Staton,104,13
26,T27,T27,Steve Flesch,110,12
27,T27,T27,Brian Gay,117,12
28,T27,T27,Brian Henninger,66,12
29,T27,T27,Steve Lowery,98,12
30,T27,T27,Phil Mickelson,97,12
31,T27,T27,Joey Sindelar,104,12
32,T33,T33,Steve Allan,93,11
33,T33,T33,Paul Azinger,69,11
34,T33,T33,Russ Cochran,68,11
35,T33,T33,John Cook,85,11
36,T33,T33,Carlos Franco,107,11
37,T33,T33,David Frost,90,11
38,T33,T33,Stephen Gangluff,75,11
39,T33,T33,Brandt Jobe,94,11
40,T33,T33,Peter Lonard,93,11
41,T33,T33,Davis Love III,92,11
42,T33,T33,Jeff Maggert,83,11
43,T33,T33,David Peoples,105,11
44,T33,T33,Heath Slocum,96,11
45,T33,T33,Kevin Sutherland,96,11
46,T33,T33,David Toms,106,11
47,T33,T33,Bob Tway,103,11
48,T49,T49,Cameron Beckman,87,10
49,T49,T49,Chad Campbell,111,10
50,T49,T49,K.J. Choi,93,10
51,T49,T49,Glen Day,107,10
52,T49,T49,Steve Elkington,82,10
53,T49,T49,John Huston,99,10
54,T49,T49,Peter Jacobsen,67,10
55,T49,T49,Pete Jordan,78,10
56,T49,T49,Jonathan Kaye,83,10
57,T49,T49,Ian Leggatt,97,10
58,T49,T49,David Morland IV,58,10
59,T49,T49,Frank Nobilo,94,10
60,T49,T49,Kenny Perry,98,10
61,T49,T49,Tom Scherrer,98,10
62,T49,T49,Paul Stankowski,100,10
63,T49,T49,Brett Wetterich,89,10
64,T65,T65,Briny Baird,110,9
65,T65,T65,Mark Brooks,97,9
66,T65,T65,Olin Browne,107,9
67,T65,T65,Jonathan Byrd,96,9
68,T65,T65,Tom Byrum,77,9
69,T65,T65,Mark Calcavecchia,84,9
70,T65,T65,Paul Claxton,83,9
71,T65,T65,Fred Funk,106,9
