,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
72,T65,T65,David Gossett,95,9
73,T65,T65,Paul Gow,99,9
74,T65,T65,Jay Haas,83,9
75,T65,T65,Charles Howell III,118,9
76,T65,T65,Miguel Angel Jiménez,60,9
77,T65,T65,Jerry Kelly,99,9
78,T65,T65,Shigeki Maruyama,87,9
79,T65,T65,Scott McCarron,106,9
80,T65,T65,Geoff Ogilvy,90,9
81,T65,T65,Carl Paulson,84,9
82,T65,T65,Craig Perks,91,9
83,T65,T65,Matt Peterson,80,9
84,T65,T65,Tim Petrovic,92,9
85,T65,T65,Rory Sabbatini,69,9
86,T65,T65,John Senden,96,9
87,T65,T65,Vijay Singh,102,9
88,T65,T65,Jeff Sluman,118,9
89,T65,T65,Jay Williamson,91,9
90,T91,T91,Stephen Ames,89,8
91,T91,T91,Tommy Armour III,82,8
92,T91,T91,Brian Bateman,94,8
93,T91,T91,Pat Bates,94,8
94,T91,T91,Robert Damron,85,8
95,T91,T91,Joel Edwards,101,8
96,T91,T91,Bob Estes,93,8
97,T91,T91,Paul Goydos,66,8
98,T91,T91,Donnie Hammond,60,8
99,T91,T91,Glen Hnatiuk,95,8
100,T91,T91,Scott Hoch,71,8
101,T91,T91,Justin Leonard,97,8
102,T91,T91,Mark O'Meara,68,8
103,T91,T91,Nick Price,69,8
104,T91,T91,Scott Simpson,61,8
105,T91,T91,Jerry Smith,91,8
106,T91,T91,Mike Sposa,111,8
107,T91,T91,Steve Stricker,68,8
108,T91,T91,Hidemichi Tanaka,104,8
109,T91,T91,Esteban Toledo,106,8
110,T91,T91,Bo Van Pelt,78,8
111,T91,T91,Grant Waite,98,8
112,T91,T91,Brian Watts,58,8
113,T114,T114,Michael Allen,76,7
114,T114,T114,Robert Allenby,96,7
115,T114,T114,Jeff Brehaut,87,7
116,T114,T114,Tim Clark,76,7
117,T114,T114,Edward Fryatt,94,7
118,T114,T114,Brent Geiberger,95,7
119,T114,T114,Dudley Hart,88,7
120,T114,T114,Tim Herron,102,7
121,T114,T114,Tripp Isenhour,68,7
122,T114,T114,Per-Ulrik Johansson,87,7
123,T114,T114,Kent Jones,105,7
124,T114,T114,Frank Lickliter II,94,7
125,T114,T114,Rocco Mediate,79,7
126,T114,T114,Michael Muehr,73,7
127,T114,T114,José María Olazábal,71,7
128,T114,T114,Deane Pappas,90,7
129,T114,T114,Brett Quigley,93,7
130,T114,T114,Loren Roberts,93,7
131,T132,T132,Rich Beem,99,6
132,T132,T132,Bob Burns,99,6
133,T132,T132,Jess Daley,76,6
134,T132,T132,John Daly,62,6
135,T132,T132,David Duval,78,6
136,T132,T132,Ernie Els,68,6
137,T132,T132,Sergio Garcia,79,6
138,T132,T132,J.J. Henry,112,6
139,T132,T132,Greg Kraft,86,6
140,T132,T132,Shaun Micheel,100,6
141,T132,T132,Jesper Parnevik,85,6
142,T132,T132,Tom Pernice Jr.,101,6
143,T132,T132,Lee Porter,91,6
144,T132,T132,John Riegger,88,6
145,T132,T132,Phil Tataurangi,88,6
146,T132,T132,Mike Weir,94,6
147,T132,T132,Richard Zokol,53,6
148,T149,T149,Fulton Allem,64,5
149,T149,T149,Billy Andrade,100,5
150,T149,T149,Brandel Chamblee,85,5
151,T149,T149,José Coceres,51,5
152,T149,T149,Dan Forsman,83,5
153,T149,T149,Jim Furyk,88,5
154,T149,T149,Jeff Gove,89,5
155,T149,T149,J.P. Hayes,78,5
156,T149,T149,Eduardo Herrera,59,5
157,T149,T149,Bradley Hughes,60,5
158,T149,T149,Steve Jones,71,5
159,T149,T149,Brad Lardon,59,5
160,T149,T149,Blaine McCallister,75,5
161,T149,T149,Craig Parry,69,5
162,T149,T149,Chris Smith,103,5
163,T149,T149,Hal Sutton,74,5
164,T149,T149,Duffy Waldorf,90,5
165,T149,T149,Boo Weekley,57,5
166,T149,T149,Garrett Willis,80,5
167,T168,T168,Woody Austin,102,4
168,T168,T168,Craig Barlow,62,4
169,T168,T168,Notah Begay III,76,4
170,T168,T168,Jim Carter,98,4
171,T168,T168,Michael Clark II,97,4
172,T168,T168,Fred Couples,64,4
173,T168,T168,Joe Durant,87,4
174,T168,T168,Bob Heintz,68,4
175,T168,T168,Mike Hulbert,55,4
176,T168,T168,Tom Lehman,78,4
177,T168,T168,Spike McRoy,69,4
178,T168,T168,Gary Nicklaus,66,4
179,T168,T168,Joe Ogilvie,50,4
180,T168,T168,Brenden Pappas,62,4
181,T168,T168,Dennis Paulson,89,4
182,T168,T168,Craig Stadler,72,4
183,T168,T168,Kirk Triplett,84,4
184,T185,T185,"David Berganio, Jr.",80,3
185,T185,T185,Stewart Cink,92,3
186,T185,T185,Scott Dunlap,74,3
187,T185,T185,Harrison Frazar,88,3
188,T185,T185,Matt Gogel,79,3
189,T185,T185,Mathew Goggin,64,3
190,T185,T185,Retief Goosen,56,3
191,T185,T185,Bernhard Langer,55,3
192,T185,T185,Michael Long,71,3
193,T185,T185,Billy Mayfair,99,3
194,T185,T185,Bryce Molder,65,3
195,T185,T185,Tiger Woods,69,3
196,T197,T197,Jason Hill,59,2
197,T197,T197,Franklin Langham,72,2
198,T197,T197,Steve Pate,64,2
199,T200,T200,Bart Bryant,69,1
200,T200,T200,Robert Gamez,69,1
201,T200,T200,Dicky Pride,51,1
