,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
56,T57,T57,Brian Henninger,66,"33' 5""",10828.083,324,102
57,T57,T57,Pete Jordan,78,"33' 5""",12158.417,364,182
58,T59,T59,Brian Bateman,94,"33' 6""",15009.083,448,93
59,T59,T59,Scott Dunlap,74,"33' 6""",11320.167,338,110
60,T59,T59,Joe Ogilvie,50,"33' 6""",8504.583,254,200
61,T59,T59,Dennis Paulson,89,"33' 6""",13405.75,400,118
62,T63,T63,Peter Lonard,93,"33' 7""",12662.833,377,39
63,T63,T63,Kevin Sutherland,96,"33' 7""",11258.0,335,43
64,T65,T65,Scott Hoch,71,"33' 8""",9897.0,294,115
65,T65,T65,Mike Sposa,111,"33' 8""",16956.25,504,131
66,T67,T67,Notah Begay III,76,"33' 9""",14419.75,427,73
67,T67,T67,Retief Goosen,56,"33' 9""",8141.4169999999995,241,29
68,T67,T67,Loren Roberts,93,"33' 9""",15059.583,446,35
69,T70,T70,Craig Barlow,62,"33' 10""",11090.333,328,80
70,T70,T70,Davis Love III,92,"33' 10""",12987.667,384,85
71,T72,T72,Bart Bryant,69,"33' 11""",11349.75,335,12
72,T72,T72,Shigeki Maruyama,87,"33' 11""",11461.833,338,148
73,74,74,Skip Kendall,103,"34' 0""",15602.917,459,161
74,T75,T75,Bob Burns,99,"34' 1""",14148.083,415,91
75,T75,T75,Chris DiMarco,111,"34' 1""",14638.5,430,40
76,T75,T75,Brad Faxon,93,"34' 1""",11869.75,348,154
77,T75,T75,John Rollins,124,"34' 1""",19683.5,577,42
78,T75,T75,Tiger Woods,69,"34' 1""",8459.0,248,1
79,T80,T80,Tripp Isenhour,68,"34' 2""",11852.5,347,106
80,T80,T80,Justin Leonard,97,"34' 2""",13747.083,402,50
81,T80,T80,Corey Pavin,78,"34' 2""",10988.917,322,196
82,T83,T83,Steve Allan,93,"34' 3""",15361.667,448,84
83,T83,T83,Peter Jacobsen,67,"34' 3""",10065.333,294,75
84,T83,T83,Greg Kraft,86,"34' 3""",13700.0,400,169
85,T83,T83,Neal Lancaster,101,"34' 3""",14250.583,416,137
86,87,87,Russ Cochran,68,"34' 4""",10234.25,298,108
87,T88,T88,Briny Baird,110,"34' 5""",16832.583,489,54
88,T88,T88,Glen Day,107,"34' 5""",18536.0,538,58
89,T88,T88,Donnie Hammond,60,"34' 5""",9086.25,264,53
90,T88,T88,Dudley Hart,88,"34' 5""",11345.583,330,68
91,T88,T88,Rod Pampling,98,"34' 5""",13111.667,381,121
92,T88,T88,Chris Riley,104,"34' 5""",16243.5,472,114
93,T94,T94,Stephen Gangluff,75,"34' 6""",13391.5,388,155
94,T94,T94,Tim Herron,102,"34' 6""",14782.833,428,109
95,T94,T94,Mike Hulbert,55,"34' 6""",7349.0830000000005,213,193
96,T97,T97,Pat Bates,94,"34' 7""",15204.0,440,49
97,T97,T97,Jonathan Byrd,96,"34' 7""",15052.25,435,136
98,T97,T97,Phil Mickelson,97,"34' 7""",14310.333,414,47
99,T97,T97,Dicky Pride,51,"34' 7""",9949.417,288,47
100,101,101,Tommy Tolles,64,"34' 8""",11115.833,321,164
101,T102,T102,Woody Austin,102,"34' 9""",16756.25,482,180
102,T102,T102,Michael Clark II,97,"34' 9""",15362.75,442,99
103,T102,T102,Fred Couples,64,"34' 9""",6602.0,190,127
104,T102,T102,Michael Long,71,"34' 9""",13034.583,375,62
105,T106,T106,Charles Howell III,118,"34' 10""",16138.917,463,25
106,T106,T106,Geoff Ogilvy,90,"34' 10""",13658.25,392,147
107,T106,T106,Jeff Sluman,118,"34' 10""",18623.5,535,22
108,T109,T109,Steve Flesch,110,"34' 11""",14116.583,404,63
109,T109,T109,Bernhard Langer,55,"34' 11""",5937.5,170,146
110,T109,T109,Chris Smith,103,"34' 11""",14673.333,420,3
111,T112,T112,Stephen Ames,89,"35' 0""",11449.5,327,82
112,T112,T112,Paul Claxton,83,"35' 0""",14851.5,424,143
113,T112,T112,Robin Freeman,79,"35' 0""",12878.75,368,96
114,T112,T112,Gary Nicklaus,66,"35' 0""",10250.083,293,175
115,116,116,Brandel Chamblee,85,"35' 1""",13844.333,395,103
116,T117,T117,Jess Daley,76,"35' 3""",13011.333,369,149
117,T117,T117,Kent Jones,105,"35' 3""",17534.167,497,121
118,T117,T117,Rory Sabbatini,69,"35' 3""",8636.333,245,79
119,T120,T120,Bob Heintz,68,"35' 4""",10630.833,301,202
120,T120,T120,Bob May,91,"35' 4""",15343.167,434,33
121,T120,T120,Craig Parry,69,"35' 4""",12412.25,351,46
122,T120,T120,Mike Weir,94,"35' 4""",12236.75,346,14
123,T124,T124,Rich Beem,99,"35' 5""",15025.417,424,65
124,T124,T124,Jay Don Blake,107,"35' 5""",16613.5,469,140
125,T124,T124,Garrett Willis,80,"35' 5""",13255.167,374,172
126,T127,T127,John Cook,85,"35' 6""",10605.833,299,44
127,T127,T127,Robert Damron,85,"35' 6""",14194.0,400,179
128,T127,T127,David Morland IV,58,"35' 6""",10972.167,309,167
129,T127,T127,Richard Zokol,53,"35' 6""",8061.9169999999995,227,194
130,T131,T131,Michael Allen,76,"35' 7""",10991.833,309,192
131,T131,T131,Jason Hill,59,"35' 7""",9741.917,274,119
132,T131,T131,Matt Kuchar,82,"35' 7""",11889.917,334,138
133,T131,T131,Steve Lowery,98,"35' 7""",15214.583,428,71
134,T131,T131,Tom Pernice Jr.,101,"35' 7""",15338.083,431,123
135,T136,T136,Paul Gow,99,"35' 8""",17062.833,478,112
136,T136,T136,Kenny Perry,98,"35' 8""",15652.0,439,6
137,T138,T138,Per-Ulrik Johansson,87,"35' 9""",13334.333,373,92
138,T138,T138,Franklin Langham,72,"35' 9""",12806.75,358,177
139,T138,T138,Shaun Micheel,100,"35' 9""",16603.0,464,4
140,T141,T141,Billy Andrade,100,"35' 10""",15568.417,434,149
141,T141,T141,Bradley Hughes,60,"35' 10""",10112.583,282,45
142,T141,T141,Billy Mayfair,99,"35' 10""",13476.25,376,76
143,T141,T141,Spike McRoy,69,"35' 10""",10104.333,282,82
144,T141,T141,José María Olazábal,71,"35' 10""",9362.25,261,191
145,T141,T141,Bob Tway,103,"35' 10""",14771.833,412,38
146,T147,T147,Mark Calcavecchia,84,"35' 11""",9725.167,271,88
147,T147,T147,David Frost,90,"35' 11""",15240.0,424,174
148,T149,T149,Cameron Beckman,87,"36' 0""",12649.917,351,52
149,T149,T149,Sergio Garcia,79,"36' 0""",9601.583,267,130
150,T149,T149,Brandt Jobe,94,"36' 0""",16547.667,460,26
151,T149,T149,Steve Jones,71,"36' 0""",10250.25,285,149
152,T149,T149,Carl Paulson,84,"36' 0""",15242.667,423,123
153,154,154,Grant Waite,98,"36' 1""",16654.75,462,97
154,T155,T155,Jerry Kelly,99,"36' 2""",15522.083,429,59
155,T155,T155,Brenden Pappas,62,"36' 2""",10877.0,301,158
156,157,157,Paul Azinger,69,"36' 3""",7682.5,212,185
157,158,158,Glen Hnatiuk,95,"36' 4""",17623.917,485,15
158,159,159,Jay Haas,83,"36' 5""",11878.25,326,156
159,T160,T160,Andrew Magee,91,"36' 6""",12762.833,350,160
160,T160,T160,Duffy Waldorf,90,"36' 6""",14297.417,392,105
161,T162,T162,Fulton Allem,64,"36' 7""",10269.417,281,181
162,T162,T162,Scott McCarron,106,"36' 7""",15534.667,425,67
163,T162,T162,Bryce Molder,65,"36' 7""",13489.917,369,157
164,T162,T162,Kenneth Staton,104,"36' 7""",17758.417,485,50
165,166,166,Len Mattiace,106,"36' 8""",18270.167,498,94
166,T167,T167,Ben Crane,91,"36' 9""",14191.083,386,171
167,T167,T167,Kaname Yokoo,74,"36' 9""",11459.417,312,199
168,T169,T169,Brad Lardon,59,"36' 10""",9771.5,265,145
169,T169,T169,Craig Perks,91,"36' 10""",12000.417,326,186
170,T169,T169,Jerry Smith,91,"36' 10""",15012.667,408,190
171,172,172,Greg Chalmers,94,"36' 11""",14319.917,388,163
172,173,173,Miguel Angel Jiménez,60,"37' 0""",8324.917,225,178
173,T174,T174,David Gossett,95,"37' 1""",16360.833,441,36
174,T174,T174,Brett Quigley,93,"37' 1""",16617.75,448,168
175,176,176,Bo Van Pelt,78,"37' 2""",14596.917,393,128
176,T177,T177,Scott Simpson,61,"37' 3""",10662.25,286,197
177,T177,T177,Paul Stankowski,100,"37' 3""",15399.25,413,165
178,T177,T177,Hal Sutton,74,"37' 3""",10315.417,277,95
179,T180,T180,Frank Nobilo,94,"37' 4""",16212.333,434,115
180,T180,T180,Pat Perez,89,"37' 4""",12759.167,342,187
181,T180,T180,Brett Wetterich,89,"37' 4""",15744.667,422,139
182,183,183,Lee Porter,91,"37' 6""",15804.417,421,175
183,T184,T184,José Coceres,51,"37' 7""",7855.0830000000005,209,198
184,T184,T184,Brad Elder,76,"37' 7""",12378.167,329,153
185,T184,T184,John Senden,96,"37' 7""",14515.667,386,13
186,T187,T187,Ernie Els,68,"37' 8""",10284.333,273,135
187,T187,T187,Deane Pappas,90,"37' 8""",14554.417,386,188
188,189,189,Craig Stadler,72,"37' 9""",9211.083,244,89
189,190,190,Steve Elkington,82,"38' 0""",11997.25,316,173
190,191,191,Jonathan Kaye,83,"38' 1""",16015.667,421,111
191,192,192,Robert Allenby,96,"38' 4""",17446.083,455,15
192,193,193,Brent Geiberger,95,"38' 7""",15580.083,404,64
193,T194,T194,Edward Fryatt,94,"38' 11""",15419.75,396,165
194,T194,T194,Eduardo Herrera,59,"38' 11""",11763.167,302,201
195,T194,T194,Steve Stricker,68,"38' 11""",8570.5,220,183
196,T194,T194,Esteban Toledo,106,"38' 11""",16088.583,413,125
197,198,198,Brian Watts,58,"39' 0""",9367.583,240,189
198,199,199,John Daly,62,"39' 2""",6860.9169999999995,175,195
199,200,200,Mathew Goggin,64,"40' 3""",12677.333,315,103
200,201,201,Jesper Parnevik,85,"42' 9""",9709.25,227,126
201,202,202,Steve Pate,64,"44' 8""",11383.0,255,20
