,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
44,T45,T45,David Duval,78,91.67,55,60,-0.84
45,T45,T45,Shigeki Maruyama,87,91.67,55,60,-0.75
46,T45,T45,Corey Pavin,78,91.67,33,36,-0.39
47,48,48,Brenden Pappas,62,91.53,54,59,-0.69
48,49,49,J.J. Henry,112,91.51,97,106,-0.58
49,50,50,Brent Geiberger,95,91.46,75,82,-0.59
50,51,51,Joel Edwards,101,91.43,64,70,-0.69
51,52,52,Billy Andrade,100,91.3,84,92,-0.64
52,53,53,Briny Baird,110,91.25,73,80,-0.66
53,T54,T54,Per-Ulrik Johansson,87,91.04,61,67,-0.59
54,T54,T54,Tiger Woods,69,91.04,61,67,-0.69
55,56,56,Carl Paulson,84,91.01,81,89,-0.59
56,T57,T57,Jeff Brehaut,87,90.91,70,77,-0.7
57,T57,T57,Joe Durant,87,90.91,50,55,-0.5
58,T57,T57,Rod Pampling,98,90.91,80,88,-0.64
59,T57,T57,Jesper Parnevik,85,90.91,50,55,-0.64
60,T57,T57,Nick Price,69,90.91,30,33,-0.53
61,62,62,J.L. Lewis,98,90.74,98,108,-0.6
62,63,63,Frank Lickliter II,94,90.7,78,86,-0.63
63,64,64,Grant Waite,98,90.53,86,95,-0.63
64,65,65,Kaname Yokoo,74,90.48,57,63,-0.47
65,66,66,Justin Leonard,97,90.32,56,62,-0.54
66,67,67,Vijay Singh,102,90.29,93,103,-0.7
67,68,68,Pat Perez,89,90.28,65,72,-0.65
68,69,69,Tom Scherrer,98,90.16,55,61,-0.53
69,70,70,David Peoples,105,90.14,64,71,-0.73
70,71,71,Shaun Micheel,100,90.11,82,91,-0.62
71,72,72,Brett Wetterich,89,90.1,91,101,-0.62
72,T73,T73,Stephen Ames,89,90.0,54,60,-0.69
73,T73,T73,Mark Brooks,97,90.0,54,60,-0.56
74,T73,T73,Mark Calcavecchia,84,90.0,63,70,-0.57
75,T76,T76,Stephen Gangluff,75,89.83,53,59,-0.45
76,T76,T76,Esteban Toledo,106,89.83,53,59,-0.38
77,78,78,Bo Van Pelt,78,89.8,88,98,-0.58
78,T79,T79,Matt Gogel,79,89.74,35,39,-0.63
79,T79,T79,Tom Lehman,78,89.74,35,39,-0.54
80,81,81,Pat Bates,94,89.55,60,67,-0.53
81,T82,T82,Scott Simpson,61,89.47,34,38,-0.47
82,T82,T82,Kenneth Staton,104,89.47,102,114,-0.55
83,84,84,Paul Stankowski,100,89.41,76,85,-0.74
84,85,85,J.P. Hayes,78,89.13,41,46,-0.54
85,86,86,Paul Gow,99,89.11,90,101,-0.61
86,87,87,Bob Estes,93,89.09,49,55,-0.63
87,88,88,"David Berganio, Jr.",80,89.04,65,73,-0.6
88,89,89,Kent Jones,105,89.0,89,100,-0.6
89,T90,T90,Paul Goydos,66,88.89,40,45,-0.55
90,T90,T90,Craig Parry,69,88.89,64,72,-0.64
91,T90,T90,Steve Pate,64,88.89,32,36,-0.41
92,93,93,Carlos Franco,107,88.8,111,125,-0.54
93,94,94,Peter Lonard,93,88.75,71,80,-0.65
94,95,95,Loren Roberts,93,88.68,47,53,-0.51
95,96,96,Kevin Sutherland,96,88.64,39,44,-0.59
96,97,97,David Frost,90,88.52,54,61,-0.5
97,98,98,Glen Hnatiuk,95,88.51,77,87,-0.48
98,T99,T99,Ernie Els,68,88.46,46,52,-0.67
99,T99,T99,Matt Peterson,80,88.46,46,52,-0.48
100,101,101,Robert Allenby,96,88.39,99,112,-0.62
101,102,102,Michael Clark II,97,88.31,68,77,-0.56
102,103,103,Woody Austin,102,88.3,83,94,-0.6
103,T104,T104,Mike Hulbert,55,88.24,30,34,-0.53
104,T104,T104,Peter Jacobsen,67,88.24,45,51,-0.44
105,106,106,Joey Sindelar,104,88.17,82,93,-0.56
106,107,107,Deane Pappas,90,88.16,67,76,-0.55
107,108,108,Craig Perks,91,88.14,52,59,-0.71
108,109,109,Phil Mickelson,97,88.12,89,101,-0.66
109,110,110,Bart Bryant,69,88.06,59,67,-0.58
110,T111,T111,Jerry Kelly,99,88.0,66,75,-0.65
111,T111,T111,Michael Muehr,73,88.0,22,25,-0.5
112,T111,T111,Lee Porter,91,88.0,44,50,-0.48
113,T111,T111,Kirk Triplett,84,88.0,44,50,-0.64
114,T115,T115,Mathew Goggin,64,87.84,65,74,-0.49
115,T115,T115,Geoff Ogilvy,90,87.84,65,74,-0.68
116,117,117,Jeff Sluman,118,87.78,79,90,-0.66
117,T118,T118,John Daly,62,87.76,43,49,-0.91
118,T118,T118,Bryce Molder,65,87.76,43,49,-0.72
119,T118,T118,Craig Stadler,72,87.76,43,49,-0.72
120,T121,T121,Cameron Beckman,87,87.72,50,57,-0.66
121,T121,T121,Bradley Hughes,60,87.72,50,57,-0.48
122,T121,T121,Kenny Perry,98,87.72,100,114,-0.64
123,124,124,Matt Kuchar,82,87.69,57,65,-0.47
124,125,125,Chris DiMarco,111,87.64,78,89,-0.67
125,126,126,Chris Smith,103,87.63,85,97,-0.54
126,T127,T127,Phil Tataurangi,88,87.5,56,64,-0.73
127,T127,T127,Boo Weekley,57,87.5,49,56,-0.65
128,T129,T129,Luke Donald,106,87.34,69,79,-0.51
129,T129,T129,Lee Janzen,101,87.34,69,79,-0.65
130,131,131,Charles Howell III,118,87.29,103,118,-0.65
131,T132,T132,Fulton Allem,64,87.27,48,55,-0.46
132,T132,T132,Brad Elder,76,87.27,48,55,-0.65
133,T134,T134,Bob Heintz,68,87.23,41,47,-0.68
134,T134,T134,Spike McRoy,69,87.23,41,47,-0.46
135,136,136,Ian Leggatt,97,87.18,68,78,-0.69
136,137,137,Tim Clark,76,87.14,61,70,-0.62
137,138,138,Ben Crane,91,87.06,74,85,-0.62
138,139,139,David Morland IV,58,87.04,47,54,-0.51
139,140,140,Len Mattiace,106,87.01,67,77,-0.51
140,141,141,David Gossett,95,86.9,73,84,-0.59
141,142,142,Stewart Cink,92,86.89,53,61,-0.64
142,143,143,Chris Riley,104,86.76,59,68,-0.53
143,144,144,Eduardo Herrera,59,86.67,52,60,-0.35
144,145,145,Blaine McCallister,75,86.54,45,52,-0.53
145,146,146,Steve Lowery,98,86.49,64,74,-0.67
146,147,147,Robert Damron,85,86.42,70,81,-0.74
147,148,148,Scott McCarron,106,86.25,69,80,-0.72
148,149,149,Garrett Willis,80,86.11,62,72,-0.66
149,150,150,Russ Cochran,68,86.05,37,43,-0.51
150,T151,T151,Jonathan Byrd,96,86.02,80,93,-0.79
151,T151,T151,Glen Day,107,86.02,80,93,-0.55
152,153,153,Andrew Magee,91,85.94,55,64,-0.55
153,154,154,Greg Chalmers,94,85.92,61,71,-0.7
154,155,155,Olin Browne,107,85.71,54,63,-0.54
155,156,156,Scott Hoch,71,85.19,46,54,-0.59
156,157,157,Mike Sposa,111,85.07,57,67,-0.53
157,T158,T158,Steve Allan,93,84.95,79,93,-0.73
158,T158,T158,Rich Beem,99,84.95,79,93,-0.57
159,160,160,Dennis Paulson,89,84.81,67,79,-0.64
160,161,161,Tommy Armour III,82,84.75,50,59,-0.46
161,162,162,John Huston,99,84.71,72,85,-0.68
162,163,163,Jay Don Blake,107,84.51,60,71,-0.65
163,164,164,Robin Freeman,79,84.42,65,77,-0.51
164,165,165,Jim Carter,98,84.31,43,51,-0.72
165,166,166,Edward Fryatt,94,84.27,75,89,-0.56
166,167,167,Brian Watts,58,84.21,32,38,-0.34
167,168,168,Jess Daley,76,84.06,58,69,-0.64
168,169,169,Tommy Tolles,64,83.87,52,62,-0.65
169,170,170,Jerry Smith,91,83.82,57,68,-0.46
170,171,171,Michael Allen,76,83.61,51,61,-0.65
171,172,172,Michael Long,71,83.58,56,67,-0.59
172,173,173,Davis Love III,92,83.53,71,85,-0.8
173,174,174,Jonathan Kaye,83,83.52,76,91,-0.5
174,T175,T175,Brandt Jobe,94,83.33,70,84,-0.61
175,T175,T175,Pete Jordan,78,83.33,35,42,-0.51
176,177,177,Brian Bateman,94,82.93,68,82,-0.68
177,178,178,Tom Pernice Jr.,101,82.76,72,87,-0.51
178,179,179,Jeff Maggert,83,82.69,43,52,-0.47
179,180,180,Franklin Langham,72,82.46,47,57,-0.55
180,181,181,Richard Zokol,53,82.35,28,34,-0.57
181,182,182,Steve Jones,71,82.22,37,45,-0.46
182,T183,T183,Neal Lancaster,101,82.19,60,73,-0.55
183,T183,T183,Bob Tway,103,82.19,60,73,-0.55
184,185,185,Brad Lardon,59,81.63,40,49,-0.55
185,186,186,Brian Henninger,66,81.54,53,65,-0.55
186,187,187,Scott Dunlap,74,81.36,48,59,-0.48
187,188,188,Miguel Angel Jiménez,60,80.85,38,47,-0.5
188,189,189,Jason Hill,59,80.77,42,52,-0.69
189,190,190,Gary Nicklaus,66,80.43,37,46,-0.62
190,191,191,Greg Kraft,86,80.36,45,56,-0.62
191,192,192,Skip Kendall,103,80.26,61,76,-0.59
192,193,193,Tom Byrum,77,80.0,32,40,-0.53
193,194,194,Brad Faxon,93,78.95,45,57,-0.58
194,195,195,Robert Gamez,69,78.57,55,70,-0.53
195,196,196,José Coceres,51,77.78,28,36,-0.54
196,197,197,Joe Ogilvie,50,76.47,39,51,-0.46
197,198,198,Hal Sutton,74,75.51,37,49,-0.43
198,199,199,Dicky Pride,51,74.42,32,43,-0.47
199,200,200,Steve Elkington,82,74.07,40,54,-0.75
200,201,201,Dudley Hart,88,72.22,39,54,-0.64
201,202,202,Brandel Chamblee,85,71.67,43,60,-0.53
