,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
0,1,1,John Cook,85,28.57,14,49
1,2,2,John Huston,99,24.36,19,78
2,3,3,Donnie Hammond,60,24.19,15,62
3,T4,T4,Brad Faxon,93,23.61,17,72
4,T4,T4,Bryce Molder,65,23.61,17,72
5,6,6,Phil Mickelson,97,23.17,19,82
6,7,7,Jonathan Byrd,96,22.5,18,80
7,8,8,Jeff Maggert,83,22.41,13,58
8,9,9,Corey Pavin,78,21.88,14,64
9,10,10,Chris Riley,104,21.78,22,101
10,11,11,Duffy Waldorf,90,21.69,18,83
11,12,12,Bart Bryant,69,21.43,12,56
12,13,13,Scott McCarron,106,20.93,18,86
13,14,14,Fred Funk,106,20.83,20,96
14,15,15,Paul Gow,99,20.45,18,88
15,T16,T16,Steve Pate,64,20.0,12,60
16,T16,T16,Tiger Woods,69,20.0,10,50
17,18,18,Stephen Ames,89,19.74,15,76
18,T19,T19,Tim Clark,76,19.72,14,71
19,T19,T19,David Duval,78,19.72,14,71
20,21,21,Richard Zokol,53,19.57,9,46
21,22,22,Chad Campbell,111,19.23,20,104
22,23,23,Cameron Beckman,87,19.12,13,68
23,24,24,Tim Herron,102,18.99,15,79
24,25,25,Matt Peterson,80,18.81,19,101
25,26,26,Harrison Frazar,88,18.67,14,75
26,27,27,David Toms,106,18.45,19,103
27,28,28,José María Olazábal,71,18.37,9,49
28,29,29,Tom Byrum,77,18.31,13,71
29,T30,T30,Edward Fryatt,94,18.29,15,82
30,T30,T30,Robert Gamez,69,18.29,15,82
31,T30,T30,Vijay Singh,102,18.29,15,82
32,33,33,J.L. Lewis,98,17.98,16,89
33,34,34,Jeff Sluman,118,17.82,18,101
34,35,35,Craig Stadler,72,17.78,8,45
35,36,36,Rod Pampling,98,17.72,14,79
36,37,37,Andrew Magee,91,17.65,12,68
37,38,38,Retief Goosen,56,17.5,7,40
38,39,39,Kaname Yokoo,74,17.46,11,63
39,40,40,Joey Sindelar,104,17.36,21,121
40,41,41,Len Mattiace,106,17.21,21,122
41,42,42,Joe Durant,87,17.19,11,64
42,43,43,Briny Baird,110,17.17,17,99
43,44,44,Brenden Pappas,62,17.14,12,70
44,T45,T45,Steve Stricker,68,16.98,9,53
45,T45,T45,Boo Weekley,57,16.98,9,53
46,T47,T47,Steve Lowery,98,16.67,15,90
47,T47,T47,Rocco Mediate,79,16.67,11,66
48,T47,T47,Brian Watts,58,16.67,7,42
49,T50,T50,Brad Elder,76,16.46,13,79
50,T50,T50,John Riegger,88,16.46,13,79
51,52,52,Paul Goydos,66,16.44,12,73
52,53,53,Notah Begay III,76,16.42,11,67
53,54,54,Michael Muehr,73,16.36,9,55
54,55,55,Pat Bates,94,16.33,16,98
55,T56,T56,Rich Beem,99,16.22,12,74
56,T56,T56,Matt Kuchar,82,16.22,12,74
57,T56,T56,Tom Scherrer,98,16.22,18,111
58,T59,T59,Russ Cochran,68,16.13,10,62
59,T59,T59,Steve Elkington,82,16.13,10,62
60,T59,T59,Glen Hnatiuk,95,16.13,15,93
61,62,62,Tim Petrovic,92,16.09,14,87
62,63,63,Chris Smith,103,16.0,12,75
63,64,64,Blaine McCallister,75,15.94,11,69
64,65,65,Glen Day,107,15.93,18,113
65,66,66,Frank Nobilo,94,15.91,14,88
66,67,67,Jay Don Blake,107,15.84,16,101
67,68,68,David Frost,90,15.79,12,76
68,69,69,Craig Parry,69,15.71,11,70
69,T70,T70,Bob Estes,93,15.63,15,96
70,T70,T70,Hal Sutton,74,15.63,10,64
71,72,72,Shigeki Maruyama,87,15.52,9,58
72,73,73,Billy Andrade,100,15.46,15,97
73,74,74,J.J. Henry,112,15.45,17,110
74,T75,T75,Mark Brooks,97,15.38,14,91
75,T75,T75,Kevin Sutherland,96,15.38,10,65
76,77,77,Chris DiMarco,111,15.29,13,85
77,78,78,Olin Browne,107,15.24,16,105
78,79,79,Tom Lehman,78,15.22,7,46
79,80,80,Steve Flesch,110,15.19,12,79
80,81,81,Garrett Willis,80,15.15,10,66
81,82,82,Joel Edwards,101,15.0,15,100
82,T83,T83,Robin Freeman,79,14.81,12,81
83,T83,T83,Davis Love III,92,14.81,12,81
84,T85,T85,Charles Howell III,118,14.74,14,95
85,T85,T85,Lee Porter,91,14.74,14,95
86,T87,T87,Carlos Franco,107,14.71,15,102
87,T87,T87,David Morland IV,58,14.71,10,68
88,89,89,J.P. Hayes,78,14.55,8,55
89,90,90,John Rollins,124,14.53,17,117
90,91,91,Stewart Cink,92,14.52,9,62
91,92,92,Tommy Armour III,82,14.49,10,69
92,93,93,Hidemichi Tanaka,104,14.46,12,83
93,94,94,Scott Hoch,71,14.29,9,63
94,95,95,Mike Sposa,111,14.14,14,99
95,96,96,Jess Daley,76,14.1,11,78
96,T97,T97,Dudley Hart,88,14.06,9,64
97,T97,T97,Steve Jones,71,14.06,9,64
98,99,99,Luke Donald,106,14.05,17,121
99,100,100,Jonathan Kaye,83,13.98,13,93
100,T101,T101,Ben Crane,91,13.92,11,79
101,T101,T101,Ian Leggatt,97,13.92,11,79
102,T103,T103,Jeff Brehaut,87,13.86,14,101
103,T103,T103,Jeff Gove,89,13.86,14,101
104,T103,T103,Jay Williamson,91,13.86,14,101
105,T106,T106,Robert Damron,85,13.79,12,87
106,T106,T106,Bernhard Langer,55,13.79,4,29
107,108,108,Brandt Jobe,94,13.73,14,102
108,109,109,Phil Tataurangi,88,13.7,10,73
109,110,110,Stephen Gangluff,75,13.58,11,81
110,111,111,Craig Perks,91,13.56,8,59
111,112,112,Paul Claxton,83,13.54,13,96
112,113,113,Peter Lonard,93,13.43,9,67
113,114,114,Esteban Toledo,106,13.41,11,82
114,T115,T115,Woody Austin,102,13.33,14,105
115,T115,T115,Jim Furyk,88,13.33,8,60
116,117,117,Scott Verplank,93,13.24,9,68
117,118,118,Tom Pernice Jr.,101,13.19,12,91
118,119,119,Steve Allan,93,13.04,12,92
119,120,120,Brad Lardon,59,12.96,7,54
120,T121,T121,Michael Allen,76,12.9,8,62
121,T121,T121,Jerry Kelly,99,12.9,12,93
122,T121,T121,Gary Nicklaus,66,12.9,8,62
123,T124,T124,Deane Pappas,90,12.79,11,86
124,T124,T124,Kenny Perry,98,12.79,11,86
125,126,126,Craig Barlow,62,12.68,9,71
126,127,127,Frank Lickliter II,94,12.66,10,79
127,128,128,Dan Forsman,83,12.64,11,87
128,129,129,Robert Allenby,96,12.63,12,95
129,T130,T130,Ernie Els,68,12.5,7,56
130,T130,T130,Brent Geiberger,95,12.5,10,80
131,T130,T130,Per-Ulrik Johansson,87,12.5,11,88
132,T130,T130,Pete Jordan,78,12.5,9,72
133,T130,T130,Skip Kendall,103,12.5,12,96
134,T130,T130,Dicky Pride,51,12.5,9,72
135,136,136,Tommy Tolles,64,12.28,7,57
136,137,137,Mark O'Meara,68,12.24,6,49
137,138,138,Shaun Micheel,100,12.22,11,90
138,139,139,Bo Van Pelt,78,12.2,10,82
139,140,140,Matt Gogel,79,12.16,9,74
140,141,141,José Coceres,51,12.12,4,33
141,T142,T142,Scott Dunlap,74,12.05,10,83
142,T142,T142,Bob Tway,103,12.05,10,83
143,144,144,Kent Jones,105,11.97,14,117
144,145,145,Kirk Triplett,84,11.94,8,67
145,146,146,Pat Perez,89,11.84,9,76
146,147,147,Bradley Hughes,60,11.76,8,68
147,148,148,Billy Mayfair,99,11.69,9,77
148,149,149,K.J. Choi,93,11.59,8,69
149,T150,T150,Sergio Garcia,79,11.54,6,52
150,T150,T150,Lee Janzen,101,11.54,9,78
151,152,152,David Peoples,105,11.49,10,87
152,153,153,Geoff Ogilvy,90,11.39,9,79
153,T154,T154,"David Berganio, Jr.",80,11.27,8,71
154,T154,T154,Michael Long,71,11.27,8,71
155,156,156,Neal Lancaster,101,11.24,10,89
156,157,157,Michael Clark II,97,11.22,11,98
157,T158,T158,Jay Haas,83,11.11,8,72
158,T158,T158,Bob May,91,11.11,10,90
159,T158,T158,Joe Ogilvie,50,11.11,6,54
160,T158,T158,Dennis Paulson,89,11.11,8,72
161,162,162,Bob Burns,99,10.98,9,82
162,163,163,John Senden,96,10.96,8,73
163,164,164,Stuart Appleby,97,10.94,7,64
164,165,165,Carl Paulson,84,10.87,10,92
165,166,166,David Gossett,95,10.84,9,83
166,167,167,Jesper Parnevik,85,10.81,4,37
167,168,168,John Daly,62,10.71,3,28
168,169,169,Franklin Langham,72,10.67,8,75
169,T170,T170,Greg Kraft,86,10.64,10,94
170,T170,T170,Kenneth Staton,104,10.64,10,94
171,T172,T172,Fulton Allem,64,10.53,6,57
172,T172,T172,Brian Gay,117,10.53,10,95
173,174,174,Jerry Smith,91,10.47,9,86
174,175,175,Tripp Isenhour,68,10.45,7,67
175,176,176,Grant Waite,98,10.2,10,98
176,177,177,Loren Roberts,93,10.19,11,108
177,178,178,Peter Jacobsen,67,10.17,6,59
178,T179,T179,Jim Carter,98,9.76,8,82
179,T179,T179,Brett Wetterich,89,9.76,8,82
180,181,181,Brian Bateman,94,9.57,9,94
181,182,182,Jason Hill,59,9.52,6,63
182,183,183,Paul Stankowski,100,9.38,9,96
183,184,184,Justin Leonard,97,9.21,7,76
184,185,185,Fred Couples,64,9.09,3,33
185,186,186,Spike McRoy,69,8.82,6,68
186,187,187,Mark Calcavecchia,84,8.51,4,47
187,188,188,Brian Henninger,66,8.22,6,73
188,189,189,Brett Quigley,93,8.08,8,99
189,190,190,Mike Weir,94,7.69,5,65
190,191,191,Scott Simpson,61,7.55,4,53
191,T192,T192,Greg Chalmers,94,7.46,5,67
192,T192,T192,Heath Slocum,96,7.46,5,67
193,194,194,Rory Sabbatini,69,7.41,4,54
194,195,195,Bob Heintz,68,7.14,4,56
195,T196,T196,Mathew Goggin,64,7.02,4,57
196,T196,T196,Nick Price,69,7.02,4,57
197,198,198,Miguel Angel Jiménez,60,6.67,3,45
198,199,199,Brandel Chamblee,85,6.58,5,76
199,200,200,Paul Azinger,69,6.52,3,46
200,201,201,Eduardo Herrera,59,5.08,3,59
201,202,202,Mike Hulbert,55,3.57,2,56
