,Approaches_from_50-75_yards_Rgh_RANK THIS WEEK,Approaches_from_50-75_yards_Rgh_RANK LAST WEEK,Approaches_from_50-75_yards_Rgh_PLAYER NAME,Approaches_from_50-75_yards_Rgh_ROUNDS,Approaches_from_50-75_yards_Rgh_AVG,Approaches_from_50-75_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-75_yards_Rgh_RELATIVE TO PAR
0,1,1,Kaname Yokoo,74,"10""",0.833,1,-1
1,2,2,Mark Calcavecchia,84,"5' 2""",10.333,2,E
2,3,3,Duffy Waldorf,90,"5' 9""",5.75,1,E
3,4,4,Brian Bateman,94,"5' 10""",5.832999999999999,1,E
4,5,5,Shigeki Maruyama,87,"7' 7""",7.582999999999999,1,-1
5,6,6,Scott Verplank,93,"7' 10""",15.583,2,E
6,7,7,David Peoples,105,"7' 11""",15.833,2,-1
7,8,8,Stephen Ames,89,"8' 1""",8.083,1,+1
8,9,9,Jim Carter,98,"9' 2""",27.416999999999998,3,-2
9,10,10,Jeff Sluman,118,"9' 3""",37.0,4,+1
10,11,11,Notah Begay III,76,"9' 6""",18.917,2,-2
11,12,12,Andrew Magee,91,"9' 8""",9.667,1,E
12,13,13,Jason Hill,59,"10' 1""",50.583,5,+1
13,14,14,Brenden Pappas,62,"10' 5""",31.333000000000002,3,-2
14,15,15,Kirk Triplett,84,"10' 6""",31.416999999999998,3,E
15,16,16,Brad Elder,76,"11' 0""",33.083,3,-1
16,17,17,Charles Howell III,118,"11' 9""",11.75,1,E
17,18,18,Tim Clark,76,"11' 11""",23.75,2,+2
18,19,19,Peter Lonard,93,"12' 2""",24.333000000000002,2,E
19,20,20,Bob Tway,103,"12' 4""",36.917,3,E
20,T21,T21,Paul Gow,99,"12' 5""",49.667,4,-2
21,T21,T21,Pat Perez,89,"12' 5""",37.167,3,+1
22,23,23,Matt Kuchar,82,"12' 6""",37.417,3,+1
23,T24,T24,Craig Barlow,62,"13' 6""",53.917,4,E
24,T24,T24,Sergio Garcia,79,"13' 6""",26.916999999999998,2,+1
25,26,26,J.P. Hayes,78,"13' 7""",54.333,4,E
26,27,27,Paul Azinger,69,"13' 8""",13.667,1,+1
27,28,28,Jay Williamson,91,"13' 9""",27.5,2,+1
28,29,29,Eduardo Herrera,59,"14' 5""",57.5,4,+2
29,30,30,Brett Wetterich,89,"14' 9""",44.25,3,E
30,31,31,Bob Burns,99,"15' 6""",92.917,6,+2
31,32,32,Paul Goydos,66,"15' 9""",47.25,3,-2
32,33,33,"David Berganio, Jr.",80,"15' 11""",63.5,4,-1
33,34,34,Nick Price,69,"16' 1""",48.167,3,+1
34,35,35,Mark O'Meara,68,"16' 2""",64.667,4,+2
35,T36,T36,Pat Bates,94,"16' 3""",32.5,2,+1
36,T36,T36,Tom Lehman,78,"16' 3""",16.25,1,E
37,T36,T36,Steve Stricker,68,"16' 3""",48.667,3,-1
38,39,39,Hidemichi Tanaka,104,"16' 8""",83.417,5,-1
39,40,40,Craig Perks,91,"17' 1""",119.5,7,+5
40,41,41,Matt Gogel,79,"17' 5""",34.833,2,+2
41,42,42,Rocco Mediate,79,"17' 6""",35.0,2,+3
42,T43,T43,Jim Furyk,88,"17' 8""",88.417,5,+1
43,T43,T43,J.L. Lewis,98,"17' 8""",123.583,7,+1
44,45,45,Phil Tataurangi,88,"17' 9""",159.833,9,+1
45,T46,T46,Stuart Appleby,97,"18' 1""",36.167,2,+2
46,T46,T46,Stephen Gangluff,75,"18' 1""",18.083,1,+1
47,48,48,Kenny Perry,98,"18' 2""",54.583,3,-1
48,49,49,Brian Gay,117,"18' 7""",130.333,7,+7
49,T50,T50,Neal Lancaster,101,"19' 1""",76.25,4,-1
50,T50,T50,Spike McRoy,69,"19' 1""",57.25,3,+1
51,T52,T52,Scott Hoch,71,"19' 4""",38.583,2,-1
52,T52,T52,Deane Pappas,90,"19' 4""",135.083,7,+5
53,T52,T52,Lee Porter,91,"19' 4""",77.167,4,+2
54,55,55,Mike Hulbert,55,"19' 5""",155.0,8,+4
55,56,56,Michael Allen,76,"19' 7""",58.667,3,E
56,T57,T57,John Cook,85,"19' 9""",59.167,3,-1
57,T57,T57,Dennis Paulson,89,"19' 9""",118.333,6,-1
58,T57,T57,Tommy Tolles,64,"19' 9""",98.833,5,-2
59,60,60,Dicky Pride,51,"20' 4""",61.083,3,+1
60,61,61,Paul Claxton,83,"20' 6""",40.917,2,+1
61,T62,T62,Billy Andrade,100,"20' 7""",82.25,4,E
62,T62,T62,Shaun Micheel,100,"20' 7""",61.833,3,E
63,T64,T64,Glen Day,107,"21' 5""",150.167,7,+4
64,T64,T64,Kevin Sutherland,96,"21' 5""",107.0,5,+3
65,66,66,Miguel Angel Jiménez,60,"21' 9""",130.583,6,+3
66,T67,T67,Robert Gamez,69,"21' 10""",43.667,2,E
67,T67,T67,Rory Sabbatini,69,"21' 10""",153.0,7,+1
68,69,69,Davis Love III,92,"22' 0""",66.0,3,E
69,70,70,Fred Couples,64,"22' 1""",110.5,5,+5
70,71,71,Donnie Hammond,60,"22' 3""",89.083,4,-2
71,T72,T72,David Frost,90,"22' 5""",134.25,6,+1
72,T72,T72,Vijay Singh,102,"22' 5""",89.5,4,E
73,T74,T74,Rich Beem,99,"22' 7""",113.0,5,+1
74,T74,T74,Chris DiMarco,111,"22' 7""",157.917,7,-1
75,T74,T74,Tom Pernice Jr.,101,"22' 7""",135.5,6,+1
76,T74,T74,Tom Scherrer,98,"22' 7""",158.083,7,+3
77,T78,T78,Tripp Isenhour,68,"22' 11""",91.5,4,+6
78,T78,T78,Justin Leonard,97,"22' 11""",45.75,2,+1
79,80,80,Mike Sposa,111,"23' 0""",138.0,6,+1
80,T81,T81,Jerry Kelly,99,"23' 1""",138.333,6,+2
81,T81,T81,Grant Waite,98,"23' 1""",161.583,7,+3
82,83,83,Joe Durant,87,"23' 2""",115.75,5,E
83,84,84,John Huston,99,"23' 3""",46.417,2,E
84,85,85,José Coceres,51,"23' 5""",93.583,4,E
85,86,86,Loren Roberts,93,"23' 7""",141.417,6,E
86,87,87,John Senden,96,"23' 8""",70.917,3,+2
87,88,88,Jay Haas,83,"23' 9""",71.167,3,+2
88,89,89,Skip Kendall,103,"23' 10""",143.167,6,+4
89,T90,T90,Chad Campbell,111,"23' 11""",71.833,3,+2
90,T90,T90,Robert Damron,85,"23' 11""",95.5,4,E
91,T90,T90,David Morland IV,58,"23' 11""",119.583,5,+1
92,T90,T90,José María Olazábal,71,"23' 11""",143.583,6,+3
93,94,94,John Riegger,88,"24' 0""",47.917,2,-1
94,95,95,Tiger Woods,69,"24' 1""",48.083,2,E
95,96,96,Kenneth Staton,104,"24' 2""",168.917,7,+2
96,97,97,Ernie Els,68,"24' 3""",48.417,2,+3
97,98,98,Tim Petrovic,92,"24' 10""",174.083,7,+2
98,99,99,David Toms,106,"24' 11""",99.667,4,+3
99,100,100,Luke Donald,106,"25' 2""",50.333,2,E
100,101,101,Joey Sindelar,104,"25' 3""",126.333,5,E
101,T102,T102,John Daly,62,"25' 4""",101.25,4,+4
102,T102,T102,Scott Dunlap,74,"25' 4""",151.917,6,+2
103,104,104,Scott McCarron,106,"25' 7""",127.833,5,+2
104,105,105,Steve Flesch,110,"25' 11""",51.75,2,-1
105,106,106,Bryce Molder,65,"26' 3""",78.833,3,E
106,107,107,Carlos Franco,107,"26' 6""",238.75,9,E
107,T108,T108,Steve Allan,93,"26' 11""",107.75,4,+1
108,T108,T108,Tommy Armour III,82,"26' 11""",80.667,3,+2
109,110,110,John Rollins,124,"27' 0""",323.58299999999997,12,+5
110,111,111,Paul Stankowski,100,"27' 2""",136.0,5,+1
111,112,112,Billy Mayfair,99,"27' 3""",109.0,4,+5
112,T113,T113,Woody Austin,102,"27' 4""",81.917,3,E
113,T113,T113,Brian Henninger,66,"27' 4""",136.833,5,+1
114,115,115,Steve Lowery,98,"27' 5""",82.167,3,+1
115,116,116,Greg Kraft,86,"27' 6""",137.667,5,+3
116,T117,T117,J.J. Henry,112,"27' 7""",82.75,3,E
117,T117,T117,Scott Simpson,61,"27' 7""",110.417,4,+1
118,T119,T119,Steve Jones,71,"27' 8""",83.083,3,E
119,T119,T119,Michael Muehr,73,"27' 8""",55.333,2,+1
120,121,121,Esteban Toledo,106,"28' 0""",28.0,1,+3
121,122,122,Craig Parry,69,"28' 1""",84.25,3,+2
122,123,123,Jeff Gove,89,"28' 3""",113.083,4,+1
123,124,124,Joel Edwards,101,"28' 4""",85.0,3,E
124,T125,T125,Dudley Hart,88,"28' 6""",28.5,1,E
125,T125,T125,Brian Watts,58,"28' 6""",56.917,2,E
126,127,127,Richard Zokol,53,"29' 0""",174.167,6,E
127,128,128,Len Mattiace,106,"29' 1""",145.5,5,+2
128,129,129,Ben Crane,91,"29' 8""",177.917,6,-1
129,130,130,Brad Lardon,59,"30' 1""",150.25,5,+4
130,131,131,Franklin Langham,72,"30' 2""",90.5,3,E
131,132,132,Briny Baird,110,"30' 5""",152.0,5,+4
132,133,133,Steve Elkington,82,"30' 7""",306.16700000000003,10,+5
133,134,134,David Gossett,95,"30' 9""",153.917,5,E
134,135,135,Mark Brooks,97,"30' 10""",154.0,5,+4
135,136,136,Olin Browne,107,"31' 0""",279.0,9,-1
136,137,137,Chris Riley,104,"31' 10""",190.833,6,+1
137,138,138,Bob May,91,"31' 11""",159.75,5,+3
138,139,139,Fred Funk,106,"32' 6""",195.083,6,+3
139,140,140,Jonathan Byrd,96,"33' 5""",133.667,4,+3
140,141,141,Peter Jacobsen,67,"33' 10""",135.25,4,+3
141,142,142,Dan Forsman,83,"34' 1""",102.167,3,-1
142,143,143,Glen Hnatiuk,95,"34' 4""",137.167,4,+3
143,144,144,Bradley Hughes,60,"34' 7""",138.25,4,+2
144,145,145,Blaine McCallister,75,"34' 10""",313.5,9,+4
145,146,146,Harrison Frazar,88,"34' 11""",209.5,6,+2
146,147,147,Bob Heintz,68,"35' 2""",140.583,4,+1
147,148,148,Michael Long,71,"35' 4""",212.167,6,-1
148,149,149,Carl Paulson,84,"35' 6""",141.917,4,+3
149,150,150,Edward Fryatt,94,"36' 3""",289.75,8,+1
150,T151,T151,Fulton Allem,64,"36' 9""",330.5,9,+6
151,T151,T151,Chris Smith,103,"36' 9""",110.333,3,+3
152,153,153,Rod Pampling,98,"36' 11""",221.5,6,+1
153,154,154,Frank Lickliter II,94,"37' 0""",296.25,8,+2
154,155,155,Steve Pate,64,"37' 5""",149.667,4,+2
155,T156,T156,Tim Herron,102,"38' 3""",152.917,4,+1
156,T156,T156,Gary Nicklaus,66,"38' 3""",191.333,5,+1
157,158,158,Mathew Goggin,64,"38' 6""",153.833,4,+3
158,159,159,Stewart Cink,92,"38' 9""",271.41700000000003,7,+6
159,160,160,Bo Van Pelt,78,"38' 10""",349.583,9,+7
160,161,161,Garrett Willis,80,"39' 0""",116.917,3,+3
161,162,162,Ian Leggatt,97,"39' 5""",157.583,4,+2
162,163,163,David Duval,78,"39' 10""",159.167,4,+5
163,164,164,Geoff Ogilvy,90,"40' 1""",200.5,5,+3
164,165,165,Brett Quigley,93,"41' 0""",205.167,5,+4
165,166,166,Robert Allenby,96,"41' 2""",288.25,7,+2
166,T167,T167,Pete Jordan,78,"41' 11""",209.417,5,+4
167,T167,T167,Phil Mickelson,97,"41' 11""",83.75,2,+1
168,169,169,Kent Jones,105,"42' 2""",253.167,6,+1
169,170,170,Jess Daley,76,"42' 7""",127.667,3,+1
170,171,171,Brandel Chamblee,85,"42' 8""",85.333,2,+1
171,172,172,Jeff Brehaut,87,"43' 11""",263.41700000000003,6,+5
172,173,173,Robin Freeman,79,"44' 2""",353.0,8,+5
173,174,174,Greg Chalmers,94,"44' 8""",178.75,4,+4
174,175,175,Retief Goosen,56,"44' 11""",44.917,1,E
175,176,176,Michael Clark II,97,"45' 3""",45.25,1,E
176,177,177,Brent Geiberger,95,"46' 4""",231.667,5,+4
177,178,178,Brandt Jobe,94,"46' 11""",93.75,2,+2
178,179,179,Brad Faxon,93,"47' 3""",141.833,3,+3
179,180,180,Boo Weekley,57,"47' 9""",190.833,4,+4
180,181,181,Cameron Beckman,87,"48' 3""",144.75,3,+2
181,182,182,Mike Weir,94,"48' 8""",145.917,3,+1
182,183,183,Joe Ogilvie,50,"53' 5""",160.333,3,+4
183,184,184,Jeff Maggert,83,"53' 7""",160.75,3,+2
184,185,185,Matt Peterson,80,"57' 5""",57.417,1,E
185,186,186,Jonathan Kaye,83,"59' 5""",416.167,7,+2
186,187,187,Jay Don Blake,107,"59' 8""",417.5,7,+4
187,188,188,Russ Cochran,68,"61' 6""",184.5,3,+5
188,189,189,Bart Bryant,69,"61' 7""",123.083,2,+1
189,190,190,Heath Slocum,96,"67' 10""",67.833,1,+1
190,191,191,Hal Sutton,74,"79' 6""",158.917,2,E
191,192,192,Jesper Parnevik,85,"84' 7""",169.167,2,+1
192,193,193,Tom Byrum,77,"109' 8""",109.667,1,E
193,194,194,K.J. Choi,93,"149' 7""",149.583,1,E
