,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Nick Price,69,-.348
1,2,2,Stewart Cink,92,-.278
2,3,3,Steve Stricker,68,-.273
3,4,4,Brad Faxon,93,-.265
4,5,5,Lee Janzen,101,-.250
5,T6,T6,Stuart Appleby,97,-.242
6,T6,T6,Scott Hoch,71,-.242
7,8,8,Dan Forsman,83,-.241
8,9,9,David Toms,106,-.234
9,10,10,Glen Hnatiuk,95,-.229
10,T11,T11,Greg Chalmers,94,-.227
11,T11,T11,Brian Gay,117,-.227
12,13,13,José Coceres,51,-.226
13,14,14,Lee Porter,91,-.224
14,T15,T15,Shigeki Maruyama,87,-.220
15,T15,T15,Tommy Tolles,64,-.220
16,17,17,Jim Furyk,88,-.217
17,T18,T18,Scott Verplank,93,-.216
18,T18,T18,Tiger Woods,69,-.216
19,20,20,Hal Sutton,74,-.213
20,21,21,Joe Durant,87,-.197
21,22,22,John Riegger,88,-.196
22,T23,T23,Heath Slocum,96,-.192
23,T23,T23,Mike Weir,94,-.192
24,25,25,Donnie Hammond,60,-.190
25,T26,T26,José María Olazábal,71,-.188
26,T26,T26,Tom Scherrer,98,-.188
27,28,28,Tom Pernice Jr.,101,-.183
28,29,29,Tim Clark,76,-.182
29,30,30,Phil Mickelson,97,-.180
30,31,31,Tim Petrovic,92,-.179
31,T32,T32,Jim Carter,98,-.171
32,T32,T32,Jeff Gove,89,-.171
33,T34,T34,Jonathan Byrd,96,-.169
34,T34,T34,J.P. Hayes,78,-.169
35,T36,T36,Mark Calcavecchia,84,-.167
36,T36,T36,David Frost,90,-.167
37,T36,T36,Craig Parry,69,-.167
38,T36,T36,Dennis Paulson,89,-.167
39,40,40,Robert Damron,85,-.164
40,T41,T41,Tom Lehman,78,-.159
41,T41,T41,Dicky Pride,51,-.159
42,43,43,Jay Williamson,91,-.158
43,T44,T44,Briny Baird,110,-.157
44,T44,T44,Olin Browne,107,-.157
45,46,46,Mathew Goggin,64,-.156
46,T47,T47,Jay Don Blake,107,-.154
47,T47,T47,Fred Funk,106,-.154
48,T47,T47,Bob Heintz,68,-.154
49,T50,T50,Ben Crane,91,-.153
50,T50,T50,Jonathan Kaye,83,-.153
51,52,52,Ernie Els,68,-.150
52,53,53,John Cook,85,-.148
53,54,54,J.L. Lewis,98,-.146
54,T55,T55,Fred Couples,64,-.143
55,T55,T55,Rocco Mediate,79,-.143
56,T55,T55,Grant Waite,98,-.143
57,58,58,Matt Gogel,79,-.141
58,T59,T59,Robert Allenby,96,-.138
59,T59,T59,Billy Andrade,100,-.138
60,T61,T61,Bart Bryant,69,-.136
61,T61,T61,Michael Long,71,-.136
62,T61,T61,Kenny Perry,98,-.136
63,64,64,Bob Estes,93,-.133
64,65,65,Blaine McCallister,75,-.131
65,T66,T66,David Duval,78,-.130
66,T66,T66,Vijay Singh,102,-.130
67,T68,T68,Brian Bateman,94,-.129
68,T68,T68,Robert Gamez,69,-.129
69,T68,T68,Michael Muehr,73,-.129
