,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
49,T50,T50,Brenden Pappas,62,"42' 5""",38,1613.0,+5.00
50,T50,T50,Craig Perks,91,"42' 5""",39,1654.5829999999999,+12.00
51,T52,T52,Ian Leggatt,97,"42' 6""",44,1871.6670000000001,+8.00
52,T52,T52,Rod Pampling,98,"42' 6""",44,1869.6670000000001,-1.00
53,54,54,Lee Janzen,101,"42' 7""",30,1277.917,+12.00
54,T55,T55,Steve Jones,71,"42' 8""",30,1279.583,E
55,T55,T55,Scott McCarron,106,"42' 8""",56,2390.583,+6.00
56,T55,T55,Mike Sposa,111,"42' 8""",43,1835.9170000000001,+1.00
57,T58,T58,Donnie Hammond,60,"42' 9""",26,1110.917,+4.00
58,T58,T58,Michael Long,71,"42' 9""",44,1881.9170000000001,E
59,60,60,Notah Begay III,76,"42' 11""",35,1503.1670000000001,+6.00
60,61,61,Matt Gogel,79,"43' 0""",39,1675.5,+12.00
61,T62,T62,Bob Heintz,68,"43' 1""",42,1810.25,+10.00
62,T62,T62,Tim Petrovic,92,"43' 1""",45,1939.8329999999999,+1.00
63,64,64,Rocco Mediate,79,"43' 2""",30,1294.583,+7.00
64,65,65,Robert Damron,85,"43' 3""",39,1687.3329999999999,+6.00
65,66,66,J.P. Hayes,78,"43' 4""",20,866.0,+4.00
66,67,67,Glen Hnatiuk,95,"43' 5""",40,1737.75,+9.00
67,68,68,Blaine McCallister,75,"43' 6""",28,1216.833,+8.00
68,69,69,John Rollins,124,"43' 7""",57,2483.5,+9.00
69,T70,T70,Robin Freeman,79,"43' 8""",64,2792.167,+12.00
70,T70,T70,Dudley Hart,88,"43' 8""",36,1573.4170000000001,+9.00
71,T70,T70,Kent Jones,105,"43' 8""",54,2358.583,+6.00
72,T73,T73,David Gossett,95,"43' 10""",30,1315.25,+8.00
73,T73,T73,Tom Scherrer,98,"43' 10""",45,1972.25,+6.00
74,75,75,Esteban Toledo,106,"43' 11""",36,1581.6670000000001,+8.00
75,T76,T76,Bradley Hughes,60,"44' 0""",31,1362.9170000000001,+7.00
76,T76,T76,Jerry Kelly,99,"44' 0""",54,2377.667,+5.00
77,78,78,Andrew Magee,91,"44' 1""",48,2116.167,+4.00
78,79,79,Charles Howell III,118,"44' 2""",53,2342.5,+8.00
79,80,80,Greg Kraft,86,"44' 3""",37,1638.4170000000001,+3.00
80,81,81,Matt Peterson,80,"44' 4""",35,1551.4170000000001,+5.00
81,82,82,Frank Lickliter II,94,"44' 5""",42,1867.0829999999999,+3.00
82,83,83,Glen Day,107,"44' 6""",38,1690.6670000000001,+11.00
83,84,84,Scott Dunlap,74,"44' 8""",48,2145.5,+14.00
84,85,85,Chris Smith,103,"44' 10""",37,1658.75,+1.00
85,T86,T86,Brian Bateman,94,"44' 11""",44,1977.4170000000001,+13.00
86,T86,T86,Chris DiMarco,111,"44' 11""",39,1750.5,+6.00
87,T86,T86,Jonathan Kaye,83,"44' 11""",56,2515.75,+2.00
88,89,89,David Peoples,105,"45' 0""",43,1933.5829999999999,+8.00
89,90,90,Russ Cochran,68,"45' 2""",41,1852.25,+16.00
90,T91,T91,Brad Elder,76,"45' 4""",36,1630.5,E
91,T91,T91,Paul Gow,99,"45' 4""",65,2945.333,+14.00
92,T93,T93,Phil Mickelson,97,"45' 5""",51,2316.667,+9.00
93,T93,T93,Rory Sabbatini,69,"45' 5""",29,1316.9170000000001,+5.00
94,T93,T93,Scott Verplank,93,"45' 5""",28,1271.0,+3.00
95,96,96,Stephen Ames,89,"45' 6""",36,1637.3329999999999,+6.00
96,97,97,Fred Couples,64,"45' 7""",25,1139.917,+7.00
97,T98,T98,Shigeki Maruyama,87,"45' 8""",31,1416.0,+5.00
98,T98,T98,Dicky Pride,51,"45' 8""",38,1734.6670000000001,+7.00
99,T100,T100,Fulton Allem,64,"45' 9""",14,640.5830000000001,+3.00
100,T100,T100,Jason Hill,59,"45' 9""",42,1923.0,+14.00
101,T102,T102,Steve Flesch,110,"45' 10""",47,2155.083,+9.00
102,T102,T102,Boo Weekley,57,"45' 10""",32,1467.75,+10.00
103,T104,T104,Craig Barlow,62,"46' 0""",42,1932.8329999999999,+5.00
104,T104,T104,Vijay Singh,102,"46' 0""",40,1839.0,+2.00
105,106,106,Kenny Perry,98,"46' 1""",43,1981.0,+1.00
106,107,107,J.L. Lewis,98,"46' 2""",46,2124.083,+18.00
107,T108,T108,Pat Bates,94,"46' 4""",35,1621.9170000000001,+5.00
108,T108,T108,Jeff Sluman,118,"46' 4""",50,2315.667,+4.00
109,110,110,Joey Sindelar,104,"46' 5""",47,2180.167,+9.00
110,T111,T111,K.J. Choi,93,"46' 6""",36,1674.9170000000001,+1.00
111,T111,T111,Gary Nicklaus,66,"46' 6""",25,1162.083,+4.00
112,T111,T111,Mike Weir,94,"46' 6""",35,1628.4170000000001,+6.00
113,114,114,Edward Fryatt,94,"46' 7""",54,2516.833,+7.00
114,115,115,Retief Goosen,56,"46' 8""",30,1399.25,+5.00
115,T116,T116,Robert Gamez,69,"46' 9""",34,1590.8329999999999,+1.00
116,T116,T116,Michael Muehr,73,"46' 9""",35,1636.0,+14.00
117,118,118,Jess Daley,76,"47' 0""",47,2209.583,+11.00
118,T119,T119,Tim Herron,102,"47' 1""",59,2777.25,-8.00
119,T119,T119,John Senden,96,"47' 1""",52,2446.25,+8.00
120,T121,T121,Tom Pernice Jr.,101,"47' 2""",63,2970.667,+15.00
121,T121,T121,Lee Porter,91,"47' 2""",31,1463.1670000000001,+14.00
122,T123,T123,Bob Burns,99,"47' 4""",38,1797.9170000000001,+7.00
123,T123,T123,Franklin Langham,72,"47' 4""",41,1940.5,+7.00
124,T123,T123,José María Olazábal,71,"47' 4""",38,1798.3329999999999,+7.00
125,126,126,Joe Ogilvie,50,"47' 5""",21,995.5830000000001,+13.00
126,127,127,Bob Estes,93,"47' 8""",42,2001.0,+6.00
127,128,128,Tim Clark,76,"47' 9""",23,1098.75,+8.00
128,T129,T129,Tripp Isenhour,68,"47' 11""",38,1820.25,+8.00
129,T129,T129,Davis Love III,92,"47' 11""",46,2204.917,+9.00
130,T131,T131,Michael Clark II,97,"48' 0""",46,2209.333,+7.00
131,T131,T131,Brad Faxon,93,"48' 0""",37,1776.1670000000001,+4.00
132,T131,T131,Len Mattiace,106,"48' 0""",51,2449.5,+4.00
133,134,134,Mark Calcavecchia,84,"48' 2""",37,1781.3329999999999,+6.00
134,135,135,Hal Sutton,74,"48' 3""",33,1592.4170000000001,+1.00
135,136,136,John Daly,62,"48' 4""",19,917.6669999999999,+6.00
136,T137,T137,Shaun Micheel,100,"48' 5""",53,2565.25,+9.00
137,T137,T137,Chris Riley,104,"48' 5""",47,2276.167,+9.00
138,T139,T139,Jim Carter,98,"48' 6""",29,1406.3329999999999,+1.00
139,T139,T139,Matt Kuchar,82,"48' 6""",23,1114.75,-2.00
140,T139,T139,Justin Leonard,97,"48' 6""",28,1357.0,+2.00
141,T142,T142,Rich Beem,99,"48' 7""",47,2282.333,+7.00
142,T142,T142,Jeff Maggert,83,"48' 7""",28,1361.0829999999999,E
143,144,144,Bryce Molder,65,"48' 8""",61,2969.0,+11.00
144,145,145,Neal Lancaster,101,"48' 9""",36,1756.0829999999999,+7.00
145,146,146,Kaname Yokoo,74,"48' 10""",26,1269.25,-3.00
146,147,147,Kevin Sutherland,96,"49' 0""",36,1765.25,+11.00
147,T148,T148,Jay Don Blake,107,"49' 1""",52,2553.75,+13.00
148,T148,T148,Mark Brooks,97,"49' 1""",39,1914.75,+12.00
149,150,150,Tiger Woods,69,"49' 3""",28,1378.75,+3.00
150,T151,T151,Peter Lonard,93,"49' 4""",39,1923.75,+6.00
151,T151,T151,David Morland IV,58,"49' 4""",34,1676.4170000000001,+6.00
152,T151,T151,Geoff Ogilvy,90,"49' 4""",54,2662.333,+11.00
153,154,154,Mathew Goggin,64,"49' 7""",42,2083.833,+10.00
154,T155,T155,Bob May,91,"49' 8""",49,2433.167,+12.00
155,T155,T155,Jesper Parnevik,85,"49' 8""",27,1340.0,+3.00
156,157,157,Miguel Angel Jiménez,60,"49' 10""",19,946.3330000000001,+5.00
157,158,158,Grant Waite,98,"49' 11""",65,3245.5,+8.00
158,T159,T159,Brandt Jobe,94,"50' 2""",44,2208.75,+7.00
159,T159,T159,Richard Zokol,53,"50' 2""",27,1355.0,+1.00
160,161,161,Brett Wetterich,89,"50' 3""",49,2462.833,+16.00
161,T162,T162,Brett Quigley,93,"50' 4""",56,2819.083,+5.00
162,T162,T162,Kenneth Staton,104,"50' 4""",49,2465.583,+15.00
163,164,164,Scott Hoch,71,"50' 5""",33,1663.25,+6.00
164,165,165,Brian Watts,58,"50' 6""",27,1362.6670000000001,+2.00
165,166,166,Jeff Gove,89,"50' 10""",48,2438.667,+11.00
166,167,167,Carlos Franco,107,"50' 11""",40,2037.3329999999999,+3.00
167,168,168,Michael Allen,76,"51' 0""",49,2498.25,+13.00
168,169,169,Steve Stricker,68,"51' 1""",27,1379.8329999999999,-1.00
169,170,170,Carl Paulson,84,"51' 2""",56,2864.083,+6.00
170,171,171,Pat Perez,89,"51' 5""",41,2108.333,+4.00
171,172,172,José Coceres,51,"51' 6""",30,1544.1670000000001,+13.00
172,173,173,Frank Nobilo,94,"51' 9""",27,1397.6670000000001,+6.00
173,T174,T174,Bernhard Langer,55,"52' 5""",12,629.0830000000001,+1.00
174,T174,T174,Garrett Willis,80,"52' 5""",54,2832.583,+5.00
175,176,176,Spike McRoy,69,"52' 8""",19,1000.9169999999999,+8.00
176,177,177,Fred Funk,106,"52' 11""",29,1535.5829999999999,+6.00
177,178,178,Billy Andrade,100,"53' 3""",48,2556.833,+6.00
178,179,179,David Frost,90,"53' 5""",36,1922.0,+7.00
179,180,180,Paul Stankowski,100,"53' 6""",51,2729.167,+12.00
180,181,181,Joel Edwards,101,"54' 1""",42,2270.917,+6.00
181,182,182,Jim Furyk,88,"54' 7""",23,1254.75,+6.00
182,183,183,David Duval,78,"54' 8""",47,2570.5,+8.00
183,184,184,Brandel Chamblee,85,"54' 10""",41,2249.417,+11.00
184,185,185,Craig Stadler,72,"55' 0""",26,1429.25,+4.00
185,T186,T186,Eduardo Herrera,59,"55' 1""",45,2477.5,+13.00
186,T186,T186,Peter Jacobsen,67,"55' 1""",21,1157.333,+8.00
187,188,188,Brent Geiberger,95,"55' 3""",52,2871.0,+14.00
188,189,189,Greg Chalmers,94,"55' 4""",55,3042.083,+15.00
189,190,190,Robert Allenby,96,"55' 9""",58,3231.917,+9.00
190,191,191,Paul Azinger,69,"56' 2""",29,1628.8329999999999,+8.00
191,192,192,Loren Roberts,93,"56' 3""",42,2363.25,+14.00
192,193,193,Brad Lardon,59,"57' 0""",27,1539.25,+8.00
193,194,194,Scott Simpson,61,"57' 5""",34,1953.3329999999999,+6.00
194,195,195,Jay Haas,83,"57' 7""",27,1555.0829999999999,+17.00
195,196,196,Jerry Smith,91,"57' 9""",47,2715.0,+17.00
196,197,197,Steve Lowery,98,"59' 7""",34,2026.5829999999999,+11.00
197,198,198,Steve Pate,64,"61' 1""",30,1833.25,+20.00
198,199,199,Ernie Els,68,"61' 8""",29,1788.25,+7.00
199,200,200,Per-Ulrik Johansson,87,"61' 10""",35,2163.917,+2.00
200,201,201,Briny Baird,110,"63' 4""",41,2595.917,+9.00
201,202,202,Craig Parry,69,"65' 1""",40,2603.917,+10.00
