,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,1,John Huston,99,"36' 11""",1881.75,51,-3
1,2,2,David Gossett,95,"37' 10""",2117.583,56,+9
2,3,3,John Riegger,88,"39' 3""",2471.833,63,+7
3,4,4,Tommy Armour III,82,"39' 5""",1929.5829999999999,49,+2
4,5,5,"David Berganio, Jr.",80,"40' 9""",2361.583,58,E
5,6,6,Dudley Hart,88,"41' 4""",2315.167,56,+19
6,7,7,John Cook,85,"41' 10""",1714.8329999999999,41,+4
7,8,8,David Toms,106,"41' 11""",3226.083,77,+18
8,9,9,Duffy Waldorf,90,"42' 6""",2676.5,63,+7
9,10,10,Chris Smith,103,"42' 7""",2766.833,65,+5
10,11,11,Brian Gay,117,"42' 8""",3669.167,86,-3
11,T12,T12,Pat Bates,94,"42' 9""",2393.083,56,+5
12,T12,T12,Steve Elkington,82,"42' 9""",2436.25,57,+7
13,T12,T12,Harrison Frazar,88,"42' 9""",3203.583,75,+5
14,15,15,Russ Cochran,68,"43' 2""",2592.083,60,+13
15,16,16,Jeff Brehaut,87,"43' 3""",3376.167,78,+6
16,T17,T17,Chad Campbell,111,"43' 4""",3469.083,80,+4
17,T17,T17,Billy Mayfair,99,"43' 4""",1819.6670000000001,42,+1
18,19,19,Tom Lehman,78,"43' 6""",1741.4170000000001,40,+1
19,20,20,Tom Byrum,77,"43' 7""",2265.667,52,+8
20,21,21,Olin Browne,107,"43' 8""",2750.75,63,+11
21,22,22,Dan Forsman,83,"43' 10""",2366.833,54,+11
22,23,23,Ian Leggatt,97,"43' 11""",3120.5,71,+18
23,T24,T24,Bernhard Langer,55,"44' 0""",835.6669999999999,19,+2
24,T24,T24,Bob Tway,103,"44' 0""",3037.083,69,+9
25,26,26,Sergio Garcia,79,"44' 1""",2291.833,52,-3
26,27,27,Frank Lickliter II,94,"44' 3""",2741.583,62,+4
27,28,28,Scott Dunlap,74,"44' 5""",2753.583,62,+19
28,T29,T29,J.J. Henry,112,"44' 7""",3344.75,75,+8
29,T29,T29,Brenden Pappas,62,"44' 7""",3343.917,75,+23
30,T31,T31,K.J. Choi,93,"44' 8""",2989.917,67,+5
31,T31,T31,Glen Hnatiuk,95,"44' 8""",2543.917,57,+10
32,T31,T31,Joey Sindelar,104,"44' 8""",4019.0,90,+14
33,34,34,Brian Bateman,94,"44' 9""",3180.167,71,+19
34,T35,T35,Stuart Appleby,97,"44' 10""",3498.583,78,+8
35,T35,T35,Gary Nicklaus,66,"44' 10""",1836.8329999999999,41,+4
36,37,37,Ben Crane,91,"45' 1""",3696.833,82,+8
