,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
78,79,79,Shigeki Maruyama,87,86.21,75,87,-0.63
79,80,80,Andrew Magee,91,86.17,81,94,-0.48
80,T81,T81,Jesper Parnevik,85,86.15,56,65,-0.57
81,T81,T81,Vijay Singh,102,86.15,112,130,-0.67
82,T81,T81,Steve Stricker,68,86.15,56,65,-0.45
83,84,84,Bo Van Pelt,78,86.07,105,122,-0.53
84,85,85,Joe Durant,87,86.05,74,86,-0.45
85,86,86,Steve Pate,64,86.0,43,50,-0.42
86,87,87,Corey Pavin,78,85.94,55,64,-0.4
87,88,88,Kenneth Staton,104,85.91,128,149,-0.48
88,89,89,Matt Kuchar,82,85.9,67,78,-0.48
89,90,90,Blaine McCallister,75,85.88,73,85,-0.45
90,91,91,Steve Flesch,110,85.85,91,106,-0.53
91,92,92,Ian Leggatt,97,85.84,97,113,-0.58
92,T93,T93,Woody Austin,102,85.83,109,127,-0.55
93,T93,T93,Luke Donald,106,85.83,109,127,-0.42
94,95,95,David Frost,90,85.71,84,98,-0.51
95,96,96,Len Mattiace,106,85.57,83,97,-0.47
96,97,97,Brett Quigley,93,85.34,99,116,-0.55
97,98,98,Stephen Ames,89,85.23,75,88,-0.56
98,99,99,Joey Sindelar,104,85.16,109,128,-0.48
99,100,100,Sergio Garcia,79,85.14,63,74,-0.71
100,101,101,Dennis Paulson,89,85.09,97,114,-0.56
101,102,102,Paul Gow,99,85.07,114,134,-0.53
102,103,103,Glen Day,107,85.06,131,154,-0.44
103,T104,T104,Jay Haas,83,84.93,62,73,-0.47
104,T104,T104,Bradley Hughes,60,84.93,62,73,-0.45
105,T104,T104,Peter Jacobsen,67,84.93,62,73,-0.45
106,107,107,Mike Hulbert,55,84.78,39,46,-0.46
107,108,108,Michael Clark II,97,84.68,94,111,-0.46
108,T109,T109,Fulton Allem,64,84.62,66,78,-0.41
109,T109,T109,Pat Bates,94,84.62,88,104,-0.49
110,111,111,Shaun Micheel,100,84.55,104,123,-0.52
111,T112,T112,Bart Bryant,69,84.54,82,97,-0.5
112,T112,T112,Deane Pappas,90,84.54,82,97,-0.52
113,114,114,Glen Hnatiuk,95,84.43,103,122,-0.45
114,115,115,Brett Wetterich,89,84.38,108,128,-0.55
115,116,116,Paul Goydos,66,84.34,70,83,-0.4
116,117,117,Stewart Cink,92,84.27,75,89,-0.56
117,118,118,Jim Carter,98,84.21,64,76,-0.61
118,119,119,Kenny Perry,98,84.14,122,145,-0.57
119,120,120,Loren Roberts,93,84.09,74,88,-0.53
120,121,121,Lee Janzen,101,84.04,79,94,-0.61
121,122,122,Greg Chalmers,94,84.0,84,100,-0.64
122,123,123,Davis Love III,92,83.96,89,106,-0.72
123,124,124,Brian Watts,58,83.87,52,62,-0.33
124,125,125,Jeff Sluman,118,83.85,109,130,-0.54
125,126,126,Garrett Willis,80,83.84,83,99,-0.6
126,127,127,Matt Peterson,80,83.75,67,80,-0.4
127,T128,T128,Ben Crane,91,83.65,87,104,-0.56
128,T128,T128,Geoff Ogilvy,90,83.65,87,104,-0.61
129,130,130,Brenden Pappas,62,83.54,66,79,-0.64
130,131,131,Jerry Kelly,99,83.5,86,103,-0.6
131,132,132,Chris Smith,103,83.47,101,121,-0.49
132,T133,T133,Craig Parry,69,83.33,80,96,-0.58
133,T133,T133,Richard Zokol,53,83.33,40,48,-0.63
134,135,135,Lee Porter,91,83.13,69,83,-0.42
135,136,136,Charles Howell III,118,83.11,123,148,-0.61
136,137,137,Robert Damron,85,83.04,93,112,-0.67
137,138,138,Scott Simpson,61,83.02,44,53,-0.43
138,139,139,Tripp Isenhour,68,82.95,73,88,-0.56
139,140,140,J.P. Hayes,78,82.93,68,82,-0.46
140,141,141,Rich Beem,99,82.91,97,117,-0.53
141,142,142,Robin Freeman,79,82.86,87,105,-0.45
142,143,143,Justin Leonard,97,82.8,77,93,-0.48
143,T144,T144,Michael Long,71,82.76,72,87,-0.46
144,T144,T144,Craig Perks,91,82.76,72,87,-0.57
145,146,146,Steve Allan,93,82.73,91,110,-0.65
146,147,147,Cameron Beckman,87,82.72,67,81,-0.61
147,148,148,John Huston,99,82.61,95,115,-0.58
148,149,149,Michael Allen,76,82.56,71,86,-0.49
149,T150,T150,Tommy Armour III,82,82.47,80,97,-0.44
150,T150,T150,Jess Daley,76,82.47,80,97,-0.53
151,152,152,Bob Burns,99,82.42,75,91,-0.56
152,153,153,Steve Lowery,98,82.18,83,101,-0.59
153,154,154,Jonathan Byrd,96,82.11,101,123,-0.71
154,155,155,Phil Mickelson,97,82.03,105,128,-0.58
155,156,156,Mark Brooks,97,81.91,77,94,-0.45
156,157,157,Jay Don Blake,107,81.74,94,115,-0.53
157,158,158,Bob Tway,103,81.73,85,104,-0.52
158,159,159,Brad Faxon,93,81.61,71,87,-0.45
159,T160,T160,Matt Gogel,79,81.54,53,65,-0.57
160,T160,T160,Steve Jones,71,81.54,53,65,-0.43
161,162,162,Miguel Angel Jiménez,60,81.25,52,64,-0.5
162,163,163,Bob Heintz,68,81.16,56,69,-0.61
163,164,164,Bryce Molder,65,81.01,64,79,-0.56
164,165,165,Joel Edwards,101,80.99,98,121,-0.62
165,166,166,Jeff Maggert,83,80.95,68,84,-0.38
166,167,167,Tommy Tolles,64,80.23,69,86,-0.57
167,168,168,Brian Bateman,94,80.18,89,111,-0.57
168,T169,T169,Tom Byrum,77,80.0,56,70,-0.5
169,T169,T169,Russ Cochran,68,80.0,60,75,-0.38
170,T169,T169,Scott Hoch,71,80.0,64,80,-0.52
171,T169,T169,Brandt Jobe,94,80.0,88,110,-0.58
172,T169,T169,Boo Weekley,57,80.0,64,80,-0.48
173,174,174,Jonathan Kaye,83,79.83,95,119,-0.48
174,175,175,Stephen Gangluff,75,79.78,71,89,-0.38
175,176,176,David Morland IV,58,79.75,63,79,-0.56
176,177,177,Edward Fryatt,94,79.67,98,123,-0.52
177,178,178,John Daly,62,79.37,50,63,-0.86
178,179,179,Michael Muehr,73,79.31,46,58,-0.39
179,180,180,Pete Jordan,78,79.27,65,82,-0.46
180,181,181,Robert Gamez,69,79.12,72,91,-0.49
181,182,182,Skip Kendall,103,78.9,86,109,-0.6
182,183,183,Eduardo Herrera,59,78.82,67,85,-0.36
183,184,184,Jerry Smith,91,78.64,81,103,-0.41
184,185,185,Tom Pernice Jr.,101,78.63,92,117,-0.48
185,186,186,Hal Sutton,74,78.46,51,65,-0.39
186,187,187,Brian Henninger,66,78.31,65,83,-0.52
187,188,188,Olin Browne,107,78.18,86,110,-0.45
188,189,189,Scott Dunlap,74,77.5,62,80,-0.4
189,190,190,Brad Lardon,59,77.46,55,71,-0.47
190,191,191,Jason Hill,59,77.33,58,75,-0.55
191,192,192,Neal Lancaster,101,77.06,84,109,-0.46
192,193,193,Greg Kraft,86,76.6,72,94,-0.51
193,194,194,Joe Ogilvie,50,76.39,55,72,-0.42
194,195,195,Dicky Pride,51,76.06,54,71,-0.39
195,196,196,Bernhard Langer,55,75.0,30,40,-0.63
196,197,197,José Coceres,51,74.51,38,51,-0.39
197,198,198,Franklin Langham,72,73.96,71,96,-0.44
198,199,199,Gary Nicklaus,66,73.91,51,69,-0.51
199,200,200,Steve Elkington,82,70.73,58,82,-0.59
200,201,201,Dudley Hart,88,70.0,49,70,-0.61
201,202,202,Brandel Chamblee,85,68.89,62,90,-0.52
