,Approaches_from__275_yards_Rgh_RANK THIS WEEK,Approaches_from__275_yards_Rgh_RANK LAST WEEK,Approaches_from__275_yards_Rgh_PLAYER NAME,Approaches_from__275_yards_Rgh_ROUNDS,Approaches_from__275_yards_Rgh_AVG,Approaches_from__275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__275_yards_Rgh_# OF ATTEMPTS,Approaches_from__275_yards_Rgh_RELATIVE TO PAR
0,1,1,Dudley Hart,88,"5' 6""",5.5,1,-2
1,2,2,Bob Tway,103,"6' 6""",6.5,1,-1
2,3,3,Mark O'Meara,68,"9' 0""",9.0,1,-1
3,4,4,Paul Stankowski,100,"14' 10""",14.833,1,-1
4,5,5,Jerry Kelly,99,"16' 3""",16.25,1,E
5,6,6,Billy Mayfair,99,"18' 6""",18.5,1,-1
6,7,7,J.L. Lewis,98,"19' 3""",19.25,1,-1
7,8,8,Tom Lehman,78,"27' 2""",54.25,2,-2
8,9,9,David Duval,78,"30' 9""",61.5,2,-1
9,10,10,Jay Haas,83,"31' 1""",31.083000000000002,1,-1
10,T11,T11,Scott Dunlap,74,"38' 1""",38.083,1,-1
11,T11,T11,Brett Wetterich,89,"38' 1""",38.083,1,-1
12,13,13,Bob Heintz,68,"38' 2""",76.333,2,-2
13,14,14,"David Berganio, Jr.",80,"46' 3""",92.5,2,-1
14,T15,T15,Carlos Franco,107,"48' 2""",48.167,1,E
15,T15,T15,Chris Riley,104,"48' 2""",48.167,1,E
16,17,17,Steve Lowery,98,"53' 10""",53.833,1,-1
17,18,18,Skip Kendall,103,"55' 0""",55.0,1,E
18,19,19,Stewart Cink,92,"56' 8""",56.667,1,E
19,20,20,Matt Kuchar,82,"58' 0""",116.0,2,+1
20,21,21,Stephen Gangluff,75,"59' 6""",59.5,1,-1
21,22,22,Mike Sposa,111,"61' 10""",61.833,1,E
22,23,23,Phil Mickelson,97,"64' 0""",128.0,2,-1
23,24,24,Jay Don Blake,107,"64' 3""",128.417,2,-2
24,25,25,John Huston,99,"64' 10""",64.833,1,-1
25,26,26,Ben Crane,91,"64' 11""",64.917,1,E
26,T27,T27,Pat Bates,94,"65' 5""",130.75,2,-2
27,T27,T27,Tim Petrovic,92,"65' 5""",130.75,2,-1
28,29,29,Steve Pate,64,"68' 3""",68.25,1,E
29,30,30,Tom Scherrer,98,"68' 4""",68.333,1,E
30,31,31,Ian Leggatt,97,"69' 8""",139.25,2,E
31,32,32,Brian Gay,117,"70' 10""",70.833,1,E
32,33,33,Woody Austin,102,"71' 4""",213.917,3,-3
33,34,34,Steve Allan,93,"74' 2""",74.167,1,-1
34,35,35,Bradley Hughes,60,"75' 2""",75.167,1,E
35,36,36,Bob Estes,93,"76' 0""",76.0,1,-1
36,37,37,Russ Cochran,68,"76' 7""",153.083,2,-1
37,38,38,Stuart Appleby,97,"77' 0""",77.0,1,-1
38,39,39,Bo Van Pelt,78,"77' 1""",154.083,2,E
39,40,40,Tiger Woods,69,"77' 5""",77.417,1,-1
40,41,41,Rich Beem,99,"79' 4""",79.333,1,E
41,42,42,J.J. Henry,112,"80' 1""",80.083,1,E
42,43,43,Rod Pampling,98,"80' 5""",241.167,3,-1
43,44,44,Eduardo Herrera,59,"80' 7""",161.083,2,+1
44,45,45,Corey Pavin,78,"81' 6""",81.5,1,+1
45,46,46,Mark Brooks,97,"81' 9""",81.75,1,E
46,47,47,Harrison Frazar,88,"85' 2""",170.333,2,E
47,48,48,Dennis Paulson,89,"85' 4""",255.917,3,-3
48,49,49,Paul Azinger,69,"86' 0""",86.0,1,E
49,50,50,Tom Pernice Jr.,101,"87' 11""",175.833,2,-2
50,51,51,Jesper Parnevik,85,"89' 3""",267.83299999999997,3,-1
51,52,52,Richard Zokol,53,"91' 4""",91.333,1,E
52,53,53,Billy Andrade,100,"92' 2""",92.167,1,E
53,54,54,Craig Stadler,72,"92' 7""",92.583,1,-1
54,55,55,Bryce Molder,65,"94' 1""",188.167,2,E
55,56,56,Craig Perks,91,"94' 5""",94.417,1,E
56,57,57,Hal Sutton,74,"99' 0""",197.917,2,-2
57,58,58,Esteban Toledo,106,"99' 4""",99.333,1,E
58,59,59,Mike Weir,94,"99' 6""",198.917,2,E
59,60,60,Cameron Beckman,87,"99' 8""",99.667,1,E
60,61,61,Paul Claxton,83,"100' 10""",100.833,1,E
61,62,62,Lee Janzen,101,"101' 3""",101.25,1,-1
62,63,63,John Senden,96,"104' 10""",104.833,1,E
63,64,64,Jonathan Byrd,96,"105' 7""",211.083,2,-1
64,65,65,Kent Jones,105,"105' 8""",211.333,2,E
65,66,66,Robert Gamez,69,"105' 10""",105.833,1,E
66,67,67,Jay Williamson,91,"105' 11""",105.917,1,E
67,68,68,Brandel Chamblee,85,"106' 0""",211.917,2,E
68,69,69,Frank Lickliter II,94,"106' 3""",106.25,1,-1
69,70,70,David Gossett,95,"108' 5""",108.417,1,E
70,71,71,Brenden Pappas,62,"109' 7""",109.583,1,-1
71,72,72,Tommy Tolles,64,"110' 2""",330.583,3,+1
72,73,73,Greg Chalmers,94,"110' 5""",110.417,1,-1
73,74,74,John Rollins,124,"110' 7""",110.583,1,E
74,75,75,Jeff Maggert,83,"113' 1""",113.083,1,E
75,76,76,Carl Paulson,84,"115' 7""",115.583,1,E
76,77,77,Tom Byrum,77,"116' 7""",116.583,1,E
77,78,78,Michael Long,71,"118' 10""",356.417,3,-2
78,79,79,Robert Damron,85,"119' 3""",119.25,1,+1
79,80,80,Brett Quigley,93,"122' 4""",244.667,2,-1
80,81,81,Charles Howell III,118,"122' 11""",122.917,1,E
81,82,82,Retief Goosen,56,"124' 1""",124.083,1,-1
82,83,83,Jonathan Kaye,83,"128' 2""",512.5,4,E
83,84,84,Andrew Magee,91,"130' 2""",130.167,1,-1
84,85,85,Bart Bryant,69,"132' 7""",132.583,1,-1
85,86,86,Scott Simpson,61,"134' 7""",134.583,1,-1
86,87,87,Frank Nobilo,94,"135' 3""",135.25,1,E
87,88,88,Steve Jones,71,"136' 4""",136.333,1,E
88,89,89,Glen Day,107,"136' 6""",409.5,3,E
89,90,90,Miguel Angel Jiménez,60,"137' 5""",137.417,1,-1
90,91,91,Stephen Ames,89,"141' 7""",141.583,1,E
91,92,92,Grant Waite,98,"144' 5""",288.75,2,-2
92,93,93,Rocco Mediate,79,"146' 9""",146.75,1,E
93,94,94,David Frost,90,"148' 3""",148.25,1,+1
94,95,95,David Peoples,105,"149' 2""",149.167,1,-1
95,96,96,Mathew Goggin,64,"149' 5""",298.75,2,E
96,97,97,Paul Gow,99,"149' 10""",149.833,1,E
97,98,98,Greg Kraft,86,"152' 9""",152.75,1,E
98,99,99,Steve Flesch,110,"166' 2""",166.167,1,E
99,100,100,Paul Goydos,66,"185' 7""",185.583,1,+1
100,101,101,Michael Allen,76,"186' 5""",186.417,1,-1
101,102,102,Kenneth Staton,104,"188' 3""",188.25,1,-1
102,103,103,Joel Edwards,101,"188' 11""",188.917,1,-1
103,104,104,Briny Baird,110,"828' 10""",828.8330000000001,1,-1
