,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
63,T64,T64,Stephen Ames,89,42.11,8,19,+0.13
64,T64,T64,Scott Hoch,71,42.11,8,19,-0.25
65,66,66,Dudley Hart,88,41.67,10,24,E
66,67,67,Miguel Angel Jiménez,60,41.38,12,29,E
67,68,68,Shigeki Maruyama,87,40.74,11,27,-0.09
68,T69,T69,Brandel Chamblee,85,40.0,12,30,-0.17
69,T69,T69,Jess Daley,76,40.0,8,20,E
70,T69,T69,Mathew Goggin,64,40.0,8,20,-0.25
71,T69,T69,J.P. Hayes,78,40.0,12,30,-0.25
72,T69,T69,Bernhard Langer,55,40.0,6,15,-0.33
73,T69,T69,Scott McCarron,106,40.0,8,20,-0.13
74,T69,T69,Kenny Perry,98,40.0,8,20,E
75,T69,T69,Mike Sposa,111,40.0,12,30,-0.08
76,77,77,Lee Porter,91,39.39,13,33,E
77,T78,T78,Carlos Franco,107,39.13,9,23,+0.11
78,T78,T78,Brent Geiberger,95,39.13,9,23,-0.11
79,T78,T78,Heath Slocum,96,39.13,9,23,-0.33
80,T81,T81,Robert Allenby,96,38.89,7,18,-0.29
81,T81,T81,Jonathan Byrd,96,38.89,7,18,+0.14
82,83,83,Chris DiMarco,111,38.71,12,31,-0.42
83,T84,T84,Eduardo Herrera,59,38.46,5,13,+0.20
84,T84,T84,Tim Petrovic,92,38.46,10,26,E
85,T84,T84,Mike Weir,94,38.46,5,13,-0.40
86,T87,T87,Tim Herron,102,38.1,8,21,-0.25
87,T87,T87,Bryce Molder,65,38.1,8,21,-0.13
88,89,89,Brad Faxon,93,37.93,11,29,-0.09
89,T90,T90,Tom Byrum,77,37.5,12,32,-0.17
90,T90,T90,Sergio Garcia,79,37.5,6,16,E
91,T90,T90,Paul Stankowski,100,37.5,6,16,-0.17
92,93,93,Edward Fryatt,94,36.36,8,22,E
93,94,94,Olin Browne,107,36.11,13,36,-0.15
94,T95,T95,Brian Henninger,66,36.0,9,25,E
95,T95,T95,Pete Jordan,78,36.0,18,50,+0.11
96,T95,T95,Kevin Sutherland,96,36.0,9,25,E
97,T98,T98,Jay Don Blake,107,35.71,10,28,-0.10
98,T98,T98,Russ Cochran,68,35.71,5,14,E
99,T98,T98,Luke Donald,106,35.71,5,14,E
100,101,101,Michael Muehr,73,35.48,11,31,-0.18
101,T102,T102,Jason Hill,59,35.29,6,17,-0.17
102,T102,T102,Matt Kuchar,82,35.29,6,17,-0.17
103,T104,T104,Brian Gay,117,35.0,14,40,-0.07
104,T104,T104,Phil Mickelson,97,35.0,7,20,-0.14
105,106,106,Cameron Beckman,87,34.78,8,23,+0.13
106,107,107,Bob Estes,93,34.48,10,29,E
107,T108,T108,Michael Allen,76,33.33,7,21,E
108,T108,T108,Mark Calcavecchia,84,33.33,5,15,-0.20
109,T108,T108,Michael Clark II,97,33.33,10,30,-0.10
110,T108,T108,José Coceres,51,33.33,5,15,-0.20
111,T108,T108,Steve Flesch,110,33.33,4,12,E
112,T108,T108,David Gossett,95,33.33,6,18,-0.33
113,T108,T108,Steve Lowery,98,33.33,8,24,-0.38
114,T108,T108,David Morland IV,58,33.33,7,21,-0.29
115,T108,T108,Gary Nicklaus,66,33.33,11,33,-0.18
116,T108,T108,Dicky Pride,51,33.33,7,21,-0.14
117,T108,T108,John Senden,96,33.33,4,12,E
118,T108,T108,Craig Stadler,72,33.33,6,18,-0.50
119,T108,T108,Steve Stricker,68,33.33,4,12,E
120,T108,T108,Hal Sutton,74,33.33,4,12,+0.25
121,T108,T108,Phil Tataurangi,88,33.33,6,18,-0.33
122,T108,T108,Duffy Waldorf,90,33.33,7,21,-0.14
123,124,124,Greg Kraft,86,32.56,14,43,-0.21
124,T125,T125,Jonathan Kaye,83,32.0,8,25,-0.25
125,T125,T125,Bob Tway,103,32.0,8,25,E
126,T127,T127,Tripp Isenhour,68,31.82,7,22,-0.14
127,T127,T127,Jay Williamson,91,31.82,7,22,-0.14
128,T129,T129,Ben Crane,91,31.58,6,19,-0.17
129,T129,T129,Bob Heintz,68,31.58,6,19,-0.17
130,T129,T129,Ian Leggatt,97,31.58,6,19,-0.83
131,T129,T129,Tommy Tolles,64,31.58,6,19,E
132,T133,T133,Andrew Magee,91,31.25,5,16,-0.20
133,T133,T133,Joe Ogilvie,50,31.25,5,16,-0.20
134,T133,T133,Rod Pampling,98,31.25,5,16,E
135,T133,T133,Esteban Toledo,106,31.25,15,48,E
136,T133,T133,Brett Wetterich,89,31.25,5,16,+0.20
137,138,138,Jeff Brehaut,87,31.03,9,29,E
138,T139,T139,Steve Allan,93,30.77,8,26,E
139,T139,T139,Stuart Appleby,97,30.77,4,13,-0.25
140,T139,T139,Briny Baird,110,30.77,8,26,-0.25
141,142,142,Chris Riley,104,29.73,11,37,E
142,143,143,Jeff Maggert,83,29.63,8,27,+0.13
143,T144,T144,Craig Barlow,62,29.41,5,17,-0.40
144,T144,T144,Frank Lickliter II,94,29.41,5,17,E
145,146,146,Mark Brooks,97,29.17,7,24,-0.14
146,T147,T147,Robin Freeman,79,28.57,6,21,E
147,T147,T147,Lee Janzen,101,28.57,4,14,E
148,T147,T147,Brad Lardon,59,28.57,4,14,E
149,150,150,Bob Burns,99,28.0,7,25,-0.14
150,151,151,Jeff Sluman,118,27.91,12,43,E
151,152,152,Jerry Smith,91,27.59,8,29,-0.25
152,T153,T153,David Frost,90,27.5,11,40,-0.18
153,T153,T153,Fred Funk,106,27.5,11,40,E
154,T155,T155,Robert Damron,85,27.27,6,22,-0.17
155,T155,T155,David Duval,78,27.27,3,11,E
156,T155,T155,Bob May,91,27.27,9,33,E
157,T155,T155,Rory Sabbatini,69,27.27,3,11,E
158,T155,T155,Garrett Willis,80,27.27,6,22,-0.17
159,160,160,Glen Day,107,27.03,10,37,-0.20
160,161,161,Scott Verplank,93,26.92,7,26,-0.14
161,162,162,Davis Love III,92,26.67,4,15,E
162,163,163,Rich Beem,99,26.32,5,19,E
163,164,164,J.J. Henry,112,26.09,6,23,-0.17
164,165,165,Skip Kendall,103,25.81,8,31,-0.13
165,T166,T166,Fred Couples,64,25.0,3,12,-0.33
166,T166,T166,Peter Jacobsen,67,25.0,4,16,-0.25
167,T166,T166,Deane Pappas,90,25.0,7,28,E
168,T166,T166,Matt Peterson,80,25.0,6,24,+0.50
169,T166,T166,David Toms,106,25.0,4,16,-0.25
170,171,171,José María Olazábal,71,24.32,9,37,-0.11
171,T172,T172,Woody Austin,102,23.81,5,21,E
172,T172,T172,Brian Bateman,94,23.81,5,21,-0.40
173,T172,T172,Mike Hulbert,55,23.81,5,21,-0.20
174,T175,T175,Craig Parry,69,23.53,4,17,E
175,T175,T175,Carl Paulson,84,23.53,4,17,E
176,T177,T177,Paul Gow,99,23.33,7,30,+0.14
177,T177,T177,Grant Waite,98,23.33,7,30,-0.29
178,179,179,John Cook,85,23.08,6,26,-0.17
179,180,180,Justin Leonard,97,22.73,5,22,E
180,T181,T181,Frank Nobilo,94,22.22,8,36,-0.13
181,T181,T181,Tom Scherrer,98,22.22,4,18,-0.50
182,183,183,Pat Bates,94,21.88,7,32,-0.14
183,T184,T184,K.J. Choi,93,20.83,5,24,-0.40
184,T184,T184,Kent Jones,105,20.83,5,24,-0.20
185,186,186,Richard Zokol,53,20.69,6,29,E
186,T187,T187,Paul Azinger,69,20.0,5,25,-0.40
187,T187,T187,Neal Lancaster,101,20.0,4,20,E
188,T187,T187,Craig Perks,91,20.0,4,20,-0.25
189,190,190,Brian Watts,58,19.05,4,21,-0.50
190,191,191,Bo Van Pelt,78,18.75,3,16,-0.33
191,192,192,Corey Pavin,78,18.6,8,43,-0.25
192,T193,T193,Stewart Cink,92,17.65,3,17,-0.33
193,T193,T193,Brad Elder,76,17.65,3,17,-0.33
194,195,195,Brett Quigley,93,17.39,4,23,E
195,196,196,Tom Pernice Jr.,101,15.79,3,19,-0.33
196,T197,T197,John Daly,62,14.29,1,7,E
197,T197,T197,Franklin Langham,72,14.29,4,28,+0.25
198,199,199,Greg Chalmers,94,13.04,3,23,-0.33
199,200,200,Jesper Parnevik,85,12.5,2,16,E
200,201,201,Scott Simpson,61,8.0,2,25,E
201,202,202,Matt Gogel,79,5.88,1,17,-1.00
