,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
0,1,1,Retief Goosen,56,76.47,13,17,-0.31
1,2,2,Tiger Woods,69,70.0,7,10,-0.14
2,3,3,Shaun Micheel,100,66.67,12,18,E
3,4,4,"David Berganio, Jr.",80,64.71,11,17,-0.36
4,5,5,Brenden Pappas,62,61.54,8,13,-0.13
5,6,6,Jay Haas,83,60.87,14,23,+0.07
6,T7,T7,Chad Campbell,111,58.33,14,24,-0.36
7,T7,T7,Rocco Mediate,79,58.33,7,12,-0.29
8,9,9,Vijay Singh,102,57.89,11,19,-0.36
9,10,10,Joe Durant,87,57.14,8,14,+0.25
10,11,11,Peter Lonard,93,56.52,13,23,-0.08
11,12,12,Kaname Yokoo,74,56.25,9,16,+0.11
12,13,13,Notah Begay III,76,55.56,10,18,E
13,T14,T14,Dan Forsman,83,53.85,14,26,-0.36
14,T14,T14,John Huston,99,53.85,14,26,-0.14
15,T14,T14,Steve Pate,64,53.85,14,26,-0.14
16,T17,T17,Donnie Hammond,60,53.33,8,15,-0.50
17,T17,T17,Geoff Ogilvy,90,53.33,8,15,-0.75
18,T19,T19,Jim Furyk,88,52.0,13,25,-0.15
19,T19,T19,David Peoples,105,52.0,13,25,-0.08
20,T21,T21,Fulton Allem,64,51.85,14,27,-0.14
21,T21,T21,Joey Sindelar,104,51.85,14,27,-0.14
22,23,23,Glen Hnatiuk,95,51.61,16,31,-0.19
23,T24,T24,Brandt Jobe,94,50.0,12,24,E
24,T24,T24,Per-Ulrik Johansson,87,50.0,10,20,-0.20
25,T24,T24,Tom Lehman,78,50.0,5,10,E
26,T24,T24,J.L. Lewis,98,50.0,9,18,-0.22
27,T24,T24,Spike McRoy,69,50.0,13,26,-0.38
28,T24,T24,Mark O'Meara,68,50.0,7,14,-0.29
29,30,30,Loren Roberts,93,48.94,23,47,-0.30
30,31,31,John Rollins,124,48.39,15,31,-0.13
31,32,32,Michael Long,71,48.0,12,25,+0.17
32,T33,T33,Bart Bryant,69,47.83,11,23,-0.18
33,T33,T33,Steve Jones,71,47.83,11,23,+0.18
34,35,35,Ernie Els,68,47.62,10,21,-0.10
35,T36,T36,Billy Andrade,100,47.37,9,19,E
36,T36,T36,Tommy Armour III,82,47.37,9,19,+0.22
37,T36,T36,Robert Gamez,69,47.37,9,19,-0.11
38,T36,T36,Blaine McCallister,75,47.37,9,19,-0.11
39,T36,T36,Dennis Paulson,89,47.37,9,19,+0.11
40,41,41,Paul Claxton,83,47.22,17,36,-0.29
41,T42,T42,Stephen Gangluff,75,47.06,8,17,-0.38
42,T42,T42,Bradley Hughes,60,47.06,8,17,E
43,T42,T42,Kenneth Staton,104,47.06,8,17,-0.13
44,T45,T45,Scott Dunlap,74,46.67,7,15,-0.14
45,T45,T45,Charles Howell III,118,46.67,7,15,-0.14
46,T45,T45,Chris Smith,103,46.67,7,15,-0.43
47,T45,T45,Boo Weekley,57,46.67,7,15,+0.14
48,49,49,Hidemichi Tanaka,104,46.43,13,28,-0.08
49,50,50,Tim Clark,76,46.15,12,26,-0.17
50,T51,T51,Harrison Frazar,88,45.45,5,11,+0.20
51,T51,T51,Pat Perez,89,45.45,5,11,E
52,53,53,Jerry Kelly,99,44.83,13,29,+0.08
53,T54,T54,Jeff Gove,89,44.44,12,27,E
54,T54,T54,Len Mattiace,106,44.44,12,27,+0.08
55,56,56,Joel Edwards,101,44.0,11,25,E
56,T57,T57,Steve Elkington,82,43.75,7,16,-0.29
57,T57,T57,John Riegger,88,43.75,7,16,E
58,T59,T59,Billy Mayfair,99,43.33,13,30,-0.31
59,T59,T59,Nick Price,69,43.33,13,30,-0.08
60,T61,T61,Jim Carter,98,42.86,12,28,-0.25
61,T61,T61,Paul Goydos,66,42.86,12,28,-0.42
62,63,63,Kirk Triplett,84,42.31,11,26,-0.09
