,Approaches_from_150-175_yards_Rgh_RANK THIS WEEK,Approaches_from_150-175_yards_Rgh_RANK LAST WEEK,Approaches_from_150-175_yards_Rgh_PLAYER NAME,Approaches_from_150-175_yards_Rgh_ROUNDS,Approaches_from_150-175_yards_Rgh_AVG,Approaches_from_150-175_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_150-175_yards_Rgh_# OF ATTEMPTS,Approaches_from_150-175_yards_Rgh_RELATIVE TO PAR
0,1,1,Bart Bryant,69,"25' 9""",232.083,9,E
1,2,2,John Cook,85,"28' 11""",173.583,6,-2
2,3,3,Tom Byrum,77,"31' 9""",222.417,7,+1
3,4,4,Chris DiMarco,111,"31' 10""",604.6669999999999,19,+2
4,5,5,John Huston,99,"32' 4""",517.1669999999999,16,E
5,6,6,Tommy Armour III,82,"32' 8""",490.083,15,-2
6,T7,T7,Stewart Cink,92,"32' 10""",492.333,15,+3
7,T7,T7,Billy Mayfair,99,"32' 10""",295.75,9,+1
8,9,9,Brian Henninger,66,"33' 1""",363.667,11,+3
9,10,10,Harrison Frazar,88,"34' 11""",663.8330000000001,19,E
10,T11,T11,Cameron Beckman,87,"35' 6""",673.9169999999999,19,+4
11,T11,T11,David Gossett,95,"35' 6""",567.6669999999999,16,+3
12,T11,T11,J.J. Henry,112,"35' 6""",887.0,25,+7
13,14,14,Jeff Brehaut,87,"35' 11""",970.1669999999999,27,+4
14,T15,T15,David Duval,78,"36' 0""",683.9169999999999,19,+2
15,T15,T15,Jonathan Kaye,83,"36' 0""",720.0830000000001,20,+2
16,17,17,Briny Baird,110,"36' 3""",689.3330000000001,19,E
17,T18,T18,Mike Sposa,111,"36' 7""",768.9169999999999,21,+1
18,T18,T18,David Toms,106,"36' 7""",768.1669999999999,21,+6
19,20,20,David Morland IV,58,"36' 10""",515.9169999999999,14,+1
20,21,21,Stephen Ames,89,"37' 0""",370.167,10,E
21,22,22,Brad Faxon,93,"37' 3""",409.417,11,-1
22,T23,T23,Robert Gamez,69,"37' 4""",485.417,13,-3
23,T23,T23,Scott Hoch,71,"37' 4""",672.5830000000001,18,+2
24,25,25,Craig Barlow,62,"37' 7""",713.6669999999999,19,+4
25,26,26,Dicky Pride,51,"37' 8""",752.5,20,+4
26,T27,T27,Tim Petrovic,92,"37' 9""",717.4169999999999,19,E
27,T27,T27,Bob Tway,103,"37' 9""",565.75,15,+1
28,29,29,Edward Fryatt,94,"38' 3""",993.5830000000001,26,+6
29,30,30,Steve Jones,71,"38' 5""",691.9169999999999,18,E
30,31,31,Matt Gogel,79,"38' 6""",615.9169999999999,16,+2
31,32,32,Craig Stadler,72,"38' 7""",270.0,7,+5
32,T33,T33,Kenneth Staton,104,"39' 1""",977.8330000000001,25,+3
33,T33,T33,Phil Tataurangi,88,"39' 1""",664.0830000000001,17,+4
34,35,35,"David Berganio, Jr.",80,"39' 2""",587.5830000000001,15,+1
35,36,36,Retief Goosen,56,"39' 3""",314.0,8,+3
36,37,37,Stuart Appleby,97,"39' 4""",904.25,23,+4
37,38,38,Paul Goydos,66,"39' 6""",474.417,12,-1
38,39,39,Peter Jacobsen,67,"39' 9""",437.5,11,+3
39,40,40,Paul Gow,99,"40' 0""",1081.0,27,+11
40,T41,T41,Brent Geiberger,95,"40' 5""",727.75,18,+6
41,T41,T41,Vijay Singh,102,"40' 5""",686.5,17,-1
42,43,43,Justin Leonard,97,"40' 8""",732.5,18,+3
43,T44,T44,Pat Bates,94,"40' 9""",692.75,17,+2
44,T44,T44,Davis Love III,92,"40' 9""",652.1669999999999,16,+2
