,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,John Cook,85,"34' 11""",244.167,7,-2
1,2,2,Bernhard Langer,55,"39' 0""",195.0,5,E
2,3,3,Spike McRoy,69,"42' 0""",210.167,5,-2
3,4,4,John Riegger,88,"44' 7""",312.33299999999997,7,-3
4,5,5,Kirk Triplett,84,"46' 2""",138.5,3,-1
5,6,6,Skip Kendall,103,"46' 3""",462.75,10,E
6,7,7,Mark O'Meara,68,"46' 8""",373.0,8,+1
7,8,8,Jerry Smith,91,"48' 8""",486.583,10,E
8,9,9,J.P. Hayes,78,"49' 7""",198.25,4,-1
9,T10,T10,Dudley Hart,88,"50' 0""",500.083,10,-3
10,T10,T10,Bob Tway,103,"50' 0""",299.83299999999997,6,-1
11,12,12,Bob Heintz,68,"50' 3""",402.25,8,-2
12,13,13,Sergio Garcia,79,"53' 4""",586.3330000000001,11,-9
13,14,14,Pat Perez,89,"53' 6""",267.66700000000003,5,-1
14,15,15,Steve Allan,93,"53' 10""",538.5830000000001,10,-2
15,16,16,Steve Elkington,82,"54' 3""",325.25,6,+1
16,17,17,Russ Cochran,68,"54' 8""",327.833,6,-1
17,18,18,Stuart Appleby,97,"54' 11""",604.3330000000001,11,-11
18,19,19,Dan Forsman,83,"55' 7""",389.0,7,-3
19,20,20,Fred Couples,64,"56' 4""",563.0830000000001,10,-3
20,T21,T21,Olin Browne,107,"56' 7""",226.25,4,+1
21,T21,T21,Glen Hnatiuk,95,"56' 7""",226.167,4,+2
22,23,23,Tom Lehman,78,"56' 9""",397.0,7,-3
23,24,24,Boo Weekley,57,"56' 11""",569.1669999999999,10,E
24,T25,T25,Bradley Hughes,60,"58' 4""",641.5830000000001,11,-3
25,T25,T25,Mike Hulbert,55,"58' 4""",408.167,7,E
26,27,27,Corey Pavin,78,"58' 7""",761.75,13,+7
27,28,28,Loren Roberts,93,"58' 8""",645.1669999999999,11,+1
28,29,29,David Gossett,95,"59' 2""",413.917,7,+1
29,30,30,Ben Crane,91,"59' 4""",711.75,12,-3
30,31,31,"David Berganio, Jr.",80,"59' 7""",476.917,8,-2
31,32,32,Tim Clark,76,"59' 8""",298.33299999999997,5,+3
32,33,33,Bob Estes,93,"59' 10""",478.833,8,-1
33,34,34,Tom Byrum,77,"59' 11""",539.5830000000001,9,-1
34,35,35,Stewart Cink,92,"60' 2""",541.25,9,-1
35,36,36,Jerry Kelly,99,"60' 8""",728.1669999999999,12,+1
36,37,37,Davis Love III,92,"61' 10""",556.4169999999999,9,-3
37,38,38,Neal Lancaster,101,"61' 11""",557.1669999999999,9,-1
38,39,39,Charles Howell III,118,"62' 4""",935.4169999999999,15,-6
39,40,40,Chris DiMarco,111,"62' 5""",686.4169999999999,11,-5
40,41,41,Chad Campbell,111,"62' 6""",687.0830000000001,11,-1
41,42,42,Jess Daley,76,"62' 8""",563.75,9,-4
42,43,43,Jay Williamson,91,"62' 11""",377.667,6,E
43,44,44,Blaine McCallister,75,"63' 1""",252.167,4,E
44,45,45,Carlos Franco,107,"63' 2""",1010.8330000000001,16,E
45,46,46,José María Olazábal,71,"63' 7""",953.1669999999999,15,+1
46,T47,T47,Pat Bates,94,"64' 2""",705.5830000000001,11,E
47,T47,T47,Billy Mayfair,99,"64' 2""",449.0,7,E
48,49,49,Notah Begay III,76,"64' 3""",514.25,8,-4
49,50,50,Brandt Jobe,94,"64' 6""",902.5830000000001,14,-1
50,T51,T51,Phil Tataurangi,88,"64' 7""",646.0,10,-6
51,T51,T51,Garrett Willis,80,"64' 7""",775.25,12,+2
52,53,53,Brian Henninger,66,"64' 8""",452.75,7,-1
53,54,54,Brett Wetterich,89,"64' 11""",779.25,12,-5
54,55,55,Scott Verplank,93,"65' 0""",325.08299999999997,5,+2
55,56,56,Billy Andrade,100,"65' 5""",785.25,12,-3
56,57,57,Paul Claxton,83,"65' 11""",790.5830000000001,12,-9
57,58,58,David Duval,78,"66' 0""",924.1669999999999,14,-1
58,T59,T59,Michael Allen,76,"66' 2""",926.5830000000001,14,-2
59,T59,T59,John Rollins,124,"66' 2""",727.75,11,-3
60,61,61,Frank Lickliter II,94,"66' 3""",596.5,9,-3
61,62,62,Harrison Frazar,88,"66' 5""",929.4169999999999,14,-4
62,63,63,Brian Gay,117,"67' 2""",537.25,8,+2
63,T64,T64,Jim Furyk,88,"67' 3""",336.333,5,E
64,T64,T64,Chris Riley,104,"67' 3""",1009.0,15,+7
65,66,66,Michael Long,71,"67' 4""",1211.917,18,-6
66,67,67,Cameron Beckman,87,"67' 6""",404.833,6,+1
67,68,68,Bart Bryant,69,"67' 8""",406.083,6,-1
68,69,69,Craig Perks,91,"68' 0""",476.0,7,-1
69,70,70,J.L. Lewis,98,"68' 1""",953.4169999999999,14,-3
70,T71,T71,Jeff Maggert,83,"68' 2""",272.75,4,-2
71,T71,T71,Brian Watts,58,"68' 2""",477.417,7,+2
72,73,73,Bob May,91,"68' 3""",1501.4170000000001,22,-5
73,74,74,Paul Stankowski,100,"68' 5""",752.8330000000001,11,-2
74,T75,T75,Jay Don Blake,107,"68' 8""",1303.917,19,+3
75,T75,T75,Ian Leggatt,97,"68' 8""",686.3330000000001,10,-4
76,T77,T77,John Senden,96,"68' 11""",757.75,11,-4
77,T77,T77,Joey Sindelar,104,"68' 11""",896.0830000000001,13,-3
78,79,79,Franklin Langham,72,"69' 0""",690.25,10,+4
79,80,80,Deane Pappas,90,"69' 1""",552.9169999999999,8,+1
80,81,81,Phil Mickelson,97,"69' 3""",1315.6670000000001,19,-4
81,82,82,Jay Haas,83,"69' 9""",627.5830000000001,9,+1
82,83,83,Joe Ogilvie,50,"69' 10""",209.583,3,+1
83,84,84,Scott Hoch,71,"70' 1""",350.5,5,+2
84,85,85,Kaname Yokoo,74,"70' 2""",561.1669999999999,8,-1
85,T86,T86,Rich Beem,99,"70' 4""",1196.083,17,+4
86,T86,T86,Nick Price,69,"70' 4""",492.583,7,E
87,88,88,Woody Austin,102,"70' 9""",1344.6670000000001,19,-4
88,89,89,Steve Pate,64,"70' 10""",637.5,9,+4
89,90,90,Jason Hill,59,"71' 2""",427.167,6,+3
90,T91,T91,Justin Leonard,97,"71' 5""",500.0,7,+2
91,T91,T91,Scott McCarron,106,"71' 5""",928.9169999999999,13,-4
92,93,93,Craig Parry,69,"71' 9""",646.0,9,-2
93,94,94,Brenden Pappas,62,"71' 11""",503.667,7,-1
94,95,95,Jeff Gove,89,"72' 5""",651.75,9,+6
95,T96,T96,Brian Bateman,94,"72' 10""",510.0,7,E
96,T96,T96,Shaun Micheel,100,"72' 10""",1020.1669999999999,14,-2
97,98,98,Tim Petrovic,92,"72' 11""",874.8330000000001,12,-1
98,99,99,Matt Kuchar,82,"73' 1""",438.667,6,-1
99,T100,T100,Bob Burns,99,"73' 3""",586.25,8,+1
100,T100,T100,Scott Dunlap,74,"73' 3""",586.0830000000001,8,-1
101,T102,T102,Gary Nicklaus,66,"73' 5""",514.0830000000001,7,+2
102,T102,T102,Tom Scherrer,98,"73' 5""",587.5,8,E
103,T102,T102,Bo Van Pelt,78,"73' 5""",1395.0829999999999,19,+1
104,105,105,Andrew Magee,91,"73' 7""",956.75,13,-3
105,106,106,Chris Smith,103,"73' 9""",589.8330000000001,8,-1
106,T107,T107,Stephen Gangluff,75,"73' 10""",516.75,7,+1
107,T107,T107,Len Mattiace,106,"73' 10""",960.1669999999999,13,-4
108,T109,T109,Retief Goosen,56,"74' 2""",816.0830000000001,11,E
109,T109,T109,Tommy Tolles,64,"74' 2""",667.4169999999999,9,+3
110,111,111,Kenny Perry,98,"74' 3""",965.4169999999999,13,E
111,T112,T112,Tim Herron,102,"74' 4""",966.0,13,-8
112,T112,T112,Dennis Paulson,89,"74' 4""",1115.333,15,-1
113,T114,T114,Brent Geiberger,95,"74' 9""",672.9169999999999,9,-4
114,T114,T114,Matt Peterson,80,"74' 9""",448.333,6,E
115,T116,T116,Lee Janzen,101,"74' 10""",374.083,5,-3
116,T116,T116,Steve Lowery,98,"74' 10""",1272.333,17,-1
117,118,118,Tripp Isenhour,68,"75' 4""",979.1669999999999,13,-3
118,119,119,Brandel Chamblee,85,"75' 5""",1055.25,14,+3
119,120,120,Mike Sposa,111,"75' 9""",606.1669999999999,8,+2
120,121,121,Mike Weir,94,"76' 1""",532.4169999999999,7,-1
121,122,122,David Morland IV,58,"76' 2""",914.25,12,+2
122,123,123,John Huston,99,"76' 9""",306.83299999999997,4,-4
123,124,124,Shigeki Maruyama,87,"76' 11""",846.0,11,+2
124,T125,T125,Edward Fryatt,94,"77' 3""",926.5830000000001,12,-2
125,T125,T125,Robert Gamez,69,"77' 3""",1004.6669999999999,13,-1
126,127,127,Hal Sutton,74,"77' 4""",464.083,6,E
127,128,128,Ernie Els,68,"77' 5""",773.9169999999999,10,-1
128,129,129,J.J. Henry,112,"77' 7""",1009.0830000000001,13,-4
129,130,130,Dicky Pride,51,"77' 8""",621.4169999999999,8,+1
130,131,131,Craig Stadler,72,"77' 10""",466.917,6,-4
131,132,132,Tom Pernice Jr.,101,"78' 0""",623.8330000000001,8,-3
132,133,133,Paul Azinger,69,"78' 1""",624.9169999999999,8,-3
133,T134,T134,Jonathan Byrd,96,"78' 3""",1096.0,14,-8
134,T134,T134,Jim Carter,98,"78' 3""",313.0,4,E
135,136,136,Joe Durant,87,"78' 8""",393.25,5,+1
136,137,137,John Daly,62,"78' 10""",315.41700000000003,4,-1
137,138,138,Robert Allenby,96,"79' 1""",948.5830000000001,12,-5
138,T139,T139,Michael Clark II,97,"79' 8""",716.6669999999999,9,E
139,T139,T139,Matt Gogel,79,"79' 8""",477.75,6,+2
140,141,141,Joel Edwards,101,"80' 0""",960.0,12,-2
141,142,142,Jesper Parnevik,85,"80' 5""",643.0830000000001,8,-2
142,143,143,Tiger Woods,69,"80' 11""",1132.583,14,-8
143,144,144,Kevin Sutherland,96,"81' 1""",648.75,8,E
144,145,145,Vijay Singh,102,"81' 2""",1217.583,15,-2
145,146,146,Tommy Armour III,82,"81' 4""",488.167,6,-2
146,147,147,Esteban Toledo,106,"81' 8""",898.5,11,+8
147,148,148,Michael Muehr,73,"81' 9""",654.0830000000001,8,+1
148,149,149,Brad Faxon,93,"82' 3""",904.3330000000001,11,-1
149,150,150,Grant Waite,98,"82' 5""",1648.25,20,-3
150,151,151,Steve Flesch,110,"83' 4""",500.0,6,-1
