,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
49,T50,T50,Harrison Frazar,88,52.7,29,55,-6.00
50,T50,T50,Jerry Smith,91,52.7,29,55,E
51,52,52,Brad Elder,76,52.5,21,40,-1.00
52,53,53,Dicky Pride,51,52.4,11,21,-1.00
53,54,54,Stewart Cink,92,52.3,34,65,-6.00
54,55,55,Nick Price,69,51.9,14,27,-1.00
55,T56,T56,Lee Janzen,101,51.8,29,56,-3.00
56,T56,T56,Esteban Toledo,106,51.8,29,56,+1.00
57,T56,T56,David Toms,106,51.8,29,56,-10.00
58,59,59,Woody Austin,102,51.6,33,64,E
59,60,60,Steve Pate,64,51.5,17,33,-6.00
60,T61,T61,Ben Crane,91,51.4,18,35,-4.00
61,T61,T61,Joe Durant,87,51.4,19,37,-4.00
62,63,63,Fred Funk,106,51.3,20,39,-1.00
63,64,64,Olin Browne,107,51.2,22,43,-7.00
64,65,65,Paul Stankowski,100,50.9,28,55,-6.00
65,T66,T66,Brian Bateman,94,50.8,30,59,-7.00
66,T66,T66,Brandel Chamblee,85,50.8,30,59,-8.00
67,T66,T66,Carlos Franco,107,50.8,33,65,-8.00
68,T66,T66,Bob Heintz,68,50.8,33,65,-10.00
69,T66,T66,Craig Perks,91,50.8,31,61,-7.00
70,T71,T71,Craig Barlow,62,50.0,15,30,E
71,T71,T71,Cameron Beckman,87,50.0,22,44,E
72,T71,T71,Paul Claxton,83,50.0,17,34,-2.00
73,T71,T71,José Coceres,51,50.0,11,22,-1.00
74,T71,T71,Steve Elkington,82,50.0,28,56,-3.00
75,T71,T71,David Gossett,95,50.0,27,54,E
76,T71,T71,Eduardo Herrera,59,50.0,24,48,-3.00
77,T71,T71,Brad Lardon,59,50.0,12,24,-3.00
78,T71,T71,Steve Lowery,98,50.0,30,60,-1.00
79,T71,T71,Jeff Maggert,83,50.0,26,52,-6.00
80,T71,T71,Mark O'Meara,68,50.0,14,28,-3.00
81,T71,T71,Tom Pernice Jr.,101,50.0,29,58,-4.00
82,T71,T71,Joey Sindelar,104,50.0,27,54,-4.00
83,T71,T71,Hidemichi Tanaka,104,50.0,18,36,+1.00
84,T71,T71,Phil Tataurangi,88,50.0,20,40,-4.00
85,T86,T86,Robert Damron,85,49.1,26,53,-6.00
86,T86,T86,Brad Faxon,93,49.1,26,53,-8.00
87,T86,T86,Chris Riley,104,49.1,28,57,-6.00
88,T89,T89,Brent Geiberger,95,49.0,25,51,-4.00
89,T89,T89,Dudley Hart,88,49.0,25,51,-4.00
90,T91,T91,Scott Dunlap,74,48.9,22,45,-2.00
91,T91,T91,Scott McCarron,106,48.9,23,47,-5.00
92,T93,T93,Mike Hulbert,55,48.8,21,43,-3.00
93,T93,T93,Davis Love III,92,48.8,20,41,-5.00
94,T93,T93,Phil Mickelson,97,48.8,20,41,-5.00
95,T96,T96,Mark Calcavecchia,84,48.7,19,39,-4.00
96,T96,T96,Russ Cochran,68,48.7,19,39,-5.00
97,T98,T98,Tim Clark,76,48.6,18,37,-1.00
98,T98,T98,Chris DiMarco,111,48.6,36,74,-15.00
99,100,100,Glen Day,107,48.2,27,56,-8.00
100,101,101,K.J. Choi,93,48.1,25,52,-1.00
101,102,102,Tim Herron,102,48.0,36,75,-5.00
102,T103,T103,Chad Campbell,111,47.6,30,63,-7.00
103,T103,T103,John Daly,62,47.6,10,21,-3.00
104,T103,T103,Duffy Waldorf,90,47.6,30,63,-4.00
105,T106,T106,Justin Leonard,97,47.5,19,40,-5.00
106,T106,T106,Bryce Molder,65,47.5,19,40,-4.00
107,T108,T108,Paul Azinger,69,47.1,16,34,-4.00
108,T108,T108,Sergio Garcia,79,47.1,16,34,-3.00
109,T108,T108,Bo Van Pelt,78,47.1,16,34,-1.00
110,111,111,Jonathan Kaye,83,46.9,23,49,-5.00
111,112,112,Spike McRoy,69,46.5,20,43,-6.00
112,113,113,Scott Verplank,93,46.4,13,28,-1.00
113,T114,T114,Brian Henninger,66,46.3,19,41,-2.00
114,T114,T114,Kaname Yokoo,74,46.3,19,41,-2.00
115,T116,T116,Tommy Armour III,82,46.2,24,52,-5.00
116,T116,T116,Charles Howell III,118,46.2,24,52,-3.00
117,118,118,Lee Porter,91,45.9,28,61,-6.00
118,T119,T119,Loren Roberts,93,45.8,22,48,-5.00
119,T119,T119,Jay Williamson,91,45.8,22,48,-2.00
120,121,121,Tim Petrovic,92,45.5,25,55,-5.00
121,122,122,Shaun Micheel,100,45.3,24,53,-1.00
122,T123,T123,Jeff Brehaut,87,45.2,14,31,-2.00
123,T123,T123,Craig Stadler,72,45.2,14,31,-3.00
124,T125,T125,Dan Forsman,83,45.1,23,51,-5.00
125,T125,T125,David Frost,90,45.1,23,51,-7.00
126,127,127,Paul Gow,99,45.0,27,60,-4.00
127,128,128,Jeff Sluman,118,44.8,30,67,E
128,T129,T129,Stephen Gangluff,75,44.7,21,47,-6.00
129,T129,T129,Matt Gogel,79,44.7,21,47,-4.00
130,T131,T131,J.J. Henry,112,44.4,24,54,-3.00
131,T131,T131,Richard Zokol,53,44.4,16,36,-1.00
132,133,133,Jay Don Blake,107,44.3,27,61,-8.00
133,T134,T134,Blaine McCallister,75,43.9,18,41,-1.00
134,T134,T134,Pat Perez,89,43.9,18,41,-2.00
135,136,136,Brett Wetterich,89,43.8,21,48,-4.00
136,T137,T137,Len Mattiace,106,43.6,24,55,-5.00
137,T137,T137,Brian Watts,58,43.6,17,39,-1.00
138,T139,T139,Jay Haas,83,43.5,27,62,-5.00
139,T139,T139,Billy Mayfair,99,43.5,20,46,-5.00
140,141,141,Joe Ogilvie,50,43.3,13,30,E
141,142,142,Craig Parry,69,43.2,19,44,-3.00
142,T143,T143,Jim Carter,98,42.9,18,42,-6.00
143,T143,T143,Paul Goydos,66,42.9,12,28,-1.00
144,T143,T143,Per-Ulrik Johansson,87,42.9,24,56,-6.00
145,T143,T143,Bernhard Langer,55,42.9,15,35,-3.00
146,T143,T143,Deane Pappas,90,42.9,21,49,-3.00
147,T143,T143,Jesper Parnevik,85,42.9,21,49,-4.00
148,T143,T143,Bob Tway,103,42.9,24,56,-9.00
149,T150,T150,Bob Burns,99,42.6,26,61,-9.00
150,T150,T150,Michael Long,71,42.6,20,47,-4.00
151,152,152,Michael Clark II,97,42.0,21,50,-4.00
152,T153,T153,Peter Jacobsen,67,41.7,15,36,-4.00
153,T153,T153,Brett Quigley,93,41.7,25,60,-4.00
154,155,155,Greg Kraft,86,41.5,22,53,-5.00
155,156,156,Geoff Ogilvy,90,41.4,24,58,-7.00
156,157,157,Peter Lonard,93,41.3,26,63,-3.00
157,158,158,Bart Bryant,69,41.2,14,34,-3.00
158,159,159,Mike Sposa,111,41.1,30,73,-5.00
159,160,160,Tom Lehman,78,41.0,16,39,-3.00
160,161,161,Steve Allan,93,40.6,26,64,-8.00
161,162,162,Jess Daley,76,40.4,21,52,-5.00
162,T163,T163,Kent Jones,105,40.0,24,60,-6.00
163,T163,T163,Heath Slocum,96,40.0,18,45,-1.00
164,T163,T163,Kirk Triplett,84,40.0,14,35,-3.00
165,T163,T163,Garrett Willis,80,40.0,22,55,-3.00
166,T163,T163,Tiger Woods,69,40.0,12,30,-5.00
167,T168,T168,Pete Jordan,78,39.5,15,38,E
168,T168,T168,Franklin Langham,72,39.5,15,38,-3.00
169,T170,T170,Gary Nicklaus,66,38.9,14,36,-5.00
170,T170,T170,Tom Scherrer,98,38.9,21,54,-4.00
171,172,172,Andrew Magee,91,38.6,22,57,-8.00
172,173,173,Fulton Allem,64,38.5,15,39,-2.00
173,174,174,Ian Leggatt,97,38.3,23,60,-3.00
174,175,175,Jonathan Byrd,96,37.3,19,51,-6.00
175,176,176,Miguel Angel Jiménez,60,37.0,10,27,-1.00
176,T177,T177,Jerry Kelly,99,36.8,21,57,-5.00
177,T177,T177,Skip Kendall,103,36.8,28,76,-3.00
178,179,179,Brian Gay,117,36.7,18,49,-5.00
179,T180,T180,Matt Kuchar,82,36.4,12,33,-4.00
180,T180,T180,Matt Peterson,80,36.4,16,44,-2.00
181,T182,T182,Michael Allen,76,36.2,17,47,-3.00
182,T182,T182,Grant Waite,98,36.2,25,69,-3.00
183,184,184,Jason Hill,59,36.1,13,36,+1.00
184,185,185,Rocco Mediate,79,36.0,9,25,E
185,186,186,Michael Muehr,73,35.7,20,56,-6.00
186,187,187,Rod Pampling,98,35.5,27,76,-5.00
187,T188,T188,Pat Bates,94,35.1,20,57,-2.00
188,T188,T188,John Cook,85,35.1,13,37,-3.00
189,T188,T188,Glen Hnatiuk,95,35.1,13,37,-2.00
190,191,191,Carl Paulson,84,34.1,14,41,-2.00
191,192,192,Fred Couples,64,34.0,17,50,-5.00
192,T193,T193,Tom Byrum,77,33.3,11,33,-2.00
193,T193,T193,Steve Flesch,110,33.3,21,63,-5.00
194,T193,T193,Donnie Hammond,60,33.3,7,21,-2.00
195,T193,T193,Scott Simpson,61,33.3,9,27,-2.00
196,197,197,David Duval,78,32.6,14,43,-8.00
197,198,198,Corey Pavin,78,32.1,9,28,-3.00
198,199,199,Frank Nobilo,94,31.7,19,60,-3.00
199,200,200,Steve Jones,71,31.4,11,35,-3.00
200,201,201,J.P. Hayes,78,31.3,20,64,-5.00
201,202,202,Bradley Hughes,60,30.0,6,20,+1.00
