,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
0,1,1,Bob Estes,93,70.7,29,41,-3.00
1,2,2,Vijay Singh,102,65.4,34,52,-3.00
2,3,3,Luke Donald,106,64.2,34,53,-7.00
3,4,4,Billy Andrade,100,62.1,36,58,-10.00
4,5,5,Brenden Pappas,62,60.8,31,51,-9.00
5,6,6,Notah Begay III,76,60.5,26,43,-1.00
6,T7,T7,Joel Edwards,101,60.0,39,65,-10.00
7,T7,T7,Rory Sabbatini,69,60.0,33,55,-5.00
8,9,9,David Peoples,105,59.0,36,61,-6.00
9,10,10,Steve Stricker,68,58.8,30,51,-7.00
10,T11,T11,Briny Baird,110,58.6,34,58,-9.00
11,T11,T11,Rich Beem,99,58.6,34,58,-8.00
12,T11,T11,Robin Freeman,79,58.6,17,29,-2.00
13,T11,T11,Tripp Isenhour,68,58.6,17,29,-5.00
14,T11,T11,Mike Weir,94,58.6,34,58,-6.00
15,16,16,David Morland IV,58,57.8,26,45,-10.00
16,T17,T17,Stuart Appleby,97,57.7,41,71,-8.00
17,T17,T17,Jim Furyk,88,57.7,15,26,-1.00
18,T19,T19,Stephen Ames,89,56.5,26,46,-7.00
19,T19,T19,Boo Weekley,57,56.5,13,23,-1.00
20,21,21,Shigeki Maruyama,87,56.4,31,55,-3.00
21,22,22,José María Olazábal,71,56.1,23,41,-7.00
22,23,23,Kevin Sutherland,96,56.0,28,50,+3.00
23,24,24,John Huston,99,55.7,39,70,-5.00
24,T25,T25,Frank Lickliter II,94,55.6,25,45,-2.00
25,T25,T25,Dennis Paulson,89,55.6,35,63,-11.00
26,27,27,Mathew Goggin,64,55.2,16,29,-5.00
27,28,28,Tommy Tolles,64,55.1,27,49,-7.00
28,29,29,John Riegger,88,55.0,22,40,-2.00
29,T30,T30,Bob May,91,54.9,28,51,-4.00
30,T30,T30,Kenny Perry,98,54.9,28,51,-8.00
31,T32,T32,Robert Allenby,96,54.8,17,31,-6.00
32,T32,T32,Retief Goosen,56,54.8,17,31,-5.00
33,34,34,Scott Hoch,71,54.5,18,33,-4.00
34,T35,T35,Mark Brooks,97,54.4,31,57,E
35,T35,T35,Greg Chalmers,94,54.4,31,57,-4.00
36,T37,T37,Brandt Jobe,94,54.3,38,70,-10.00
37,T37,T37,Hal Sutton,74,54.3,25,46,-4.00
38,39,39,Edward Fryatt,94,54.1,33,61,-8.00
39,T40,T40,Neal Lancaster,101,54.0,34,63,-7.00
40,T40,T40,John Rollins,124,54.0,47,87,-11.00
41,T40,T40,Kenneth Staton,104,54.0,27,50,-4.00
42,43,43,Robert Gamez,69,53.8,21,39,-4.00
43,44,44,Jeff Gove,89,53.7,29,54,-7.00
44,45,45,John Senden,96,53.4,31,58,-6.00
45,46,46,Ernie Els,68,53.1,17,32,-5.00
46,47,47,J.L. Lewis,98,52.9,37,70,-1.00
47,T48,T48,"David Berganio, Jr.",80,52.8,19,36,-2.00
48,T48,T48,Chris Smith,103,52.8,38,72,-6.00
