,GIR_Percentage_-_125-150_yards_RANK THIS WEEK,GIR_Percentage_-_125-150_yards_RANK LAST WEEK,GIR_Percentage_-_125-150_yards_PLAYER NAME,GIR_Percentage_-_125-150_yards_ROUNDS,GIR_Percentage_-_125-150_yards_%,GIR_Percentage_-_125-150_yards_GREENS HIT,GIR_Percentage_-_125-150_yards_TOTAL HOLES,GIR_Percentage_-_125-150_yards_RELATIVE TO PAR
0,1,1,Joe Durant,87,83.1,59,71,-0.31
1,2,2,Luke Donald,106,82.76,72,87,-0.18
2,3,3,Tom Lehman,78,82.46,47,57,-0.23
3,4,4,Jeff Gove,89,81.63,80,98,-0.29
4,5,5,Rich Beem,99,80.41,78,97,-0.18
5,6,6,Tom Byrum,77,80.28,57,71,-0.12
6,7,7,John Riegger,88,80.0,88,110,-0.28
7,8,8,Fred Funk,106,79.21,80,101,-0.24
8,9,9,Lee Janzen,101,79.05,83,105,-0.27
9,T10,T10,Michael Muehr,73,78.95,30,38,-0.23
10,T10,T10,Frank Nobilo,94,78.95,75,95,-0.12
11,12,12,David Frost,90,78.82,67,85,-0.25
12,13,13,Hal Sutton,74,78.57,44,56,-0.3
13,14,14,Grant Waite,98,78.49,73,93,-0.23
14,15,15,Glen Hnatiuk,95,78.41,69,88,-0.33
15,T16,T16,Donnie Hammond,60,77.78,42,54,-0.26
16,T16,T16,Steve Pate,64,77.78,35,45,-0.2
17,T18,T18,Jay Don Blake,107,77.5,62,80,-0.23
18,T18,T18,José Coceres,51,77.5,31,40,-0.26
19,20,20,Jim Furyk,88,77.33,58,75,-0.28
20,21,21,Craig Perks,91,77.27,51,66,-0.16
21,22,22,Tripp Isenhour,68,77.22,61,79,-0.25
22,23,23,Tim Petrovic,92,77.01,67,87,-0.24
23,24,24,Sergio Garcia,79,76.92,40,52,-0.15
24,25,25,Hidemichi Tanaka,104,76.85,83,108,-0.24
25,26,26,Matt Peterson,80,76.83,63,82,-0.14
26,27,27,Kevin Sutherland,96,76.71,56,73,-0.21
27,28,28,Shaun Micheel,100,76.7,79,103,-0.18
28,29,29,Scott Hoch,71,76.6,36,47,-0.25
29,30,30,Steve Jones,71,76.47,52,68,-0.19
30,31,31,Dicky Pride,51,76.27,45,59,-0.2
31,32,32,J.J. Henry,112,75.93,82,108,-0.11
32,33,33,"David Berganio, Jr.",80,75.89,85,112,-0.2
33,34,34,John Senden,96,75.82,69,91,-0.14
34,35,35,Scott Dunlap,74,75.76,50,66,-0.14
35,36,36,Joel Edwards,101,75.73,78,103,-0.22
36,37,37,John Huston,99,75.56,68,90,-0.29
37,38,38,Notah Begay III,76,75.49,77,102,-0.18
38,39,39,Tiger Woods,69,75.47,40,53,-0.18
39,40,40,Duffy Waldorf,90,75.26,73,97,-0.16
40,41,41,J.L. Lewis,98,75.24,79,105,-0.2
41,T42,T42,Paul Gow,99,75.0,87,116,-0.17
42,T42,T42,Gary Nicklaus,66,75.0,36,48,-0.19
43,T42,T42,Tom Scherrer,98,75.0,63,84,-0.3
44,T42,T42,Scott Verplank,93,75.0,45,60,-0.31
45,T42,T42,Richard Zokol,53,75.0,27,36,-0.19
46,T47,T47,Jonathan Byrd,96,74.76,77,103,-0.29
47,T47,T47,David Gossett,95,74.76,77,103,-0.17
48,49,49,Rocco Mediate,79,74.67,56,75,-0.23
49,50,50,Brett Quigley,93,74.53,79,106,-0.13
50,51,51,Jason Hill,59,74.51,38,51,-0.26
51,52,52,Dan Forsman,83,74.47,70,94,-0.34
52,53,53,Corey Pavin,78,74.42,32,43,-0.28
53,T54,T54,Bart Bryant,69,74.36,58,78,-0.26
54,T54,T54,Tim Clark,76,74.36,58,78,-0.31
55,T56,T56,Kirk Triplett,84,74.19,46,62,-0.37
56,T56,T56,Jay Williamson,91,74.19,69,93,-0.23
57,58,58,Mike Weir,94,74.03,57,77,-0.23
58,59,59,Kenny Perry,98,74.0,74,100,-0.28
59,60,60,Tim Herron,102,73.83,79,107,-0.28
60,61,61,Brian Henninger,66,73.77,45,61,-0.2
61,62,62,Chris Smith,103,73.68,84,114,-0.25
62,63,63,Stewart Cink,92,73.63,67,91,-0.33
63,64,64,Ernie Els,68,73.58,39,53,-0.28
64,65,65,Brian Gay,117,73.56,64,87,-0.42
65,66,66,Peter Lonard,93,73.42,58,79,-0.19
66,67,67,Bob Estes,93,73.33,66,90,-0.24
67,68,68,Neal Lancaster,101,72.73,64,88,-0.16
68,69,69,Jim Carter,98,72.62,61,84,-0.34
69,70,70,Charles Howell III,118,72.48,79,109,-0.18
70,71,71,Michael Clark II,97,72.45,71,98,-0.28
71,72,72,Steve Flesch,110,72.34,68,94,-0.1
72,73,73,Peter Jacobsen,67,72.31,47,65,-0.09
73,74,74,Matt Kuchar,82,72.29,60,83,-0.23
74,75,75,Jeff Sluman,118,72.27,86,119,-0.22
75,76,76,Briny Baird,110,72.09,62,86,-0.27
76,77,77,Blaine McCallister,75,72.06,49,68,-0.29
77,78,78,Craig Stadler,72,71.93,41,57,-0.17
78,79,79,Brandel Chamblee,85,71.79,56,78,-0.16
79,80,80,K.J. Choi,93,71.76,61,85,-0.3
80,81,81,David Toms,106,71.7,76,106,-0.29
81,82,82,Len Mattiace,106,71.68,81,113,-0.26
82,83,83,Mark Calcavecchia,84,71.67,43,60,-0.42
83,T84,T84,Brad Elder,76,71.62,53,74,-0.15
84,T84,T84,Robin Freeman,79,71.62,53,74,-0.28
85,86,86,Jonathan Kaye,83,71.6,58,81,-0.31
86,87,87,Woody Austin,102,71.57,73,102,-0.11
87,T88,T88,Olin Browne,107,71.43,65,91,-0.23
88,T88,T88,John Rollins,124,71.43,90,126,-0.29
89,90,90,Glen Day,107,71.28,67,94,-0.16
90,91,91,Michael Long,71,71.26,62,87,-0.24
91,T92,T92,Tommy Armour III,82,71.23,52,73,-0.15
92,T92,T92,Craig Parry,69,71.23,52,73,-0.33
93,94,94,Dudley Hart,88,71.21,47,66,-0.23
94,95,95,Paul Claxton,83,71.11,64,90,-0.16
95,96,96,Robert Gamez,69,71.08,59,83,-0.29
96,T97,T97,Brian Bateman,94,71.05,81,114,-0.19
97,T97,T97,Bob Heintz,68,71.05,54,76,-0.2
98,99,99,Shigeki Maruyama,87,71.01,49,69,-0.43
99,T100,T100,Chad Campbell,111,70.83,85,120,-0.29
100,T100,T100,Loren Roberts,93,70.83,51,72,-0.14
101,102,102,Jeff Brehaut,87,70.71,70,99,-0.2
102,T103,T103,Robert Allenby,96,70.59,72,102,-0.25
103,T103,T103,Matt Gogel,79,70.59,60,85,-0.22
104,105,105,Retief Goosen,56,70.45,31,44,-0.19
105,106,106,Heath Slocum,96,70.24,59,84,-0.31
106,107,107,Jesper Parnevik,85,70.21,33,47,-0.15
107,T108,T108,Jeff Maggert,83,70.18,40,57,-0.4
108,T108,T108,Nick Price,69,70.18,40,57,-0.4
109,110,110,Greg Kraft,86,70.13,54,77,-0.31
110,111,111,Steve Allan,93,70.09,82,117,-0.16
111,T112,T112,Greg Chalmers,94,70.0,63,90,-0.35
112,T112,T112,Joey Sindelar,104,70.0,70,100,-0.19
113,114,114,Spike McRoy,69,69.84,44,63,-0.25
114,115,115,David Peoples,105,69.7,92,132,-0.23
115,116,116,Chris DiMarco,111,69.62,55,79,-0.18
116,117,117,Billy Mayfair,99,69.41,59,85,-0.27
117,T118,T118,Russ Cochran,68,69.23,45,65,-0.2
118,T118,T118,John Cook,85,69.23,45,65,-0.29
119,120,120,Tom Pernice Jr.,101,69.05,58,84,-0.33
120,121,121,Stuart Appleby,97,68.82,64,93,-0.33
121,122,122,Ian Leggatt,97,68.81,75,109,-0.19
122,T123,T123,Fulton Allem,64,68.75,33,48,-0.12
123,T123,T123,Paul Goydos,66,68.75,33,48,-0.3
124,T125,T125,Mark Brooks,97,68.57,48,70,-0.17
125,T125,T125,Steve Lowery,98,68.57,72,105,-0.26
126,T125,T125,Scott McCarron,106,68.57,72,105,-0.15
127,128,128,Bo Van Pelt,78,68.48,63,92,-0.16
128,129,129,Frank Lickliter II,94,68.29,56,82,-0.23
129,T130,T130,José María Olazábal,71,68.18,30,44,-0.3
130,T130,T130,Brian Watts,58,68.18,30,44,-0.17
131,132,132,Pat Bates,94,67.86,57,84,-0.19
132,133,133,Brett Wetterich,89,67.82,59,87,-0.15
133,134,134,Rory Sabbatini,69,67.57,25,37,-0.2
134,T135,T135,Stephen Ames,89,67.21,41,61,-0.24
135,T135,T135,David Morland IV,58,67.21,41,61,-0.22
136,T137,T137,Craig Barlow,62,67.14,47,70,-0.26
137,T137,T137,Franklin Langham,72,67.14,47,70,-0.23
138,T137,T137,Bryce Molder,65,67.14,47,70,-0.21
139,140,140,Robert Damron,85,67.07,55,82,-0.25
140,141,141,Mike Sposa,111,66.95,79,118,-0.27
141,142,142,Carlos Franco,107,66.92,89,133,-0.18
142,T143,T143,J.P. Hayes,78,66.67,46,69,-0.39
143,T143,T143,Mike Hulbert,55,66.67,22,33,-0.23
144,T143,T143,Kent Jones,105,66.67,76,114,-0.26
145,T143,T143,Dennis Paulson,89,66.67,62,93,-0.19
146,147,147,Brent Geiberger,95,66.32,63,95,-0.24
147,T148,T148,Jess Daley,76,66.28,57,86,-0.16
148,T148,T148,Chris Riley,104,66.28,57,86,-0.25
149,150,150,Bob Tway,103,66.27,55,83,-0.13
150,151,151,Brad Faxon,93,66.15,43,65,-0.42
151,T152,T152,Justin Leonard,97,65.88,56,85,-0.29
152,T152,T152,Andrew Magee,91,65.88,56,85,-0.16
153,154,154,Rod Pampling,98,65.75,48,73,-0.23
154,155,155,Tommy Tolles,64,65.67,44,67,-0.34
155,156,156,Michael Allen,76,65.57,40,61,-0.1
156,T157,T157,Ben Crane,91,65.43,53,81,-0.3
157,T157,T157,Stephen Gangluff,75,65.43,53,81,-0.23
158,159,159,Lee Porter,91,65.06,54,83,-0.39
159,T160,T160,Fred Couples,64,64.71,22,34,-0.36
160,T160,T160,Skip Kendall,103,64.71,66,102,-0.18
161,162,162,Bob May,91,64.63,53,82,-0.17
162,T163,T163,Harrison Frazar,88,64.37,56,87,-0.2
163,T163,T163,Jerry Kelly,99,64.37,56,87,-0.18
164,165,165,Carl Paulson,84,64.21,61,95,-0.3
165,166,166,Phil Tataurangi,88,64.18,43,67,-0.23
166,167,167,Esteban Toledo,106,63.93,39,61,-0.31
167,168,168,David Duval,78,63.89,46,72,-0.26
168,169,169,Mark O'Meara,68,63.83,30,47,-0.07
169,170,170,Cameron Beckman,87,63.51,47,74,-0.21
170,171,171,Kenneth Staton,104,63.49,80,126,-0.11
171,172,172,Vijay Singh,102,63.46,66,104,-0.24
172,173,173,Paul Stankowski,100,63.22,55,87,-0.24
173,174,174,Garrett Willis,80,63.1,53,84,-0.15
174,175,175,Bradley Hughes,60,62.96,34,54,-0.09
175,176,176,Boo Weekley,57,62.9,39,62,-0.26
176,177,177,Brad Lardon,59,62.75,32,51,-0.09
177,178,178,Jerry Smith,91,62.65,52,83,-0.23
178,179,179,Miguel Angel Jiménez,60,62.5,25,40,-0.16
179,180,180,Edward Fryatt,94,62.35,53,85,-0.13
180,181,181,Eduardo Herrera,59,62.34,48,77,-0.13
181,182,182,Bob Burns,99,62.22,56,90,-0.21
182,183,183,Brandt Jobe,94,62.16,69,111,-0.2
183,184,184,Jay Haas,83,62.12,41,66,-0.22
184,185,185,Pat Perez,89,61.43,43,70,-0.35
185,186,186,Per-Ulrik Johansson,87,61.33,46,75,-0.24
186,187,187,Kaname Yokoo,74,61.19,41,67,-0.1
187,188,188,Deane Pappas,90,61.11,55,90,-0.2
188,189,189,Scott Simpson,61,60.32,38,63,-0.24
189,190,190,Joe Ogilvie,50,60.0,33,55,-0.09
190,191,191,Phil Mickelson,97,58.82,50,85,-0.34
191,192,192,Davis Love III,92,58.33,49,84,-0.22
192,193,193,Bernhard Langer,55,58.06,18,31,-0.17
193,194,194,Mathew Goggin,64,57.75,41,71,-0.27
194,195,195,Billy Andrade,100,56.47,48,85,-0.35
195,196,196,Paul Azinger,69,56.41,22,39,-0.27
196,197,197,Geoff Ogilvy,90,55.81,48,86,-0.29
197,T198,T198,Pete Jordan,78,55.56,30,54,-0.13
198,T198,T198,Brenden Pappas,62,55.56,30,54,-0.03
199,200,200,Steve Elkington,82,52.38,33,63,-0.27
200,201,201,Steve Stricker,68,51.43,18,35,-0.33
201,202,202,John Daly,62,48.39,15,31,-0.13
