,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
136,T136,T136,Tim Herron,102,79.1,140,177,-0.46
137,138,138,Craig Perks,91,79.07,102,129,-0.49
138,139,139,Kenneth Staton,104,79.05,166,210,-0.43
139,140,140,Matt Kuchar,82,79.03,98,124,-0.47
140,141,141,Lee Janzen,101,79.02,113,143,-0.5
141,142,142,Jonathan Kaye,83,79.01,128,162,-0.4
142,143,143,Brent Geiberger,95,78.98,124,157,-0.44
143,144,144,Scott Hoch,71,78.95,90,114,-0.43
144,145,145,David Duval,78,78.86,97,123,-0.58
145,146,146,Brian Henninger,66,78.81,93,118,-0.46
146,147,147,Woody Austin,102,78.77,141,179,-0.49
147,148,148,Paul Goydos,66,78.7,85,108,-0.39
148,149,149,Frank Nobilo,94,78.43,120,153,-0.39
149,150,150,Loren Roberts,93,78.29,101,129,-0.5
150,151,151,J.P. Hayes,78,78.26,90,115,-0.48
151,152,152,Geoff Ogilvy,90,78.21,122,156,-0.51
152,153,153,Jay Don Blake,107,78.14,143,183,-0.43
153,154,154,Jeff Maggert,83,78.13,100,128,-0.35
154,155,155,Robert Gamez,69,77.94,106,136,-0.43
155,156,156,Robin Freeman,79,77.85,116,149,-0.44
156,157,157,Richard Zokol,53,77.78,56,72,-0.46
157,158,158,Brandt Jobe,94,77.71,129,166,-0.51
158,159,159,Russ Cochran,68,77.69,94,121,-0.3
159,160,160,Deane Pappas,90,77.62,111,143,-0.42
160,T161,T161,Paul Gow,99,77.55,152,196,-0.49
161,T161,T161,Chris Smith,103,77.55,152,196,-0.4
162,163,163,Skip Kendall,103,77.5,124,160,-0.53
163,164,164,Peter Jacobsen,67,77.39,89,115,-0.38
164,165,165,Rich Beem,99,77.25,146,189,-0.47
165,166,166,David Morland IV,58,77.06,84,109,-0.49
166,167,167,Greg Kraft,86,77.04,104,135,-0.45
167,168,168,Steve Lowery,98,77.03,114,148,-0.5
168,169,169,Tommy Tolles,64,76.98,107,139,-0.46
169,170,170,Brett Wetterich,89,76.96,147,191,-0.48
170,T171,T171,Michael Allen,76,76.92,90,117,-0.44
171,T171,T171,Hal Sutton,74,76.92,80,104,-0.38
172,173,173,Miguel Angel Jiménez,60,76.74,66,86,-0.44
173,T174,T174,Jess Daley,76,76.67,115,150,-0.45
174,T174,T174,Stephen Gangluff,75,76.67,115,150,-0.3
175,T174,T174,Brian Watts,58,76.67,69,90,-0.35
176,T177,T177,Neal Lancaster,101,76.65,128,167,-0.4
177,T177,T177,Tom Pernice Jr.,101,76.65,128,167,-0.43
178,T179,T179,Michael Muehr,73,76.53,75,98,-0.35
179,T179,T179,Joe Ogilvie,50,76.53,75,98,-0.36
180,181,181,Jerry Smith,91,76.28,119,156,-0.34
181,182,182,Brian Bateman,94,76.25,122,160,-0.49
182,183,183,Robert Damron,85,76.05,127,167,-0.54
183,184,184,Eduardo Herrera,59,75.21,91,121,-0.31
184,T185,T185,John Daly,62,75.0,66,88,-0.68
185,T185,T185,Jason Hill,59,75.0,78,104,-0.45
186,187,187,Tommy Armour III,82,74.83,107,143,-0.37
187,188,188,Lee Porter,91,74.64,103,138,-0.33
188,189,189,Bob Heintz,68,74.56,85,114,-0.49
189,190,190,Bryce Molder,65,74.4,93,125,-0.51
190,191,191,Steve Elkington,82,74.19,92,124,-0.43
191,192,192,Brad Lardon,59,74.04,77,104,-0.36
192,193,193,Ben Crane,91,73.78,121,164,-0.49
193,194,194,Scott Simpson,61,73.63,67,91,-0.39
194,195,195,Gary Nicklaus,66,73.53,75,102,-0.37
195,196,196,Scott Dunlap,74,73.39,91,124,-0.38
196,197,197,Boo Weekley,57,73.02,92,126,-0.42
197,198,198,Dicky Pride,51,71.72,71,99,-0.37
198,199,199,Dudley Hart,88,71.67,86,120,-0.42
199,200,200,Franklin Langham,72,71.63,101,141,-0.32
200,201,201,José Coceres,51,70.89,56,79,-0.39
201,202,202,Brandel Chamblee,85,68.46,89,130,-0.52
