,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,T1,T1,Craig Bowden,20,35,6.0,2,7,2010330
1,T1,T1,Rocco Mediate,25,35,1.0,4,11,2010330
2,3,3,Mark Wilson,28,34,,2,10,2010460
3,4,4,Charles Warren,21,32,4.0,1,13,2010490
4,T5,T5,Jerry Kelly,29,31,,2,8,2010340
5,T5,T5,Rory Sabbatini,26,31,,4,13,2010230
6,7,7,Brent Delahoussaye,21,30,7.0,4,9,2010330
7,T8,T8,Marc Leishman,26,29,,2,9,2010330
8,T8,T8,Billy Mayfair,26,29,,4,4,2010340
9,T8,T8,Rod Pampling,26,29,,1,7,2010290
10,T8,T8,Jimmy Walker,27,29,1.0,3,4,2010330
11,12,12,Joe Durant,19,28,2.0,1,5,2010370
12,T13,T13,Alex Prugh,28,27,1.0,2,2,2010370
13,T13,T13,Charlie Wi,27,27,,2,8,2010100
14,T15,T15,Chad Campbell,28,26,12.0,1,10,2010150
15,T15,T15,Brendon de Jonge,32,26,1.0,3,8,2010330
16,T15,T15,Lucas Glover,23,26,9.0,2,9,2010010
17,T15,T15,Tim Herron,24,26,,2,3,2010330
18,T15,T15,Zach Johnson,25,26,5.0,1,4,2010230
19,T15,T15,John Senden,30,26,,4,13,2010440
20,T15,T15,Kevin Sutherland,25,26,1.0,4,8,2010140
21,T15,T15,Roger Tambellini,26,26,4.0,3,12,2010330
22,T23,T23,J.P. Hayes,25,25,3.0,2,12,2010060
23,T23,T23,Charles Howell III,28,25,5.0,1,8,2010330
24,T23,T23,Justin Leonard,27,25,1.0,1,1,2010370
25,T23,T23,Steve Lowery,25,25,,3,5,2010440
26,T23,T23,Edoardo Molinari,8,25,2.0,2,18,2010310
27,T28,T28,Ben Crane,24,24,1.0,1,3,2010040
28,T28,T28,Ben Curtis,24,24,,4,18,2010260
29,T28,T28,Glen Day,13,24,2.0,1,13,2010330
30,T28,T28,Troy Matteson,28,24,,1,8,2010010
31,T28,T28,Graeme McDowell,10,24,,3,18,2010310
32,T28,T28,Pat Perez,27,24,,4,4,2010330
33,T34,T34,Kris Blanks,30,23,2.0,2,18,2010220
34,T34,T34,Freddie Jacobson,24,23,1.0,3,4,2010030
35,T34,T34,Brett Quigley,29,23,,1,16,2010460
36,T34,T34,Kevin Streelman,28,23,,2,8,2010340
37,T34,T34,D.J. Trahan,27,23,1.0,2,14,2010370
38,T39,T39,Robert Allenby,22,22,,1,11,2010440
39,T39,T39,Ricky Barnes,28,22,15.0,1,7,2010330
40,T39,T39,Mathew Goggin,28,22,1.0,1,1,2010290
41,T39,T39,J.J. Henry,27,22,,4,8,2010370
42,T39,T39,Michael Letzig,27,22,,2,5,2010370
43,T39,T39,Spencer Levin,31,22,,1,9,2010290
44,T39,T39,Kenny Perry,20,22,,4,2,2010010
45,T39,T39,Robert Rock,1,22,10.0,1,2,2010310
46,T39,T39,John Rollins,26,22,,2,16,2010330
47,T39,T39,Nicholas Thompson,29,22,,4,16,2010330
48,T39,T39,Omar Uresti,27,22,6.0,3,14,2010370
49,T39,T39,Boo Weekley,27,22,,2,3,2010030
50,T39,T39,Jay Williamson,24,22,2.0,4,15,2010340
51,T39,T39,Garrett Willis,24,22,8.0,2,10,2010330
52,T53,T53,Briny Baird,28,21,1.0,1,6,2010030
53,T53,T53,Cameron Beckman,25,21,4.0,1,15,2010440
54,T53,T53,Michael Bradley,24,21,3.0,3,4,2010440
55,T53,T53,Stewart Cink,23,21,1.0,1,14,2010010
56,T53,T53,Steve Elkington,22,21,1.0,3,14,2010340
57,T53,T53,Bob Estes,26,21,1.0,2,13,2010150
58,T53,T53,Sergio Garcia,15,21,1.0,2,3,2010330
59,T53,T53,Bill Haas,25,21,1.0,1,12,2010440
60,T53,T53,Martin Kaymer,10,21,,2,5,2010360
61,T53,T53,Anthony Kim,14,21,,1,3,2010090
62,T53,T53,Matt Kuchar,26,21,2.0,2,8,2010010
63,T53,T53,John Mallinger,29,21,3.0,2,11,2010300
64,T53,T53,Ryan Moore,24,21,,3,17,2010010
65,T53,T53,Scott Piercy,28,21,,1,14,2010330
66,T53,T53,Heath Slocum,25,21,,1,11,2010440
67,T53,T53,Kevin Stadler,28,21,,1,13,2010090
68,T53,T53,Vaughn Taylor,26,21,,2,13,2010030
69,T53,T53,Josh Teater,31,21,,2,1,2010060
70,T53,T53,Marc Turnesa,7,21,1.0,1,14,2010460
71,T53,T53,Bubba Watson,22,21,,5,8,2010030
72,T73,T73,Paul Casey,17,20,,2,18,2010310
73,T73,T73,Simon Dyson,8,20,,1,5,2010310
74,T73,T73,Martin Flores,26,20,1.0,2,1,2010030
75,T73,T73,Lee Janzen,26,20,,3,1,2010230
76,T73,T73,Kent Jones,9,20,6.0,3,13,2010300
77,T73,T73,Martin Laird,26,20,3.0,1,9,2010010
78,T73,T73,Davis Love III,24,20,,4,18,2010440
79,T73,T73,John Merrick,31,20,,3,16,2010290
80,T73,T73,Sean O'Hair,25,20,1.0,4,15,2010280
81,T73,T73,Greg Owen,27,20,3.0,2,5,2010370
82,T73,T73,Webb Simpson,31,20,,3,3,2010460
83,T73,T73,Chris Stroud,27,20,2.0,3,8,2010320
84,T73,T73,Johnson Wagner,28,20,2.0,1,13,2010450
85,T86,T86,Blake Adams,26,19,,1,7,2010440
86,T86,T86,Arjun Atwal,13,19,,1,16,2010220
87,T86,T86,Jason Bohn,25,19,,3,2,2010060
88,T86,T86,Alex Cejka,28,19,1.0,1,13,2010200
89,T86,T86,Fred Couples,7,19,1.0,4,3,2010050
90,T86,T86,John Daly,20,19,8.0,2,16,2010270
91,T86,T86,Steve Flesch,25,19,3.0,1,15,2010370
92,T86,T86,Robert Garrigus,22,19,,2,1,2010220
93,T86,T86,Mathias Grönberg,22,19,,1,16,2010440
94,T86,T86,Kevin Johnson,26,19,1.0,3,17,2010030
95,T86,T86,Dustin Johnson,23,19,4.0,1,13,2010010
96,T86,T86,Bill Lunde,28,19,5.0,4,16,2010030
97,T86,T86,Garth Mulroy,19,19,3.0,3,5,2010340
98,T86,T86,Cameron Percy,25,19,,3,1,2010490
99,T86,T86,Roland Thatcher,26,19,1.0,1,18,2010340
100,T86,T86,Steven Tiley,1,19,,1,1,2010310
101,T86,T86,Dean Wilson,18,19,,2,5,2010450
