,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Chez Reavie,22
1,2,2,Ryan Moore,21
2,3,3,Chris DiMarco,20
3,T4,T4,Greg Chalmers,19
4,T4,T4,Ben Crane,19
5,T4,T4,Ryan Palmer,19
6,T7,T7,Jason Bohn,18
7,T7,T7,Scott McCarron,18
8,T7,T7,Sean O'Hair,18
9,T10,T10,Brendon de Jonge,17
10,T10,T10,Zach Johnson,17
11,T10,T10,Brett Wetterich,17
12,T10,T10,Charlie Wi,17
13,T14,T14,Dustin Johnson,16
14,T14,T14,Matt Kuchar,16
15,T14,T14,Tim Petrovic,16
16,T14,T14,John Senden,16
17,T18,T18,Stephen Ames,15
18,T18,T18,Brian Gay,15
19,T18,T18,Marc Leishman,15
20,T18,T18,Bill Lunde,15
21,T18,T18,Chris Riley,15
22,T18,T18,Steve Stricker,15
23,T24,T24,Matt Bettencourt,14
24,T24,T24,Charles Howell III,14
25,T24,T24,Freddie Jacobson,14
26,T24,T24,Tom Lehman,14
27,T24,T24,John Rollins,14
28,T24,T24,Camilo Villegas,14
29,T24,T24,Y.E. Yang,14
30,T31,T31,Aaron Baddeley,13
31,T31,T31,Chad Collins,13
32,T31,T31,Steve Flesch,13
33,T31,T31,Sergio Garcia,13
34,T31,T31,Retief Goosen,13
35,T31,T31,J.P. Hayes,13
36,T31,T31,Tim Herron,13
37,T31,T31,Phil Mickelson,13
38,T31,T31,Carl Pettersson,13
39,T31,T31,Scott Piercy,13
40,T31,T31,Chris Tidland,13
41,T31,T31,David Toms,13
42,T31,T31,Charles Warren,13
43,T31,T31,Tiger Woods,13
44,T45,T45,Ernie Els,12
45,T45,T45,Rickie Fowler,12
46,T45,T45,Tom Gillis,12
47,T45,T45,Bill Haas,12
48,T45,T45,J.B. Holmes,12
49,T45,T45,Richard Johnson,12
50,T45,T45,Rocco Mediate,12
51,T45,T45,Troy Merritt,12
52,T45,T45,Justin Rose,12
53,T45,T45,Adam Scott,12
54,T45,T45,Paul Stankowski,12
55,T45,T45,Josh Teater,12
56,T45,T45,Bo Van Pelt,12
57,T58,T58,Woody Austin,11
58,T58,T58,Chad Campbell,11
59,T58,T58,Brian Davis,11
60,T58,T58,Joe Durant,11
61,T58,T58,Skip Kendall,11
62,T58,T58,Justin Leonard,11
63,T58,T58,Troy Matteson,11
64,T58,T58,Rory McIlroy,11
65,T58,T58,Jeff Overton,11
66,T58,T58,Rod Pampling,11
67,T58,T58,Cameron Percy,11
68,T58,T58,Pat Perez,11
69,T58,T58,Tom Pernice Jr.,11
70,T58,T58,Aron Price,11
71,T58,T58,Ted Purdy,11
72,T58,T58,Chris Stroud,11
73,T58,T58,Johnson Wagner,11
74,T58,T58,Dean Wilson,11
75,T76,T76,Briny Baird,10
76,T76,T76,Paul Casey,10
77,T76,T76,K.J. Choi,10
78,T76,T76,Tim Clark,10
79,T76,T76,Chris Couch,10
80,T76,T76,Graham DeLaet,10
81,T76,T76,J.J. Henry,10
82,T76,T76,Ryuji Imada,10
83,T76,T76,Martin Laird,10
84,T76,T76,Steve Marino,10
85,T76,T76,Kevin Na,10
86,T76,T76,Andres Romero,10
87,T76,T76,Heath Slocum,10
88,T76,T76,Brandt Snedeker,10
89,T76,T76,Kevin Stadler,10
90,T76,T76,Omar Uresti,10
91,T76,T76,Bubba Watson,10
92,T76,T76,Mark Wilson,10
93,T94,T94,Robert Allenby,9
94,T94,T94,Craig Bowden,9
95,T94,T94,Jonathan Byrd,9
96,T94,T94,Alex Cejka,9
97,T94,T94,Stewart Cink,9
98,T94,T94,Michael Connell,9
99,T94,T94,Luke Donald,9
100,T94,T94,James Driscoll,9
101,T94,T94,Jason Dufner,9
102,T94,T94,Steve Elkington,9
103,T94,T94,Jerry Kelly,9
104,T94,T94,Hunter Mahan,9
105,T94,T94,Len Mattiace,9
106,T94,T94,John Merrick,9
107,T94,T94,Geoff Ogilvy,9
108,T94,T94,D.A. Points,9
109,T94,T94,Alex Prugh,9
110,T94,T94,Rory Sabbatini,9
111,T94,T94,Webb Simpson,9
112,T94,T94,Jeev Milkha Singh,9
113,T94,T94,Kevin Sutherland,9
114,T94,T94,D.J. Trahan,9
115,T94,T94,Boo Weekley,9
116,T94,T94,Matt Weibring,9
117,T94,T94,Lee Westwood,9
118,T94,T94,Jay Williamson,9
119,T120,T120,Ricky Barnes,8
120,T120,T120,Michael Bradley,8
