,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,7.0,
1,2,2,Jeff Sluman,23,,
2,T3,T3,Tim Clark,22,9.0,
3,T3,T3,Fred Couples,22,6.0,
4,T3,T3,Scott McCarron,22,9.0,
5,T6,T6,Stuart Appleby,21,4.0,
6,T6,T6,Bob Estes,21,6.0,
7,T6,T6,Scott Verplank,21,5.0,
8,T9,T9,Jay Don Blake,20,,
9,T9,T9,Joey Sindelar,20,,
10,T11,T11,Ben Crane,19,6.0,
11,T11,T11,Joe Durant,19,8.0,
12,T11,T11,Jesper Parnevik,19,2.0,
13,T11,T11,Dan Pohl,19,,
14,T15,T15,Glen Day,18,5.0,
15,T15,T15,Chris DiMarco,18,4.0,
16,T15,T15,Retief Goosen,18,6.0,
17,T15,T15,Charles Howell III,18,12.0,
18,T15,T15,Ryan Moore,18,10.0,
19,T15,T15,Craig Parry,18,,
20,T21,T21,Ronnie Black,17,1.0,
21,T21,T21,Jonathan Byrd,17,7.0,
22,T21,T21,Brendon de Jonge,17,17.0,
23,T21,T21,Ed Fiori,17,,
24,T21,T21,Donnie Hammond,17,,
25,T21,T21,Roger Maltbie,17,,
26,T21,T21,Shigeki Maruyama,17,2.0,
27,T21,T21,Mark O'Meara,17,2.0,
28,T21,T21,Vijay Singh,17,6.0,
29,T21,T21,Kirk Triplett,17,5.0,
30,T21,T21,Tiger Woods,17,4.0,
31,T32,T32,Ken Green,16,,
32,T32,T32,Lee Janzen,16,5.0,
33,T32,T32,Jerry Kelly,16,8.0,
34,T32,T32,Troy Matteson,16,8.0,
35,T32,T32,Blaine McCallister,16,,
36,T32,T32,Steve Pate,16,,
37,T32,T32,Corey Pavin,16,8.0,
38,T32,T32,Kenny Perry,16,6.0,
39,T32,T32,Chris Riley,16,15.0,
40,T32,T32,Mike Weir,16,6.0,
41,T42,T42,Stephen Ames,15,6.0,
42,T42,T42,Brian Davis,15,7.0,
43,T42,T42,Carlos Franco,15,3.0,
44,T42,T42,Scott Hoch,15,,
45,T42,T42,Tom Kite,15,,
46,T42,T42,Davis Love III,15,8.0,
47,T42,T42,Andrew Magee,15,,
