,Current_Par_or_Better_Streak_RANK THIS WEEK,Current_Par_or_Better_Streak_RANK LAST WEEK,Current_Par_or_Better_Streak_PLAYER NAME,Current_Par_or_Better_Streak_EVENTS,Current_Par_or_Better_Streak_NUMBER OF ROUNDS
0,T1,T1,Tim Petrovic,290,16
1,T1,T1,John Senden,256,16
2,T3,T3,Chris Tidland,83,13
3,T3,T3,Charles Warren,185,13
4,5,5,Rickie Fowler,36,12
5,T6,T6,Graham DeLaet,30,10
6,T6,T6,David Toms,471,10
7,T8,T8,Jonathan Byrd,238,9
8,T8,T8,Michael Connell,49,9
9,T8,T8,Charles Howell III,291,9
10,T8,T8,Jerry Kelly,454,9
11,T8,T8,Ryan Palmer,199,9
12,T8,T8,Webb Simpson,68,9
13,T8,T8,Chris Stroud,110,9
14,T8,T8,Mark Wilson,212,9
15,T16,T16,Briny Baird,322,8
16,T16,T16,Brian Gay,369,8
17,T16,T16,Bill Haas,162,8
18,T16,T16,Spencer Levin,68,8
19,T16,T16,Davis Love III,595,8
20,T16,T16,Steve Marino,118,8
21,T16,T16,John Merrick,117,8
22,T16,T16,Kevin Stadler,153,8
23,T16,T16,Roland Thatcher,108,8
24,T16,T16,Bo Van Pelt,266,8
25,T26,T26,Brendon de Jonge,87,7
26,T26,T26,Brent Delahoussaye,22,7
27,T26,T26,Jim Furyk,417,7
28,T26,T26,Richard Johnson,211,7
29,T30,T30,Stewart Cink,360,6
30,T30,T30,Tim Clark,210,6
31,T30,T30,James Driscoll,138,6
32,T30,T30,Ken Duke,137,6
33,T30,T30,Stephen Gallacher,8,6
34,T30,T30,J.P. Hayes,391,6
35,T30,T30,Zach Johnson,182,6
36,T30,T30,John Mallinger,118,6
37,T30,T30,Vijay Singh,428,6
38,T30,T30,Johnson Wagner,114,6
39,T30,T30,Nick Watney,167,6
40,T30,T30,Dean Wilson,233,6
41,T42,T42,Robert Allenby,333,5
42,T42,T42,Cameron Beckman,319,5
43,T42,T42,Greg Chalmers,250,5
44,T42,T42,Derek Lamely,32,5
45,T42,T42,Troy Matteson,149,5
46,T42,T42,Joe Ogilvie,324,5
47,T42,T42,Andres Romero,64,5
48,T42,T42,Rory Sabbatini,286,5
49,T42,T42,Paul Stankowski,355,5
50,T51,T51,Kevin Chappell,7,4
51,T51,T51,Simon Dyson,18,4
52,T51,T51,Fred Funk,607,4
53,T51,T51,Robert Garrigus,132,4
54,T51,T51,Jason Gore,194,4
55,T51,T51,Paul Goydos,443,4
56,T51,T51,John Huston,539,4
57,T51,T51,Ryuji Imada,172,4
58,T51,T51,Kent Jones,317,4
59,T51,T51,Robert Karlsson,63,4
60,T51,T51,Martin Kaymer,26,4
61,T51,T51,Chris Kirk,9,4
62,T51,T51,Matt Kuchar,230,4
63,T51,T51,Martin Laird,80,4
64,T51,T51,Tom Lehman,456,4
65,T51,T51,Michael Letzig,84,4
66,T51,T51,Frank Lickliter II,403,4
67,T51,T51,Jamie Lovemark,17,4
68,T51,T51,Parker McLachlin,104,4
69,T51,T51,Kevin Na,183,4
70,T51,T51,Sean O'Hair,156,4
71,T51,T51,Alistair Presnell,1,4
72,T51,T51,Ted Purdy,248,4
73,T51,T51,"Jerry Richardson, Jr.",1,4
74,T51,T51,Kyle Stanley,12,4
75,T51,T51,Kevin Sutherland,405,4
76,T51,T51,Roger Tambellini,77,4
77,T51,T51,Marc Turnesa,66,4
78,T51,T51,Drew Weaver,8,4
79,T51,T51,Steve Wheatcroft,56,4
80,T81,T81,Chad Collins,51,3
81,T81,T81,Benjamin Fox,5,3
82,T81,T81,Trevor Immelman,134,3
83,T81,T81,Scott McCarron,375,3
84,T81,T81,Tag Ridings,150,3
85,T81,T81,Chris Riley,289,3
86,T81,T81,Charl Schwartzel,33,3
87,T81,T81,Kevin Streelman,93,3
88,T81,T81,Camilo Villegas,124,3
89,T81,T81,Jimmy Walker,110,3
90,T91,T91,Brad Adamonis,65,2
91,T91,T91,Joe Affrunti,6,2
92,T91,T91,Steve Allan,201,2
93,T91,T91,Brad Benjamin,2,2
94,T91,T91,Johnny Bloomfield,1,2
95,T91,T91,Justin Bolli,75,2
96,T91,T91,Mark Calcavecchia,716,2
97,T91,T91,Paul Casey,92,2
98,T91,T91,Brian Duncan,1,2
99,T91,T91,Matt Every,24,2
100,T91,T91,Brendan Gielow,1,2
101,T91,T91,Todd Hamilton,198,2
102,T91,T91,Tim Herron,412,2
103,T91,T91,Steve Holmes,1,2
104,T91,T91,Billy Horschel,7,2
105,T91,T91,Billy Hurley III,8,2
106,T91,T91,Billy Mayfair,659,2
107,T91,T91,Rory McIlroy,26,2
108,T91,T91,Rocco Mediate,573,2
109,T91,T91,Ryan Moore,140,2
110,T91,T91,Colm Moriarty,1,2
111,T91,T91,Carl Pettersson,232,2
112,T91,T91,Robert Rock,4,2
113,T91,T91,Tim Wilkinson,60,2
114,T91,T91,Tiger Woods,253,2
