,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
0,1,1,Ted Purdy,30,287,21.0
1,2,2,Brian Gay,30,286,33.0
2,3,3,Rod Pampling,26,283,21.0
3,4,4,Tim Clark,24,275,21.0
4,T5,T5,Greg Chalmers,27,274,85.0
5,T5,T5,Justin Rose,22,274,8.0
6,7,7,Matt Kuchar,26,270,21.0
7,8,8,Brandt Snedeker,26,258,7.0
8,9,9,Nathan Green,27,247,28.0
9,10,10,Briny Baird,28,245,87.0
10,11,11,Kevin Streelman,28,238,23.0
11,12,12,Jimmy Walker,27,234,6.0
12,13,13,Carl Pettersson,29,230,37.0
13,T14,T14,Padraig Harrington,18,227,227.0
14,T14,T14,Jeff Overton,26,227,3.0
15,16,16,Steve Stricker,19,223,58.0
16,17,17,Jason Bohn,25,222,39.0
17,18,18,Luke Donald,20,221,21.0
18,19,19,Stuart Appleby,31,216,
19,T20,T20,Michael Bradley,24,215,2.0
20,T20,T20,Brendon de Jonge,32,215,84.0
21,22,22,Michael Sim,20,214,140.0
22,T23,T23,Chad Campbell,28,213,26.0
23,T23,T23,Jason Day,24,213,4.0
24,T23,T23,Bill Haas,25,213,4.0
25,26,26,Chris Riley,24,212,29.0
26,27,27,Zach Johnson,25,211,53.0
27,28,28,Charles Howell III,28,209,115.0
28,T29,T29,Rich Barcelo,25,206,20.0
29,T29,T29,David Toms,25,206,2.0
30,T29,T29,Nick Watney,24,206,27.0
31,32,32,Frank Lickliter II,6,205,205.0
32,33,33,Retief Goosen,19,204,13.0
33,34,34,David Duval,24,202,16.0
34,T35,T35,Lee Janzen,26,197,11.0
35,T35,T35,John Senden,30,197,3.0
36,T37,T37,Chad Collins,26,195,59.0
37,T37,T37,Brett Quigley,29,195,3.0
38,39,39,Rory McIlroy,16,194,12.0
39,40,40,Vaughn Taylor,26,192,7.0
40,T41,T41,Stephen Ames,23,189,36.0
41,T41,T41,Ryuji Imada,28,189,2.0
42,43,43,Andres Romero,21,188,90.0
43,T44,T44,Aaron Baddeley,26,187,11.0
44,T44,T44,Corey Pavin,8,187,17.0
45,46,46,Ryan Moore,24,183,13.0
46,47,47,Tom Pernice Jr.,22,182,15.0
47,48,48,Matt Every,18,180,42.0
48,49,49,Mark Wilson,28,179,87.0
49,50,50,Graeme McDowell,10,178,20.0
50,51,51,Kevin Na,26,176,7.0
51,52,52,Ryan Palmer,27,175,61.0
52,53,53,Josh Teater,31,173,8.0
53,54,54,D.A. Points,29,167,167.0
54,T55,T55,Ben Curtis,24,166,6.0
55,T55,T55,Tim Herron,24,166,29.0
56,T55,T55,Justin Leonard,27,166,112.0
57,T55,T55,Tim Petrovic,32,166,9.0
58,T55,T55,Bo Van Pelt,28,166,1.0
59,T60,T60,Steve Lowery,25,164,22.0
60,T60,T60,Troy Matteson,28,164,19.0
61,T62,T62,Brian Davis,32,163,7.0
62,T62,T62,Will MacKenzie,23,163,10.0
63,T62,T62,Jeff Quinney,29,163,80.0
64,T62,T62,Paul Stankowski,18,163,18.0
65,66,66,J.J. Henry,27,162,17.0
66,67,67,Camilo Villegas,20,161,19.0
67,68,68,Bob Estes,26,160,20.0
68,T69,T69,J.P. Hayes,25,159,49.0
69,T69,T69,Tom Lehman,9,159,8.0
70,T69,T69,Andrew McLardy,21,159,2.0
71,T69,T69,Ian Poulter,15,159,4.0
72,73,73,Martin Laird,26,158,13.0
73,T74,T74,Shane Bertsch,4,157,15.0
74,T74,T74,Michael Letzig,27,157,10.0
75,T74,T74,Jeff Maggert,28,157,
76,T74,T74,Nick O'Hern,11,157,5.0
77,T74,T74,Tiger Woods,12,157,66.0
78,79,79,Scott McCarron,29,156,56.0
79,80,80,Spencer Levin,31,155,127.0
80,T81,T81,Paul Casey,17,154,29.0
81,T81,T81,K.J. Choi,22,154,113.0
82,T81,T81,Phil Mickelson,20,154,7.0
83,T84,T84,Joe Ogilvie,32,153,2.0
84,T84,T84,Mike Weir,19,153,7.0
85,86,86,Charley Hoffman,24,152,1.0
86,T87,T87,Lucas Glover,23,151,
87,T87,T87,Jeff Gove,22,151,11.0
88,T87,T87,Webb Simpson,31,151,21.0
89,T90,T90,John Merrick,31,150,1.0
90,T90,T90,Roland Thatcher,26,150,2.0
91,T92,T92,Freddie Jacobson,24,149,5.0
92,T92,T92,Alex Prugh,28,149,14.0
93,94,94,Scott Piercy,28,146,28.0
94,T95,T95,Fred Couples,7,145,145.0
95,T95,T95,Aron Price,22,145,1.0
96,T95,T95,Chris Stroud,27,145,6.0
97,98,98,Richard Johnson,27,144,13.0
98,T99,T99,Bryce Molder,26,143,10.0
99,T99,T99,Kirk Triplett,11,143,
100,T99,T99,Bubba Watson,22,143,37.0
101,T102,T102,Matt Jones,27,142,7.0
102,T102,T102,Derek Lamely,28,142,46.0
103,T104,T104,Ben Crane,24,141,2.0
104,T104,T104,Dustin Johnson,23,141,33.0
105,T104,T104,Kevin Stadler,28,141,50.0
106,107,107,Arjun Atwal,13,140,25.0
107,108,108,Dean Wilson,18,139,19.0
108,109,109,Steve Elkington,22,138,12.0
109,110,110,Y.E. Yang,21,137,43.0
110,T111,T111,Rickie Fowler,28,136,49.0
111,T111,T111,Pat Perez,27,136,7.0
112,T111,T111,Heath Slocum,25,136,6.0
113,T111,T111,Jerod Turner,21,136,59.0
114,T115,T115,Cameron Beckman,25,135,9.0
115,T115,T115,Matt Bettencourt,32,135,19.0
116,T115,T115,Chris Couch,23,135,85.0
117,118,118,Blake Adams,26,134,
118,119,119,Shaun Micheel,21,133,33.0
119,T120,T120,Mathew Goggin,28,132,12.0
120,T120,T120,Scott Verplank,22,132,6.0
121,T120,T120,Garrett Willis,24,132,5.0
122,123,123,Charlie Wi,27,131,9.0
123,T124,T124,J.B. Holmes,26,130,3.0
124,T124,T124,Boo Weekley,27,130,30.0
125,126,126,Steve Wheatcroft,27,129,26.0
126,T127,T127,Stewart Cink,23,128,13.0
127,T127,T127,Skip Kendall,18,128,66.0
128,129,129,Tom Gillis,27,127,10.0
129,T130,T130,Mark Brooks,14,126,38.0
130,T130,T130,Jim Carter,5,126,25.0
131,T130,T130,Henrik Stenson,15,126,51.0
132,T133,T133,James Driscoll,26,125,88.0
133,T133,T133,Mark Hensby,12,125,21.0
134,T133,T133,Sam Saunders,7,125,48.0
135,T136,T136,Jim Furyk,21,124,17.0
136,T136,T136,James Nitties,30,124,11.0
137,T138,T138,Brad Faxon,23,123,52.0
138,T138,T138,David Lutterus,25,123,32.0
139,T138,T138,Vance Veazey,23,123,4.0
140,141,141,Lee Westwood,11,122,4.0
141,T142,T142,Woody Austin,29,121,49.0
142,T142,T142,Daniel Chopra,28,121,2.0
143,T142,T142,Kevin Sutherland,25,121,6.0
144,T145,T145,Steve Flesch,25,118,57.0
145,T145,T145,Jarrod Lyle,18,118,
146,T145,T145,Hunter Mahan,25,118,18.0
147,T145,T145,Troy Merritt,29,118,104.0
148,T145,T145,Greg Owen,27,118,14.0
149,T145,T145,Vijay Singh,24,118,6.0
150,T151,T151,Jerry Kelly,29,116,33.0
151,T151,T151,Michael O'Neal,2,116,9.0
152,T151,T151,Adam Scott,20,116,26.0
153,T154,T154,Ricky Barnes,28,115,6.0
154,T154,T154,Brent Delahoussaye,21,115,3.0
155,T154,T154,Joe Durant,19,115,62.0
156,T154,T154,Roger Tambellini,26,115,2.0
157,T158,T158,Brenden Pappas,24,114,103.0
158,T158,T158,Marc Turnesa,7,114,114.0
159,160,160,Jay Williamson,24,113,16.0
160,T161,T161,Graham DeLaet,28,112,2.0
161,T161,T161,Martin Kaymer,10,112,25.0
162,T161,T161,Omar Uresti,27,112,16.0
163,T164,T164,Alex Cejka,28,111,106.0
164,T164,T164,Ryo Ishikawa,10,111,6.0
165,T166,T166,Justin Bolli,23,110,1.0
166,T166,T166,Ernie Els,20,110,41.0
167,T166,T166,Kenny Perry,20,110,34.0
168,T166,T166,Chez Reavie,15,110,
169,T166,T166,Chris Tidland,24,110,22.0
170,T171,T171,Notah Begay III,9,108,78.0
171,T171,T171,Michael Connell,25,108,36.0
172,T171,T171,Robert Garrigus,22,108,4.0
173,T171,T171,Parker McLachlin,20,108,30.0
174,T171,T171,Jordan Spieth,2,108,108.0
175,T171,T171,Brett Wetterich,16,108,68.0
176,T177,T177,Henrik Bjornstad,26,107,46.0
177,T177,T177,Martin Flores,26,107,10.0
178,T179,T179,Rocco Mediate,25,106,45.0
179,T179,T179,Brian Stuard,28,106,19.0
180,T179,T179,Nicholas Thompson,29,106,
181,T179,T179,Tim Wilkinson,15,106,36.0
182,183,183,Jason Dufner,25,105,
183,T184,T184,Chris DiMarco,25,104,71.0
184,T184,T184,Steve Marino,24,104,51.0
185,T184,T184,Francesco Molinari,8,104,11.0
186,T184,T184,John Rollins,26,104,37.0
187,T184,T184,Jeev Milkha Singh,19,104,6.0
188,T184,T184,Mike Small,8,104,9.0
189,T190,T190,Michael Allen,17,103,59.0
190,T190,T190,John Daly,20,103,5.0
191,T190,T190,Robert Damron,4,103,103.0
192,T190,T190,George McNeill,28,103,12.0
193,T190,T190,Geoff Ogilvy,19,103,12.0
194,195,195,Rich Beem,11,102,20.0
195,T196,T196,Marco Dawson,10,101,1.0
196,T196,T196,Sergio Garcia,15,101,18.0
197,T196,T196,Trevor Immelman,19,101,84.0
198,T196,T196,Ross McGowan,6,101,1.0
199,T200,T200,Greg Kraft,22,100,20.0
200,T200,T200,D.J. Trahan,27,100,17.0
201,202,202,Fred Funk,6,99,15.0
202,T203,T203,Robert Allenby,22,98,27.0
203,T203,T203,Cliff Kresge,17,98,87.0
204,205,205,Johnson Wagner,28,97,59.0
205,T206,T206,Marc Leishman,26,96,21.0
206,T206,T206,John Mallinger,29,96,31.0
207,T206,T206,Sean O'Hair,25,96,56.0
208,T206,T206,Cameron Percy,25,96,17.0
209,210,210,Matt Weibring,10,95,47.0
210,T211,T211,Ángel Cabrera,19,94,6.0
211,T211,T211,Paul Goydos,25,94,41.0
212,T211,T211,Kevin Johnson,26,94,19.0
213,T214,T214,Carlos Franco,11,93,22.0
214,T214,T214,Rory Sabbatini,26,93,17.0
215,216,216,Mitch Lowe,3,92,9.0
216,T217,T217,Spike McRoy,4,91,15.0
217,T217,T217,Dicky Pride,5,91,17.0
218,219,219,Simon Khan,4,90,13.0
219,220,220,Jonathan Byrd,26,88,26.0
220,T221,T221,Jason Gore,10,84,26.0
221,T221,T221,Bill Lunde,28,84,
222,T223,T223,Robert Karlsson,11,83,2.0
223,T223,T223,Seung-Yul Noh,5,83,83.0
224,T223,T223,Toru Taniguchi,2,83,83.0
225,T223,T223,Phil Tataurangi,4,83,4.0
226,T227,T227,Craig Bowden,20,82,4.0
227,T227,T227,Oliver Wilson,9,82,27.0
228,T229,T229,Erik Compton,7,81,10.0
229,T229,T229,Davis Love III,24,81,10.0
230,T229,T229,Jesper Parnevik,5,81,8.0
231,T229,T229,Charles Warren,21,81,35.0
232,T233,T233,Todd Hamilton,20,80,60.0
233,T233,T233,Garth Mulroy,19,80,2.0
234,T233,T233,Chris Wilson,26,80,64.0
235,T236,T236,Peter Hanson,7,79,5.0
236,T236,T236,Billy Mayfair,26,79,23.0
237,238,238,Chris Smith,10,77,27.0
238,T239,T239,Thongchai Jaidee,8,76,2.0
239,T239,T239,Anthony Kim,14,76,56.0
240,T239,T239,Jeff Klauk,13,76,30.0
241,T242,T242,Kris Blanks,30,75,19.0
242,T242,T242,Edoardo Molinari,8,75,
243,T242,T242,Chris Rogers,2,75,4.0
244,T242,T242,Cameron Tringale,22,75,10.0
245,T246,T246,Mathias Grönberg,22,74,15.0
246,T246,T246,John Huston,13,74,59.0
247,T246,T246,Yuta Ikeda,11,74,25.0
248,T249,T249,Ken Duke,5,73,69.0
249,T249,T249,WC Liang,4,73,17.0
250,T251,T251,Todd Fischer,1,72,72.0
251,T251,T251,Robert Gamez,8,72,5.0
252,T251,T251,Rod Perry,2,72,72.0
253,T251,T251,Alistair Presnell,1,72,72.0
254,T251,T251,Kyle Stanley,3,72,17.0
255,256,256,Billy Horschel,4,70,16.0
256,T257,T257,Jeff Burns,1,69,69.0
257,T257,T257,Alvaro Quiros,9,69,6.0
258,T259,T259,Byeong Hun An,8,68,7.0
259,T259,T259,Eric Axley,6,68,2.0
260,T259,T259,Mark Calcavecchia,16,68,17.0
261,T259,T259,Harrison Frazar,17,68,22.0
262,T263,T263,Glen Day,13,67,19.0
263,T263,T263,Søren Kjeldsen,7,67,
264,T263,T263,Katsumasa Miyamoto,2,67,67.0
265,T266,T266,Gonzalo Fernandez-Castaño,3,66,15.0
266,T266,T266,Alex Hamilton,2,66,9.0
267,T268,T268,James Kingston,1,65,3.0
268,T268,T268,Charl Schwartzel,11,65,33.0
269,T270,T270,Darren Clarke,2,64,1.0
270,T270,T270,Billy Hurley III,1,64,64.0
271,T270,T270,Jonathan Kaye,6,64,64.0
272,T270,T270,Len Mattiace,6,64,9.0
273,T270,T270,Jim McGovern,3,64,64.0
274,T275,T275,Robin Freeman,4,63,5.0
275,T275,T275,Grégory Havret,2,63,34.0
276,277,277,Gary Woodland,8,62,17.0
277,T278,T278,Brad Adamonis,4,61,37.0
278,T278,T278,Ross Fisher,10,61,9.0
279,T278,T278,Matt Hill,5,61,5.0
280,T278,T278,Braxton Marquez,1,61,10.0
281,T282,T282,Benjamin Fox,3,60,35.0
282,T282,T282,Aaron Goldberg,3,60,15.0
283,T282,T282,Fran Quinn,7,60,12.0
284,T285,T285,Jason Allred,1,58,58.0
285,T285,T285,Simon Dyson,8,58,7.0
286,T285,T285,Miguel Angel Jiménez,7,58,10.0
287,T285,T285,K.T. Kim,2,58,58.0
288,T285,T285,Kenny Kim,2,58,58.0
289,T285,T285,Gareth Maybin,2,58,5.0
290,T285,T285,Tom Watson,3,58,13.0
291,T292,T292,Alejandro Cañizares,2,57,3.0
292,T292,T292,Marcus Fraser,1,57,12.0
293,T294,T294,Grégory Bourdy,2,55,6.0
294,T294,T294,Rafa Cabrera Bello,1,55,8.0
295,T294,T294,J.L. Lewis,4,55,55.0
