,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,Luke Donald,20,18,1.0,1,1,2010040
1,T2,T2,Brian Gay,30,14,,3,16,2010400
2,T2,T2,Robert Karlsson,11,14,,2,4,2010250
3,T4,T4,Shane Bertsch,4,13,1.0,3,17,2010030
4,T4,T4,Trevor Immelman,19,13,1.0,2,16,2010160
5,T4,T4,Scott McCarron,29,13,1.0,4,6,2010300
6,T4,T4,Carl Pettersson,29,13,,1,14,2010220
7,T4,T4,Dicky Pride,5,13,1.0,2,14,2010250
8,T9,T9,Briny Baird,28,12,8.0,3,15,2010330
9,T9,T9,Greg Chalmers,27,12,,4,9,2010230
10,T9,T9,Brian Davis,32,12,1.0,1,17,2010190
11,T9,T9,Charlie Wi,27,12,,3,5,2010280
12,T13,T13,Stephen Ames,23,11,3.0,2,2,2010330
13,T13,T13,Brendon de Jonge,32,11,,2,14,2010200
14,T13,T13,Jerry Kelly,29,11,,4,9,2010200
15,T16,T16,Michael Bradley,24,10,,4,4,2010230
16,T16,T16,Chad Campbell,28,10,,3,16,2010350
17,T16,T16,John Merrick,31,10,,4,4,2010020
18,T16,T16,Kevin Na,26,10,,1,10,2010130
19,T16,T16,James Nitties,30,10,6.0,2,7,2010280
20,T16,T16,Pat Perez,27,10,1.0,4,2,2010220
21,T22,T22,Jonathan Byrd,26,9,1.0,2,5,2010450
22,T22,T22,Tim Clark,24,9,6.0,1,5,2010160
23,T22,T22,Chad Collins,26,9,1.0,1,17,2010220
24,T22,T22,Michael Connell,25,9,,4,13,2010040
25,T22,T22,Chris DiMarco,25,9,,1,16,2010180
26,T22,T22,Jim Furyk,21,9,9.0,1,11,2010410
27,T22,T22,Ryuji Imada,28,9,,2,7,2010090
28,T22,T22,Freddie Jacobson,24,9,,1,12,2010090
29,T22,T22,Zach Johnson,25,9,2.0,1,5,2010120
30,T22,T22,Jeff Klauk,13,9,,1,18,2010100
31,T22,T22,Joe Ogilvie,32,9,2.0,1,2,2010290
32,T22,T22,Geoff Ogilvy,19,9,9.0,1,14,2010400
33,T22,T22,Alvaro Quiros,9,9,,4,1,2010120
34,T22,T22,Brandt Snedeker,26,9,1.0,2,3,2010230
35,T36,T36,Matt Bettencourt,32,8,,2,18,2010270
36,T36,T36,K.J. Choi,22,8,8.0,1,18,2010410
37,T36,T36,Chris Couch,23,8,,2,6,2010060
38,T36,T36,Fred Couples,7,8,,3,2,2010050
39,T36,T36,Retief Goosen,19,8,1.0,3,16,2010120
40,T36,T36,Mathias Grönberg,22,8,1.0,1,16,2010320
41,T36,T36,Lee Janzen,26,8,,1,3,2010250
42,T36,T36,Martin Kaymer,10,8,,2,13,2010120
43,T36,T36,Steve Marino,24,8,,1,11,2010050
44,T36,T36,Bryce Molder,26,8,1.0,4,9,2010050
45,T36,T36,Sean O'Hair,25,8,,3,4,2010120
46,T36,T36,D.A. Points,29,8,,1,11,2010360
47,T36,T36,Steve Stricker,19,8,,4,11,2010360
48,T36,T36,Y.E. Yang,21,8,,3,11,2010200
49,T50,T50,Robert Allenby,22,7,,1,2,2010140
50,T50,T50,Aaron Baddeley,26,7,,3,8,2010450
51,T50,T50,Ricky Barnes,28,7,,3,1,2010040
52,T50,T50,Kevin Chappell,2,7,7.0,3,17,2010060
53,T50,T50,Jason Day,24,7,,1,11,2010410
54,T50,T50,Graham DeLaet,28,7,2.0,2,11,2010150
55,T50,T50,Jason Dufner,25,7,1.0,2,10,2010360
56,T50,T50,Martin Flores,26,7,2.0,4,16,2010450
57,T50,T50,Jason Gore,10,7,2.0,2,11,2010150
58,T50,T50,Nathan Green,27,7,,2,12,2010200
59,T50,T50,J.P. Hayes,25,7,,4,11,2010240
60,T50,T50,Matt Jones,27,7,1.0,4,5,2010380
61,T50,T50,Matt Kuchar,26,7,3.0,3,6,2010400
62,T50,T50,Marc Leishman,26,7,3.0,1,7,2010400
63,T50,T50,Michael Letzig,27,7,,3,3,2010170
64,T50,T50,Spencer Levin,31,7,2.0,4,17,2010450
65,T50,T50,Jarrod Lyle,18,7,,1,7,2010420
66,T50,T50,Jeff Maggert,28,7,2.0,1,12,2010250
67,T50,T50,John Mallinger,29,7,,2,4,2010490
68,T50,T50,Shaun Micheel,21,7,1.0,2,12,2010230
