,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
62,T61,T61,Paul Broadhurst,4,2006440
63,T61,T61,Chad Campbell,4,2010420
64,T61,T61,Tim Clark,4,2010390
65,T61,T61,Graham DeLaet,4,2010420
66,T61,T61,Luke Donald,4,2010380
67,T61,T61,Alastair Forsyth,4,2007310
68,T61,T61,Cliff Kresge,4,2010420
69,T61,T61,Michael Letzig,4,2010440
70,T61,T61,Troy Merritt,4,2010440
71,T61,T61,Edoardo Molinari,4,2010260
72,T61,T61,Pat Perez,4,2010440
73,T61,T61,Tom Pernice Jr.,4,2010420
74,T61,T61,Tim Petrovic,4,2010440
75,T61,T61,Charl Schwartzel,4,2010260
76,T61,T61,Michael Sim,4,2010370
77,T61,T61,Webb Simpson,4,2010440
78,T61,T61,Mike Sposa,4,2006410
79,T61,T61,Kevin Stadler,4,2010420
80,T61,T61,Richard Sterne,4,2009240
81,T61,T61,David Toms,4,2010390
82,T83,T83,Blake Adams,3,2010390
83,T83,T83,Ángel Cabrera,3,2010380
84,T83,T83,K.J. Choi,3,2010390
85,T83,T83,Simon Dyson,3,2010310
86,T83,T83,Martin Flores,3,2010450
87,T83,T83,Marcus Fraser,3,2006310
88,T83,T83,Fred Funk,3,2010200
89,T83,T83,Stephen Gallacher,3,2005360
90,T83,T83,Robert Garrigus,3,2010450
91,T83,T83,Andres Gonzales,3,2006460
92,T83,T83,Paul Goydos,3,2010390
93,T83,T83,Bob Heintz,3,2010130
94,T83,T83,David Howell,3,2008320
95,T83,T83,John Huston,3,2010320
96,T83,T83,Simon Khan,3,2010310
97,T83,T83,Kenichi Kuboya,3,2003470
98,T83,T83,Spencer Levin,3,2010450
99,T83,T83,Frank Lickliter II,3,2010210
100,T83,T83,Phil Mickelson,3,2010390
101,T83,T83,Ryan Moore,3,2010390
102,T83,T83,Sean O'Hair,3,2010400
103,T83,T83,Geoff Ogilvy,3,2010390
104,T83,T83,José María Olazábal,3,2009170
105,T83,T83,Bob Shearer,3,1984320
106,T83,T83,Vijay Singh,3,2010390
107,T83,T83,Kevin Sutherland,3,2010440
108,T83,T83,Roland Thatcher,3,2010450
109,T83,T83,Chris Tidland,3,2010450
110,T83,T83,Charles Warren,3,2010450
111,T83,T83,Y.E. Yang,3,2010380
112,T113,T113,Thomas Aiken,2,2009310
113,T113,T113,Briny Baird,2,2010460
114,T113,T113,Jeff Brehaut,2,2007480
115,T113,T113,Bart Bryant,2,2009280
116,T113,T113,Alejandro Cañizares,2,2010070
117,T113,T113,Darren Clarke,2,2010310
118,T113,T113,Michael Connell,2,2010460
119,T113,T113,Ben Crane,2,2010400
120,T113,T113,John Daly,2,2010450
121,T113,T113,Rhys Davies,2,2010350
122,T113,T113,Bradley Dredge,2,2008090
123,T113,T113,Jason Dufner,2,2010390
124,T113,T113,Ken Duke,2,2010420
125,T113,T113,David Duval,2,2010450
126,T113,T113,John Ellis,2,2009060
127,T113,T113,Dan Forsman,2,2008340
128,T113,T113,Benjamin Fox,2,2010090
129,T113,T113,Tommy Gainey,2,2009340
130,T113,T113,Jason Gore,2,2010260
131,T113,T113,Mike Grob,2,2007320
132,T113,T113,Jason Hill,2,2002450
133,T113,T113,Scott Hoch,2,2008100
134,T113,T113,David Horsey,2,2010350
135,T113,T113,Ryuji Imada,2,2010450
136,T113,T113,Brendan Jones,2,2009090
137,T113,T113,Anthony Kang,2,2001250
138,T113,T113,K.T. Kim,2,2010310
139,T113,T113,Chih-Bing Lam,2,2008320
140,T113,T113,Peter Lonard,2,2009450
141,T113,T113,Brock Mackenzie,2,2004290
142,T113,T113,Matteo Manassero,2,2009310
143,T113,T113,Ross McGowan,2,2010350
144,T113,T113,Mac McLendon,2,1980430
145,T113,T113,John Merrick,2,2010460
146,T113,T113,Francesco Molinari,2,2010350
147,T113,T113,Jack Newton,2,1982420
148,T113,T113,Michael O'Neal,2,2010250
149,T113,T113,Jeff Overton,2,2010400
150,T113,T113,Brenden Pappas,2,2010460
151,T113,T113,Craig Parry,2,2008320
152,T113,T113,Cameron Percy,2,2010460
153,T113,T113,Dicky Pride,2,2010250
154,T113,T113,Alex Prugh,2,2010450
155,T113,T113,Chez Reavie,2,2010210
156,T113,T113,Matthew Richardson,2,2005300
157,T113,T113,Tag Ridings,2,2009440
158,T113,T113,Justin Rose,2,2010400
159,T113,T113,John Schroeder,2,1995300
160,T113,T113,Jason Schultz,2,2007480
161,T113,T113,Marcel Siem,2,2005380
162,T113,T113,Bob Smith,2,1985280
163,T113,T113,Brandt Snedeker,2,2010390
164,T113,T113,Graeme Storm,2,2008320
165,T113,T113,Toru Taniguchi,2,2010260
166,T113,T113,Nicholas Thompson,2,2010460
167,T113,T113,Kirk Triplett,2,2010370
168,T113,T113,Jhonattan Vegas,2,2008450
169,T113,T113,Mark Wilson,2,2010460
170,T113,T113,Thaworn Wiratchant,2,2006310
171,T113,T113,Casey Wittenberg,2,2009480
