,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,Nick O'Hern,11,34,10.0
1,2,2,Brian Gay,30,33,7.0
2,3,3,Benjamin Fox,3,32,1.0
3,T4,T4,Kent Jones,9,31,
4,T4,T4,Jeff Quinney,29,31,1.0
5,T4,T4,Nicholas Thompson,29,31,1.0
6,7,7,Mark Hensby,12,29,1.0
7,T8,T8,Bob Heintz,3,28,1.0
8,T8,T8,Scott Verplank,22,28,
9,10,10,Yuta Ikeda,11,27,
10,T11,T11,Todd Fischer,1,26,6.0
11,T11,T11,John Mallinger,29,26,6.0
12,T13,T13,Chris DiMarco,25,25,3.0
13,T13,T13,Richard Johnson,27,25,9.0
14,T13,T13,John Merrick,31,25,12.0
15,T13,T13,John Senden,30,25,3.0
16,T13,T13,Heath Slocum,25,25,6.0
17,T13,T13,Tiger Woods,12,25,
18,T19,T19,Woody Austin,29,24,1.0
19,T19,T19,Chad Campbell,28,24,1.0
20,T19,T19,Rocco Mediate,25,24,
21,T19,T19,Louis Oosthuizen,5,24,1.0
22,T19,T19,Steve Stricker,19,24,
23,T19,T19,Charles Warren,21,24,1.0
24,T25,T25,Joe Durant,19,23,2.0
25,T25,T25,J.J. Henry,27,23,3.0
26,T25,T25,John Morse,5,23,
27,T25,T25,Michael Sim,20,23,3.0
28,T29,T29,Jason Dufner,25,22,
29,T29,T29,Jerry Kelly,29,22,
30,T29,T29,Skip Kendall,18,22,
31,T29,T29,Corey Pavin,8,22,
32,T29,T29,David Toms,25,22,
33,T29,T29,Jay Williamson,24,22,1.0
34,T35,T35,Tim Clark,24,21,
35,T35,T35,Bill Haas,25,21,
36,T35,T35,Justin Leonard,27,21,1.0
37,T35,T35,Matteo Manassero,1,21,1.0
38,T35,T35,Chez Reavie,15,21,
39,T35,T35,Omar Uresti,27,21,1.0
40,T35,T35,Steve Wheatcroft,27,21,2.0
41,T42,T42,Alex Cejka,28,20,
42,T42,T42,Ben Curtis,24,20,1.0
43,T42,T42,Tom Gillis,27,20,1.0
44,T42,T42,Cliff Kresge,17,20,
45,T42,T42,Billy Mayfair,26,20,4.0
46,T42,T42,Kevin Na,26,20,2.0
47,T42,T42,Pat Perez,27,20,1.0
48,T42,T42,Carl Pettersson,29,20,
49,T42,T42,Chris Riley,24,20,2.0
50,T42,T42,Y.E. Yang,21,20,
51,T52,T52,Robert Allenby,22,19,
52,T52,T52,Briny Baird,28,19,
53,T52,T52,Jim Furyk,21,19,5.0
54,T52,T52,Greg Kraft,22,19,5.0
55,T52,T52,Blaine McCallister,1,19,19.0
56,T52,T52,Adam Scott,20,19,
57,T52,T52,Chris Tidland,24,19,7.0
58,T52,T52,Dean Wilson,18,19,7.0
59,T60,T60,Arjun Atwal,13,18,
60,T60,T60,Chris Baryla,7,18,2.0
61,T60,T60,Cameron Beckman,25,18,
62,T60,T60,Justin Bolli,23,18,
63,T60,T60,Ben Crane,24,18,2.0
64,T60,T60,Brian Davis,32,18,2.0
65,T60,T60,Brent Delahoussaye,21,18,1.0
66,T60,T60,Luke Donald,20,18,
67,T60,T60,Rickie Fowler,28,18,2.0
68,T60,T60,Fred Funk,6,18,3.0
69,T60,T60,Paul Goydos,25,18,2.0
70,T60,T60,Freddie Jacobson,24,18,
71,T60,T60,Tom Lehman,9,18,3.0
72,T60,T60,Michael Letzig,27,18,
73,T60,T60,Steve Lowery,25,18,2.0
74,T60,T60,Hunter Mahan,25,18,1.0
75,T60,T60,Francesco Molinari,8,18,5.0
76,T60,T60,Tim Petrovic,32,18,1.0
77,T60,T60,Ted Purdy,30,18,2.0
78,T60,T60,Bob Sowards,1,18,18.0
79,T60,T60,Kevin Streelman,28,18,
80,T60,T60,Tom Watson,3,18,2.0
81,T60,T60,Charlie Wi,27,18,1.0
82,T60,T60,Mark Wilson,28,18,8.0
83,T84,T84,Michael Allen,17,17,1.0
84,T84,T84,Jason Bohn,25,17,
85,T84,T84,Craig Bowden,20,17,10.0
86,T84,T84,K.J. Choi,22,17,
87,T84,T84,Bob Estes,26,17,5.0
88,T84,T84,Sergio Garcia,15,17,3.0
89,T84,T84,J.P. Hayes,25,17,9.0
90,T84,T84,Charley Hoffman,24,17,1.0
91,T84,T84,Kevin Johnson,26,17,
92,T84,T84,Matt Jones,27,17,5.0
93,T84,T84,Marc Leishman,26,17,2.0
94,T84,T84,Bill Lunde,28,17,1.0
95,T84,T84,Jarrod Lyle,18,17,1.0
96,T84,T84,Scott McCarron,29,17,
97,T84,T84,Rod Pampling,26,17,
98,T84,T84,Kenny Perry,20,17,3.0
99,T84,T84,Aron Price,22,17,
100,T84,T84,Andres Romero,21,17,2.0
101,T84,T84,Justin Rose,22,17,3.0
102,T84,T84,Jeev Milkha Singh,19,17,
103,T84,T84,Henrik Stenson,15,17,6.0
104,T84,T84,Chris Stroud,27,17,
105,T84,T84,Kevin Sutherland,25,17,
106,T84,T84,Josh Teater,31,17,
107,T84,T84,Marc Turnesa,7,17,2.0
108,T84,T84,Garrett Willis,24,17,7.0
109,T110,T110,Blake Adams,26,16,2.0
110,T110,T110,Stuart Appleby,31,16,
111,T110,T110,Aaron Baddeley,26,16,6.0
112,T110,T110,Henrik Bjornstad,26,16,1.0
113,T110,T110,Mark Calcavecchia,16,16,6.0
114,T110,T110,Michael Connell,25,16,1.0
115,T110,T110,Chris Couch,23,16,1.0
116,T110,T110,James Driscoll,26,16,1.0
117,T110,T110,David Duval,24,16,1.0
118,T110,T110,Matt Every,18,16,
119,T110,T110,Robert Gamez,8,16,6.0
120,T110,T110,Mathew Goggin,28,16,6.0
121,T110,T110,Lee Janzen,26,16,2.0
