,Consecutive_Par_4_Birdies_RANK THIS WEEK,Consecutive_Par_4_Birdies_RANK LAST WEEK,Consecutive_Par_4_Birdies_PLAYER NAME,Consecutive_Par_4_Birdies_EVENTS,Consecutive_Par_4_Birdies_NUMBER OF HOLES
0,T1,T1,John Rollins,26,7
1,T1,T1,Bubba Watson,22,7
2,T3,T3,Stuart Appleby,31,6
3,T3,T3,J.P. Hayes,25,6
4,T3,T3,Justin Leonard,27,6
5,T3,T3,Bryce Molder,26,6
6,T3,T3,Ryan Palmer,27,6
7,T3,T3,D.A. Points,29,6
8,T3,T3,Webb Simpson,31,6
9,T10,T10,Briny Baird,28,5
10,T10,T10,Cameron Beckman,25,5
11,T10,T10,Matt Bettencourt,32,5
12,T10,T10,Ronnie Black,1,5
13,T10,T10,Alex Cejka,28,5
14,T10,T10,Ben Crane,24,5
15,T10,T10,Jason Dufner,25,5
16,T10,T10,Martin Flores,26,5
17,T10,T10,Charles Howell III,28,5
18,T10,T10,Bill Lunde,28,5
19,T10,T10,Will MacKenzie,23,5
20,T10,T10,Steve Marino,24,5
21,T10,T10,Rod Pampling,26,5
22,T10,T10,Pat Perez,27,5
23,T10,T10,Tom Pernice Jr.,22,5
24,T10,T10,Aron Price,22,5
25,T10,T10,Sam Saunders,7,5
26,T10,T10,Paul Stankowski,18,5
27,T10,T10,Kevin Streelman,28,5
28,T10,T10,Nicholas Thompson,29,5
29,T10,T10,Omar Uresti,27,5
30,T10,T10,Nick Watney,24,5
31,T32,T32,Stephen Ames,23,4
32,T32,T32,Arjun Atwal,13,4
33,T32,T32,Aaron Baddeley,26,4
34,T32,T32,Rich Barcelo,25,4
35,T32,T32,Henrik Bjornstad,26,4
36,T32,T32,Michael Bradley,24,4
37,T32,T32,Mark Calcavecchia,16,4
38,T32,T32,Paul Casey,17,4
39,T32,T32,K.J. Choi,22,4
40,T32,T32,Stewart Cink,23,4
41,T32,T32,Tim Clark,24,4
42,T32,T32,Chad Collins,26,4
43,T32,T32,Erik Compton,7,4
44,T32,T32,Michael Connell,25,4
45,T32,T32,Ben Curtis,24,4
46,T32,T32,John Daly,20,4
47,T32,T32,Brian Davis,32,4
48,T32,T32,Jason Day,24,4
49,T32,T32,Brendon de Jonge,32,4
50,T32,T32,Graham DeLaet,28,4
51,T32,T32,Luke Donald,20,4
52,T32,T32,James Driscoll,26,4
53,T32,T32,Joe Durant,19,4
54,T32,T32,Matt Every,18,4
55,T32,T32,Carlos Franco,11,4
56,T32,T32,Jim Furyk,21,4
57,T32,T32,Robert Garrigus,22,4
58,T32,T32,Lucas Glover,23,4
59,T32,T32,Bill Haas,25,4
60,T32,T32,Padraig Harrington,18,4
61,T32,T32,Trevor Immelman,19,4
62,T32,T32,Thongchai Jaidee,8,4
63,T32,T32,Dustin Johnson,23,4
64,T32,T32,Shiv Kapur,1,4
65,T32,T32,Martin Kaymer,10,4
66,T32,T32,Anthony Kim,14,4
67,T32,T32,Jeff Klauk,13,4
68,T32,T32,Greg Kraft,22,4
69,T32,T32,Spencer Levin,31,4
70,T32,T32,Troy Matteson,28,4
71,T32,T32,Billy Mayfair,26,4
72,T32,T32,Rory McIlroy,16,4
73,T32,T32,Shaun Micheel,21,4
74,T32,T32,Phil Mickelson,20,4
75,T32,T32,Kevin Na,26,4
76,T32,T32,Nick O'Hern,11,4
77,T32,T32,Jeff Overton,26,4
78,T32,T32,Brenden Pappas,24,4
79,T32,T32,Jesper Parnevik,5,4
80,T32,T32,Carl Pettersson,29,4
81,T32,T32,Scott Piercy,28,4
82,T32,T32,Alex Prugh,28,4
83,T32,T32,Brett Quigley,29,4
84,T32,T32,Jeff Quinney,29,4
85,T32,T32,Chez Reavie,15,4
86,T32,T32,Chris Riley,24,4
87,T32,T32,Justin Rose,22,4
88,T32,T32,Michael Sim,20,4
89,T32,T32,Chris Smith,10,4
90,T32,T32,Brandt Snedeker,26,4
91,T32,T32,Kevin Stadler,28,4
92,T32,T32,Vaughn Taylor,26,4
93,T32,T32,David Toms,25,4
94,T32,T32,Cameron Tringale,22,4
95,T32,T32,Bo Van Pelt,28,4
96,T32,T32,Charles Warren,21,4
97,T32,T32,Boo Weekley,27,4
98,T32,T32,Lee Westwood,11,4
99,T32,T32,Charlie Wi,27,4
100,T32,T32,Jay Williamson,24,4
101,T32,T32,Garrett Willis,24,4
102,T32,T32,Chris Wilson,26,4
103,T104,T104,Blake Adams,26,3
104,T104,T104,Michael Allen,17,3
105,T104,T104,Robert Allenby,22,3
106,T104,T104,Byeong Hun An,8,3
107,T104,T104,Fredrik Andersson Hed,2,3
108,T104,T104,Woody Austin,29,3
109,T104,T104,Eric Axley,6,3
110,T104,T104,Craig Barlow,10,3
111,T104,T104,Ricky Barnes,28,3
112,T104,T104,Kris Blanks,30,3
113,T104,T104,Jason Bohn,25,3
114,T104,T104,Guy Boros,6,3
115,T104,T104,Craig Bowden,20,3
116,T104,T104,Jonathan Byrd,26,3
117,T104,T104,Chad Campbell,28,3
118,T104,T104,Jim Carter,5,3
119,T104,T104,Greg Chalmers,27,3
120,T104,T104,Daniel Chopra,28,3
121,T104,T104,Michael Clark II,6,3
122,T104,T104,Chris Couch,23,3
123,T104,T104,Rhys Davies,4,3
124,T104,T104,Chris DiMarco,25,3
125,T104,T104,Ken Duke,5,3
126,T104,T104,David Duval,24,3
127,T104,T104,Steve Elkington,22,3
128,T104,T104,John Ellis,1,3
129,T104,T104,Ernie Els,20,3
130,T104,T104,Bob Estes,26,3
131,T104,T104,Brad Faxon,23,3
132,T104,T104,Todd Fischer,1,3
133,T104,T104,Steve Flesch,25,3
134,T104,T104,Rickie Fowler,28,3
