,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
27,T24,T24,Kevin Na,91,"8' 5""",856.1669999999999,102,8
28,T24,T24,Seamus Power,86,"8' 5""",804.25,96,7
29,T30,T30,J.B. Holmes,77,"8' 6""",991.75,117,122
30,T30,T30,Anirban Lahiri,82,"8' 6""",1070.333,126,92
31,T30,T30,Rob Oppenheim,74,"8' 6""",733.25,86,68
32,T33,T33,Matt Atkins,56,"8' 7""",540.4169999999999,63,107
33,T33,T33,Stewart Cink,87,"8' 7""",767.25,89,152
34,T33,T33,Tyrrell Hatton,58,"8' 7""",534.1669999999999,62,21
35,T33,T33,Peter Malnati,87,"8' 7""",1094.75,128,36
36,T33,T33,Sam Saunders,80,"8' 7""",992.3330000000001,116,147
37,T33,T33,Nick Taylor,94,"8' 7""",807.4169999999999,94,29
38,T39,T39,Abraham Ancer,98,"8' 8""",1243.917,143,20
39,T39,T39,Rafa Cabrera Bello,75,"8' 8""",647.5830000000001,75,99
40,T39,T39,Greg Chalmers,56,"8' 8""",750.4169999999999,87,185
41,T39,T39,Rickie Fowler,74,"8' 8""",880.75,102,14
42,T39,T39,Tom Hoge,101,"8' 8""",1018.5,118,34
43,T39,T39,Chris Stroud,81,"8' 8""",910.25,105,60
44,T45,T45,Cameron Percy,56,"8' 9""",465.0,53,117
45,T45,T45,Andrew Yun,51,"8' 9""",351.333,40,193
46,T47,T47,Tommy Fleetwood,73,"8' 10""",878.25,99,148
47,T47,T47,Charley Hoffman,87,"8' 10""",950.4169999999999,108,143
48,T47,T47,Luke List,98,"8' 10""",1169.833,133,90
49,T47,T47,Ollie Schniederjans,91,"8' 10""",1216.75,138,126
50,T47,T47,Adam Scott,78,"8' 10""",863.9169999999999,98,168
51,T47,T47,Peter Uihlein,83,"8' 10""",822.3330000000001,93,102
52,T53,T53,Emiliano Grillo,94,"8' 11""",1094.75,123,41
53,T53,T53,Charles Howell III,104,"8' 11""",1137.167,127,44
54,T53,T53,Rory McIlroy,64,"8' 11""",768.5830000000001,86,17
55,T56,T56,Ryan Armour,109,"9' 0""",1292.333,143,55
56,T56,T56,Ricky Barnes,65,"9' 0""",593.3330000000001,66,115
57,T56,T56,Patrick Cantlay,87,"9' 0""",808.0,90,109
58,T56,T56,Jason Dufner,71,"9' 0""",753.6669999999999,84,94
59,T56,T56,Graeme McDowell,67,"9' 0""",631.0830000000001,70,61
60,T56,T56,"Ted Potter, Jr.",87,"9' 0""",1126.833,125,113
61,T56,T56,Justin Rose,70,"9' 0""",893.4169999999999,99,15
62,T56,T56,Conrad Shindler,60,"9' 0""",551.3330000000001,61,58
63,T56,T56,Tiger Woods,68,"9' 0""",792.5,88,4
64,T65,T65,Fabián Gómez,88,"9' 1""",939.5,103,79
65,T65,T65,Jamie Lovemark,92,"9' 1""",1299.5,143,40
66,T65,T65,Andrew Putnam,97,"9' 1""",948.8330000000001,104,32
67,T68,T68,Brian Gay,103,"9' 2""",1184.667,129,13
68,T68,T68,Dustin Johnson,77,"9' 2""",633.3330000000001,69,23
69,T68,T68,Kelly Kraft,94,"9' 2""",1116.75,122,77
70,T68,T68,Tom Lovelady,87,"9' 2""",1009.0,110,190
71,T68,T68,Sean O'Hair,67,"9' 2""",1027.0,112,110
72,T73,T73,Roberto Díaz,72,"9' 3""",909.0,98,87
73,T73,T73,James Hahn,85,"9' 3""",922.4169999999999,100,67
74,T73,T73,Brian Harman,94,"9' 3""",941.5830000000001,102,126
75,T73,T73,Marc Leishman,93,"9' 3""",1090.333,118,75
76,T73,T73,Pat Perez,82,"9' 3""",730.0,79,155
77,T73,T73,Vaughn Taylor,83,"9' 3""",1112.833,120,62
78,T73,T73,Xinjun Zhang,81,"9' 3""",889.8330000000001,96,95
79,T80,T80,Blayne Barber,69,"9' 4""",890.4169999999999,95,114
80,T80,T80,Chad Campbell,87,"9' 4""",987.3330000000001,106,71
81,T80,T80,Retief Goosen,60,"9' 4""",484.417,52,124
82,T80,T80,John Huh,94,"9' 4""",1203.083,129,100
83,T80,T80,Shane Lowry,64,"9' 4""",719.4169999999999,77,181
84,T80,T80,J.T. Poston,73,"9' 4""",814.3330000000001,87,111
85,T80,T80,Xander Schauffele,96,"9' 4""",1155.083,124,104
86,T80,T80,Tyrone Van Aswegen,101,"9' 4""",1180.25,127,97
87,T88,T88,Austin Cook,107,"9' 6""",1378.8329999999999,145,28
88,T88,T88,Derek Fathauer,84,"9' 6""",1055.333,111,163
89,T88,T88,Hideki Matsuyama,75,"9' 6""",714.0,75,47
90,T88,T88,Denny McCarthy,71,"9' 6""",600.8330000000001,63,64
91,T88,T88,Charl Schwartzel,65,"9' 6""",777.5830000000001,82,101
92,T88,T88,Scott Stallings,96,"9' 6""",1208.083,127,45
93,T88,T88,Jimmy Walker,81,"9' 6""",1108.583,117,74
94,T95,T95,Bryson DeChambeau,93,"9' 7""",1035.917,108,63
95,T95,T95,William McGirt,84,"9' 7""",1142.917,119,19
96,T95,T95,Patrick Rodgers,97,"9' 7""",1052.417,110,119
97,T95,T95,Harold Varner III,91,"9' 7""",1154.833,120,96
98,T99,T99,Jim Furyk,50,"9' 8""",617.75,64,21
99,T99,T99,Zach Johnson,94,"9' 8""",1016.25,105,25
100,T99,T99,Russell Knox,94,"9' 8""",1034.167,107,70
101,T99,T99,Rod Pampling,62,"9' 8""",861.5830000000001,89,134
102,T99,T99,C.T. Pan,104,"9' 8""",1037.167,107,128
103,T99,T99,Scott Piercy,84,"9' 8""",991.75,103,145
104,T105,T105,Joel Dahmen,93,"9' 9""",1057.083,108,11
105,T105,T105,Zecheng Dou,53,"9' 9""",587.1669999999999,60,191
106,T105,T105,Whee Kim,93,"9' 9""",1281.583,131,87
107,T105,T105,Martin Laird,73,"9' 9""",800.6669999999999,82,73
108,T105,T105,Troy Merritt,89,"9' 9""",1300.667,133,107
109,T105,T105,Martin Piller,79,"9' 9""",1099.917,113,106
110,T105,T105,Ian Poulter,73,"9' 9""",781.3330000000001,80,123
111,T105,T105,Sam Ryder,82,"9' 9""",898.4169999999999,92,139
112,T113,T113,Cody Gribble,71,"9' 10""",933.5830000000001,95,183
113,T113,T113,Matt Jones,70,"9' 10""",773.75,79,54
114,T113,T113,Sung Kang,89,"9' 10""",1067.75,109,189
115,T113,T113,Shawn Stefani,76,"9' 10""",846.3330000000001,86,89
116,T113,T113,Kevin Streelman,94,"9' 10""",1356.3329999999999,138,43
117,T113,T113,Brian Stuard,103,"9' 10""",1272.5,129,72
118,T119,T119,Harris English,84,"9' 11""",1266.083,128,103
119,T119,T119,David Hearn,66,"9' 11""",612.6669999999999,62,154
120,T121,T121,Kiradech Aphibarnrat,51,"10' 0""",640.0830000000001,64,157
121,T121,T121,Chesson Hadley,103,"10' 0""",1262.417,126,136
122,T121,T121,Billy Horschel,86,"10' 0""",972.0,97,98
123,T121,T121,Keith Mitchell,99,"10' 0""",1234.917,124,137
124,T121,T121,Francesco Molinari,73,"10' 0""",918.1669999999999,92,82
125,T121,T121,Hudson Swafford,73,"10' 0""",639.9169999999999,64,179
126,T127,T127,Byeong Hun An,86,"10' 1""",989.3330000000001,98,37
127,T127,T127,Ryan Palmer,69,"10' 1""",1101.0,109,159
128,T127,T127,Brandt Snedeker,84,"10' 1""",1280.833,127,57
129,T127,T127,Robert Streb,78,"10' 1""",929.1669999999999,92,184
130,T131,T131,Ryan Moore,78,"10' 2""",1071.833,105,4
131,T131,T131,Grayson Murray,72,"10' 2""",1206.25,119,176
132,T131,T131,Jonathan Randolph,71,"10' 2""",1059.167,104,64
133,T134,T134,Keegan Bradley,98,"10' 3""",1543.8329999999999,151,131
134,T134,T134,Tony Finau,105,"10' 3""",1380.3329999999999,135,119
135,T134,T134,Lanto Griffin,80,"10' 3""",914.8330000000001,89,150
136,T137,T137,Scott Brown,102,"10' 4""",1251.417,121,170
137,T137,T137,Brandon Harkins,101,"10' 4""",1363.5829999999999,132,146
138,T137,T137,Beau Hossler,104,"10' 4""",1481.3329999999999,143,58
139,T137,T137,Steve Wheatcroft,60,"10' 4""",649.5,63,42
140,T137,T137,Aaron Wise,90,"10' 4""",1280.5,124,141
141,142,142,Alex Noren,67,"10' 5""",876.4169999999999,84,30
142,T143,T143,Robert Garrigus,80,"10' 6""",986.6669999999999,94,129
143,T143,T143,Michael Kim,74,"10' 6""",904.9169999999999,86,144
144,T143,T143,Brendan Steele,74,"10' 6""",734.1669999999999,70,187
145,T146,T146,Corey Conners,97,"10' 7""",1100.417,104,112
146,T146,T146,Branden Grace,67,"10' 7""",812.5,77,105
147,T146,T146,Ben Martin,64,"10' 7""",1101.417,104,81
148,T146,T146,Ben Silverman,90,"10' 7""",1295.583,122,116
149,T146,T146,Daniel Summerhays,51,"10' 7""",676.1669999999999,64,167
150,T151,T151,Dominic Bozzelli,65,"10' 8""",1117.75,105,78
151,T151,T151,Stephan Jaeger,81,"10' 8""",1047.167,98,133
152,T151,T151,Kyle Stanley,93,"10' 8""",1227.917,115,169
153,T151,T151,Cameron Tringale,67,"10' 8""",704.5830000000001,66,160
154,155,155,Patton Kizzire,92,"10' 9""",996.8330000000001,93,160
155,T156,T156,Paul Casey,74,"10' 10""",596.9169999999999,55,50
156,T156,T156,Mackenzie Hughes,80,"10' 10""",1127.417,104,177
157,T156,T156,Kevin Tway,110,"10' 10""",1486.1670000000001,137,132
158,T156,T156,Nick Watney,94,"10' 10""",1407.0,130,153
159,T160,T160,Jon Rahm,71,"10' 11""",788.0830000000001,72,121
160,T160,T160,Adam Schenk,86,"10' 11""",1219.833,112,172
161,T160,T160,J.J. Spaun,85,"10' 11""",1094.333,100,150
162,163,163,Kevin Chappell,77,"11' 0""",1008.8330000000001,92,141
163,T164,T164,Jason Kokrak,99,"11' 1""",1402.5829999999999,127,162
164,T164,T164,Jhonattan Vegas,92,"11' 1""",1099.583,99,84
165,T164,T164,Gary Woodland,96,"11' 1""",1364.0,123,173
166,T167,T167,Bronson Burgoon,69,"11' 2""",840.3330000000001,75,156
167,T167,T167,Brice Garnett,99,"11' 2""",1227.083,110,83
168,T169,T169,Matt Every,79,"11' 3""",1148.917,102,188
169,T169,T169,Lucas Glover,65,"11' 3""",1071.167,95,64
170,T169,T169,Bill Haas,76,"11' 3""",1181.5,105,51
171,T169,T169,Ethan Tracy,72,"11' 3""",908.9169999999999,81,166
172,T169,T169,Johnson Wagner,75,"11' 3""",699.6669999999999,62,2
173,T169,T169,Richy Werenski,98,"11' 3""",1160.333,103,138
174,175,175,Jordan Spieth,81,"11' 4""",1045.333,92,31
175,T176,T176,Martin Flores,92,"11' 5""",1267.583,111,165
176,T176,T176,Chez Reavie,93,"11' 5""",938.25,82,27
177,T176,T176,Brett Stegmaier,67,"11' 5""",457.667,40,140
178,T179,T179,Satoshi Kodaira,51,"11' 6""",806.5,70,192
179,T179,T179,Trey Mullinax,75,"11' 6""",1125.25,98,174
180,T181,T181,David Lingmerth,82,"11' 7""",1207.583,104,86
181,T181,T181,Hunter Mahan,67,"11' 7""",917.25,79,80
182,183,183,Nate Lashley,51,"11' 8""",513.1669999999999,44,49
183,184,184,Ryan Blaum,81,"11' 9""",1291.333,110,158
184,185,185,Nicholas Lindheim,77,"11' 11""",738.3330000000001,62,180
185,T186,T186,Tyler Duncan,97,"12' 1""",1364.5829999999999,113,186
186,T186,T186,Michael Thompson,62,"12' 1""",751.4169999999999,62,148
187,188,188,Kevin Kisner,89,"12' 2""",1070.5,88,52
188,T189,T189,Daniel Berger,81,"12' 6""",1139.5,91,76
189,T189,T189,Russell Henley,77,"12' 6""",1148.083,92,175
190,T189,T189,Andrew Landry,82,"12' 6""",1246.167,100,125
191,T192,T192,J.J. Henry,81,"12' 7""",895.8330000000001,71,171
192,T192,T192,Bubba Watson,90,"12' 7""",1321.8329999999999,105,135
