,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
37,T37,T37,Jamie Lovemark,92,33.75,27,80
38,39,39,Patrick Rodgers,97,33.68,32,95
39,T40,T40,Joel Dahmen,93,33.33,18,54
40,T40,T40,Bill Haas,76,33.33,29,87
41,T40,T40,Nate Lashley,51,33.33,11,33
42,T40,T40,Andrew Putnam,97,33.33,22,66
43,T40,T40,Aaron Wise,90,33.33,25,75
44,T40,T40,Tiger Woods,68,33.33,20,60
45,46,46,Robert Streb,78,32.97,30,91
46,47,47,Hideki Matsuyama,75,32.73,18,55
47,48,48,Steve Wheatcroft,60,32.65,16,49
48,49,49,Brandt Snedeker,84,32.56,28,86
49,50,50,Charles Howell III,104,32.47,25,77
50,51,51,Austin Cook,107,32.22,29,90
51,52,52,Beau Hossler,104,32.11,35,109
52,53,53,Matt Jones,70,31.91,15,47
53,54,54,Keith Mitchell,99,31.88,22,69
54,55,55,Ian Poulter,73,31.82,14,44
55,56,56,Fabián Gómez,88,31.67,19,60
56,57,57,Francesco Molinari,73,31.58,18,57
57,58,58,Bubba Watson,90,31.51,23,73
58,59,59,Ethan Tracy,72,31.48,17,54
59,60,60,Ryan Moore,78,31.43,11,35
60,61,61,Martin Flores,92,31.33,26,83
61,62,62,Cameron Percy,56,31.25,10,32
62,63,63,Peter Uihlein,83,31.17,24,77
63,64,64,Lanto Griffin,80,31.15,19,61
64,65,65,Jhonattan Vegas,92,31.03,18,58
65,66,66,John Huh,94,30.95,26,84
66,67,67,Brian Gay,103,30.93,30,97
67,68,68,Retief Goosen,60,30.91,17,55
68,69,69,Patrick Reed,94,30.88,21,68
69,70,70,Brian Stuard,103,30.85,29,94
70,71,71,Tyrrell Hatton,58,30.77,12,39
71,72,72,Kevin Chappell,77,30.65,19,62
72,73,73,Patton Kizzire,92,30.63,34,111
73,T74,T74,Billy Horschel,86,30.51,18,59
74,T74,T74,Charl Schwartzel,65,30.51,18,59
75,T76,T76,Nicholas Lindheim,77,30.43,28,92
76,T76,T76,Louis Oosthuizen,62,30.43,14,46
77,78,78,Corey Conners,97,30.14,22,73
78,79,79,Si Woo Kim,108,30.12,25,83
79,80,80,Brice Garnett,99,29.79,28,94
80,81,81,J.B. Holmes,77,29.63,16,54
81,T82,T82,Emiliano Grillo,94,29.58,21,71
82,T82,T82,Anirban Lahiri,82,29.58,21,71
83,T84,T84,Chesson Hadley,103,29.41,30,102
84,T84,T84,Rod Pampling,62,29.41,15,51
85,T86,T86,Paul Casey,74,29.31,17,58
86,T86,T86,Rickie Fowler,74,29.31,17,58
87,88,88,Lucas Glover,65,29.27,12,41
88,89,89,Stewart Cink,87,28.92,24,83
89,90,90,Graeme McDowell,67,28.89,13,45
90,91,91,Peter Malnati,87,28.71,29,101
91,T92,T92,Rob Oppenheim,74,28.57,16,56
92,T92,T92,Kevin Streelman,94,28.57,14,49
93,T92,T92,Cameron Tringale,67,28.57,26,91
94,95,95,Greg Chalmers,56,28.38,21,74
95,96,96,Luke List,98,28.36,19,67
96,97,97,Adam Hadwin,92,28.33,17,60
97,98,98,Rafa Cabrera Bello,75,28.26,13,46
98,99,99,Nick Watney,94,28.21,22,78
99,100,100,Xinjun Zhang,81,28.07,16,57
100,101,101,Mackenzie Hughes,80,27.85,22,79
101,T102,T102,Tom Hoge,101,27.78,20,72
102,T102,T102,Satoshi Kodaira,51,27.78,15,54
103,T102,T102,Scott Piercy,84,27.78,15,54
104,105,105,Ryan Palmer,69,27.69,18,65
105,T106,T106,Alex Cejka,77,27.59,16,58
106,T106,T106,Jordan Spieth,81,27.59,16,58
107,T106,T106,Henrik Stenson,60,27.59,8,29
108,T109,T109,Scott Brown,102,27.45,28,102
109,T109,T109,Pat Perez,82,27.45,14,51
110,111,111,Jonas Blixt,67,27.42,17,62
111,112,112,Justin Thomas,91,27.4,20,73
112,T113,T113,Russell Knox,94,27.14,19,70
113,T113,T113,Chris Stroud,81,27.14,19,70
114,115,115,James Hahn,85,27.12,16,59
115,116,116,Dominic Bozzelli,65,27.03,20,74
116,117,117,Bryson DeChambeau,93,26.92,14,52
117,118,118,Chris Kirk,108,26.74,23,86
118,119,119,Tyrone Van Aswegen,101,26.73,27,101
119,T120,T120,Branden Grace,67,26.53,13,49
120,T120,T120,Jon Rahm,71,26.53,13,49
121,T122,T122,Chad Campbell,87,26.47,18,68
122,T122,T122,Sam Ryder,82,26.47,18,68
123,T124,T124,Roberto Díaz,72,26.23,16,61
124,T124,T124,C.T. Pan,104,26.23,16,61
125,126,126,Kevin Tway,110,26.21,27,103
126,127,127,Conrad Shindler,60,26.19,11,42
127,128,128,J.J. Spaun,85,26.15,17,65
128,T129,T129,Matt Atkins,56,26.09,12,46
129,T129,T129,Robert Garrigus,80,26.09,18,69
130,131,131,Trey Mullinax,75,26.03,19,73
131,132,132,Ben Martin,64,25.86,15,58
132,133,133,Whee Kim,93,25.77,25,97
133,134,134,Justin Rose,70,25.64,10,39
134,T135,T135,Martin Piller,79,25.58,22,86
135,T135,T135,Kyle Thompson,50,25.58,11,43
136,137,137,Ricky Barnes,65,25.42,15,59
137,138,138,Xander Schauffele,96,25.3,21,83
138,T139,T139,Kiradech Aphibarnrat,51,25.0,9,36
139,T139,T139,Marc Leishman,93,25.0,19,76
140,T139,T139,"Ted Potter, Jr.",87,25.0,21,84
141,T139,T139,Brendan Steele,74,25.0,15,60
142,T139,T139,Shawn Stefani,76,25.0,12,48
143,144,144,Aaron Baddeley,84,24.69,20,81
144,145,145,Ryan Blaum,81,24.64,17,69
145,146,146,Brian Harman,94,24.62,16,65
146,147,147,David Lingmerth,82,24.59,15,61
147,148,148,Stephan Jaeger,81,24.56,14,57
148,149,149,Blayne Barber,69,24.53,13,53
149,150,150,J.T. Poston,73,24.49,12,49
150,T151,T151,Matt Every,79,24.29,17,70
151,T151,T151,Grayson Murray,72,24.29,17,70
152,153,153,Shane Lowry,64,24.07,13,54
153,154,154,Bud Cauley,55,24.0,12,50
154,155,155,Michael Thompson,62,23.88,16,67
155,156,156,Tom Lovelady,87,23.61,17,72
156,157,157,Brett Stegmaier,67,23.53,12,51
157,158,158,Derek Fathauer,84,23.47,23,98
158,T159,T159,Keegan Bradley,98,23.38,18,77
159,T159,T159,D.A. Points,63,23.38,18,77
160,161,161,Talor Gooch,78,23.08,15,65
161,162,162,Zecheng Dou,53,22.92,11,48
162,163,163,Billy Hurley III,70,22.78,18,79
163,164,164,Vaughn Taylor,83,22.73,15,66
164,165,165,Kyle Stanley,93,22.41,13,58
165,T166,T166,Harris English,84,22.35,19,85
166,T166,T166,Michael Kim,74,22.35,19,85
167,T168,T168,Cody Gribble,71,22.22,14,63
168,T168,T168,Sean O'Hair,67,22.22,12,54
169,T168,T168,Andrew Yun,51,22.22,10,45
170,171,171,Jason Kokrak,99,22.06,15,68
171,172,172,Troy Merritt,89,22.03,13,59
172,173,173,Daniel Summerhays,51,21.82,12,55
173,174,174,Brandon Harkins,101,21.7,23,106
174,175,175,Andrew Landry,82,21.62,16,74
175,176,176,Rory McIlroy,64,21.28,10,47
176,T177,T177,Jonathan Byrd,70,21.05,12,57
177,T177,T177,Patrick Cantlay,87,21.05,12,57
178,179,179,Russell Henley,77,20.63,13,63
179,180,180,Tommy Fleetwood,73,20.41,10,49
180,181,181,Abraham Ancer,98,20.34,12,59
181,T182,T182,Tony Finau,105,20.0,15,75
182,T182,T182,Martin Laird,73,20.0,14,70
183,T182,T182,Adam Schenk,86,20.0,15,75
184,185,185,Sam Saunders,80,19.3,11,57
185,186,186,Harold Varner III,91,18.92,14,74
186,187,187,Richy Werenski,98,18.75,15,80
187,T188,T188,J.J. Henry,81,18.18,10,55
188,T188,T188,Hudson Swafford,73,18.18,8,44
189,190,190,Charley Hoffman,87,17.91,12,67
190,191,191,Sung Kang,89,17.24,15,87
191,192,192,Tyler Duncan,97,17.07,14,82
192,193,193,Bronson Burgoon,69,14.29,7,49
