,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
70,T67,T67,Francesco Molinari,73,"7' 9""",868.1669999999999,112,82
71,T67,T67,Jonathan Randolph,71,"7' 9""",1322.0,171,64
72,T67,T67,Cameron Smith,85,"7' 9""",1133.833,146,38
73,T67,T67,Tyrone Van Aswegen,101,"7' 9""",1529.6670000000001,198,97
74,T75,T75,Blayne Barber,69,"7' 10""",963.25,123,114
75,T75,T75,Jonathan Byrd,70,"7' 10""",821.1669999999999,105,93
76,T75,T75,Ben Crane,65,"7' 10""",865.9169999999999,111,16
77,T75,T75,Joel Dahmen,93,"7' 10""",1352.75,172,11
78,T75,T75,Whee Kim,93,"7' 10""",1512.5829999999999,194,87
79,T75,T75,Andrew Landry,82,"7' 10""",1526.1670000000001,195,125
80,T75,T75,Sean O'Hair,67,"7' 10""",1272.667,162,110
81,T75,T75,Pat Perez,82,"7' 10""",1084.75,138,155
82,T75,T75,Brandt Snedeker,84,"7' 10""",1263.0,161,57
83,T75,T75,Nick Watney,94,"7' 10""",1584.75,203,153
84,T85,T85,Ricky Barnes,65,"7' 11""",1017.9169999999999,128,115
85,T85,T85,Robert Garrigus,80,"7' 11""",1548.0829999999999,196,129
86,T85,T85,Russell Henley,77,"7' 11""",995.25,126,175
87,T85,T85,David Lingmerth,82,"7' 11""",1470.0829999999999,186,86
88,T85,T85,Xander Schauffele,96,"7' 11""",1523.75,192,104
89,T90,T90,Corey Conners,97,"8' 0""",1461.4170000000001,183,112
90,T90,T90,Tyler Duncan,97,"8' 0""",1528.1670000000001,191,186
91,T90,T90,Bill Haas,76,"8' 0""",1273.5,159,51
92,T90,T90,Troy Merritt,89,"8' 0""",1536.0829999999999,193,107
93,T90,T90,C.T. Pan,104,"8' 0""",1450.25,182,128
94,T90,T90,Sam Ryder,82,"8' 0""",1253.833,157,139
95,T90,T90,Scott Stallings,96,"8' 0""",1536.5829999999999,192,45
96,T90,T90,Kevin Tway,110,"8' 0""",1741.3329999999999,217,132
97,T90,T90,Harold Varner III,91,"8' 0""",1566.6670000000001,196,96
98,T99,T99,Jason Dufner,71,"8' 1""",897.4169999999999,111,94
99,T99,T99,Tommy Fleetwood,73,"8' 1""",1053.083,130,148
100,T99,T99,Martin Flores,92,"8' 1""",1592.6670000000001,198,165
101,T99,T99,J.J. Henry,81,"8' 1""",1107.667,137,171
102,T99,T99,Beau Hossler,104,"8' 1""",1720.4170000000001,212,58
103,T99,T99,Brooks Koepka,64,"8' 1""",1159.083,143,12
104,T99,T99,Kelly Kraft,94,"8' 1""",1539.3329999999999,191,77
105,T99,T99,Matt Kuchar,88,"8' 1""",1159.333,143,9
106,T99,T99,Nicholas Lindheim,77,"8' 1""",1120.25,138,180
107,T99,T99,Rod Pampling,62,"8' 1""",880.75,109,134
108,T99,T99,Kyle Stanley,93,"8' 1""",1241.25,154,169
109,T99,T99,Kevin Streelman,94,"8' 1""",1361.9170000000001,168,43
110,T99,T99,Daniel Summerhays,51,"8' 1""",1103.25,136,167
111,T112,T112,Tom Hoge,101,"8' 2""",1967.4170000000001,242,34
112,T112,T112,Jason Kokrak,99,"8' 2""",1576.0,193,162
113,T112,T112,Danny Lee,88,"8' 2""",1530.5,188,46
114,T112,T112,Marc Leishman,93,"8' 2""",1326.8329999999999,162,75
115,T112,T112,Martin Piller,79,"8' 2""",1720.1670000000001,211,106
116,T112,T112,Ollie Schniederjans,91,"8' 2""",1697.25,208,126
117,T112,T112,Charl Schwartzel,65,"8' 2""",981.4169999999999,120,101
118,T119,T119,Rickie Fowler,74,"8' 3""",1172.833,142,14
119,T119,T119,Brandon Harkins,101,"8' 3""",1756.75,213,146
120,T119,T119,Hideki Matsuyama,75,"8' 3""",1034.333,126,47
121,T119,T119,Gary Woodland,96,"8' 3""",1535.6670000000001,187,173
122,T123,T123,Zecheng Dou,53,"8' 4""",844.0830000000001,101,191
123,T123,T123,Charley Hoffman,87,"8' 4""",1519.75,182,143
124,T123,T123,Billy Hurley III,70,"8' 4""",1261.917,152,164
125,T123,T123,Denny McCarthy,71,"8' 4""",1039.25,125,64
126,T123,T123,Ethan Tracy,72,"8' 4""",1259.917,151,166
127,T123,T123,Cameron Tringale,67,"8' 4""",1020.4169999999999,122,160
128,T123,T123,Steve Wheatcroft,60,"8' 4""",817.3330000000001,98,42
129,T130,T130,Aaron Baddeley,84,"8' 5""",1330.25,158,39
130,T130,T130,Emiliano Grillo,94,"8' 5""",1347.75,160,41
131,T130,T130,Chesson Hadley,103,"8' 5""",1557.25,185,136
132,T130,T130,Keith Mitchell,99,"8' 5""",1627.0829999999999,194,137
133,T130,T130,Ian Poulter,73,"8' 5""",896.0830000000001,106,123
134,T130,T130,Brendan Steele,74,"8' 5""",1220.25,145,187
135,T130,T130,Hudson Swafford,73,"8' 5""",987.5830000000001,117,179
136,T130,T130,Michael Thompson,62,"8' 5""",1077.083,128,148
137,T130,T130,Aaron Wise,90,"8' 5""",1717.5,204,141
138,T139,T139,Zac Blair,64,"8' 6""",1004.3330000000001,118,33
139,T139,T139,Stewart Cink,87,"8' 6""",1417.3329999999999,166,152
140,T139,T139,Cody Gribble,71,"8' 6""",1387.0829999999999,163,183
141,T139,T139,Tom Lovelady,87,"8' 6""",1552.25,183,190
142,T139,T139,Phil Mickelson,90,"8' 6""",1671.4170000000001,197,91
143,T139,T139,Webb Simpson,95,"8' 6""",1672.3329999999999,196,1
144,T145,T145,Matt Atkins,56,"8' 7""",895.0830000000001,104,107
145,T145,T145,Rafa Cabrera Bello,75,"8' 7""",820.0830000000001,96,99
146,T145,T145,Mackenzie Hughes,80,"8' 7""",1444.0,169,177
147,T145,T145,Hunter Mahan,67,"8' 7""",929.1669999999999,108,80
148,T145,T145,J.T. Poston,73,"8' 7""",1381.5,161,111
149,T145,T145,Robert Streb,78,"8' 7""",1247.75,145,184
150,T145,T145,Xinjun Zhang,81,"8' 7""",1163.917,135,95
151,T152,T152,Keegan Bradley,98,"8' 8""",1367.5829999999999,158,131
152,T152,T152,Russell Knox,94,"8' 8""",1184.25,137,70
153,T152,T152,Sam Saunders,80,"8' 8""",1330.75,153,147
154,T155,T155,William McGirt,84,"8' 9""",1409.5829999999999,161,19
155,T155,T155,Seamus Power,86,"8' 9""",1496.3329999999999,171,7
156,T155,T155,Chris Stroud,81,"8' 9""",1353.8329999999999,155,60
157,T155,T155,Peter Uihlein,83,"8' 9""",1398.1670000000001,160,102
158,T159,T159,Chad Campbell,87,"8' 10""",1356.4170000000001,153,71
159,T159,T159,Brice Garnett,99,"8' 10""",1771.6670000000001,201,83
160,T159,T159,Lanto Griffin,80,"8' 10""",1385.0,157,150
161,T159,T159,John Huh,94,"8' 10""",1602.8329999999999,182,100
162,T159,T159,Patton Kizzire,92,"8' 10""",1797.8329999999999,204,160
163,T159,T159,Alex Noren,67,"8' 10""",972.25,110,30
164,T159,T159,Scott Piercy,84,"8' 10""",1117.083,127,145
165,T159,T159,Andrew Putnam,97,"8' 10""",1750.5,198,32
166,T159,T159,Brett Stegmaier,67,"8' 10""",815.1669999999999,92,140
167,T159,T159,Andrew Yun,51,"8' 10""",914.75,104,193
168,T169,T169,Greg Chalmers,56,"8' 11""",1112.0,125,185
169,T169,T169,Kevin Chappell,77,"8' 11""",1378.6670000000001,154,141
170,T169,T169,Bryson DeChambeau,93,"8' 11""",1827.0829999999999,204,63
171,T169,T169,Talor Gooch,78,"8' 11""",1491.9170000000001,168,69
172,T169,T169,Brian Harman,94,"8' 11""",1468.0,165,126
173,T169,T169,Nate Lashley,51,"8' 11""",758.0,85,49
174,T169,T169,Bubba Watson,90,"8' 11""",1507.25,169,135
175,T176,T176,Patrick Cantlay,87,"9' 0""",1535.3329999999999,170,109
176,T176,T176,Harris English,84,"9' 0""",1535.5,171,103
177,T176,T176,Shane Lowry,64,"9' 0""",1131.917,126,181
178,T176,T176,Adam Schenk,86,"9' 0""",1527.4170000000001,169,172
179,T180,T180,Matt Every,79,"9' 1""",1601.6670000000001,177,188
180,T180,T180,Ben Silverman,90,"9' 1""",1519.1670000000001,167,116
181,T180,T180,Nick Taylor,94,"9' 1""",1623.6670000000001,179,29
182,183,183,J.J. Spaun,85,"9' 3""",1275.417,138,150
183,T184,T184,Scott Brown,102,"9' 4""",2091.0,224,170
184,T184,T184,Billy Horschel,86,"9' 4""",1533.75,164,98
185,186,186,James Hahn,85,"9' 5""",1567.0829999999999,167,67
186,T187,T187,Satoshi Kodaira,51,"9' 8""",908.8330000000001,94,192
187,T187,T187,Graeme McDowell,67,"9' 8""",954.6669999999999,99,61
188,T187,T187,Patrick Rodgers,97,"9' 8""",1749.4170000000001,181,119
189,T187,T187,Henrik Stenson,60,"9' 8""",735.75,76,48
190,191,191,Adam Scott,78,"9' 11""",1194.75,120,168
191,192,192,Kyle Thompson,50,"10' 1""",996.75,99,178
192,193,193,Trey Mullinax,75,"10' 3""",1621.5,158,174
