,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
0,1,1,Ryan Moore,78,"6' 0""",903.75,150,4
1,T2,T2,Paul Casey,74,"6' 4""",767.9169999999999,122,50
2,T2,T2,Zach Johnson,94,"6' 4""",896.5830000000001,141,25
3,T4,T4,Jim Furyk,50,"6' 5""",764.8330000000001,119,21
4,T4,T4,Rory McIlroy,64,"6' 5""",933.0,146,17
5,T6,T6,Cameron Percy,56,"6' 6""",614.4169999999999,94,117
6,T6,T6,Tiger Woods,68,"6' 6""",900.8330000000001,139,4
7,T8,T8,Retief Goosen,60,"6' 7""",700.6669999999999,106,124
8,T8,T8,Johnson Wagner,75,"6' 7""",788.5830000000001,120,2
9,10,10,Chris Kirk,108,"6' 8""",1412.5829999999999,211,10
10,T11,T11,Kiradech Aphibarnrat,51,"6' 9""",630.75,93,157
11,T11,T11,David Hearn,66,"6' 9""",745.1669999999999,111,154
12,T11,T11,Louis Oosthuizen,62,"6' 9""",797.75,118,3
13,T14,T14,Branden Grace,67,"6' 10""",809.0,118,105
14,T14,T14,Conrad Shindler,60,"6' 10""",644.9169999999999,94,58
15,16,16,Justin Rose,70,"6' 11""",862.75,125,15
16,T17,T17,Austin Cook,107,"7' 1""",1608.0,227,28
17,T17,T17,Tyrrell Hatton,58,"7' 1""",711.3330000000001,101,21
18,T17,T17,Peter Malnati,87,"7' 1""",1414.3329999999999,199,36
19,T17,T17,"Ted Potter, Jr.",87,"7' 1""",1438.0,204,113
20,T17,T17,Jon Rahm,71,"7' 1""",977.25,138,121
21,T22,T22,Byeong Hun An,86,"7' 2""",1279.667,178,37
22,T22,T22,Lucas Glover,65,"7' 2""",766.25,107,64
23,T22,T22,Adam Hadwin,92,"7' 2""",1098.917,154,85
24,T22,T22,Shawn Stefani,76,"7' 2""",927.0,129,89
25,T22,T22,Vaughn Taylor,83,"7' 2""",942.0,131,62
26,T22,T22,Jimmy Walker,81,"7' 2""",1280.917,179,74
27,T22,T22,Richy Werenski,98,"7' 2""",1267.833,176,138
28,T29,T29,Daniel Berger,81,"7' 3""",1046.417,145,76
29,T29,T29,Ryan Blaum,81,"7' 3""",1265.25,175,158
30,T29,T29,Alex Cejka,77,"7' 3""",1293.833,178,6
31,T29,T29,Roberto Díaz,72,"7' 3""",1017.0,140,87
32,T29,T29,Tony Finau,105,"7' 3""",1371.1670000000001,189,119
33,T29,T29,Jordan Spieth,81,"7' 3""",1143.5,158,31
34,T35,T35,Ryan Armour,109,"7' 4""",1408.25,193,55
35,T35,T35,Wesley Bryan,69,"7' 4""",948.8330000000001,129,53
36,T35,T35,Stephan Jaeger,81,"7' 4""",1156.167,157,133
37,T35,T35,Grayson Murray,72,"7' 4""",1242.833,170,176
38,T35,T35,Jhonattan Vegas,92,"7' 4""",1595.0,217,84
39,T40,T40,Bud Cauley,55,"7' 5""",814.5,110,56
40,T40,T40,Michael Kim,74,"7' 5""",1117.5,150,144
41,T40,T40,Kevin Kisner,89,"7' 5""",1207.167,162,52
42,T40,T40,Martin Laird,73,"7' 5""",908.5830000000001,123,73
43,T40,T40,Jamie Lovemark,92,"7' 5""",1534.6670000000001,208,40
44,T40,T40,Brian Stuard,103,"7' 5""",1366.0829999999999,184,72
45,T46,T46,Jonas Blixt,67,"7' 6""",985.5830000000001,132,130
46,T46,T46,Derek Fathauer,84,"7' 6""",1386.3329999999999,185,163
47,T46,T46,Luke List,98,"7' 6""",1544.4170000000001,206,90
48,T46,T46,Kevin Na,91,"7' 6""",1295.5,172,8
49,T46,T46,D.A. Points,63,"7' 6""",903.25,121,182
50,T46,T46,Patrick Reed,94,"7' 6""",1431.0,191,18
51,T46,T46,Justin Thomas,91,"7' 6""",1256.0,168,24
52,T53,T53,Abraham Ancer,98,"7' 7""",1779.8329999999999,236,20
53,T53,T53,Dominic Bozzelli,65,"7' 7""",1266.333,167,78
54,T53,T53,Jason Day,75,"7' 7""",823.5830000000001,109,25
55,T53,T53,Brian Gay,103,"7' 7""",1574.8329999999999,207,13
56,T53,T53,J.B. Holmes,77,"7' 7""",1458.3329999999999,193,122
57,T53,T53,Dustin Johnson,77,"7' 7""",1211.75,160,23
58,T53,T53,Matt Jones,70,"7' 7""",778.25,103,54
59,T53,T53,Si Woo Kim,108,"7' 7""",1589.5,209,118
60,T53,T53,Rob Oppenheim,74,"7' 7""",1058.917,140,68
61,T53,T53,Ryan Palmer,69,"7' 7""",1035.917,137,159
62,T63,T63,Fabián Gómez,88,"7' 8""",1306.0,170,79
63,T63,T63,Sung Kang,89,"7' 8""",1409.4170000000001,183,189
64,T63,T63,Chez Reavie,93,"7' 8""",1022.0830000000001,134,27
65,T63,T63,Rory Sabbatini,91,"7' 8""",1272.75,166,35
66,T67,T67,Bronson Burgoon,69,"7' 9""",1089.583,140,156
67,T67,T67,Charles Howell III,104,"7' 9""",1237.25,159,44
68,T67,T67,Anirban Lahiri,82,"7' 9""",1345.8329999999999,174,92
69,T67,T67,Ben Martin,64,"7' 9""",1165.25,150,81
