,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
45,T44,T44,Justin Rose,70,"6' 4""",7.285,96,15
46,T44,T44,Kevin Tway,110,"6' 4""",16.73,220,132
47,T48,T48,Keegan Bradley,98,"6' 5""",12.613,164,131
48,T48,T48,Alex Cejka,77,"6' 5""",9.607999999999999,125,6
49,T48,T48,Stewart Cink,87,"6' 5""",9.442,123,152
50,T48,T48,Jason Day,75,"6' 5""",8.508,110,25
51,T48,T48,Dustin Johnson,77,"6' 5""",10.732000000000001,140,23
52,T48,T48,David Lingmerth,82,"6' 5""",12.129000000000001,158,86
53,T48,T48,Patrick Reed,94,"6' 5""",10.362,134,18
54,T55,T55,Ryan Blaum,81,"6' 6""",13.652000000000001,174,158
55,T55,T55,J.J. Henry,81,"6' 6""",10.312000000000001,133,171
56,T55,T55,Grayson Murray,72,"6' 6""",11.015,141,176
57,T55,T55,Ollie Schniederjans,91,"6' 6""",13.6,174,126
58,T55,T55,Adam Scott,78,"6' 6""",9.087,117,168
59,T55,T55,Cameron Smith,85,"6' 6""",12.394,159,38
60,T55,T55,Harold Varner III,91,"6' 6""",12.573,162,96
61,T62,T62,Marc Leishman,93,"6' 7""",14.811,187,75
62,T62,T62,Xander Schauffele,96,"6' 7""",13.884,176,104
63,T62,T62,Chris Stroud,81,"6' 7""",12.184000000000001,154,60
64,T62,T62,Richy Werenski,98,"6' 7""",13.895,177,138
65,T66,T66,Jonathan Byrd,70,"6' 8""",8.354,105,93
66,T66,T66,Paul Casey,74,"6' 8""",11.133,140,50
67,T66,T66,Charley Hoffman,87,"6' 8""",12.743,160,143
68,T66,T66,Ryan Palmer,69,"6' 8""",10.7,134,159
69,T66,T66,Jon Rahm,71,"6' 8""",7.0329999999999995,88,121
70,T66,T66,Nick Taylor,94,"6' 8""",15.584000000000001,194,29
71,T66,T66,Cameron Tringale,67,"6' 8""",8.183,102,160
72,T73,T73,Chad Campbell,87,"6' 9""",11.855,147,71
73,T73,T73,Matt Every,79,"6' 9""",11.54,142,188
74,T73,T73,Brian Gay,103,"6' 9""",19.176,237,13
75,T73,T73,James Hahn,85,"6' 9""",12.485999999999999,155,67
76,T73,T73,Tom Hoge,101,"6' 9""",16.032,197,34
77,T73,T73,Luke List,98,"6' 9""",13.985,173,90
78,T73,T73,Francesco Molinari,73,"6' 9""",11.491,142,82
79,T73,T73,Peter Uihlein,83,"6' 9""",12.446,153,102
80,T81,T81,Dominic Bozzelli,65,"6' 10""",13.767000000000001,167,78
81,T81,T81,Patrick Cantlay,87,"6' 10""",12.237,149,109
82,T81,T81,Brian Harman,94,"6' 10""",14.947000000000001,182,126
83,T81,T81,John Huh,94,"6' 10""",17.522000000000002,213,100
84,T81,T81,Billy Hurley III,70,"6' 10""",11.658,142,164
85,T81,T81,Nicholas Lindheim,77,"6' 10""",10.63,129,180
86,T81,T81,Ben Martin,64,"6' 10""",12.989,159,81
87,T81,T81,Rory McIlroy,64,"6' 10""",7.997000000000001,98,17
88,T81,T81,Phil Mickelson,90,"6' 10""",11.74,144,91
89,T81,T81,Keith Mitchell,99,"6' 10""",16.435,200,137
90,T81,T81,Louis Oosthuizen,62,"6' 10""",6.269,76,3
91,T81,T81,C.T. Pan,104,"6' 10""",14.645999999999999,179,128
92,T81,T81,Ian Poulter,73,"6' 10""",9.814,120,123
93,T81,T81,Jimmy Walker,81,"6' 10""",12.357999999999999,150,74
94,T95,T95,Byeong Hun An,86,"6' 11""",14.98,180,37
95,T95,T95,Bryson DeChambeau,93,"6' 11""",13.8,167,63
96,T95,T95,Jason Dufner,71,"6' 11""",9.78,118,94
97,T95,T95,Martin Flores,92,"6' 11""",12.074000000000002,145,165
98,T95,T95,Kelly Kraft,94,"6' 11""",15.052999999999999,182,77
99,T95,T95,Patrick Rodgers,97,"6' 11""",14.885,180,119
100,T95,T95,Rory Sabbatini,91,"6' 11""",12.698,153,35
101,T95,T95,Brandt Snedeker,84,"6' 11""",12.805,154,57
102,T95,T95,Henrik Stenson,60,"6' 11""",8.025,97,48
103,T95,T95,Johnson Wagner,75,"6' 11""",10.085,122,2
104,T95,T95,Gary Woodland,96,"6' 11""",10.347999999999999,124,173
105,T106,T106,Robert Garrigus,80,"7' 0""",13.345,158,129
106,T106,T106,Billy Horschel,86,"7' 0""",14.547,173,98
107,T106,T106,Charles Howell III,104,"7' 0""",13.681,163,44
108,T106,T106,Peter Malnati,87,"7' 0""",15.985999999999999,191,36
109,T106,T106,Jonathan Randolph,71,"7' 0""",13.342,159,64
110,T111,T111,Kevin Chappell,77,"7' 1""",12.277000000000001,144,141
111,T111,T111,Derek Fathauer,84,"7' 1""",14.96,176,163
112,T111,T111,Talor Gooch,78,"7' 1""",13.547,160,69
113,T111,T111,Branden Grace,67,"7' 1""",8.689,102,105
114,T111,T111,Sung Kang,89,"7' 1""",13.652999999999999,161,189
115,T111,T111,Martin Piller,79,"7' 1""",14.242,168,106
116,T111,T111,Chez Reavie,93,"7' 1""",10.982000000000001,129,27
117,T111,T111,Brian Stuard,103,"7' 1""",14.847000000000001,175,72
118,T111,T111,Xinjun Zhang,81,"7' 1""",11.181,131,95
119,T120,T120,Daniel Berger,81,"7' 2""",13.537,158,76
120,T120,T120,Roberto Díaz,72,"7' 2""",11.693,136,87
121,T120,T120,Mackenzie Hughes,80,"7' 2""",13.208,153,177
122,T120,T120,Kevin Kisner,89,"7' 2""",12.402999999999999,144,52
123,T120,T120,Shane Lowry,64,"7' 2""",9.437000000000001,110,181
124,T120,T120,Denny McCarthy,71,"7' 2""",9.766,114,64
125,T120,T120,Pat Perez,82,"7' 2""",9.315,108,155
126,T120,T120,J.T. Poston,73,"7' 2""",10.592,123,111
127,T120,T120,Conrad Shindler,60,"7' 2""",8.766,102,58
128,T120,T120,Kyle Stanley,93,"7' 2""",10.141,118,169
129,T120,T120,Ethan Tracy,72,"7' 2""",9.851,115,166
130,T131,T131,Austin Cook,107,"7' 3""",18.866,217,28
131,T131,T131,Retief Goosen,60,"7' 3""",8.344,96,124
132,T131,T131,Lanto Griffin,80,"7' 3""",11.415,131,150
133,T131,T131,Michael Kim,74,"7' 3""",12.220999999999998,140,144
134,T131,T131,Seamus Power,86,"7' 3""",14.135,163,7
135,T131,T131,Ben Silverman,90,"7' 3""",16.660999999999998,192,116
136,T131,T131,Scott Stallings,96,"7' 3""",17.781,204,45
137,T131,T131,Hudson Swafford,73,"7' 3""",10.49,120,179
138,T139,T139,Jonas Blixt,67,"7' 4""",12.725999999999999,144,130
139,T139,T139,Chesson Hadley,103,"7' 4""",17.057000000000002,193,136
140,T139,T139,Andrew Landry,82,"7' 4""",13.4,153,125
141,T139,T139,Daniel Summerhays,51,"7' 4""",9.087,103,167
142,T139,T139,Vaughn Taylor,83,"7' 4""",13.402000000000001,152,62
143,T139,T139,Michael Thompson,62,"7' 4""",9.998,114,148
144,T145,T145,Scott Brown,102,"7' 5""",16.512,186,170
145,T145,T145,Rafa Cabrera Bello,75,"7' 5""",9.433,106,99
146,T145,T145,Brandon Harkins,101,"7' 5""",18.077,203,146
147,T145,T145,David Hearn,66,"7' 5""",8.222999999999999,92,154
148,T145,T145,Patton Kizzire,92,"7' 5""",12.517999999999999,141,160
149,T145,T145,Anirban Lahiri,82,"7' 5""",14.337,162,92
150,T145,T145,Graeme McDowell,67,"7' 5""",11.687000000000001,132,61
151,T145,T145,Troy Merritt,89,"7' 5""",15.27,171,107
152,T145,T145,Rod Pampling,62,"7' 5""",10.93,123,134
153,T145,T145,Sam Ryder,82,"7' 5""",11.357999999999999,127,139
154,T145,T145,Adam Schenk,86,"7' 5""",13.32,149,172
155,T145,T145,Tyrone Van Aswegen,101,"7' 5""",17.648,198,97
156,T157,T157,Cody Gribble,71,"7' 6""",13.03,145,183
157,T157,T157,Emiliano Grillo,94,"7' 6""",14.321,160,41
158,T157,T157,Sean O'Hair,67,"7' 6""",10.863,121,110
159,T157,T157,J.J. Spaun,85,"7' 6""",15.735999999999999,174,150
160,T157,T157,Kyle Thompson,50,"7' 6""",7.417000000000001,82,178
161,T157,T157,Bubba Watson,90,"7' 6""",15.639000000000001,173,135
162,T163,T163,Bronson Burgoon,69,"7' 7""",11.505,126,156
163,T163,T163,Adam Hadwin,92,"7' 7""",14.695,162,85
164,T163,T163,Scott Piercy,84,"7' 7""",15.004000000000001,164,145
165,T163,T163,D.A. Points,63,"7' 7""",9.627,106,182
166,T163,T163,Aaron Wise,90,"7' 7""",14.565,160,141
167,T163,T163,Andrew Yun,51,"7' 7""",8.072000000000001,89,193
168,T169,T169,Abraham Ancer,98,"7' 8""",14.864,162,20
169,T169,T169,Corey Conners,97,"7' 8""",13.952,152,112
170,T169,T169,Fabián Gómez,88,"7' 8""",14.507,157,79
171,T169,T169,Alex Noren,67,"7' 8""",12.286,133,30
172,T173,T173,Greg Chalmers,56,"7' 9""",9.908,106,185
173,T173,T173,Whee Kim,93,"7' 9""",13.617,146,87
174,T173,T173,Sam Saunders,80,"7' 9""",17.058,183,147
175,T173,T173,Robert Streb,78,"7' 9""",11.66,126,184
176,T173,T173,Jhonattan Vegas,92,"7' 9""",12.718,137,84
177,T178,T178,Zecheng Dou,53,"7' 11""",7.756,82,191
178,T178,T178,Beau Hossler,104,"7' 11""",20.160999999999998,213,58
179,T178,T178,Steve Wheatcroft,60,"7' 11""",10.809000000000001,114,42
180,T181,T181,Russell Henley,77,"8' 0""",11.234000000000002,117,175
181,T181,T181,Hunter Mahan,67,"8' 0""",11.126,116,80
182,T181,T181,Shawn Stefani,76,"8' 0""",12.615,132,89
183,T184,T184,Ben Crane,65,"8' 1""",10.422,107,16
184,T184,T184,Cameron Percy,56,"8' 1""",7.919,82,117
185,T184,T184,Brendan Steele,74,"8' 1""",11.427999999999999,118,187
186,187,187,Tommy Fleetwood,73,"8' 2""",11.417,116,148
187,T188,T188,Tom Lovelady,87,"8' 3""",15.88,160,190
188,T188,T188,Brett Stegmaier,67,"8' 3""",10.135,102,140
189,190,190,Trey Mullinax,75,"8' 4""",14.035,141,174
190,191,191,Satoshi Kodaira,51,"8' 5""",10.638,105,192
191,192,192,Nick Watney,94,"8' 6""",14.214,139,153
192,193,193,Matt Atkins,56,"8' 7""",12.304,120,107
