,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,Nate Lashley,51,70.27,26,37
1,2,2,Tom Hoge,101,65.82,52,79
2,3,3,Webb Simpson,95,64.56,51,79
3,4,4,Branden Grace,67,64.52,40,62
4,5,5,Alex Cejka,77,64.38,47,73
5,6,6,Rafa Cabrera Bello,75,63.93,39,61
6,7,7,Danny Lee,88,63.49,40,63
7,8,8,Louis Oosthuizen,62,63.41,26,41
8,9,9,Brett Stegmaier,67,63.33,19,30
9,10,10,Seamus Power,86,63.16,48,76
10,11,11,Brooks Koepka,64,62.22,28,45
11,12,12,Aaron Baddeley,84,61.8,55,89
12,13,13,Ian Poulter,73,61.7,29,47
13,14,14,Bud Cauley,55,61.54,24,39
14,15,15,Daniel Summerhays,51,61.02,36,59
15,16,16,Steve Wheatcroft,60,60.98,25,41
16,17,17,Cameron Tringale,67,60.71,34,56
17,18,18,Russell Henley,77,60.32,38,63
18,19,19,Tyrrell Hatton,58,60.0,33,55
19,20,20,Justin Rose,70,59.65,34,57
20,21,21,Brandon Harkins,101,59.49,47,79
21,T22,T22,Daniel Berger,81,59.09,39,66
22,T22,T22,Dominic Bozzelli,65,59.09,52,88
23,24,24,Brian Gay,103,58.82,70,119
24,25,25,Patrick Rodgers,97,58.7,54,92
25,26,26,Rob Oppenheim,74,58.46,38,65
26,27,27,Austin Cook,107,58.42,59,101
27,28,28,Zach Johnson,94,58.11,43,74
28,29,29,Tiger Woods,68,58.06,36,62
29,30,30,Chez Reavie,93,58.0,29,50
30,31,31,J.T. Poston,73,57.97,40,69
31,32,32,Andrew Putnam,97,57.89,44,76
32,33,33,Jonas Blixt,67,57.75,41,71
33,T34,T34,Jordan Spieth,81,57.35,39,68
34,T34,T34,Justin Thomas,91,57.35,39,68
35,T36,T36,Byeong Hun An,86,57.14,44,77
36,T36,T36,John Huh,94,57.14,64,112
37,T36,T36,Ryan Moore,78,57.14,44,77
38,T36,T36,Michael Thompson,62,57.14,32,56
39,T40,T40,Tony Finau,105,56.96,45,79
40,T40,T40,Anirban Lahiri,82,56.96,45,79
41,42,42,Pat Perez,82,56.72,38,67
42,43,43,Beau Hossler,104,56.67,51,90
43,44,44,Dustin Johnson,77,56.36,31,55
44,45,45,Adam Hadwin,92,56.16,41,73
45,46,46,Shane Lowry,64,56.0,28,50
46,47,47,Kevin Kisner,89,55.81,48,86
47,48,48,Alex Noren,67,55.74,34,61
48,49,49,David Lingmerth,82,55.68,49,88
49,T50,T50,Hideki Matsuyama,75,55.56,30,54
50,T50,T50,Kyle Thompson,50,55.56,20,36
51,52,52,Cameron Smith,85,55.42,46,83
52,53,53,Jonathan Randolph,71,55.32,52,94
53,54,54,"Ted Potter, Jr.",87,55.17,48,87
54,55,55,Stewart Cink,87,55.07,38,69
55,56,56,Jason Dufner,71,54.93,39,71
56,57,57,Peter Uihlein,83,54.88,45,82
57,58,58,Russell Knox,94,54.79,40,73
58,59,59,Stephan Jaeger,81,54.76,46,84
59,T60,T60,Rickie Fowler,74,54.55,30,55
60,T60,T60,Luke List,98,54.55,48,88
61,T62,T62,Charley Hoffman,87,54.41,37,68
62,T62,T62,Johnson Wagner,75,54.41,37,68
63,64,64,Bill Haas,76,54.35,50,92
64,65,65,Bryson DeChambeau,93,54.29,38,70
65,66,66,Graeme McDowell,67,54.24,32,59
66,T67,T67,Jason Day,75,53.97,34,63
67,T67,T67,Tommy Fleetwood,73,53.97,34,63
68,69,69,Talor Gooch,78,53.95,41,76
69,70,70,Jamie Lovemark,92,53.76,50,93
70,71,71,J.B. Holmes,77,53.73,36,67
71,72,72,Abraham Ancer,98,53.66,44,82
72,73,73,Peter Malnati,87,53.54,53,99
73,74,74,Brice Garnett,99,53.49,46,86
74,75,75,Adam Schenk,86,53.25,41,77
75,76,76,Zac Blair,64,53.19,25,47
76,77,77,James Hahn,85,53.16,42,79
77,78,78,Chris Kirk,108,53.13,51,96
78,79,79,Nicholas Lindheim,77,53.03,35,66
79,T80,T80,Brian Harman,94,53.01,44,83
80,T80,T80,Brandt Snedeker,84,53.01,44,83
81,82,82,Vaughn Taylor,83,52.94,36,68
82,83,83,Kevin Na,91,52.86,37,70
83,T84,T84,Scott Brown,102,52.73,58,110
84,T84,T84,Francesco Molinari,73,52.73,29,55
85,T86,T86,Michael Kim,74,52.5,42,80
86,T86,T86,Jimmy Walker,81,52.5,42,80
87,88,88,Gary Woodland,96,52.46,32,61
88,89,89,Harris English,84,52.17,48,92
89,90,90,Keegan Bradley,98,52.11,37,71
90,91,91,Brian Stuard,103,52.04,51,98
91,T92,T92,Andrew Landry,82,52.0,39,75
92,T92,T92,Cameron Percy,56,52.0,26,50
93,94,94,Chad Campbell,87,51.9,41,79
94,95,95,Chesson Hadley,103,51.76,44,85
95,T96,T96,Wesley Bryan,69,51.52,34,66
96,T96,T96,Martin Laird,73,51.52,34,66
97,98,98,Ryan Blaum,81,51.39,37,72
98,99,99,Kiradech Aphibarnrat,51,51.35,19,37
99,100,100,Marc Leishman,93,51.32,39,76
100,101,101,J.J. Spaun,85,51.28,40,78
101,102,102,Charl Schwartzel,65,51.02,25,49
102,103,103,William McGirt,84,50.91,56,110
103,104,104,D.A. Points,63,50.82,31,61
104,105,105,Shawn Stefani,76,50.72,35,69
105,106,106,Billy Horschel,86,50.67,38,75
106,T107,T107,Rory Sabbatini,91,50.65,39,77
107,T107,T107,Bubba Watson,90,50.65,39,77
108,109,109,Harold Varner III,91,50.62,41,81
109,110,110,Ryan Armour,109,50.45,56,111
110,T111,T111,Matt Atkins,56,50.0,24,48
111,T111,T111,Patton Kizzire,92,50.0,35,70
112,T111,T111,Jason Kokrak,99,50.0,45,90
113,T111,T111,Rory McIlroy,64,50.0,28,56
114,T111,T111,Xander Schauffele,96,50.0,36,72
115,T111,T111,Chris Stroud,81,50.0,31,62
116,117,117,Tyrone Van Aswegen,101,49.56,56,113
117,118,118,Scott Stallings,96,49.47,47,95
118,119,119,Nick Taylor,94,49.45,45,91
119,120,120,Kevin Tway,110,49.44,44,89
