,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
120,121,121,Matt Kuchar,88,49.4,41,83
121,T122,T122,Joel Dahmen,93,49.35,38,77
122,T122,T122,Lanto Griffin,80,49.35,38,77
123,124,124,Ryan Palmer,69,49.28,34,69
124,125,125,Roberto Díaz,72,49.25,33,67
125,T126,T126,Jonathan Byrd,70,49.09,27,55
126,T126,T126,Martin Piller,79,49.09,54,110
127,T128,T128,Bronson Burgoon,69,49.02,25,51
128,T128,T128,Retief Goosen,60,49.02,25,51
129,130,130,Denny McCarthy,71,48.94,23,47
130,131,131,C.T. Pan,104,48.91,45,92
131,132,132,Robert Streb,78,48.89,44,90
132,133,133,Zecheng Dou,53,48.72,19,39
133,134,134,Patrick Reed,94,48.65,36,74
134,135,135,Kyle Stanley,93,48.53,33,68
135,T136,T136,Ben Crane,65,48.39,30,62
136,T136,T136,Henrik Stenson,60,48.39,15,31
137,138,138,Ollie Schniederjans,91,48.18,53,110
138,139,139,Nick Watney,94,48.0,36,75
139,140,140,Charles Howell III,104,47.96,47,98
140,141,141,Sam Saunders,80,47.95,35,73
141,142,142,Lucas Glover,65,47.92,23,48
142,143,143,Kelly Kraft,94,47.87,45,94
143,144,144,Emiliano Grillo,94,47.83,33,69
144,145,145,Sean O'Hair,67,47.76,32,67
145,146,146,Cody Gribble,71,47.56,39,82
146,147,147,Tyler Duncan,97,47.42,46,97
147,T148,T148,Jim Furyk,50,47.27,26,55
148,T148,T148,Matt Jones,70,47.27,26,55
149,150,150,Derek Fathauer,84,47.13,41,87
150,151,151,Richy Werenski,98,47.06,32,68
151,152,152,Ricky Barnes,65,46.97,31,66
152,T153,T153,Billy Hurley III,70,46.88,30,64
153,T153,T153,Ben Martin,64,46.88,30,64
154,155,155,Si Woo Kim,108,46.75,36,77
155,156,156,Troy Merritt,89,46.67,49,105
156,T157,T157,Corey Conners,97,46.59,41,88
157,T157,T157,Kevin Streelman,94,46.59,41,88
158,159,159,Phil Mickelson,90,46.43,39,84
159,160,160,Blayne Barber,69,46.3,25,54
160,161,161,Fabián Gómez,88,46.25,37,80
161,162,162,Brendan Steele,74,45.28,24,53
162,163,163,Martin Flores,92,45.24,38,84
163,164,164,Xinjun Zhang,81,45.0,27,60
164,T165,T165,Kevin Chappell,77,44.83,26,58
165,T165,T165,Robert Garrigus,80,44.83,26,58
166,167,167,Scott Piercy,84,44.74,34,76
167,T168,T168,Whee Kim,93,44.44,36,81
168,T168,T168,Rod Pampling,62,44.44,28,63
169,T168,T168,Ben Silverman,90,44.44,40,90
170,171,171,Patrick Cantlay,87,44.26,27,61
171,172,172,Satoshi Kodaira,51,44.23,23,52
172,173,173,Conrad Shindler,60,44.12,15,34
173,174,174,Jhonattan Vegas,92,43.48,30,69
174,T175,T175,Keith Mitchell,99,43.33,39,90
175,T175,T175,Grayson Murray,72,43.33,26,60
176,177,177,Mackenzie Hughes,80,43.21,35,81
177,178,178,David Hearn,66,43.18,19,44
178,T179,T179,Matt Every,79,42.86,27,63
179,T179,T179,Adam Scott,78,42.86,27,63
180,181,181,Sung Kang,89,42.7,38,89
181,182,182,Trey Mullinax,75,42.65,29,68
182,183,183,J.J. Henry,81,42.37,25,59
183,184,184,Hudson Swafford,73,41.07,23,56
184,185,185,Paul Casey,74,40.82,20,49
185,186,186,Tom Lovelady,87,40.0,26,65
186,187,187,Ethan Tracy,72,39.62,21,53
187,188,188,Sam Ryder,82,39.58,19,48
188,189,189,Aaron Wise,90,38.37,33,86
189,190,190,Hunter Mahan,67,36.84,21,57
190,191,191,Jon Rahm,71,36.36,16,44
191,192,192,Greg Chalmers,56,35.94,23,64
192,193,193,Andrew Yun,51,33.33,12,36
