,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
0,1,1,Ben Crane,65,75.0,33,44
1,2,2,Matt Kuchar,88,72.0,54,75
2,3,3,Seamus Power,86,71.21,47,66
3,4,4,Justin Rose,70,71.15,37,52
4,5,5,Rickie Fowler,74,70.69,41,58
5,6,6,Tyrrell Hatton,58,69.05,29,42
6,7,7,Jonathan Byrd,70,68.57,24,35
7,8,8,Bill Haas,76,67.8,40,59
8,9,9,Louis Oosthuizen,62,67.16,45,67
9,T10,T10,Rafa Cabrera Bello,75,66.67,26,39
10,T10,T10,Jason Day,75,66.67,42,63
11,T10,T10,Hudson Swafford,73,66.67,22,33
12,13,13,Rory Sabbatini,91,66.02,68,103
13,14,14,Joel Dahmen,93,65.63,42,64
14,15,15,Jimmy Walker,81,65.15,43,66
15,16,16,Webb Simpson,95,64.86,48,74
16,17,17,D.A. Points,63,64.44,29,45
17,18,18,Charles Howell III,104,63.93,39,61
18,19,19,Henrik Stenson,60,63.89,23,36
19,20,20,Whee Kim,93,63.64,49,77
20,21,21,Rob Oppenheim,74,63.27,31,49
21,22,22,Cameron Tringale,67,63.16,24,38
22,23,23,Blayne Barber,69,63.04,29,46
23,24,24,Cameron Smith,85,62.69,42,67
24,T25,T25,Abraham Ancer,98,62.5,50,80
25,T25,T25,Zac Blair,64,62.5,25,40
26,T25,T25,Xander Schauffele,96,62.5,50,80
27,28,28,Emiliano Grillo,94,62.32,43,69
28,29,29,Paul Casey,74,62.16,23,37
29,T30,T30,Ben Martin,64,61.82,34,55
30,T30,T30,Adam Scott,78,61.82,34,55
31,32,32,Billy Hurley III,70,61.7,29,47
32,33,33,Justin Thomas,91,61.54,40,65
33,34,34,Chris Kirk,108,61.46,59,96
34,35,35,Talor Gooch,78,61.4,35,57
35,36,36,Zach Johnson,94,61.02,36,59
36,37,37,Lanto Griffin,80,60.98,25,41
37,T38,T38,Brooks Koepka,64,60.87,28,46
38,T38,T38,Jordan Spieth,81,60.87,28,46
39,40,40,J.B. Holmes,77,60.81,45,74
40,41,41,Phil Mickelson,90,60.66,37,61
41,42,42,Chris Stroud,81,60.29,41,68
42,43,43,Brandt Snedeker,84,60.27,44,73
43,44,44,Kevin Na,91,60.0,36,60
44,45,45,Kyle Thompson,50,59.38,19,32
45,46,46,Peter Malnati,87,59.21,45,76
46,47,47,Matt Jones,70,59.09,26,44
47,T48,T48,Jon Rahm,71,58.97,23,39
48,T48,T48,Brendan Steele,74,58.97,23,39
49,50,50,Danny Lee,88,58.75,47,80
50,51,51,Ollie Schniederjans,91,58.23,46,79
51,52,52,Aaron Baddeley,84,58.21,39,67
52,T53,T53,Jonas Blixt,67,57.89,22,38
53,T53,T53,Alex Noren,67,57.89,22,38
54,55,55,Sung Kang,89,57.81,37,64
55,56,56,Si Woo Kim,108,57.78,52,90
56,57,57,Cameron Percy,56,57.69,15,26
57,58,58,Greg Chalmers,56,57.41,31,54
58,59,59,Bud Cauley,55,57.14,28,49
59,60,60,Beau Hossler,104,56.98,49,86
60,61,61,Troy Merritt,89,56.76,42,74
61,62,62,Ben Silverman,90,56.72,38,67
62,63,63,Jhonattan Vegas,92,56.45,35,62
63,64,64,Alex Cejka,77,56.36,31,55
64,65,65,Brian Gay,103,56.25,45,80
65,66,66,Austin Cook,107,56.16,41,73
66,T67,T67,Charl Schwartzel,65,56.0,28,50
67,T67,T67,Nick Taylor,94,56.0,28,50
68,69,69,Sam Saunders,80,55.95,47,84
69,70,70,Tommy Fleetwood,73,55.93,33,59
70,71,71,Hideki Matsuyama,75,55.81,24,43
71,72,72,Ian Poulter,73,55.74,34,61
72,73,73,Graeme McDowell,67,55.56,25,45
73,74,74,Jamie Lovemark,92,55.42,46,83
74,75,75,William McGirt,84,55.36,31,56
75,T76,T76,Patrick Cantlay,87,55.17,32,58
76,T76,T76,Xinjun Zhang,81,55.17,32,58
77,T78,T78,Chad Campbell,87,55.07,38,69
78,T78,T78,John Huh,94,55.07,38,69
79,80,80,Russell Knox,94,55.0,33,60
80,81,81,Dominic Bozzelli,65,54.84,34,62
81,82,82,Tiger Woods,68,54.72,29,53
82,83,83,Brandon Harkins,101,54.43,43,79
83,84,84,Anirban Lahiri,82,54.32,44,81
84,85,85,Ricky Barnes,65,54.29,19,35
85,86,86,Luke List,98,54.22,45,83
86,87,87,Keith Mitchell,99,54.17,39,72
87,88,88,Adam Hadwin,92,54.1,33,61
88,T89,T89,Matt Atkins,56,54.05,20,37
89,T89,T89,Martin Piller,79,54.05,40,74
90,T89,T89,Scott Stallings,96,54.05,40,74
91,92,92,Vaughn Taylor,83,53.85,35,65
92,93,93,Kevin Streelman,94,53.75,43,80
93,94,94,Hunter Mahan,67,53.66,22,41
94,T95,T95,Wesley Bryan,69,53.57,30,56
95,T95,T95,Fabián Gómez,88,53.57,30,56
96,T95,T95,J.T. Poston,73,53.57,30,56
97,98,98,Sean O'Hair,67,53.52,38,71
98,99,99,Daniel Summerhays,51,53.49,23,43
99,T100,T100,Billy Horschel,86,53.45,31,58
100,T100,T100,Ryan Moore,78,53.45,31,58
101,102,102,Johnson Wagner,75,53.33,16,30
102,103,103,Jim Furyk,50,53.19,25,47
103,T104,T104,Derek Fathauer,84,53.13,34,64
104,T104,T104,Patrick Reed,94,53.13,34,64
105,106,106,"Ted Potter, Jr.",87,53.09,43,81
106,107,107,Jason Dufner,71,52.94,27,51
107,108,108,Dustin Johnson,77,52.73,29,55
108,109,109,Cody Gribble,71,52.54,31,59
109,110,110,Steve Wheatcroft,60,52.5,21,40
110,111,111,Bryson DeChambeau,93,52.38,33,63
111,112,112,Aaron Wise,90,52.31,34,65
112,113,113,Francesco Molinari,73,52.17,24,46
113,114,114,James Hahn,85,52.0,26,50
114,115,115,Patrick Rodgers,97,51.39,37,72
115,116,116,Denny McCarthy,71,51.28,20,39
116,117,117,Ryan Armour,109,51.22,42,82
117,118,118,Stewart Cink,87,51.06,24,47
118,119,119,Lucas Glover,65,50.94,27,53
119,120,120,Trey Mullinax,75,50.85,30,59
120,T121,T121,Tom Lovelady,87,50.7,36,71
121,T121,T121,Tyrone Van Aswegen,101,50.7,36,71
122,T123,T123,Corey Conners,97,50.0,30,60
123,T123,T123,Zecheng Dou,53,50.0,17,34
124,T123,T123,Harris English,84,50.0,33,66
125,T123,T123,Chesson Hadley,103,50.0,33,66
126,T123,T123,Brian Harman,94,50.0,27,54
127,T123,T123,David Lingmerth,82,50.0,31,62
128,T123,T123,Rod Pampling,62,50.0,30,60
129,T123,T123,Jonathan Randolph,71,50.0,31,62
130,T123,T123,Kyle Stanley,93,50.0,34,68
131,T123,T123,Michael Thompson,62,50.0,19,38
132,133,133,Charley Hoffman,87,49.35,38,77
133,134,134,Ryan Palmer,69,49.25,33,67
134,135,135,Gary Woodland,96,48.75,39,80
135,136,136,Tony Finau,105,48.65,36,74
136,T137,T137,Marc Leishman,93,48.53,33,68
137,T137,T137,Brian Stuard,103,48.53,33,68
138,139,139,Adam Schenk,86,48.21,27,56
139,T140,T140,Daniel Berger,81,48.15,26,54
140,T140,T140,Peter Uihlein,83,48.15,26,54
141,142,142,Mackenzie Hughes,80,48.08,25,52
142,143,143,Nate Lashley,51,48.0,12,25
143,144,144,Matt Every,79,47.95,35,73
144,T145,T145,Branden Grace,67,47.83,22,46
145,T145,T145,Kelly Kraft,94,47.83,33,69
146,T147,T147,Byeong Hun An,86,47.69,31,65
147,T147,T147,Andrew Landry,82,47.69,31,65
148,149,149,Keegan Bradley,98,47.67,41,86
149,150,150,Shawn Stefani,76,47.37,27,57
150,151,151,Martin Laird,73,46.51,20,43
151,152,152,Sam Ryder,82,46.43,26,56
152,153,153,Roberto Díaz,72,46.15,30,65
153,154,154,Michael Kim,74,46.0,23,50
154,155,155,Kevin Tway,110,45.88,39,85
155,156,156,Grayson Murray,72,45.83,33,72
156,157,157,Nicholas Lindheim,77,45.71,16,35
157,158,158,C.T. Pan,104,45.16,28,62
158,159,159,Russell Henley,77,44.9,22,49
159,T160,T160,Robert Garrigus,80,44.44,28,63
160,T160,T160,Patton Kizzire,92,44.44,24,54
161,T160,T160,Rory McIlroy,64,44.44,20,45
162,163,163,Nick Watney,94,44.3,35,79
163,T164,T164,Harold Varner III,91,44.12,30,68
164,T164,T164,Richy Werenski,98,44.12,30,68
165,166,166,Jason Kokrak,99,43.75,35,80
166,167,167,Shane Lowry,64,43.59,17,39
167,168,168,Bronson Burgoon,69,43.48,20,46
168,T169,T169,Tom Hoge,101,43.33,39,90
169,T169,T169,Andrew Putnam,97,43.33,26,60
170,T171,T171,Kiradech Aphibarnrat,51,42.86,18,42
171,T171,T171,David Hearn,66,42.86,18,42
172,T171,T171,Scott Piercy,84,42.86,24,56
173,174,174,Brice Garnett,99,42.65,29,68
174,175,175,Pat Perez,82,42.22,19,45
175,176,176,Robert Streb,78,42.0,21,50
176,177,177,Brett Stegmaier,67,41.67,10,24
177,T178,T178,Retief Goosen,60,41.38,12,29
178,T178,T178,Chez Reavie,93,41.38,24,58
179,180,180,Kevin Chappell,77,41.07,23,56
180,181,181,J.J. Henry,81,40.91,18,44
181,182,182,Stephan Jaeger,81,40.35,23,57
182,183,183,J.J. Spaun,85,40.32,25,62
183,184,184,Conrad Shindler,60,40.0,16,40
184,185,185,Kevin Kisner,89,39.58,19,48
185,186,186,Ethan Tracy,72,39.53,17,43
186,187,187,Scott Brown,102,39.44,28,71
187,188,188,Martin Flores,92,39.13,27,69
188,189,189,Ryan Blaum,81,39.06,25,64
189,190,190,Andrew Yun,51,38.71,12,31
190,191,191,Bubba Watson,90,38.18,21,55
191,192,192,Tyler Duncan,97,35.09,20,57
192,193,193,Satoshi Kodaira,51,34.15,14,41
