,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,1,Greg Chalmers,56,97.44,38,39
1,2,2,Branden Grace,67,96.3,52,54
2,3,3,Ben Crane,65,95.56,43,45
3,4,4,Chris Stroud,81,93.51,72,77
4,5,5,Russell Knox,94,93.33,70,75
5,6,6,Phil Mickelson,90,92.93,92,99
6,7,7,Kiradech Aphibarnrat,51,92.59,50,54
7,8,8,Johnson Wagner,75,92.11,70,76
8,9,9,Matt Jones,70,92.0,46,50
9,10,10,Chesson Hadley,103,91.87,113,123
10,11,11,Martin Piller,79,91.25,73,80
11,12,12,Ben Martin,64,90.91,70,77
12,13,13,Kevin Kisner,89,90.79,69,76
13,T14,T14,Bronson Burgoon,69,90.67,68,75
14,T14,T14,Rickie Fowler,74,90.67,68,75
15,T16,T16,Ian Poulter,73,90.63,58,64
16,T16,T16,Conrad Shindler,60,90.63,58,64
17,18,18,Patrick Reed,94,90.32,84,93
18,T19,T19,Bud Cauley,55,90.0,45,50
19,T19,T19,Cody Gribble,71,90.0,54,60
20,21,21,Billy Horschel,86,89.86,62,69
21,22,22,Chez Reavie,93,89.74,70,78
22,T23,T23,Lucas Glover,65,89.47,51,57
23,T23,T23,Matt Kuchar,88,89.47,68,76
24,T25,T25,Kevin Na,91,89.36,84,94
25,T25,T25,Justin Thomas,91,89.36,84,94
26,27,27,Chris Kirk,108,89.34,109,122
27,28,28,Martin Laird,73,89.33,67,75
28,29,29,Brice Garnett,99,89.11,90,101
29,30,30,Ricky Barnes,65,89.09,49,55
30,31,31,Rory McIlroy,64,89.04,65,73
31,32,32,Webb Simpson,95,88.89,80,90
32,33,33,Peter Malnati,87,88.78,87,98
33,34,34,Dustin Johnson,77,88.73,63,71
34,35,35,Tyrrell Hatton,58,88.68,47,53
35,36,36,Dominic Bozzelli,65,88.57,62,70
36,37,37,Jonathan Byrd,70,88.46,46,52
37,T38,T38,Whee Kim,93,88.42,84,95
38,T38,T38,Cameron Smith,85,88.42,84,95
39,40,40,Emiliano Grillo,94,88.17,82,93
40,41,41,Bill Haas,76,88.06,59,67
41,42,42,Adam Hadwin,92,87.95,73,83
42,43,43,Marc Leishman,93,87.88,87,99
43,44,44,Jason Day,75,87.8,36,41
44,45,45,Corey Conners,97,87.76,86,98
45,T46,T46,J.T. Poston,73,87.69,57,65
46,T46,T46,Shawn Stefani,76,87.69,57,65
47,T46,T46,Tiger Woods,68,87.69,57,65
48,T49,T49,Patton Kizzire,92,87.5,77,88
49,T49,T49,D.A. Points,63,87.5,56,64
50,T49,T49,Jhonattan Vegas,92,87.5,70,80
51,52,52,Jamie Lovemark,92,87.21,75,86
52,53,53,Si Woo Kim,108,87.18,102,117
53,54,54,Peter Uihlein,83,87.1,54,62
54,55,55,Andrew Putnam,97,87.06,74,85
55,56,56,Graeme McDowell,67,87.04,47,54
56,T57,T57,Wesley Bryan,69,86.96,60,69
57,T57,T57,Jonathan Randolph,71,86.96,60,69
58,59,59,Justin Rose,70,86.89,53,61
59,T60,T60,Zach Johnson,94,86.67,78,90
60,T60,T60,Jon Rahm,71,86.67,52,60
61,T62,T62,Roberto Díaz,72,86.59,71,82
62,T62,T62,Joel Dahmen,93,86.59,71,82
63,64,64,Byeong Hun An,86,86.52,77,89
64,65,65,Charley Hoffman,87,86.46,83,96
65,66,66,Nick Taylor,94,86.42,70,81
66,T67,T67,Martin Flores,92,86.3,63,73
67,T67,T67,Sam Saunders,80,86.3,63,73
68,69,69,Steve Wheatcroft,60,86.27,44,51
69,70,70,Brian Gay,103,86.24,94,109
70,71,71,Keegan Bradley,98,86.21,100,116
71,72,72,Harris English,84,86.11,62,72
72,T73,T73,Matt Atkins,56,86.0,43,50
73,T73,T73,Brian Stuard,103,86.0,86,100
74,75,75,Robert Streb,78,85.96,49,57
75,T76,T76,Zac Blair,64,85.94,55,64
76,T76,T76,Hunter Mahan,67,85.94,55,64
77,78,78,Sean O'Hair,67,85.9,67,78
78,79,79,Ollie Schniederjans,91,85.85,91,106
79,80,80,Jimmy Walker,81,85.58,89,104
80,81,81,Beau Hossler,104,85.56,77,90
81,82,82,Jason Dufner,71,85.51,59,69
82,83,83,Retief Goosen,60,85.42,41,48
83,84,84,Austin Cook,107,85.37,105,123
84,85,85,Xinjun Zhang,81,85.29,58,68
85,86,86,Brandt Snedeker,84,85.19,69,81
86,87,87,Tony Finau,105,85.15,86,101
87,88,88,Grayson Murray,72,85.11,80,94
88,89,89,Michael Kim,74,85.07,57,67
89,90,90,Francesco Molinari,73,85.0,51,60
90,91,91,William McGirt,84,84.88,73,86
91,T92,T92,Daniel Berger,81,84.72,61,72
92,T92,T92,Stephan Jaeger,81,84.72,61,72
93,T94,T94,Charles Howell III,104,84.69,83,98
94,T94,T94,Luke List,98,84.69,83,98
95,96,96,Kevin Tway,110,84.68,94,111
96,T97,T97,Alex Cejka,77,84.62,77,91
97,T97,T97,Brooks Koepka,64,84.62,66,78
98,T97,T97,Alex Noren,67,84.62,44,52
99,100,100,Jim Furyk,50,84.44,38,45
100,101,101,C.T. Pan,104,84.34,70,83
101,102,102,Ryan Armour,109,84.3,102,121
102,103,103,Paul Casey,74,84.06,58,69
103,104,104,Robert Garrigus,80,83.93,94,112
104,105,105,Bubba Watson,90,83.84,83,99
105,106,106,Sam Ryder,82,83.75,67,80
106,107,107,James Hahn,85,83.72,72,86
107,108,108,Stewart Cink,87,83.54,66,79
108,109,109,Harold Varner III,91,83.52,76,91
109,T110,T110,Derek Fathauer,84,83.51,81,97
110,T110,T110,Tyrone Van Aswegen,101,83.51,81,97
111,112,112,Kevin Chappell,77,83.33,70,84
112,113,113,Tom Hoge,101,83.21,114,137
113,114,114,Trey Mullinax,75,83.08,54,65
114,115,115,Nicholas Lindheim,77,83.05,49,59
115,116,116,Brett Stegmaier,67,82.98,39,47
116,117,117,Xander Schauffele,96,82.95,73,88
117,118,118,Chad Campbell,87,82.93,68,82
118,119,119,J.J. Henry,81,82.86,58,70
119,120,120,Hudson Swafford,73,82.76,48,58
120,121,121,Hideki Matsuyama,75,82.54,52,63
121,122,122,David Lingmerth,82,82.47,80,97
122,123,123,Louis Oosthuizen,62,82.35,56,68
123,124,124,Jonas Blixt,67,82.09,55,67
