,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
124,T125,T125,Matt Every,79,82.05,64,78
125,T125,T125,Danny Lee,88,82.05,96,117
126,T127,T127,Mackenzie Hughes,80,81.82,63,77
127,T127,T127,Denny McCarthy,71,81.82,45,55
128,129,129,Fabián Gómez,88,81.52,75,92
129,T130,T130,Russell Henley,77,81.25,52,64
130,T130,T130,Seamus Power,86,81.25,65,80
131,132,132,Rory Sabbatini,91,81.19,82,101
132,133,133,Scott Piercy,84,81.08,60,74
133,134,134,Andrew Landry,82,81.03,94,116
134,135,135,Nate Lashley,51,80.95,34,42
135,136,136,Gary Woodland,96,80.9,72,89
136,137,137,Rafa Cabrera Bello,75,80.85,38,47
137,138,138,Scott Stallings,96,80.7,92,114
138,T139,T139,Aaron Baddeley,84,80.68,71,88
139,T139,T139,Vaughn Taylor,83,80.68,71,88
140,141,141,"Ted Potter, Jr.",87,80.67,96,119
141,T142,T142,Patrick Cantlay,87,80.65,75,93
142,T142,T142,Keith Mitchell,99,80.65,75,93
143,T142,T142,Adam Scott,78,80.65,50,62
144,145,145,Blayne Barber,69,80.56,58,72
145,146,146,Ryan Moore,78,80.49,66,82
146,147,147,Sung Kang,89,80.46,70,87
147,148,148,Charl Schwartzel,65,80.36,45,56
148,149,149,Anirban Lahiri,82,80.25,65,81
149,T150,T150,Ryan Palmer,69,80.23,69,86
150,T150,T150,Kyle Stanley,93,80.23,69,86
151,152,152,Abraham Ancer,98,80.16,101,126
152,T153,T153,Ryan Blaum,81,80.0,68,85
153,T153,T153,Tommy Fleetwood,73,80.0,48,60
154,T153,T153,Kevin Streelman,94,80.0,76,95
155,T153,T153,Aaron Wise,90,80.0,76,95
156,T157,T157,Billy Hurley III,70,79.71,55,69
157,T157,T157,Rob Oppenheim,74,79.71,55,69
158,159,159,Zecheng Dou,53,79.63,43,54
159,160,160,Troy Merritt,89,79.59,78,98
160,161,161,Jordan Spieth,81,79.52,66,83
161,162,162,Patrick Rodgers,97,79.49,62,78
162,163,163,Satoshi Kodaira,51,79.37,50,63
163,164,164,Tyler Duncan,97,79.31,69,87
164,165,165,Kelly Kraft,94,79.13,91,115
165,T166,T166,John Huh,94,79.07,68,86
166,T166,T166,Daniel Summerhays,51,79.07,34,43
167,168,168,J.J. Spaun,85,79.01,64,81
168,169,169,Cameron Tringale,67,78.72,37,47
169,170,170,Richy Werenski,98,78.57,66,84
170,171,171,Pat Perez,82,78.46,51,65
171,172,172,Bryson DeChambeau,93,78.13,75,96
172,T173,T173,Jason Kokrak,99,77.78,91,117
173,T173,T173,Ben Silverman,90,77.78,91,117
174,T173,T173,Henrik Stenson,60,77.78,42,54
175,176,176,Shane Lowry,64,77.61,52,67
176,T177,T177,Brandon Harkins,101,76.92,90,117
177,T177,T177,Tom Lovelady,87,76.92,60,78
178,T177,T177,Nick Watney,94,76.92,70,91
179,180,180,Brian Harman,94,76.84,73,95
180,181,181,Cameron Percy,56,76.6,36,47
181,T182,T182,Brendan Steele,74,76.47,52,68
182,T182,T182,Michael Thompson,62,76.47,39,51
183,184,184,David Hearn,66,76.27,45,59
184,185,185,Andrew Yun,51,75.61,31,41
185,186,186,Adam Schenk,86,75.38,49,65
186,187,187,J.B. Holmes,77,75.28,67,89
187,T188,T188,Scott Brown,102,75.0,75,100
188,T188,T188,Lanto Griffin,80,75.0,51,68
189,190,190,Talor Gooch,78,74.26,75,101
190,191,191,Ethan Tracy,72,72.0,54,75
191,T192,T192,Rod Pampling,62,71.43,35,49
192,T192,T192,Kyle Thompson,50,71.43,35,49
