,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
0,1,1,Aaron Baddeley,84,0.595,41.617,70
1,2,2,Patrick Reed,94,0.545,34.343,63
2,3,3,Jamie Lovemark,92,0.519,40.475,78
3,4,4,Alex Cejka,77,0.495,29.7,60
4,5,5,Jason Day,75,0.479,23.487,49
5,6,6,Justin Rose,70,0.45,23.868000000000002,53
6,7,7,Zach Johnson,94,0.425,30.633000000000003,72
7,8,8,Louis Oosthuizen,62,0.408,18.778,46
8,9,9,Wesley Bryan,69,0.40700000000000003,20.758000000000003,51
9,10,10,Zac Blair,64,0.39399999999999996,18.112000000000002,46
10,11,11,Tiger Woods,68,0.385,22.732,59
11,12,12,Kevin Na,91,0.373,26.099,70
12,13,13,Webb Simpson,95,0.37,30.005,81
13,14,14,Bill Haas,76,0.368,24.267,66
14,15,15,Luke List,98,0.349,27.203000000000003,78
15,16,16,Jonathan Byrd,70,0.33899999999999997,16.249000000000002,48
16,17,17,Francesco Molinari,73,0.327,18.614,57
17,18,18,Rory McIlroy,64,0.322,16.419,51
18,19,19,Brandt Snedeker,84,0.318,23.537,74
19,20,20,Justin Thomas,91,0.311,21.127,68
20,21,21,Tommy Fleetwood,73,0.29600000000000004,15.981,54
21,22,22,Marc Leishman,93,0.292,21.35,73
22,23,23,Si Woo Kim,108,0.29100000000000004,22.694000000000003,78
23,24,24,Ryan Moore,78,0.273,18.042,66
24,25,25,Adam Hadwin,92,0.267,17.621,66
25,26,26,Ricky Barnes,65,0.257,11.565,45
26,27,27,Peter Malnati,87,0.255,19.125,75
27,28,28,Brian Gay,103,0.253,23.285999999999998,92
28,29,29,Tyrrell Hatton,58,0.252,10.59,42
29,30,30,Ollie Schniederjans,91,0.25,19.215999999999998,77
30,31,31,Rickie Fowler,74,0.242,14.783,61
31,32,32,Bud Cauley,55,0.239,9.785,41
32,33,33,Dustin Johnson,77,0.23800000000000002,14.784,62
33,34,34,Jim Furyk,50,0.235,10.81,46
34,35,35,Rory Sabbatini,91,0.23399999999999999,17.546,75
35,36,36,Johnson Wagner,75,0.226,12.456,55
36,37,37,Tony Finau,105,0.222,17.965999999999998,81
37,38,38,Cameron Smith,85,0.218,13.306,61
38,39,39,Matt Kuchar,88,0.21100000000000002,13.725999999999999,65
39,40,40,Cameron Percy,56,0.21,8.615,41
40,41,41,Martin Laird,73,0.209,12.751,61
41,42,42,Jonas Blixt,67,0.196,9.412,48
42,T43,T43,Ryan Armour,109,0.19399999999999998,18.623,96
43,T43,T43,William McGirt,84,0.19399999999999998,14.532,75
44,45,45,Matt Jones,70,0.192,9.017999999999999,47
45,46,46,Chris Kirk,108,0.19,18.204,96
46,T47,T47,Andrew Putnam,97,0.187,14.377,77
47,T47,T47,Tyrone Van Aswegen,101,0.187,15.542,83
48,T49,T49,Ben Crane,65,0.184,8.46,46
49,T49,T49,Jordan Spieth,81,0.184,12.114,66
50,51,51,Austin Cook,107,0.179,16.463,92
51,52,52,Jon Rahm,71,0.17600000000000002,8.97,51
52,53,53,Stephan Jaeger,81,0.175,11.049000000000001,63
53,54,54,Byeong Hun An,86,0.16699999999999998,12.222000000000001,73
54,55,55,Jimmy Walker,81,0.166,10.954,66
55,56,56,Brooks Koepka,64,0.162,8.761000000000001,54
56,57,57,Peter Uihlein,83,0.156,10.148,65
57,58,58,Russell Knox,94,0.149,11.036,74
58,59,59,Patrick Cantlay,87,0.146,9.77,67
59,60,60,Hideki Matsuyama,75,0.14300000000000002,8.15,57
60,61,61,Billy Hurley III,70,0.139,7.931,57
61,62,62,Kiradech Aphibarnrat,51,0.135,4.588,34
62,63,63,Dominic Bozzelli,65,0.133,8.095,61
63,T64,T64,Branden Grace,67,0.125,5.505,44
