,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
64,T64,T64,Adam Scott,78,0.125,7.52,60
65,66,66,Anirban Lahiri,82,0.12,8.052999999999999,67
66,67,67,Harris English,84,0.111,7.539,68
67,68,68,Paul Casey,74,0.109,5.327999999999999,49
68,69,69,"Ted Potter, Jr.",87,0.105,8.061,77
69,70,70,Scott Piercy,84,0.09699999999999999,6.612,68
70,71,71,Rafa Cabrera Bello,75,0.096,4.603,48
71,72,72,Charles Howell III,104,0.095,7.3839999999999995,78
72,73,73,Phil Mickelson,90,0.091,6.359,70
73,74,74,Cameron Tringale,67,0.08800000000000001,4.506,51
74,75,75,Robert Streb,78,0.084,5.066,60
75,76,76,Nate Lashley,51,0.08,2.807,35
76,77,77,Richy Werenski,98,0.077,5.718999999999999,74
77,78,78,Bryson DeChambeau,93,0.07,5.426,78
78,79,79,C.T. Pan,104,0.063,5.141,82
79,80,80,Stewart Cink,87,0.055,3.661,67
80,81,81,Talor Gooch,78,0.053,3.292,62
81,T82,T82,Danny Lee,88,0.051,3.557,70
82,T82,T82,D.A. Points,63,0.051,2.465,48
83,T82,T82,Ian Poulter,73,0.051,2.537,50
84,T85,T85,Rob Oppenheim,74,0.05,2.679,54
85,T85,T85,Michael Thompson,62,0.05,2.8089999999999997,56
86,87,87,Graeme McDowell,67,0.049,2.239,46
87,88,88,Aaron Wise,90,0.042,3.339,80
88,89,89,Pat Perez,82,0.037000000000000005,1.901,51
89,90,90,Patrick Rodgers,97,0.034,2.497,73
90,91,91,J.B. Holmes,77,0.032,2.156,68
91,92,92,James Hahn,85,0.027999999999999997,1.921,69
92,T93,T93,Keegan Bradley,98,0.026000000000000002,2.04,80
93,T93,T93,Brian Stuard,103,0.026000000000000002,2.3,88
94,95,95,Chad Campbell,87,0.023,1.521,67
95,96,96,Harold Varner III,91,0.021,1.59,74
96,97,97,Nick Taylor,94,0.017,1.2819999999999998,74
97,98,98,Kevin Streelman,94,0.013999999999999999,1.166,82
98,T99,T99,Beau Hossler,104,0.013000000000000001,1.172,90
99,T99,T99,Shawn Stefani,76,0.013000000000000001,0.809,60
100,101,101,Ryan Blaum,81,0.005,0.37,72
101,102,102,Vaughn Taylor,83,-0.002,-0.114,70
102,103,103,Seamus Power,86,-0.003,-0.215,66
103,104,104,Joel Dahmen,93,-0.004,-0.316,71
104,105,105,J.T. Poston,73,-0.005,-0.266,57
105,106,106,Lucas Glover,65,-0.008,-0.374,46
106,107,107,Kyle Thompson,50,-0.013999999999999999,-0.501,36
107,108,108,Grayson Murray,72,-0.015,-0.866,59
108,109,109,Denny McCarthy,71,-0.019,-0.9209999999999999,49
109,110,110,Abraham Ancer,98,-0.022000000000000002,-1.8459999999999999,83
110,111,111,Scott Stallings,96,-0.025,-1.974,80
111,112,112,Kevin Tway,110,-0.026000000000000002,-2.332,90
112,T113,T113,Matt Atkins,56,-0.027000000000000003,-1.08,40
113,T113,T113,Michael Kim,74,-0.027000000000000003,-1.473,54
114,T113,T113,Xander Schauffele,96,-0.027000000000000003,-1.973,72
115,T113,T113,Kyle Stanley,93,-0.027000000000000003,-1.797,67
116,T113,T113,Henrik Stenson,60,-0.027000000000000003,-1.195,44
117,118,118,Alex Noren,67,-0.028999999999999998,-1.413,49
118,119,119,Fabián Gómez,88,-0.03,-2.097,71
119,120,120,John Huh,94,-0.047,-3.819,82
120,121,121,Derek Fathauer,84,-0.048,-3.233,68
121,T122,T122,Nicholas Lindheim,77,-0.052000000000000005,-3.065,59
122,T122,T122,Shane Lowry,64,-0.052000000000000005,-2.665,51
123,124,124,Chris Stroud,81,-0.057999999999999996,-3.3789999999999996,58
124,125,125,Charley Hoffman,87,-0.071,-4.856,68
125,T126,T126,Blayne Barber,69,-0.073,-4.401,60
126,T126,T126,Charl Schwartzel,65,-0.073,-3.056,42
127,128,128,Tom Hoge,101,-0.079,-6.553999999999999,83
128,129,129,David Lingmerth,82,-0.081,-5.571000000000001,69
129,130,130,Retief Goosen,60,-0.083,-3.3169999999999997,40
130,131,131,Lanto Griffin,80,-0.084,-5.042,60
131,132,132,Adam Schenk,86,-0.091,-5.984,66
132,T133,T133,Troy Merritt,89,-0.092,-6.697,73
133,T133,T133,Keith Mitchell,99,-0.092,-7.612,83
134,T135,T135,Brian Harman,94,-0.096,-6.902,72
135,T135,T135,Ben Martin,64,-0.096,-5.461,57
136,137,137,Martin Flores,92,-0.098,-7.057,72
137,138,138,Sam Ryder,82,-0.099,-6.934,70
138,139,139,Jason Kokrak,99,-0.10099999999999999,-8.87,88
139,140,140,Chesson Hadley,103,-0.102,-9.075,89
140,141,141,Cody Gribble,71,-0.111,-6.01,54
141,142,142,David Hearn,66,-0.113,-5.653,50
142,143,143,Kevin Kisner,89,-0.11800000000000001,-7.645,65
143,T144,T144,Emiliano Grillo,94,-0.122,-8.919,73
144,T144,T144,Mackenzie Hughes,80,-0.122,-8.31,68
145,T146,T146,Brandon Harkins,101,-0.124,-10.578,85
146,T146,T146,Jhonattan Vegas,92,-0.124,-7.904,64
147,148,148,Kelly Kraft,94,-0.126,-9.327,74
148,149,149,Ben Silverman,90,-0.128,-9.701,76
149,150,150,Chez Reavie,93,-0.13699999999999998,-8.242,60
150,T151,T151,J.J. Henry,81,-0.138,-8.668,63
151,T151,T151,Sam Saunders,80,-0.138,-9.219,67
152,153,153,Daniel Berger,81,-0.145,-8.987,62
153,154,154,Whee Kim,93,-0.146,-10.663,73
154,155,155,Patton Kizzire,92,-0.15,-11.715,78
155,156,156,Andrew Landry,82,-0.152,-11.075,73
156,157,157,Rod Pampling,62,-0.163,-7.317,45
157,158,158,Sean O'Hair,67,-0.16399999999999998,-9.357999999999999,57
158,159,159,Tyler Duncan,97,-0.166,-13.445,81
159,160,160,Nick Watney,94,-0.16699999999999998,-13.397,80
160,161,161,Billy Horschel,86,-0.16899999999999998,-13.037,77
161,T162,T162,Greg Chalmers,56,-0.174,-7.127000000000001,41
162,T162,T162,Ryan Palmer,69,-0.174,-10.417,60
163,164,164,Scott Brown,102,-0.175,-14.172,81
164,165,165,Jason Dufner,71,-0.17800000000000002,-9.28,52
165,T166,T166,Jonathan Randolph,71,-0.182,-10.940999999999999,60
166,T166,T166,Xinjun Zhang,81,-0.182,-10.37,57
167,T168,T168,Robert Garrigus,80,-0.18600000000000003,-12.616,68
168,T168,T168,Russell Henley,77,-0.18600000000000003,-10.763,58
169,T168,T168,Martin Piller,79,-0.18600000000000003,-12.47,67
170,171,171,Zecheng Dou,53,-0.187,-6.74,36
171,172,172,Brendan Steele,74,-0.195,-10.535,54
172,173,173,Corey Conners,97,-0.198,-15.64,79
173,174,174,Trey Mullinax,75,-0.207,-12.198,59
174,175,175,Hudson Swafford,73,-0.221,-11.472999999999999,52
175,176,176,Sung Kang,89,-0.225,-15.058,67
176,177,177,Gary Woodland,96,-0.228,-15.932,70
177,178,178,Bubba Watson,90,-0.231,-15.687999999999999,68
178,179,179,Kevin Chappell,77,-0.23600000000000002,-14.659,62
179,180,180,Roberto Díaz,72,-0.237,-13.245,56
180,181,181,Conrad Shindler,60,-0.252,-11.106,44
181,182,182,J.J. Spaun,85,-0.255,-18.119,71
182,183,183,Steve Wheatcroft,60,-0.258,-11.876,46
183,184,184,Daniel Summerhays,51,-0.27699999999999997,-10.540999999999999,38
184,185,185,Brice Garnett,99,-0.278,-22.537,81
185,186,186,Tom Lovelady,87,-0.27899999999999997,-19.267,69
186,187,187,Brett Stegmaier,67,-0.29600000000000004,-13.892999999999999,47
187,188,188,Bronson Burgoon,69,-0.307,-17.471,57
188,189,189,Ethan Tracy,72,-0.309,-16.707,54
189,190,190,Matt Every,79,-0.314,-19.18,61
190,191,191,Andrew Yun,51,-0.43200000000000005,-14.69,34
191,192,192,Hunter Mahan,67,-0.45299999999999996,-23.107,51
192,193,193,Satoshi Kodaira,51,-0.93,-37.188,40
