,Proximity_to_Hole_from_10-20_yards_RANK THIS WEEK,Proximity_to_Hole_from_10-20_yards_RANK LAST WEEK,Proximity_to_Hole_from_10-20_yards_PLAYER NAME,Proximity_to_Hole_from_10-20_yards_ROUNDS,Proximity_to_Hole_from_10-20_yards_AVG DTP,Proximity_to_Hole_from_10-20_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_10-20_yards_# OF SHOTS,Proximity_to_Hole_from_10-20_yards_SCRAMBLING RANK
0,1,1,Martin Laird,73,"5' 7""",999.3330000000001,180,73
1,T2,T2,Justin Thomas,91,"5' 9""",1095.917,191,24
2,T2,T2,Tiger Woods,68,"5' 9""",1031.833,179,4
3,T4,T4,Bud Cauley,55,"5' 10""",851.5,147,56
4,T4,T4,Cameron Percy,56,"5' 10""",604.75,104,117
5,T6,T6,Ricky Barnes,65,"5' 11""",774.6669999999999,131,115
6,T6,T6,Jamie Lovemark,92,"5' 11""",1674.8329999999999,283,40
7,T8,T8,Jonathan Byrd,70,"6' 0""",785.5,131,93
8,T8,T8,Ryan Moore,78,"6' 0""",1173.5,196,4
9,T8,T8,Kevin Na,91,"6' 0""",1289.75,216,8
10,T11,T11,Jonas Blixt,67,"6' 1""",939.5830000000001,155,130
11,T11,T11,Alex Cejka,77,"6' 1""",1256.417,207,6
12,T11,T11,Tyrrell Hatton,58,"6' 1""",678.0,111,21
13,T11,T11,Graeme McDowell,67,"6' 1""",895.1669999999999,148,61
14,T15,T15,Aaron Baddeley,84,"6' 2""",1399.75,226,39
15,T15,T15,Retief Goosen,60,"6' 2""",806.8330000000001,130,124
16,T15,T15,Bill Haas,76,"6' 2""",1228.083,198,51
17,T15,T15,Brian Harman,94,"6' 2""",1227.75,200,126
18,T19,T19,Rory McIlroy,64,"6' 3""",987.5,158,17
19,T19,T19,Louis Oosthuizen,62,"6' 3""",948.3330000000001,152,3
20,T21,T21,Byeong Hun An,86,"6' 4""",1246.333,198,37
21,T21,T21,Jason Day,75,"6' 4""",967.75,153,25
22,T21,T21,Charles Howell III,104,"6' 4""",1279.25,203,44
23,T21,T21,Zach Johnson,94,"6' 4""",1171.583,186,25
