,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
0,1,1,Graeme McDowell,67,0.233,129,30.0
1,2,2,Webb Simpson,95,0.247,190,47.0
2,3,3,Alex Noren,67,0.254,122,31.0
3,4,4,William McGirt,84,0.255,165,42.0
4,5,5,Tiger Woods,68,0.264,148,39.0
5,6,6,Jonathan Byrd,70,0.268,112,30.0
6,7,7,Wesley Bryan,69,0.272,151,41.0
7,8,8,Patrick Reed,94,0.275,171,47.0
8,9,9,Jimmy Walker,81,0.276,156,43.0
9,10,10,Charles Howell III,104,0.27699999999999997,173,48.0
10,11,11,Tyrrell Hatton,58,0.28300000000000003,99,28.0
11,12,12,Rory McIlroy,64,0.28600000000000003,126,36.0
12,13,13,Dustin Johnson,77,0.287,143,41.0
13,T14,T14,Jamie Lovemark,92,0.28800000000000003,236,68.0
14,T14,T14,Johnson Wagner,75,0.28800000000000003,118,34.0
15,16,16,Austin Cook,107,0.289,242,70.0
16,T17,T17,Brooks Koepka,64,0.29,124,36.0
17,T17,T17,Kevin Na,91,0.29,186,54.0
18,19,19,Justin Thomas,91,0.29100000000000004,148,43.0
19,20,20,Jim Furyk,50,0.292,144,42.0
20,21,21,Tyrone Van Aswegen,101,0.293,205,60.0
21,22,22,Alex Cejka,77,0.3,170,51.0
22,T23,T23,Aaron Baddeley,84,0.301,196,59.0
23,T23,T23,Patrick Cantlay,87,0.301,136,41.0
24,T25,T25,Matt Kuchar,88,0.304,158,48.0
25,T25,T25,Rod Pampling,62,0.304,138,42.0
26,27,27,Jason Day,75,0.305,141,43.0
27,T28,T28,Abraham Ancer,98,0.311,228,71.0
28,T28,T28,Louis Oosthuizen,62,0.311,132,41.0
29,T28,T28,Rory Sabbatini,91,0.311,190,59.0
30,31,31,Vaughn Taylor,83,0.316,177,56.0
31,T32,T32,Dominic Bozzelli,65,0.317,183,58.0
32,T32,T32,Ben Crane,65,0.317,126,40.0
33,T32,T32,Seamus Power,86,0.317,189,60.0
34,T35,T35,Bud Cauley,55,0.318,132,42.0
35,T35,T35,Bill Haas,76,0.318,173,55.0
36,T35,T35,Cameron Percy,56,0.318,88,28.0
37,38,38,Rickie Fowler,74,0.321,131,42.0
38,T39,T39,Peter Malnati,87,0.322,199,64.0
39,T39,T39,Henrik Stenson,60,0.322,87,28.0
40,T41,T41,Harris English,84,0.32299999999999995,195,63.0
41,T41,T41,Charl Schwartzel,65,0.32299999999999995,124,40.0
42,T43,T43,Byeong Hun An,86,0.324,173,56.0
43,T43,T43,Ricky Barnes,65,0.324,111,36.0
44,T43,T43,Joel Dahmen,93,0.324,179,58.0
45,T43,T43,Talor Gooch,78,0.324,170,55.0
46,T43,T43,Justin Rose,70,0.324,136,44.0
47,T43,T43,Nick Taylor,94,0.324,185,60.0
48,T49,T49,Chris Kirk,108,0.325,240,78.0
49,T49,T49,Brandt Snedeker,84,0.325,197,64.0
50,T51,T51,Brian Harman,94,0.327,171,56.0
51,T51,T51,Martin Laird,73,0.327,159,52.0
52,T53,T53,Zac Blair,64,0.32799999999999996,122,40.0
53,T53,T53,Michael Thompson,62,0.32799999999999996,122,40.0
54,55,55,Nate Lashley,51,0.32899999999999996,70,23.0
55,56,56,Emiliano Grillo,94,0.33,176,58.0
56,T57,T57,Marc Leishman,93,0.331,175,58.0
57,T57,T57,Francesco Molinari,73,0.331,127,42.0
