,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
0,T1,T1,Ricky Barnes,65,100.0,3.0,3
1,T1,T1,Zac Blair,64,100.0,4.0,4
2,T1,T1,Bud Cauley,55,100.0,3.0,3
3,T1,T1,Ben Crane,65,100.0,3.0,3
4,T1,T1,Tyrrell Hatton,58,100.0,4.0,4
5,T1,T1,David Hearn,66,100.0,4.0,4
6,T1,T1,Dustin Johnson,77,100.0,2.0,2
7,T1,T1,Shane Lowry,64,100.0,6.0,6
8,T1,T1,Conrad Shindler,60,100.0,4.0,4
9,T1,T1,Michael Thompson,62,100.0,4.0,4
10,T11,T11,Billy Horschel,86,87.5,7.0,8
11,T11,T11,Rory McIlroy,64,87.5,7.0,8
12,13,13,Justin Rose,70,85.71,6.0,7
13,T14,T14,Whee Kim,93,84.62,11.0,13
14,T14,T14,Phil Mickelson,90,84.62,11.0,13
15,T16,T16,Rod Pampling,62,83.33,5.0,6
16,T16,T16,Adam Schenk,86,83.33,5.0,6
17,T16,T16,Tiger Woods,68,83.33,5.0,6
18,T19,T19,Kevin Na,91,81.82,9.0,11
19,T19,T19,Patrick Reed,94,81.82,9.0,11
20,T21,T21,Matt Atkins,56,80.0,4.0,5
21,T21,T21,Joel Dahmen,93,80.0,8.0,10
22,T21,T21,Kevin Kisner,89,80.0,4.0,5
23,T21,T21,Russell Knox,94,80.0,4.0,5
24,T21,T21,Martin Laird,73,80.0,8.0,10
25,T21,T21,Sam Ryder,82,80.0,4.0,5
26,T21,T21,Chris Stroud,81,80.0,4.0,5
27,28,28,Scott Stallings,96,78.57,11.0,14
28,T29,T29,Brooks Koepka,64,77.78,7.0,9
29,T29,T29,Gary Woodland,96,77.78,7.0,9
30,T31,T31,Kiradech Aphibarnrat,51,75.0,3.0,4
31,T31,T31,Jonathan Byrd,70,75.0,3.0,4
32,T31,T31,Si Woo Kim,108,75.0,9.0,12
33,34,34,Marc Leishman,93,72.73,8.0,11
34,T35,T35,Brice Garnett,99,71.43,5.0,7
35,T35,T35,Tom Lovelady,87,71.43,10.0,14
36,T35,T35,Peter Malnati,87,71.43,10.0,14
37,T35,T35,J.T. Poston,73,71.43,5.0,7
38,T35,T35,Jimmy Walker,81,71.43,10.0,14
39,40,40,Ben Martin,64,70.0,7.0,10
40,41,41,Cody Gribble,71,69.23,9.0,13
41,42,42,Danny Lee,88,68.42,13.0,19
42,T43,T43,Byeong Hun An,86,66.67,2.0,3
43,T43,T43,Bronson Burgoon,69,66.67,2.0,3
44,T43,T43,Patrick Cantlay,87,66.67,8.0,12
45,T43,T43,Greg Chalmers,56,66.67,2.0,3
46,T43,T43,Kevin Chappell,77,66.67,6.0,9
47,T43,T43,Roberto Díaz,72,66.67,6.0,9
48,T43,T43,Branden Grace,67,66.67,4.0,6
49,T43,T43,Chesson Hadley,103,66.67,8.0,12
50,T43,T43,Matt Kuchar,88,66.67,6.0,9
51,T43,T43,Jamie Lovemark,92,66.67,8.0,12
52,T43,T43,Louis Oosthuizen,62,66.67,6.0,9
53,T43,T43,D.A. Points,63,66.67,4.0,6
54,T43,T43,Webb Simpson,95,66.67,4.0,6
55,T43,T43,Brandt Snedeker,84,66.67,6.0,9
56,T43,T43,Bubba Watson,90,66.67,8.0,12
57,58,58,Luke List,98,64.29,9.0,14
58,T59,T59,Charles Howell III,104,63.64,7.0,11
59,T59,T59,Sung Kang,89,63.64,7.0,11
60,T59,T59,David Lingmerth,82,63.64,7.0,11
61,T59,T59,Adam Scott,78,63.64,7.0,11
62,T59,T59,J.J. Spaun,85,63.64,7.0,11
63,T64,T64,Harris English,84,62.5,5.0,8
64,T64,T64,Rickie Fowler,74,62.5,5.0,8
65,T64,T64,Billy Hurley III,70,62.5,5.0,8
66,T64,T64,Satoshi Kodaira,51,62.5,5.0,8
67,T64,T64,Alex Noren,67,62.5,5.0,8
68,T64,T64,Andrew Putnam,97,62.5,5.0,8
69,T64,T64,Jon Rahm,71,62.5,5.0,8
70,T64,T64,Charl Schwartzel,65,62.5,5.0,8
71,T72,T72,Jason Day,75,60.0,3.0,5
72,T72,T72,Tony Finau,105,60.0,6.0,10
73,T72,T72,Retief Goosen,60,60.0,3.0,5
74,T72,T72,Charley Hoffman,87,60.0,3.0,5
75,T72,T72,Tom Hoge,101,60.0,9.0,15
76,T72,T72,J.B. Holmes,77,60.0,6.0,10
77,T72,T72,Matt Jones,70,60.0,3.0,5
78,T72,T72,Kelly Kraft,94,60.0,9.0,15
79,T72,T72,Anirban Lahiri,82,60.0,9.0,15
80,T72,T72,Troy Merritt,89,60.0,6.0,10
81,T72,T72,Rob Oppenheim,74,60.0,3.0,5
82,T72,T72,Cameron Percy,56,60.0,3.0,5
83,T72,T72,Jonathan Randolph,71,60.0,3.0,5
84,T72,T72,Peter Uihlein,83,60.0,6.0,10
85,86,86,Kevin Streelman,94,58.33,7.0,12
86,T87,T87,Dominic Bozzelli,65,57.14,4.0,7
87,T87,T87,Keegan Bradley,98,57.14,8.0,14
88,T87,T87,Derek Fathauer,84,57.14,8.0,14
89,T87,T87,Fabián Gómez,88,57.14,4.0,7
90,T87,T87,Beau Hossler,104,57.14,4.0,7
91,T87,T87,Hideki Matsuyama,75,57.14,4.0,7
92,T87,T87,"Ted Potter, Jr.",87,57.14,8.0,14
93,T87,T87,Robert Streb,78,57.14,4.0,7
94,T87,T87,Steve Wheatcroft,60,57.14,4.0,7
95,T96,T96,Tommy Fleetwood,73,55.56,5.0,9
96,T96,T96,Emiliano Grillo,94,55.56,5.0,9
97,T96,T96,Denny McCarthy,71,55.56,5.0,9
98,T96,T96,Nick Watney,94,55.56,5.0,9
99,T100,T100,Abraham Ancer,98,54.55,6.0,11
100,T100,T100,Pat Perez,82,54.55,6.0,11
101,T102,T102,Grayson Murray,72,53.85,7.0,13
102,T102,T102,Cameron Smith,85,53.85,7.0,13
103,T102,T102,Tyrone Van Aswegen,101,53.85,7.0,13
104,T105,T105,Chad Campbell,87,50.0,4.0,8
105,T105,T105,Paul Casey,74,50.0,2.0,4
106,T105,T105,Alex Cejka,77,50.0,6.0,12
107,T105,T105,Zecheng Dou,53,50.0,3.0,6
108,T105,T105,Matt Every,79,50.0,4.0,8
109,T105,T105,Brian Gay,103,50.0,5.0,10
110,T105,T105,Lucas Glover,65,50.0,3.0,6
111,T105,T105,James Hahn,85,50.0,6.0,12
112,T105,T105,Brandon Harkins,101,50.0,5.0,10
113,T105,T105,Michael Kim,74,50.0,4.0,8
114,T105,T105,Patton Kizzire,92,50.0,3.0,6
115,T105,T105,Jason Kokrak,99,50.0,7.0,14
116,T105,T105,William McGirt,84,50.0,4.0,8
117,T105,T105,Keith Mitchell,99,50.0,4.0,8
118,T105,T105,Francesco Molinari,73,50.0,3.0,6
119,T105,T105,Ryan Moore,78,50.0,3.0,6
120,T105,T105,Sean O'Hair,67,50.0,3.0,6
121,T105,T105,Scott Piercy,84,50.0,2.0,4
122,T105,T105,Ian Poulter,73,50.0,3.0,6
123,T105,T105,Seamus Power,86,50.0,2.0,4
124,T105,T105,Rory Sabbatini,91,50.0,4.0,8
125,T105,T105,Daniel Summerhays,51,50.0,3.0,6
126,T105,T105,Hudson Swafford,73,50.0,4.0,8
127,T105,T105,Nick Taylor,94,50.0,5.0,10
128,T105,T105,Jhonattan Vegas,92,50.0,4.0,8
129,T105,T105,Johnson Wagner,75,50.0,1.0,2
130,T105,T105,Andrew Yun,51,50.0,1.0,2
131,T105,T105,Xinjun Zhang,81,50.0,2.0,4
132,T133,T133,Scott Brown,102,46.15,6.0,13
133,T133,T133,Tyler Duncan,97,46.15,6.0,13
134,T135,T135,Ryan Armour,109,45.45,5.0,11
135,T135,T135,Russell Henley,77,45.45,5.0,11
136,T135,T135,Chris Kirk,108,45.45,5.0,11
137,T135,T135,Ethan Tracy,72,45.45,5.0,11
138,T139,T139,Blayne Barber,69,44.44,4.0,9
139,T139,T139,Wesley Bryan,69,44.44,4.0,9
140,T141,T141,Rafa Cabrera Bello,75,42.86,3.0,7
141,T141,T141,Corey Conners,97,42.86,3.0,7
142,T141,T141,Stephan Jaeger,81,42.86,3.0,7
143,T141,T141,Nate Lashley,51,42.86,3.0,7
144,T141,T141,Justin Thomas,91,42.86,3.0,7
145,T141,T141,Kevin Tway,110,42.86,6.0,14
146,147,147,Talor Gooch,78,41.67,5.0,12
147,T148,T148,Jonas Blixt,67,40.0,4.0,10
148,T148,T148,Bryson DeChambeau,93,40.0,4.0,10
149,T148,T148,Robert Garrigus,80,40.0,4.0,10
150,T148,T148,Graeme McDowell,67,40.0,2.0,5
151,T148,T148,Trey Mullinax,75,40.0,4.0,10
152,T148,T148,C.T. Pan,104,40.0,2.0,5
153,T148,T148,Kyle Stanley,93,40.0,4.0,10
154,T148,T148,Henrik Stenson,60,40.0,2.0,5
155,T148,T148,Brian Stuard,103,40.0,4.0,10
156,T157,T157,Ryan Palmer,69,37.5,3.0,8
157,T157,T157,Chez Reavie,93,37.5,3.0,8
158,T157,T157,Harold Varner III,91,37.5,3.0,8
159,T157,T157,Aaron Wise,90,37.5,3.0,8
160,161,161,Ollie Schniederjans,91,35.71,5.0,14
161,T162,T162,Austin Cook,107,33.33,6.0,18
162,T162,T162,Martin Flores,92,33.33,1.0,3
163,T162,T162,Bill Haas,76,33.33,1.0,3
164,T162,T162,Adam Hadwin,92,33.33,2.0,6
165,T162,T162,Zach Johnson,94,33.33,3.0,9
166,T162,T162,Jordan Spieth,81,33.33,4.0,12
167,T162,T162,Brendan Steele,74,33.33,1.0,3
168,T162,T162,Richy Werenski,98,33.33,3.0,9
169,170,170,Vaughn Taylor,83,31.25,5.0,16
170,171,171,Andrew Landry,82,30.0,3.0,10
171,T172,T172,Brian Harman,94,28.57,2.0,7
172,T172,T172,John Huh,94,28.57,4.0,14
173,174,174,Lanto Griffin,80,27.27,3.0,11
174,T175,T175,Daniel Berger,81,25.0,2.0,8
175,T175,T175,Stewart Cink,87,25.0,1.0,4
176,T175,T175,Jim Furyk,50,25.0,1.0,4
177,T175,T175,Nicholas Lindheim,77,25.0,1.0,4
178,T175,T175,Sam Saunders,80,25.0,2.0,8
179,T175,T175,Shawn Stefani,76,25.0,1.0,4
180,T175,T175,Cameron Tringale,67,25.0,1.0,4
181,182,182,Ben Silverman,90,21.05,4.0,19
182,T183,T183,Aaron Baddeley,84,20.0,1.0,5
183,T183,T183,Jason Dufner,71,20.0,1.0,5
184,T183,T183,Patrick Rodgers,97,20.0,1.0,5
185,186,186,Xander Schauffele,96,18.18,2.0,11
186,187,187,Ryan Blaum,81,16.67,1.0,6
187,T188,T188,J.J. Henry,81,0.0,,3
188,T188,T188,Mackenzie Hughes,80,0.0,,4
189,T188,T188,Hunter Mahan,67,0.0,,3
190,T188,T188,Martin Piller,79,0.0,,4
191,T188,T188,Brett Stegmaier,67,0.0,,1
192,T188,T188,Kyle Thompson,50,0.0,,3
