,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
0,1,1,Alex Cejka,77,"6' 9""",2396.917,356
1,2,2,Jamie Lovemark,92,"7' 0""",3153.583,449
2,3,3,Francesco Molinari,73,"7' 3""",1959.6670000000001,269
3,4,4,Bud Cauley,55,"7' 5""",1779.6670000000001,240
4,T5,T5,Aaron Baddeley,84,"7' 6""",2970.833,398
5,T5,T5,Chris Kirk,108,"7' 6""",3652.083,489
6,T5,T5,Patrick Reed,94,"7' 6""",2740.417,364
7,T5,T5,Webb Simpson,95,"7' 6""",2991.167,397
8,T5,T5,Tiger Woods,68,"7' 6""",2237.417,298
9,T10,T10,Jonathan Byrd,70,"7' 7""",1835.0829999999999,241
10,T10,T10,Zach Johnson,94,"7' 7""",2769.083,364
11,T10,T10,Danny Lee,88,"7' 7""",3028.25,399
12,T10,T10,Henrik Stenson,60,"7' 7""",1384.5829999999999,182
13,T14,T14,Dustin Johnson,77,"7' 8""",2231.833,290
14,T14,T14,Ryan Moore,78,"7' 8""",2633.083,344
15,T14,T14,Cameron Smith,85,"7' 8""",2724.75,357
16,T14,T14,Johnson Wagner,75,"7' 8""",2169.917,284
17,18,18,William McGirt,84,"7' 9""",3026.833,392
18,T19,T19,Abraham Ancer,98,"7' 10""",3623.833,463
19,T19,T19,Zac Blair,64,"7' 10""",2076.5,266
20,T19,T19,Wesley Bryan,69,"7' 10""",2376.5,304
21,T19,T19,Charles Howell III,104,"7' 10""",3104.083,397
22,T19,T19,Russell Knox,94,"7' 10""",2798.0,356
23,T19,T19,Rob Oppenheim,74,"7' 10""",2450.833,313
24,T19,T19,D.A. Points,63,"7' 10""",2134.75,273
25,T19,T19,Justin Rose,70,"7' 10""",2076.5,266
26,T27,T27,Ryan Armour,109,"7' 11""",3921.5,496
27,T27,T27,Blayne Barber,69,"7' 11""",2211.417,280
28,T27,T27,Talor Gooch,78,"7' 11""",2893.833,365
29,T27,T27,Brooks Koepka,64,"7' 11""",2149.333,272
30,T27,T27,Martin Laird,73,"7' 11""",2563.583,325
31,T27,T27,Louis Oosthuizen,62,"7' 11""",2010.5829999999999,255
32,T33,T33,Keegan Bradley,98,"8' 0""",3182.083,398
33,T33,T33,Rickie Fowler,74,"8' 0""",2289.333,286
34,T33,T33,Retief Goosen,60,"8' 0""",1849.8329999999999,231
35,T33,T33,Justin Thomas,91,"8' 0""",2737.25,343
36,T37,T37,Tony Finau,105,"8' 1""",3006.417,373
37,T37,T37,Hideki Matsuyama,75,"8' 1""",2222.0,275
38,T37,T37,Rory McIlroy,64,"8' 1""",2195.917,273
39,T37,T37,Seamus Power,86,"8' 1""",2983.167,370
40,T41,T41,Paul Casey,74,"8' 2""",2066.75,254
41,T41,T41,Robert Garrigus,80,"8' 2""",3031.583,371
42,T41,T41,Fabián Gómez,88,"8' 2""",2927.083,359
43,T41,T41,Adam Hadwin,92,"8' 2""",2787.167,342
44,T41,T41,Si Woo Kim,108,"8' 2""",3690.667,454
45,T41,T41,Marc Leishman,93,"8' 2""",3110.167,382
46,T41,T41,Peter Malnati,87,"8' 2""",3624.167,443
47,T41,T41,Kevin Na,91,"8' 2""",3162.833,386
48,T41,T41,Chris Stroud,81,"8' 2""",2778.5,340
49,T50,T50,Joel Dahmen,93,"8' 3""",2988.333,361
50,T50,T50,Tyrrell Hatton,58,"8' 3""",1823.25,222
51,T50,T50,Denny McCarthy,71,"8' 3""",2055.0,249
52,T53,T53,Ricky Barnes,65,"8' 4""",2113.75,254
53,T53,T53,Jonas Blixt,67,"8' 4""",2428.25,292
54,T53,T53,Ben Crane,65,"8' 4""",2140.083,256
55,T53,T53,Lucas Glover,65,"8' 4""",2157.917,259
56,T53,T53,J.B. Holmes,77,"8' 4""",3237.0,389
57,T53,T53,Stephan Jaeger,81,"8' 4""",2730.583,328
58,T53,T53,Grayson Murray,72,"8' 4""",2905.083,347
59,T53,T53,Rod Pampling,62,"8' 4""",2252.167,269
60,T53,T53,Xander Schauffele,96,"8' 4""",3325.417,398
61,T53,T53,Kevin Streelman,94,"8' 4""",3237.667,388
62,T63,T63,Byeong Hun An,86,"8' 5""",3141.583,372
63,T63,T63,Dominic Bozzelli,65,"8' 5""",3132.417,371
64,T63,T63,Chad Campbell,87,"8' 5""",3139.75,374
65,T63,T63,Austin Cook,107,"8' 5""",4249.833,506
66,T63,T63,Andrew Putnam,97,"8' 5""",3148.333,375
67,T63,T63,Rory Sabbatini,91,"8' 5""",3346.5,397
68,T63,T63,Conrad Shindler,60,"8' 5""",1990.0,236
69,T63,T63,Shawn Stefani,76,"8' 5""",2550.583,302
70,T63,T63,Nick Taylor,94,"8' 5""",3349.917,398
71,T63,T63,Peter Uihlein,83,"8' 5""",2799.167,333
72,T63,T63,Jimmy Walker,81,"8' 5""",3257.583,388
73,T74,T74,Kiradech Aphibarnrat,51,"8' 6""",1653.3329999999999,195
74,T74,T74,Brian Harman,94,"8' 6""",3164.75,373
75,T74,T74,Cameron Percy,56,"8' 6""",1682.8329999999999,198
76,T74,T74,Ollie Schniederjans,91,"8' 6""",3877.333,455
77,T78,T78,Brian Gay,103,"8' 7""",4554.833,533
78,T78,T78,James Hahn,85,"8' 7""",3050.5,357
79,T78,T78,Shane Lowry,64,"8' 7""",2111.25,247
80,T78,T78,Sean O'Hair,67,"8' 7""",2844.667,330
81,T78,T78,Jon Rahm,71,"8' 7""",2058.167,239
82,T78,T78,Cameron Tringale,67,"8' 7""",2154.75,252
83,T84,T84,Charley Hoffman,87,"8' 8""",3193.5,369
84,T84,T84,Kelly Kraft,94,"8' 8""",3792.167,437
85,T84,T84,Anirban Lahiri,82,"8' 8""",3340.667,385
86,T84,T84,C.T. Pan,104,"8' 8""",3362.75,387
87,T84,T84,Jonathan Randolph,71,"8' 8""",3317.583,382
88,T84,T84,Charl Schwartzel,65,"8' 8""",2189.167,253
89,T84,T84,Vaughn Taylor,83,"8' 8""",3176.333,366
90,T84,T84,Tyrone Van Aswegen,101,"8' 8""",3910.417,451
91,T84,T84,Harold Varner III,91,"8' 8""",3386.0,392
92,T84,T84,Jhonattan Vegas,92,"8' 8""",3142.0,364
93,T94,T94,Corey Conners,97,"8' 9""",3385.333,388
94,T94,T94,Jason Dufner,71,"8' 9""",2547.583,291
95,T94,T94,Harris English,84,"8' 9""",3387.917,388
96,T94,T94,Emiliano Grillo,94,"8' 9""",3242.833,371
97,T94,T94,Chesson Hadley,103,"8' 9""",3909.917,445
98,T94,T94,David Hearn,66,"8' 9""",2098.25,240
99,T94,T94,Tom Hoge,101,"8' 9""",4261.25,485
100,T94,T94,Michael Kim,74,"8' 9""",2820.5,321
101,T94,T94,Scott Stallings,96,"8' 9""",3951.583,451
102,T103,T103,Stewart Cink,87,"8' 10""",2981.417,337
103,T103,T103,Jason Day,75,"8' 10""",2411.583,274
104,T103,T103,Russell Henley,77,"8' 10""",2456.583,279
105,T103,T103,John Huh,94,"8' 10""",3985.583,452
106,T103,T103,Luke List,98,"8' 10""",3552.417,404
107,T103,T103,Ben Martin,64,"8' 10""",2998.25,341
108,T103,T103,Graeme McDowell,67,"8' 10""",2309.75,262
109,T103,T103,Alex Noren,67,"8' 10""",2378.917,269
110,T103,T103,Brandt Snedeker,84,"8' 10""",3487.167,395
111,T112,T112,Tommy Fleetwood,73,"8' 11""",2451.25,275
112,T112,T112,Ryan Palmer,69,"8' 11""",2889.833,325
113,T112,T112,Scott Piercy,84,"8' 11""",3002.667,336
114,T112,T112,J.T. Poston,73,"8' 11""",2643.917,297
115,T112,T112,Jordan Spieth,81,"8' 11""",2689.917,303
116,T117,T117,Ryan Blaum,81,"9' 0""",3485.917,389
117,T117,T117,Rafa Cabrera Bello,75,"9' 0""",2137.0,237
118,T117,T117,Branden Grace,67,"9' 0""",2191.25,243
119,T117,T117,Bill Haas,76,"9' 0""",3339.417,370
120,T117,T117,Beau Hossler,104,"9' 0""",4047.167,448
121,T117,T117,Mackenzie Hughes,80,"9' 0""",3237.833,361
122,T117,T117,Billy Hurley III,70,"9' 0""",3009.667,333
123,T117,T117,Matt Kuchar,88,"9' 0""",3061.917,340
124,T117,T117,David Lingmerth,82,"9' 0""",3629.417,404
125,T117,T117,Troy Merritt,89,"9' 0""",3856.167,428
126,T117,T117,Keith Mitchell,99,"9' 0""",3670.0,409
127,T117,T117,"Ted Potter, Jr.",87,"9' 0""",4042.083,448
128,T117,T117,Hudson Swafford,73,"9' 0""",2256.417,251
129,T130,T130,Patrick Cantlay,87,"9' 1""",2831.75,311
130,T130,T130,Roberto Díaz,72,"9' 1""",3025.833,333
131,T130,T130,J.J. Henry,81,"9' 1""",2664.417,294
132,T130,T130,Nate Lashley,51,"9' 1""",1432.0,158
133,T130,T130,Chez Reavie,93,"9' 1""",2871.25,317
134,T130,T130,Adam Schenk,86,"9' 1""",3127.417,343
135,T130,T130,Brian Stuard,103,"9' 1""",4147.0,457
136,T137,T137,Daniel Berger,81,"9' 2""",2907.333,316
137,T137,T137,Kevin Chappell,77,"9' 2""",2921.25,319
138,T137,T137,Bryson DeChambeau,93,"9' 2""",3443.833,374
139,T137,T137,Whee Kim,93,"9' 2""",3930.0,428
140,T137,T137,Nick Watney,94,"9' 2""",3620.5,395
141,T142,T142,Matt Atkins,56,"9' 3""",2232.583,241
142,T142,T142,Martin Flores,92,"9' 3""",3458.5,374
143,T142,T142,Matt Jones,70,"9' 3""",2132.583,231
144,T142,T142,Sung Kang,89,"9' 3""",3518.5,381
145,T142,T142,Kevin Kisner,89,"9' 3""",3291.583,355
146,T142,T142,Patton Kizzire,92,"9' 3""",3264.417,354
147,T142,T142,Andrew Landry,82,"9' 3""",3709.917,401
148,T142,T142,Nicholas Lindheim,77,"9' 3""",2632.583,284
149,T142,T142,Phil Mickelson,90,"9' 3""",3547.583,384
150,T142,T142,Sam Ryder,82,"9' 3""",2846.417,307
151,T142,T142,Kyle Stanley,93,"9' 3""",2986.25,324
152,T142,T142,Kyle Thompson,50,"9' 3""",1901.6670000000001,206
153,T154,T154,Pat Perez,82,"9' 4""",2565.75,275
154,T154,T154,Patrick Rodgers,97,"9' 4""",3645.167,389
155,T156,T156,Bronson Burgoon,69,"9' 5""",2720.583,290
156,T156,T156,Lanto Griffin,80,"9' 5""",2941.667,313
157,T156,T156,Ian Poulter,73,"9' 5""",2527.25,268
158,T156,T156,Brendan Steele,74,"9' 5""",2583.833,275
159,T156,T156,Richy Werenski,98,"9' 5""",3539.25,377
160,T161,T161,Derek Fathauer,84,"9' 6""",3873.167,408
161,T161,T161,Aaron Wise,90,"9' 6""",3717.25,390
162,T163,T163,Zecheng Dou,53,"9' 7""",2011.0829999999999,209
163,T163,T163,Brandon Harkins,101,"9' 7""",4396.333,457
164,T163,T163,Jason Kokrak,99,"9' 7""",4079.167,427
165,T163,T163,Ben Silverman,90,"9' 7""",4174.667,435
166,T163,T163,Kevin Tway,110,"9' 7""",4532.333,471
167,T168,T168,Cody Gribble,71,"9' 8""",3121.583,322
168,T168,T168,Adam Scott,78,"9' 8""",2714.917,281
169,T168,T168,J.J. Spaun,85,"9' 8""",3361.417,348
170,T168,T168,Michael Thompson,62,"9' 8""",2470.5,256
171,T172,T172,Brice Garnett,99,"9' 9""",4179.0,429
172,T172,T172,Gary Woodland,96,"9' 9""",3308.917,339
173,T174,T174,Tom Lovelady,87,"9' 10""",3497.083,355
174,T174,T174,Sam Saunders,80,"9' 10""",3654.5,372
