,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
175,T174,T174,Ethan Tracy,72,"9' 10""",2879.0,293
176,T174,T174,Bubba Watson,90,"9' 10""",3559.75,362
177,T178,T178,Tyler Duncan,97,"9' 11""",3851.083,388
178,T178,T178,Jim Furyk,50,"9' 11""",2669.417,270
179,T178,T178,Billy Horschel,86,"9' 11""",3437.583,346
180,T178,T178,Trey Mullinax,75,"9' 11""",3175.0,320
181,182,182,Steve Wheatcroft,60,"10' 0""",2284.333,228
182,T183,T183,Martin Piller,79,"10' 1""",4322.917,428
183,T183,T183,Brett Stegmaier,67,"10' 1""",2014.5829999999999,199
184,T185,T185,Matt Every,79,"10' 2""",3541.167,348
185,T185,T185,Hunter Mahan,67,"10' 2""",2557.833,251
186,187,187,Scott Brown,102,"10' 4""",4802.583,465
187,T188,T188,Robert Streb,78,"10' 5""",3302.5,317
188,T188,T188,Andrew Yun,51,"10' 5""",2131.833,205
189,190,190,Xinjun Zhang,81,"10' 6""",3125.333,297
190,191,191,Daniel Summerhays,51,"10' 8""",2748.833,258
191,192,192,Satoshi Kodaira,51,"10' 10""",2702.5,250
192,193,193,Greg Chalmers,56,"10' 11""",3065.583,281
