,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Alex Cejka,77,79.31,23,29
1,2,2,Kyle Thompson,50,75.0,9,12
2,3,3,Nate Lashley,51,70.0,7,10
3,4,4,Jason Day,75,67.74,21,31
4,5,5,Jonathan Randolph,71,65.71,23,35
5,6,6,Nick Taylor,94,65.63,21,32
6,7,7,Charl Schwartzel,65,65.0,13,20
7,T8,T8,Louis Oosthuizen,62,64.71,11,17
8,T8,T8,Daniel Summerhays,51,64.71,11,17
9,T10,T10,Anirban Lahiri,82,64.52,20,31
10,T10,T10,Vaughn Taylor,83,64.52,20,31
11,T12,T12,Ryan Blaum,81,63.33,19,30
12,T12,T12,Kevin Na,91,63.33,19,30
13,T12,T12,D.A. Points,63,63.33,19,30
14,15,15,Zac Blair,64,63.16,12,19
15,16,16,Whee Kim,93,62.96,17,27
16,17,17,Rory Sabbatini,91,62.79,27,43
17,18,18,Stephan Jaeger,81,62.07,18,29
18,19,19,Austin Cook,107,61.54,32,52
19,T20,T20,Aaron Baddeley,84,61.11,22,36
20,T20,T20,Brooks Koepka,64,61.11,11,18
21,T20,T20,Brandt Snedeker,84,61.11,22,36
22,23,23,Ben Crane,65,60.87,14,23
23,24,24,"Ted Potter, Jr.",87,60.71,17,28
24,25,25,Patrick Rodgers,97,60.61,20,33
25,T26,T26,J.B. Holmes,77,60.0,18,30
26,T26,T26,Patton Kizzire,92,60.0,15,25
27,T26,T26,Danny Lee,88,60.0,18,30
28,T26,T26,Henrik Stenson,60,60.0,6,10
29,T26,T26,Johnson Wagner,75,60.0,15,25
30,31,31,Brian Stuard,103,59.52,25,42
31,32,32,Billy Horschel,86,59.38,19,32
32,33,33,Shane Lowry,64,59.26,16,27
33,34,34,Tom Hoge,101,59.09,13,22
34,35,35,Harold Varner III,91,58.97,23,39
35,36,36,David Hearn,66,58.82,10,17
36,T37,T37,Chad Campbell,87,58.62,17,29
37,T37,T37,Andrew Putnam,97,58.62,17,29
38,39,39,Abraham Ancer,98,58.54,24,41
39,40,40,Charles Howell III,104,58.14,25,43
40,T41,T41,Ricky Barnes,65,57.69,15,26
41,T41,T41,Daniel Berger,81,57.69,15,26
42,T41,T41,Peter Uihlein,83,57.69,15,26
43,T44,T44,Ryan Armour,109,57.14,28,49
44,T44,T44,Branden Grace,67,57.14,16,28
45,T44,T44,Chez Reavie,93,57.14,12,21
46,T44,T44,Justin Rose,70,57.14,20,35
47,48,48,Si Woo Kim,108,56.76,21,37
48,T49,T49,Kiradech Aphibarnrat,51,56.25,9,16
49,T49,T49,Scott Piercy,84,56.25,18,32
50,T51,T51,Rob Oppenheim,74,56.0,14,25
51,T51,T51,J.J. Spaun,85,56.0,14,25
52,T53,T53,Bronson Burgoon,69,55.56,10,18
53,T53,T53,Patrick Reed,94,55.56,20,36
54,55,55,Justin Thomas,91,55.17,16,29
55,T56,T56,Cameron Percy,56,55.0,11,20
56,T56,T56,Cameron Tringale,67,55.0,11,20
57,T58,T58,Russell Henley,77,54.84,17,31
58,T58,T58,Francesco Molinari,73,54.84,17,31
59,T58,T58,Sam Saunders,80,54.84,17,31
60,T61,T61,Luke List,98,54.29,19,35
61,T61,T61,Kyle Stanley,93,54.29,19,35
62,T63,T63,Jonas Blixt,67,54.17,13,24
63,T63,T63,Graeme McDowell,67,54.17,13,24
64,T63,T63,Pat Perez,82,54.17,13,24
65,T66,T66,Brandon Harkins,101,54.05,20,37
66,T66,T66,Cameron Smith,85,54.05,20,37
67,T68,T68,Bill Haas,76,53.85,21,39
68,T68,T68,Beau Hossler,104,53.85,21,39
69,T68,T68,Michael Kim,74,53.85,14,26
70,T68,T68,Brett Stegmaier,67,53.85,7,13
71,T68,T68,Kevin Tway,110,53.85,21,39
72,T73,T73,Rafa Cabrera Bello,75,53.57,15,28
73,T73,T73,Tommy Fleetwood,73,53.57,15,28
74,T75,T75,Lucas Glover,65,53.33,16,30
75,T75,T75,Alex Noren,67,53.33,16,30
76,T75,T75,Bubba Watson,90,53.33,16,30
77,78,78,Marc Leishman,93,53.13,17,32
78,79,79,Ben Martin,64,52.94,18,34
79,T80,T80,Scott Brown,102,52.78,19,36
80,T80,T80,Bryson DeChambeau,93,52.78,19,36
81,T80,T80,Brian Harman,94,52.78,19,36
82,T80,T80,Scott Stallings,96,52.78,19,36
83,84,84,Ian Poulter,73,52.63,10,19
84,85,85,Matt Every,79,52.17,12,23
85,86,86,Jonathan Byrd,70,52.0,13,25
86,87,87,Zach Johnson,94,51.72,15,29
87,T88,T88,Talor Gooch,78,51.61,16,31
88,T88,T88,Sung Kang,89,51.61,16,31
89,T88,T88,Jordan Spieth,81,51.61,16,31
90,T91,T91,Blayne Barber,69,51.52,17,33
91,T91,T91,Seamus Power,86,51.52,17,33
92,93,93,Russell Knox,94,51.35,19,37
93,94,94,Nick Watney,94,51.16,22,43
94,95,95,Troy Merritt,89,51.11,23,45
95,T96,T96,Wesley Bryan,69,50.0,11,22
96,T96,T96,Bud Cauley,55,50.0,10,20
97,T96,T96,Roberto Díaz,72,50.0,11,22
98,T96,T96,Jason Dufner,71,50.0,12,24
99,T96,T96,Emiliano Grillo,94,50.0,17,34
100,T96,T96,Adam Hadwin,92,50.0,17,34
101,T96,T96,James Hahn,85,50.0,17,34
102,T96,T96,Martin Laird,73,50.0,16,32
103,T96,T96,Peter Malnati,87,50.0,19,38
104,T96,T96,Hideki Matsuyama,75,50.0,10,20
105,T96,T96,Phil Mickelson,90,50.0,19,38
106,T96,T96,Webb Simpson,95,50.0,17,34
107,T96,T96,Richy Werenski,98,50.0,13,26
108,T96,T96,Steve Wheatcroft,60,50.0,9,18
109,T110,T110,William McGirt,84,48.98,24,49
110,T110,T110,Aaron Wise,90,48.98,24,49
111,112,112,Lanto Griffin,80,48.65,18,37
112,113,113,Jamie Lovemark,92,48.57,17,35
113,T114,T114,Byeong Hun An,86,48.48,16,33
114,T114,T114,Stewart Cink,87,48.48,16,33
115,T114,T114,Brian Gay,103,48.48,16,33
116,117,117,Rory McIlroy,64,48.15,13,27
117,118,118,Brendan Steele,74,48.0,12,25
118,119,119,Tyrone Van Aswegen,101,47.5,19,40
119,120,120,Sean O'Hair,67,47.06,16,34
120,T121,T121,Dustin Johnson,77,46.67,7,15
121,T121,T121,Ollie Schniederjans,91,46.67,21,45
122,123,123,Chris Kirk,108,46.51,20,43
123,T124,T124,Rickie Fowler,74,46.43,13,28
124,T124,T124,Matt Jones,70,46.43,13,28
125,T126,T126,Patrick Cantlay,87,46.15,12,26
126,T126,T126,Conrad Shindler,60,46.15,6,13
127,128,128,J.J. Henry,81,45.45,10,22
128,129,129,Xinjun Zhang,81,44.83,13,29
129,T130,T130,Keegan Bradley,98,44.44,20,45
130,T130,T130,Zecheng Dou,53,44.44,8,18
131,T130,T130,Chesson Hadley,103,44.44,20,45
132,T130,T130,John Huh,94,44.44,20,45
