,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
92,T90,T90,Harris English,84,"3' 9""",353.083,94,103
93,T90,T90,Tony Finau,105,"3' 9""",497.0,132,119
94,T90,T90,Tommy Fleetwood,73,"3' 9""",272.16700000000003,73,148
95,T90,T90,Brice Garnett,99,"3' 9""",492.25,131,83
96,T90,T90,J.J. Henry,81,"3' 9""",321.66700000000003,86,171
97,T90,T90,Dustin Johnson,77,"3' 9""",308.41700000000003,82,23
98,T90,T90,Brooks Koepka,64,"3' 9""",355.417,95,12
99,T90,T90,Hunter Mahan,67,"3' 9""",339.917,91,80
100,T90,T90,C.T. Pan,104,"3' 9""",387.333,103,128
101,T90,T90,"Ted Potter, Jr.",87,"3' 9""",586.5,155,113
102,T90,T90,Henrik Stenson,60,"3' 9""",256.75,69,48
103,T90,T90,Brian Stuard,103,"3' 9""",454.333,122,72
104,T90,T90,Nick Taylor,94,"3' 9""",415.0,110,29
105,T90,T90,Peter Uihlein,83,"3' 9""",350.167,93,102
106,T107,T107,Roberto Díaz,72,"3' 10""",434.25,113,87
107,T107,T107,Derek Fathauer,84,"3' 10""",505.083,133,163
108,T107,T107,James Hahn,85,"3' 10""",407.167,106,67
109,T107,T107,Brian Harman,94,"3' 10""",431.0,113,126
110,T107,T107,Tyrrell Hatton,58,"3' 10""",251.25,66,21
111,T107,T107,David Hearn,66,"3' 10""",277.66700000000003,73,154
112,T107,T107,Rory McIlroy,64,"3' 10""",342.583,90,17
113,T107,T107,Seamus Power,86,"3' 10""",414.417,109,7
114,T107,T107,Sam Saunders,80,"3' 10""",408.167,107,147
115,T107,T107,Xander Schauffele,96,"3' 10""",459.917,119,104
116,T107,T107,Richy Werenski,98,"3' 10""",438.25,115,138
117,T118,T118,Ryan Blaum,81,"3' 11""",454.333,115,158
118,T118,T118,Chad Campbell,87,"3' 11""",422.333,107,71
119,T118,T118,Cameron Percy,56,"3' 11""",229.0,58,117
120,T118,T118,Jimmy Walker,81,"3' 11""",500.083,128,74
121,T122,T122,Zac Blair,64,"4' 0""",314.08299999999997,79,33
122,T122,T122,Alex Cejka,77,"4' 0""",436.0,108,6
123,T122,T122,Lanto Griffin,80,"4' 0""",365.25,92,150
124,T122,T122,Mackenzie Hughes,80,"4' 0""",400.5,101,177
125,T122,T122,Billy Hurley III,70,"4' 0""",344.583,87,164
126,T122,T122,Denny McCarthy,71,"4' 0""",284.25,71,64
127,T122,T122,Rod Pampling,62,"4' 0""",269.33299999999997,67,134
128,T122,T122,Martin Piller,79,"4' 0""",463.5,117,106
129,T122,T122,Sam Ryder,82,"4' 0""",454.917,113,139
130,T131,T131,Blayne Barber,69,"4' 1""",399.667,97,114
131,T131,T131,Daniel Berger,81,"4' 1""",353.333,86,76
132,T131,T131,Corey Conners,97,"4' 1""",528.0,129,112
133,T131,T131,Lucas Glover,65,"4' 1""",321.75,79,64
134,T131,T131,Martin Laird,73,"4' 1""",416.083,102,73
135,T131,T131,Alex Noren,67,"4' 1""",281.83299999999997,69,30
136,T131,T131,J.T. Poston,73,"4' 1""",356.083,87,111
137,T131,T131,Adam Schenk,86,"4' 1""",353.583,87,172
138,T131,T131,Kyle Stanley,93,"4' 1""",425.417,105,169
139,T131,T131,Hudson Swafford,73,"4' 1""",314.66700000000003,77,179
140,T131,T131,Nick Watney,94,"4' 1""",498.5,121,153
141,T142,T142,Matt Atkins,56,"4' 2""",276.08299999999997,66,107
142,T142,T142,Scott Brown,102,"4' 2""",533.25,129,170
143,T142,T142,Bronson Burgoon,69,"4' 2""",393.25,95,156
144,T142,T142,Tyler Duncan,97,"4' 2""",447.583,108,186
145,T142,T142,Talor Gooch,78,"4' 2""",512.75,124,69
146,T142,T142,Emiliano Grillo,94,"4' 2""",469.167,112,41
147,T142,T142,Tom Hoge,101,"4' 2""",727.1669999999999,175,34
148,T142,T142,Stephan Jaeger,81,"4' 2""",386.417,93,133
149,T142,T142,Kevin Kisner,89,"4' 2""",400.5,96,52
150,T142,T142,Jason Kokrak,99,"4' 2""",622.0830000000001,148,162
151,T142,T142,David Lingmerth,82,"4' 2""",501.75,120,86
152,T142,T142,Shane Lowry,64,"4' 2""",334.0,80,181
153,T142,T142,Troy Merritt,89,"4' 2""",529.0830000000001,127,107
154,T142,T142,Rory Sabbatini,91,"4' 2""",519.8330000000001,126,35
155,T156,T156,Beau Hossler,104,"4' 3""",519.0830000000001,122,58
156,T156,T156,Tom Lovelady,87,"4' 3""",484.5,115,190
157,T156,T156,J.J. Spaun,85,"4' 3""",434.333,103,150
158,T156,T156,Scott Stallings,96,"4' 3""",588.4169999999999,139,45
159,T156,T156,Brett Stegmaier,67,"4' 3""",259.91700000000003,61,140
160,T161,T161,Brandon Harkins,101,"4' 4""",620.3330000000001,144,146
161,T161,T161,John Huh,94,"4' 4""",481.917,111,100
162,T161,T161,Sung Kang,89,"4' 4""",489.25,113,189
163,T161,T161,Keith Mitchell,99,"4' 4""",553.25,128,137
164,T161,T161,Robert Streb,78,"4' 4""",377.0,87,184
165,T166,T166,Kevin Chappell,77,"4' 5""",475.25,108,141
166,T166,T166,Satoshi Kodaira,51,"4' 5""",372.5,84,192
167,T166,T166,Andrew Landry,82,"4' 5""",639.6669999999999,146,125
168,T166,T166,Daniel Summerhays,51,"4' 5""",308.0,70,167
169,T166,T166,Gary Woodland,96,"4' 5""",532.0830000000001,120,173
170,T171,T171,Ben Martin,64,"4' 6""",453.917,100,81
171,T171,T171,Chez Reavie,93,"4' 6""",481.25,106,27
172,T171,T171,Vaughn Taylor,83,"4' 6""",492.833,109,62
173,T171,T171,Ethan Tracy,72,"4' 6""",453.833,100,166
174,T171,T171,Andrew Yun,51,"4' 6""",239.417,53,193
175,T176,T176,Jonas Blixt,67,"4' 7""",395.083,86,130
176,T176,T176,Kelly Kraft,94,"4' 7""",649.1669999999999,142,77
177,T176,T176,Jordan Spieth,81,"4' 7""",495.5,109,31
178,T176,T176,Aaron Wise,90,"4' 7""",521.6669999999999,114,141
179,T180,T180,Zecheng Dou,53,"4' 8""",308.83299999999997,66,191
180,T180,T180,Danny Lee,88,"4' 8""",664.3330000000001,142,46
181,T180,T180,Patrick Rodgers,97,"4' 8""",475.667,102,119
182,T180,T180,Bubba Watson,90,"4' 8""",588.25,126,135
183,T184,T184,Bryson DeChambeau,93,"4' 9""",580.1669999999999,122,63
184,T184,T184,Trey Mullinax,75,"4' 9""",434.75,91,174
185,T186,T186,Nate Lashley,51,"4' 10""",268.33299999999997,56,49
186,T186,T186,Pat Perez,82,"4' 10""",389.333,81,155
187,T186,T186,Brendan Steele,74,"4' 10""",414.5,86,187
188,189,189,Russell Henley,77,"4' 11""",395.75,80,175
189,T190,T190,Adam Scott,78,"5' 0""",387.917,78,168
190,T190,T190,Kyle Thompson,50,"5' 0""",282.66700000000003,57,178
191,T190,T190,Steve Wheatcroft,60,"5' 0""",308.33299999999997,62,42
192,193,193,Ben Silverman,90,"5' 1""",753.5,149,116
