,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
93,94,94,Scott McCarron,24,40729,977517
94,95,95,Ryan Palmer,32,40000,1280001
95,96,96,Stephen Ames,24,39986,959664
96,97,97,Robert Gamez,28,39834,1115364
97,98,98,Woody Austin,30,39236,1177094
98,99,99,Nick Price,16,39170,626735
99,100,100,Jeff Sluman,28,38839,1087506
100,101,101,Robert Allenby,31,38208,1184457
101,102,102,Freddie Jacobson,23,37761,868525
102,103,103,Aaron Baddeley,27,37259,1006005
103,104,104,Brian Davis,23,37150,854459
104,105,105,Nick Faldo,5,36929,184649
105,106,106,Joey Sindelar,29,36559,1060237
106,107,107,Dudley Hart,29,36253,1051338
107,108,108,Bob Estes,25,35659,891477
108,109,109,Rory Sabbatini,26,35422,920987
109,110,110,J.L. Lewis,30,34371,1031158
110,111,111,Kevin Na,32,34225,1095203
111,112,112,Joey Snyder III,31,33635,1042695
112,113,113,Lee Westwood,15,33417,501267
113,114,114,Kirk Triplett,18,33230,598145
114,115,115,Michael Harris,2,32715,65430
115,116,116,James Driscoll,26,32688,849890
116,117,117,Kevin Sutherland,26,32533,845875
117,118,118,Charles Warren,31,32492,1007276
118,119,119,Paul Goydos,15,32424,486361
119,120,120,Harrison Frazar,31,32228,999082
120,121,121,Brett Quigley,31,32198,998154
121,122,122,Corey Pavin,23,32022,736506
122,123,123,Jesper Parnevik,24,30535,732844
123,124,124,Doug Barron,24,30499,731990
124,125,125,Dean Wilson,27,30440,821902
125,126,126,Jay Haas,16,30319,485109
126,127,127,Jeff Maggert,25,29751,743780
127,128,128,Steve Lowery,32,29696,950274
128,129,129,John Senden,29,29493,855324
129,130,130,J.J. Henry,32,29448,942346
130,131,131,Marcel Siem,1,29150,29150
131,132,132,Rocco Mediate,24,29010,696249
132,133,133,Steve Flesch,30,28970,869106
133,134,134,D.J. Trahan,28,28796,806304
134,135,135,Tag Ridings,31,28768,891811
135,136,136,Tjaart van der Walt,19,28634,544057
136,137,137,John Rollins,30,28404,852147
137,138,138,Craig Barlow,26,27706,720362
138,139,139,Peter Tomasulo,2,27513,55027
139,140,140,Rich Beem,26,26970,701242
140,141,141,Bill Haas,6,26597,159586
141,142,142,Robert Damron,28,26422,739835
142,143,143,Daniel Chopra,34,26275,893367
143,T144,T144,Hiroyuki Fujita,1,26243,26243
144,T144,T144,Soren Hansen,1,26243,26243
145,T144,T144,Simon Khan,1,26243,26243
146,147,147,Hank Kuehne,30,26227,786817
147,148,148,Stephen Leaney,29,26139,758057
148,149,149,Ryuji Imada,25,26008,650221
149,150,150,Ben Curtis,24,24777,594669
150,151,151,Thomas Levet,20,24267,485343
151,152,152,J.P. Hayes,22,24168,531704
152,153,153,Jay Williamson,16,23915,382653
153,154,154,Jonathan Byrd,31,23420,726022
154,155,155,Richard Green,11,23346,256807
155,156,156,Paul McGinley,6,23169,139017
156,157,157,Mark Wilson,25,22928,573218
157,158,158,Marco Dawson,23,22881,526264
158,159,159,Steve Schneiter,1,22300,22300
159,160,160,Ángel Cabrera,11,22002,242027
160,161,161,Tommy Armour III,29,21953,636642
161,162,162,John Huston,31,21224,657969
162,163,163,Mathias Grönberg,19,21112,401139
163,164,164,Jay Delsing,11,20986,230850
164,165,165,Brian Gay,33,20904,689861
165,166,166,Brett Wetterich,28,20572,576029
166,167,167,Hidemichi Tanaka,34,20179,686113
167,168,168,Omar Uresti,27,19934,538237
168,169,169,Steve Webster,2,19793,39586
169,170,170,Michael Allen,30,19727,591829
170,171,171,Kent Jones,32,19685,629943
171,172,172,Nick Watney,31,19528,605369
172,173,173,Paul Casey,10,19519,195192
173,174,174,Patrick Sheehan,35,19286,675037
174,175,175,Simon Dyson,2,19274,38548
175,176,176,Darron Stiles,26,19224,499826
176,177,177,Shingo Katayama,5,19204,96020
177,178,178,Matt Kuchar,21,19180,402785
178,179,179,Paul Lawrie,1,19153,19153
179,180,180,Todd Fischer,35,18974,664097
180,181,181,Steve Stricker,21,18935,397639
181,182,182,Briny Baird,33,18914,624190
182,183,183,David Howell,12,18704,224449
183,184,184,Brenden Pappas,15,18622,279340
184,185,185,Per-Ulrik Johansson,7,18091,126640
185,186,186,Todd Hamilton,31,18048,559494
186,187,187,Scott Gutschewski,27,17980,485486
187,188,188,Brendan Jones,28,17814,498816
188,189,189,Søren Kjeldsen,1,17667,17667
189,T190,T190,John Bickerton,1,17522,17522
190,T190,T190,Tino Schuster,1,17522,17522
191,192,192,Hunter Mahan,34,17340,589566
192,193,193,Jimmy Walker,9,17316,155850
193,194,194,Peter Hanson,3,17297,51891
194,195,195,Neal Lancaster,31,17167,532185
195,196,196,Andrew Magee,29,16854,488779
196,197,197,Shaun Micheel,29,16806,487401
197,198,198,Phillip Price,25,16776,419415
198,199,199,Duffy Waldorf,28,16525,462724
199,200,200,Alex Cejka,31,16454,510082
200,201,201,Peter Jacobsen,11,16416,180583
201,T202,T202,Robert Rock,1,16383,16383
202,T202,T202,David Smail,1,16383,16383
203,204,204,Gavin Coles,22,16341,359522
204,205,205,Lee Janzen,26,16259,422748
205,206,206,Erik Compton,1,15895,15895
206,207,207,Brian Bateman,32,15797,505516
207,208,208,Patrik Sjöland,1,15769,15769
208,209,209,Scott Hoch,2,15565,31130
209,210,210,Cameron Beckman,31,15293,474107
210,211,211,Carl Paulson,13,15247,198214
211,T212,T212,Keiichiro Fukabori,1,15223,15223
212,T212,T212,Jonathan Lomas,1,15223,15223
213,214,214,Tom Gillis,28,15037,421050
214,215,215,Bob Heintz,24,14812,355488
215,216,216,Graeme Storm,1,14806,14806
216,217,217,Frank Lickliter II,33,14744,486580
217,218,218,Brent Geiberger,21,14740,309558
218,219,219,Steve Marino,1,14542,14542
219,220,220,Spike McRoy,12,14493,173919
220,221,221,John Cook,26,14391,374185
221,222,222,Chris Smith,32,14199,454375
222,223,223,Stephen Gangluff,1,14161,14161
223,224,224,Glen Day,27,13711,370220
224,225,225,Tom Scherrer,2,13666,27333
225,226,226,John Mallinger,1,13553,13553
226,227,227,Henrik Stenson,4,13479,53919
227,228,228,Craig Bowden,15,13327,199911
228,229,229,Hunter Haas,28,13283,371925
229,T230,T230,Maarten Lafeber,2,13121,26243
230,T230,T230,Tom Watson,2,13121,26243
231,232,232,Steve Allan,32,13075,418428
232,233,233,"Ron Philo, Jr.",1,12750,12750
233,234,234,Scott Hend,28,12723,356247
234,235,235,Dan Forsman,17,12596,214134
235,236,236,Roland Thatcher,26,12549,326299
236,237,237,Matt Gogel,28,12291,344150
237,238,238,Franklin Langham,31,12272,380435
238,239,239,José Coceres,22,12259,269704
239,240,240,Miguel Angel Jiménez,9,12155,109398
240,241,241,D.A. Points,33,12137,400540
241,242,242,Jason Hartwick,1,12090,12090
242,243,243,Paul Gow,27,12016,324458
243,244,244,Tom Byrum,27,11998,323953
244,245,245,Kelly Grunewald,1,11935,11935
245,246,246,Mike Springer,5,11853,59268
246,247,247,Scott Piercy,4,11785,47140
247,248,248,Paul Sheehan,1,11715,11715
248,249,249,Darrell Kestner,1,11700,11700
249,250,250,Sandy Lyle,4,11608,46433
250,251,251,Larry Mize,18,11498,206968
251,252,252,D.J. Brigman,26,11340,294849
252,253,253,Kevin Johnson,1,11330,11330
253,254,254,Steve Collins,1,11250,11250
254,255,255,Paul Azinger,22,11204,246489
255,256,256,Spencer Levin,7,11154,78082
256,257,257,Kevin Stadler,33,11144,367775
257,258,258,David Frost,10,11125,111257
258,259,259,Will MacKenzie,25,11021,275528
259,260,260,Esteban Toledo,7,10983,76887
260,261,261,Mike Small,2,10950,21900
261,262,262,Charlie Wi,23,10873,250080
262,263,263,Kevin Streelman,2,10847,21694
263,264,264,Chris Anderson,25,10813,270347
264,265,265,Chris Riley,25,10749,268735
265,266,266,David Peoples,12,10658,127907
266,267,267,Charley Hoffman,1,10656,10656
267,T268,T268,Casey Martin,1,10547,10547
268,T268,T268,Chris Nallen,1,10547,10547
269,270,270,Doug Tewell,1,10088,10088
270,271,271,Mark Brooks,28,9773,273667
271,272,272,Rick Heath,1,9735,9735
272,273,273,Dennis Paulson,24,9672,232146
273,274,274,Ahmad Bateman,1,9625,9625
274,275,275,Camilo Benedetti,1,9600,9600
275,276,276,Paul Claxton,29,9300,269700
276,277,277,Mark O'Meara,21,9093,190969
277,278,278,Greg Meyer,1,8928,8928
278,279,279,Jason Knutzon,1,8920,8920
279,280,280,Glen Hnatiuk,21,8817,185162
280,281,281,Greg Norman,2,8761,17522
281,282,282,Andre Stolz,12,8731,104775
282,283,283,Justin Bolli,24,8641,207399
283,284,284,Tom Kite,12,8619,103429
284,285,285,Steven Bowditch,1,8299,8299
285,286,286,David Hearn,24,8227,197452
286,287,287,Camilo Villegas,2,8150,16300
287,288,288,Gavin Flint,1,7932,7932
288,289,289,Nick Dougherty,6,7911,47467
289,290,290,Mario Tiziani,23,7896,181618
290,291,291,Casey Wittenberg,9,7505,67547
291,292,292,Garrett Willis,7,7464,52250
292,293,293,Dicky Pride,5,7386,36931
293,294,294,Gary Hallberg,1,7160,7160
294,295,295,Blaine McCallister,9,7139,64253
295,296,296,Sean Murphy,3,7040,21120
296,T297,T297,David Edwards,9,6939,62459
297,T297,T297,Michael Long,26,6939,180418
298,T299,T299,Brad Fabel,1,6925,6925
299,T299,T299,Wayne Levi,1,6925,6925
300,301,301,Ben Portie,1,6780,6780
301,302,302,Donnie Hammond,3,6716,20150
302,303,303,Grant Waite,6,6475,38855
303,304,304,Brandt Snedeker,2,6365,12731
304,305,305,Craig Perks,27,6347,171378
305,306,306,Brad Lardon,4,6332,25331
306,307,307,Michael Bradley,4,6313,25254
307,308,308,Steve Jones,20,6207,124144
308,309,309,Len Mattiace,34,6165,209637
309,310,310,Jason Allred,29,6084,176436
310,311,311,Ryan Dillon,1,6060,6060
311,312,312,Jeff Hart,23,5876,135165
312,313,313,John Riegger,4,5832,23328
313,314,314,Y.E. Yang,4,5713,22855
314,315,315,Skip Kendall,32,5642,180560
315,316,316,Wil Collins,2,5600,11200
316,317,317,Toru Taniguchi,7,5554,38880
317,318,318,Guy Boros,5,5553,27765
318,319,319,Eric Axley,2,5550,11100
319,320,320,Colby Beckstrom,2,5547,11095
320,321,321,Danny Ellis,7,5279,36956
321,322,322,Ian Leggatt,12,5273,63283
322,323,323,Don Yrene,2,5226,10452
323,324,324,Ted Tryba,2,5218,10437
324,325,325,Bill Glasson,21,5163,108426
325,326,326,S.K. Ho,3,5139,15419
326,327,327,Danny Briggs,29,5132,148835
327,328,328,Matt Davidson,20,4945,98905
328,329,329,Thongchai Jaidee,4,4788,19153
329,330,330,Mike Standly,2,4452,8904
330,331,331,Jim Carter,25,4165,104138
331,332,332,Gene Sauers,7,4155,29091
332,333,333,Dick Mast,3,4017,12053
333,334,334,Jim McGovern,2,3966,7932
334,335,335,Scott Simpson,9,3950,35556
335,336,336,Bradley Hughes,20,3840,76818
336,337,337,Akio Sadakata,2,3657,7315
337,338,338,Brian Henninger,2,3618,7236
338,339,339,James McLean,5,3600,18000
339,340,340,David Lundstrom,2,3500,7000
340,341,341,Rob Rashell,25,3375,84391
341,342,342,P.H. Horgan III,2,3270,6540
342,343,343,Hideto Tanihara,20,3141,62832
343,344,344,Notah Begay III,11,3140,34545
344,345,345,Nick Gilliam,3,2975,8925
345,346,346,Bob Burns,15,2960,44407
346,347,347,Trevor Dodds,2,2910,5820
347,348,348,Dave Rummells,2,2820,5640
348,349,349,Bob Sowards,7,2737,19162
349,350,350,John Elliott,25,2712,67819
350,351,351,Brian Watts,7,2645,18520
351,352,352,Euan Walters,18,2575,46365
352,353,353,Chris Starkjohann,4,2479,9917
353,354,354,Rich Barcelo,3,2315,6945
354,355,355,Robin Freeman,8,2157,17257
355,356,356,Tripp Isenhour,7,2064,14448
356,357,357,John Morgan,11,1911,21030
357,358,358,Hal Sutton,10,1832,18320
358,359,359,Mike Hulbert,4,1507,6030
359,360,360,Steve Pate,9,1378,12402
360,361,361,Mike Heinen,7,900,6300
361,362,362,John Maginnes,17,592,10080
362,363,363,David Duval,20,381,7630
