,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
102,103,103,Jeff Sluman,28,4.25,1087506,25605000
103,104,104,Brian Davis,23,4.1,854459,20863584
104,105,105,Joey Sindelar,29,4.05,1060237,26179000
105,106,106,Dudley Hart,29,3.99,1051338,26361000
106,107,107,Bob Estes,25,3.96,891477,22518000
107,108,108,Robert Allenby,31,3.95,1184457,30011584
108,109,109,Stephen Ames,24,3.89,959664,24671584
109,110,110,Nick Price,16,3.85,626735,16295584
110,111,111,Joey Snyder III,31,3.82,1042695,27297000
111,112,112,Kevin Na,32,3.81,1095203,28755000
112,T113,T113,Michael Harris,2,3.79,65430,1728000
113,T113,T113,Freddie Jacobson,23,3.79,868525,22910584
114,T113,T113,Craig Parry,15,3.79,629886,16630584
115,116,116,J.L. Lewis,30,3.74,1031158,27549000
116,117,117,Harrison Frazar,31,3.71,999082,26919000
117,118,118,Paul Goydos,15,3.7,486361,13149000
118,T119,T119,Charles Warren,31,3.67,1007276,27459000
119,T119,T119,Dean Wilson,27,3.67,821902,22419000
120,121,121,James Driscoll,26,3.65,849890,23301000
121,122,122,Doug Barron,24,3.61,731990,20259000
122,123,123,Kevin Sutherland,26,3.57,845875,23679000
123,124,124,Ángel Cabrera,11,3.56,451027,12685584
124,T125,T125,Brett Quigley,31,3.54,998154,28197000
125,T125,T125,Tjaart van der Walt,19,3.54,544057,15381000
126,T125,T125,Simon Yates,1,3.54,46000,1300000
127,128,128,Rory Sabbatini,26,3.53,920987,26100584
128,129,129,Corey Pavin,23,3.49,736506,21105000
129,130,130,Kirk Triplett,18,3.48,598145,17212000
130,T131,T131,Steve Lowery,32,3.34,950274,28449000
131,T131,T131,D.J. Trahan,28,3.34,806304,24147000
132,133,133,Rocco Mediate,24,3.3,696249,21123000
133,134,134,Tag Ridings,31,3.28,891811,27153000
134,135,135,John Senden,29,3.27,855324,26181000
135,T136,T136,Marc Cayeux,1,3.25,42250,1300000
136,T136,T136,J.J. Henry,32,3.25,942346,28953000
137,138,138,Jesper Parnevik,24,3.19,732844,23004000
138,139,139,Nick Faldo,5,3.16,184649,5851584
139,140,140,Jeff Maggert,25,3.12,743780,23872000
140,141,141,Kenneth Ferrie,3,3.11,120250,3861584
141,142,142,John Rollins,30,3.09,852147,27621000
142,143,143,Lee Westwood,15,3.08,501267,16249584
143,144,144,Craig Barlow,26,3.07,720362,23463000
144,145,145,Ryuji Imada,25,3.02,650221,21510000
145,146,146,Steve Flesch,30,2.99,869106,29055584
146,147,147,J.P. Hayes,22,2.98,531704,17847000
147,148,148,Peter Tomasulo,2,2.97,55027,1854000
148,149,149,Jay Delsing,11,2.95,230850,7830000
149,150,150,Marcel Siem,1,2.94,29150,990000
150,151,151,Hank Kuehne,30,2.93,786817,26883000
151,T152,T152,Robert Damron,28,2.91,739835,25443000
152,T152,T152,Richard Green,11,2.91,365807,12559584
153,154,154,Daniel Chopra,34,2.89,893367,30880584
154,155,155,Rich Beem,26,2.86,701242,24535584
155,156,156,Niclas Fasth,3,2.85,107500,3770000
156,157,157,Jay Haas,16,2.84,485109,17081000
157,158,158,Bill Haas,6,2.82,159586,5652000
158,159,159,Stephen Leaney,29,2.8,758057,27049000
159,160,160,Jyoti Randhawa,2,2.79,72500,2600000
160,161,161,Mark Wilson,25,2.78,573218,20619000
161,162,162,Marco Dawson,23,2.67,526264,19701000
162,163,163,Mathias Grönberg,19,2.66,401139,15057000
163,164,164,Kazuhiko Hosokawa,1,2.65,34500,1300000
164,165,165,Ben Curtis,24,2.62,594669,22699584
165,166,166,Jonathan Byrd,31,2.61,726022,27772000
166,167,167,Neil Cheetham,1,2.54,33000,1300000
167,168,168,Miguel Angel Jiménez,9,2.53,281398,11101584
168,169,169,Warren Abery,1,2.5,32500,1300000
169,170,170,John Huston,31,2.49,657969,26379000
170,171,171,Tommy Armour III,29,2.45,636642,25956000
171,172,172,Brett Wetterich,28,2.43,576029,23661000
172,T173,T173,Omar Uresti,27,2.41,538237,22329000
173,T173,T173,Jay Williamson,16,2.41,382653,15885000
174,175,175,Brian Gay,33,2.4,689861,28791000
175,T176,T176,Thomas Levet,20,2.37,485343,20475584
176,T176,T176,Brenden Pappas,15,2.37,279340,11790000
177,178,178,Hidemichi Tanaka,34,2.35,686113,29241000
178,179,179,Matt Kuchar,21,2.32,402785,17388000
179,180,180,Per-Ulrik Johansson,7,2.31,126640,5472000
180,181,181,Darron Stiles,26,2.3,499826,21753000
181,182,182,Steve Stricker,21,2.29,397639,17352000
182,183,183,Nick Watney,31,2.28,605369,26523000
183,T184,T184,Kent Jones,32,2.26,629943,27873000
184,T184,T184,Shingo Katayama,5,2.26,131020,5800000
185,186,186,Michael Allen,30,2.22,591829,26703000
186,187,187,Todd Fischer,35,2.19,664097,30303000
187,188,188,Stephen Dodd,4,2.18,109500,5031584
188,T189,T189,Briny Baird,33,2.17,624190,28719000
189,T189,T189,Patrick Sheehan,35,2.17,675037,31149000
190,191,191,Brendan Jones,28,2.12,498816,23499000
191,192,192,Scott Gutschewski,27,2.11,485486,23032584
192,T193,T193,Hiroyuki Fujita,1,2.08,26243,1261584
193,T193,T193,Soren Hansen,1,2.08,26243,1261584
194,T193,T193,Simon Khan,1,2.08,26243,1261584
195,196,196,Phillip Price,25,2.02,419415,20727000
196,T197,T197,Neal Lancaster,31,1.96,532185,27153000
197,T197,T197,Hunter Mahan,34,1.96,589566,30033000
198,199,199,Andrew Magee,29,1.94,488779,25245000
199,200,200,Jimmy Walker,9,1.92,155850,8100000
200,201,201,Steve Schneiter,1,1.91,22300,1170000
201,202,202,Nick Dougherty,6,1.9,128217,6740000
202,T203,T203,Gavin Coles,22,1.87,359522,19219000
203,T203,T203,Spike McRoy,12,1.87,173919,9306000
204,T205,T205,Todd Hamilton,31,1.85,559494,30171584
205,T205,T205,Bob Heintz,24,1.85,355488,19215000
206,207,207,Thongchai Jaidee,4,1.84,92653,5031584
207,T208,T208,Tom Scherrer,2,1.83,27333,1494000
208,T208,T208,Duffy Waldorf,28,1.83,462724,25246584
209,210,210,Charl Schwartzel,4,1.82,77000,4235584
210,211,211,Lee Janzen,26,1.8,422748,23535000
211,T212,T212,Alex Cejka,31,1.78,510082,28688584
212,T212,T212,Carl Paulson,13,1.78,198214,11151000
213,214,214,Cameron Beckman,31,1.77,474107,26757000
214,215,215,Brian Bateman,32,1.76,505516,28773000
215,216,216,Shaun Micheel,29,1.75,487401,27901584
216,T217,T217,Craig Bowden,15,1.72,199911,11628000
217,T217,T217,Mike Springer,5,1.72,59268,3438000
218,219,219,Tom Gillis,28,1.71,421050,24669000
219,220,220,Paul Casey,10,1.68,195192,11619584
220,221,221,Frank Lickliter II,33,1.67,486580,29088000
221,222,222,John Cook,26,1.66,374185,22599000
222,T223,T223,Scott Hoch,2,1.65,31130,1890000
223,T223,T223,Peter Jacobsen,11,1.65,180583,10935000
224,T223,T223,Chris Smith,32,1.65,454375,27513000
225,226,226,Brent Geiberger,21,1.64,309558,18884000
226,T227,T227,Glen Day,27,1.63,370220,22644000
227,T227,T227,Dan Forsman,17,1.63,214134,13140000
228,T227,T227,Steve Webster,2,1.63,39586,2431584
229,T230,T230,Erik Compton,1,1.61,15895,990000
230,T230,T230,Stephen Gangluff,1,1.61,14161,882000
231,232,232,Simon Dyson,2,1.59,38548,2431584
232,233,233,Hunter Haas,28,1.57,371925,23643000
233,234,234,Roland Thatcher,26,1.55,326299,21105000
234,235,235,Paul Lawrie,1,1.52,19153,1261584
235,T236,T236,Søren Kjeldsen,1,1.51,17667,1170000
236,T236,T236,Scott Piercy,4,1.51,47140,3114000
237,238,238,Steve Allan,32,1.5,418428,27837000
238,T239,T239,Gavin Flint,1,1.47,7932,540000
239,T239,T239,Steve Marino,1,1.47,14542,990000
240,T241,T241,Paul Gow,27,1.46,324458,22185000
241,T241,T241,Scott Hend,28,1.46,356247,24400584
242,T243,T243,Peter Hanson,3,1.44,51891,3601584
243,T243,T243,David Peoples,12,1.44,127907,8856000
244,T243,T243,D.A. Points,33,1.44,400540,27909000
245,T246,T246,José Coceres,22,1.42,269704,18945000
246,T246,T246,Franklin Langham,31,1.42,380435,26757000
247,T248,T248,John Bickerton,1,1.39,17522,1261584
248,T248,T248,Spencer Levin,7,1.39,78082,5607000
249,T248,T248,Larry Mize,18,1.39,206968,14931000
250,T248,T248,Tino Schuster,1,1.39,17522,1261584
251,T248,T248,Esteban Toledo,7,1.39,76887,5544000
252,253,253,Matt Gogel,28,1.38,344150,24993000
253,254,254,Will MacKenzie,25,1.36,275528,20295000
254,T255,T255,D.J. Brigman,26,1.34,294849,22023000
255,T255,T255,S.K. Ho,3,1.34,50169,3731584
256,T255,T255,Kevin Streelman,2,1.34,21694,1620000
257,258,258,Chris Anderson,25,1.33,270347,20295000
258,259,259,Tom Byrum,27,1.31,323953,24778584
259,T260,T260,Keiichiro Fukabori,1,1.3,15223,1170000
260,T260,T260,Jonathan Lomas,1,1.3,15223,1170000
261,T260,T260,Robert Rock,1,1.3,16383,1261584
262,T260,T260,David Smail,1,1.3,16383,1261584
263,T260,T260,Kevin Stadler,33,1.3,367775,28287000
264,T260,T260,Charlie Wi,23,1.3,250080,19269000
265,T266,T266,Brad Fabel,1,1.28,6925,540000
266,T266,T266,Wayne Levi,1,1.28,6925,540000
267,268,268,Ben Portie,1,1.26,6780,540000
268,T269,T269,Paul Azinger,22,1.25,246489,19647000
269,T269,T269,Steve Collins,1,1.25,11250,900000
270,T269,T269,David Frost,10,1.25,111257,8875584
271,T269,T269,Patrik Sjöland,1,1.25,15769,1261584
272,273,273,Jason Knutzon,1,1.24,8920,720000
273,274,274,Charley Hoffman,1,1.23,10656,864000
274,275,275,Kelly Grunewald,1,1.21,11935,990000
275,276,276,Paul Sheehan,1,1.18,11715,990000
276,277,277,Graeme Storm,1,1.17,14806,1261584
277,278,278,John Mallinger,1,1.16,13553,1170000
278,279,279,Kevin Johnson,1,1.14,11330,990000
279,T280,T280,Paul Claxton,29,1.12,269700,24111000
280,T280,T280,Ryan Dillon,1,1.12,6060,540000
281,T282,T282,Casey Martin,1,1.11,10547,954000
282,T282,T282,Chris Riley,25,1.11,268735,24318584
283,T284,T284,Dennis Paulson,24,1.09,232146,21321000
284,T284,T284,"Ron Philo, Jr.",1,1.09,12750,1170000
285,T286,T286,Mark Brooks,28,1.08,273667,25317000
286,T286,T286,Jason Hartwick,1,1.08,12090,1116000
287,T286,T286,Maarten Lafeber,2,1.08,26243,2431584
288,T286,T286,Doug Tewell,1,1.08,10088,936000
289,T286,T286,Garrett Willis,7,1.08,52250,4860000
290,T291,T291,Camilo Benedetti,1,1.07,9600,900000
291,T291,T291,Steven Bowditch,1,1.07,8299,774000
292,T291,T291,Sandy Lyle,4,1.07,46433,4321584
293,294,294,Mike Small,2,1.06,21900,2070000
294,295,295,Tom Watson,2,1.04,26243,2521584
295,296,296,Greg Meyer,1,1.03,8928,864000
296,T297,T297,Justin Bolli,24,1.02,207399,20313000
297,T297,T297,Blaine McCallister,9,1.02,64253,6300000
298,299,299,David Hearn,24,1.01,197452,19485000
299,300,300,Darrell Kestner,1,1.0,11700,1170000
300,301,301,Gary Hallberg,1,0.99,7160,720000
301,T302,T302,Rick Heath,1,0.98,9735,990000
302,T302,T302,Glen Hnatiuk,21,0.98,185162,18837000
303,T304,T304,Ahmad Bateman,1,0.97,9625,990000
304,T304,T304,Mark O'Meara,21,0.97,190969,19711584
305,T306,T306,Donnie Hammond,3,0.96,20150,2106000
306,T306,T306,Mario Tiziani,23,0.96,181618,18909000
307,308,308,Tom Kite,12,0.95,103429,10935000
308,309,309,David Edwards,9,0.92,62459,6804000
309,310,310,Michael Bradley,4,0.91,25254,2790000
310,T311,T311,Chris Nallen,1,0.9,10547,1170000
311,T311,T311,Grant Waite,6,0.9,38855,4320000
312,313,313,Andre Stolz,12,0.89,104775,11770000
313,314,314,Dicky Pride,5,0.87,36931,4266000
314,315,315,Camilo Villegas,2,0.86,16300,1890000
315,316,316,Michael Long,26,0.85,180418,21195000
316,317,317,Guy Boros,5,0.84,27765,3294000
317,318,318,Casey Wittenberg,9,0.83,67547,8154000
318,319,319,Brad Lardon,4,0.82,25331,3105000
319,T320,T320,Sean Murphy,3,0.81,21120,2592000
320,T320,T320,Greg Norman,2,0.81,17522,2161584
321,322,322,Mike Standly,2,0.76,8904,1170000
322,T323,T323,Stephen Gallacher,4,0.74,36500,4901584
323,T323,T323,Joakim Haeggman,4,0.74,35000,4721584
324,325,325,Jeff Hart,23,0.72,135165,18693000
325,326,326,Don Yrene,2,0.71,10452,1476000
326,T327,T327,Jason Allred,29,0.69,176436,25462584
327,T327,T327,Danny Ellis,7,0.69,36956,5382000
328,T327,T327,Len Mattiace,34,0.69,209637,30285000
329,T330,T330,Steve Jones,20,0.68,124144,18270000
330,T330,T330,Craig Perks,27,0.68,171378,25191000
331,332,332,John Riegger,4,0.65,23328,3564000
332,333,333,Bill Glasson,21,0.64,108426,16947000
333,334,334,Skip Kendall,32,0.63,180560,28575000
334,335,335,Matt Davidson,20,0.62,98905,15867000
335,T336,T336,Danny Briggs,29,0.6,148835,24669000
336,T336,T336,Gene Sauers,7,0.6,29091,4860000
337,T336,T336,Brandt Snedeker,2,0.6,12731,2106000
338,339,339,Ted Tryba,2,0.59,10437,1782000
339,T340,T340,Colby Beckstrom,2,0.57,11095,1944000
340,T340,T340,Ian Leggatt,12,0.57,63283,11097000
341,342,342,Y.E. Yang,4,0.55,22855,4141584
342,T343,T343,Eric Axley,2,0.54,11100,2070000
343,T343,T343,Wil Collins,2,0.54,11200,2070000
344,T343,T343,Toru Taniguchi,7,0.54,38880,7183584
345,T346,T346,Dick Mast,3,0.53,12053,2268000
346,T346,T346,Jim McGovern,2,0.53,7932,1494000
347,348,348,Jim Carter,25,0.51,104138,20565000
348,349,349,James McLean,5,0.5,18000,3582000
349,T350,T350,Brian Henninger,2,0.48,7236,1494000
350,T350,T350,Bradley Hughes,20,0.48,76818,15867000
351,T350,T350,Dave Rummells,2,0.48,5640,1170000
352,T350,T350,Scott Simpson,9,0.48,35556,7344000
353,354,354,David Lundstrom,2,0.46,7000,1530000
354,355,355,Akio Sadakata,2,0.45,7315,1620000
355,356,356,P.H. Horgan III,2,0.42,6540,1575000
356,357,357,Rob Rashell,25,0.41,84391,20745000
357,T358,T358,Bob Burns,15,0.4,44407,11052000
358,T358,T358,Trevor Dodds,2,0.4,5820,1440000
359,360,360,Notah Begay III,11,0.39,34545,8892000
360,361,361,Hideto Tanihara,20,0.38,62832,16569000
361,362,362,Bob Sowards,7,0.37,19162,5166000
362,363,363,Brian Watts,7,0.35,18520,5220000
363,364,364,John Elliott,25,0.33,67819,20709000
364,365,365,Nick Gilliam,3,0.32,8925,2754000
365,366,366,Tripp Isenhour,7,0.31,14448,4644000
366,367,367,Rich Barcelo,3,0.3,6945,2341584
367,368,368,Robin Freeman,8,0.29,17257,5940000
368,369,369,Euan Walters,18,0.28,46365,16556584
369,T370,T370,John Morgan,11,0.26,21030,8208000
370,T370,T370,Chris Starkjohann,4,0.26,9917,3744000
371,T372,T372,Mike Hulbert,4,0.18,6030,3276000
372,T372,T372,Steve Pate,9,0.18,12402,7074000
373,T372,T372,Hal Sutton,10,0.18,18320,9981000
374,375,375,Mike Heinen,7,0.12,6300,5220000
375,376,376,John Maginnes,17,0.07,10080,13599000
376,377,377,David Duval,20,0.04,7630,18136584
