,Consecutive_Par_4_Birdies_RANK THIS WEEK,Consecutive_Par_4_Birdies_RANK LAST WEEK,Consecutive_Par_4_Birdies_PLAYER NAME,Consecutive_Par_4_Birdies_EVENTS,Consecutive_Par_4_Birdies_NUMBER OF HOLES
0,1,1,David Lingmerth,28,7
1,T2,T2,David Hearn,30,6
2,T2,T2,Phil Mickelson,19,6
3,T4,T4,Jason Bohn,27,5
4,T4,T4,Steven Bowditch,32,5
5,T4,T4,Keegan Bradley,24,5
6,T4,T4,Brendon de Jonge,31,5
7,T4,T4,Gonzalo Fernandez-Castaño,28,5
8,T4,T4,Freddie Jacobson,14,5
9,T4,T4,Marc Leishman,23,5
10,T4,T4,George McNeill,27,5
11,T4,T4,Troy Merritt,29,5
12,T4,T4,Ryan Palmer,22,5
13,T4,T4,Michael Putnam,28,5
14,T4,T4,Robert Streb,30,5
15,T4,T4,Cameron Tringale,28,5
16,T4,T4,Scott Verplank,13,5
17,T4,T4,Johnson Wagner,23,5
18,T4,T4,Bubba Watson,19,5
19,T20,T20,Kiradech Aphibarnrat,4,4
20,T20,T20,Woody Austin,11,4
21,T20,T20,Sangmoon Bae,30,4
22,T20,T20,Charlie Beljan,27,4
23,T20,T20,Daniel Berger,31,4
24,T20,T20,Paul Casey,24,4
25,T20,T20,Alex Cejka,30,4
26,T20,T20,Stewart Cink,23,4
27,T20,T20,Erik Compton,28,4
28,T20,T20,Jon Curran,28,4
29,T20,T20,Jason Day,20,4
30,T20,T20,Graham DeLaet,22,4
31,T20,T20,Luke Donald,20,4
32,T20,T20,Jamie Donaldson,16,4
33,T20,T20,Victor Dubuisson,10,4
34,T20,T20,Ken Duke,30,4
35,T20,T20,Harris English,29,4
36,T20,T20,Tony Finau,31,4
37,T20,T20,Jim Furyk,19,4
38,T20,T20,Jason Gore,26,4
39,T20,T20,Luke Guthrie,27,4
40,T20,T20,Bill Haas,25,4
41,T20,T20,James Hahn,28,4
42,T20,T20,Padraig Harrington,21,4
43,T20,T20,Russell Henley,24,4
44,T20,T20,Charley Hoffman,28,4
45,T20,T20,Morgan Hoffmann,26,4
46,T20,T20,Tom Hoge,26,4
47,T20,T20,J.B. Holmes,25,4
48,T20,T20,Billy Horschel,28,4
49,T20,T20,Charles Howell III,30,4
50,T20,T20,John Huh,31,4
51,T20,T20,Ryo Ishikawa,28,4
52,T20,T20,Zach Johnson,25,4
53,T20,T20,Dustin Johnson,21,4
54,T20,T20,Matt Jones,25,4
55,T20,T20,Kevin Kisner,30,4
56,T20,T20,Scott Langley,28,4
57,T20,T20,Danny Lee,36,4
58,T20,T20,Spencer Levin,31,4
59,T20,T20,Matteo Manassero,1,4
60,T20,T20,Hideki Matsuyama,25,4
61,T20,T20,John Merrick,27,4
62,T20,T20,Bryce Molder,26,4
63,T20,T20,Seung-Yul Noh,21,4
64,T20,T20,Sean O'Hair,26,4
65,T20,T20,Louis Oosthuizen,20,4
66,T20,T20,Greg Owen,19,4
67,T20,T20,Cameron Percy,23,4
68,T20,T20,Carl Pettersson,32,4
69,T20,T20,Scott Piercy,28,4
70,T20,T20,Scott Pinckney,27,4
71,T20,T20,Alex Prugh,27,4
72,T20,T20,Patrick Reed,27,4
73,T20,T20,Kyle Reifers,31,4
74,T20,T20,Patrick Rodgers,17,4
75,T20,T20,John Rollins,14,4
76,T20,T20,Rory Sabbatini,25,4
77,T20,T20,Charl Schwartzel,19,4
78,T20,T20,Adam Scott,15,4
79,T20,T20,Marcel Siem,8,4
80,T20,T20,Vijay Singh,23,4
81,T20,T20,Byron Smith,21,4
82,T20,T20,Cameron Smith,13,4
83,T20,T20,Scott Stallings,19,4
84,T20,T20,Kyle Stanley,12,4
85,T20,T20,Brendan Steele,24,4
86,T20,T20,Brian Stuard,31,4
87,T20,T20,Zack Sucher,18,4
88,T20,T20,Andy Sullivan,6,4
89,T20,T20,Daniel Summerhays,29,4
90,T20,T20,Hudson Swafford,30,4
91,T20,T20,Justin Thomas,30,4
92,T20,T20,Michael Thompson,27,4
93,T20,T20,Brendon Todd,27,4
94,T20,T20,Jhonattan Vegas,27,4
95,T20,T20,Camilo Villegas,27,4
96,T20,T20,Jimmy Walker,24,4
97,T20,T20,Marc Warren,9,4
98,T20,T20,Nick Watney,28,4
99,T20,T20,Lee Westwood,15,4
100,T20,T20,Steve Wheatcroft,28,4
101,T20,T20,Gary Woodland,24,4
102,T103,T103,Blake Adams,13,3
103,T103,T103,Steven Alker,22,3
104,T103,T103,Robert Allenby,25,3
105,T103,T103,Benjamín Alvarado,8,3
106,T103,T103,Mark Anderson,7,3
107,T103,T103,Stuart Appleby,7,3
108,T103,T103,Ryan Armour,17,3
109,T103,T103,Scott Arnold,1,3
110,T103,T103,Arjun Atwal,7,3
111,T103,T103,Eric Axley,21,3
112,T103,T103,Seuk-hyun Baek,2,3
113,T103,T103,Blayne Barber,26,3
114,T103,T103,Ricky Barnes,27,3
115,T103,T103,Matt Bettencourt,8,3
116,T103,T103,Zac Blair,34,3
117,T103,T103,Jonas Blixt,26,3
118,T103,T103,Scott Brown,30,3
119,T103,T103,Jonathan Byrd,22,3
120,T103,T103,Ángel Cabrera,19,3
121,T103,T103,Chad Campbell,30,3
122,T103,T103,Roberto Castro,16,3
123,T103,T103,Greg Chalmers,17,3
124,T103,T103,K.J. Choi,19,3
125,T103,T103,Tim Clark,13,3
126,T103,T103,George Coetzee,7,3
127,T103,T103,Ben Crane,22,3
128,T103,T103,John Daly,10,3
129,T103,T103,Brian Davis,31,3
130,T103,T103,Glen Day,8,3
131,T103,T103,Jason Dufner,21,3
132,T103,T103,Paul Dunne,1,3
133,T103,T103,Ernie Els,18,3
134,T103,T103,Derek Ernst,26,3
135,T103,T103,Matt Every,26,3
136,T103,T103,Derek Fathauer,27,3
137,T103,T103,Ross Fisher,3,3
138,T103,T103,Tommy Fleetwood,7,3
139,T103,T103,Martin Flores,30,3
140,T103,T103,Rickie Fowler,21,3
141,T103,T103,Ryan Fox,1,3
142,T103,T103,Nicholas Fung,1,3
143,T103,T103,Tommy Gainey,9,3
144,T103,T103,Stephen Gallacher,11,3
145,T103,T103,Sergio Garcia,15,3
146,T103,T103,Brice Garnett,29,3
147,T103,T103,Tom Gillis,16,3
148,T103,T103,Lucas Glover,26,3
149,T103,T103,Fabián Gómez,26,3
150,T103,T103,Andres Gonzales,28,3
151,T103,T103,Branden Grace,13,3
152,T103,T103,Scott Gutschewski,1,3
153,T103,T103,Chesson Hadley,30,3
154,T103,T103,Adam Hadwin,30,3
155,T103,T103,Brian Harman,29,3
156,T103,T103,Dudley Hart,8,3
157,T103,T103,Tyrrell Hatton,2,3
158,T103,T103,J.J. Henry,30,3
159,T103,T103,Mark Hensby,2,3
160,T103,T103,Jim Herman,27,3
161,T103,T103,Tim Herron,7,3
162,T103,T103,Max Homa,27,3
163,T103,T103,Wes Homan,4,3
164,T103,T103,Mark Hubbard,25,3
165,T103,T103,Billy Hurley III,28,3
166,T103,T103,Yuta Ikeda,2,3
167,T103,T103,Mikko Ilonen,8,3
168,T103,T103,Thongchai Jaidee,10,3
169,T103,T103,Brandt Jobe,6,3
170,T103,T103,Jerry Kelly,24,3
171,T103,T103,Troy Kelly,9,3
172,T103,T103,Whee Kim,23,3
173,T103,T103,Chris Kirk,21,3
174,T103,T103,Søren Kjeldsen,3,3
175,T103,T103,Colt Knost,29,3
176,T103,T103,Russell Knox,28,3
177,T103,T103,Brooks Koepka,23,3
178,T103,T103,Jason Kokrak,28,3
179,T103,T103,Matt Kuchar,25,3
180,T103,T103,Anirban Lahiri,12,3
181,T103,T103,Martin Laird,24,3
182,T103,T103,Paul Lawrie,1,3
183,T103,T103,Tom Lehman,2,3
184,T103,T103,Justin Leonard,22,3
185,T103,T103,Andrew Loupe,15,3
186,T103,T103,Davis Love III,18,3
187,T103,T103,Shane Lowry,13,3
188,T103,T103,Will MacKenzie,16,3
189,T103,T103,Hunter Mahan,24,3
190,T103,T103,Ben Martin,27,3
191,T103,T103,William McGirt,30,3
192,T103,T103,Rory McIlroy,12,3
193,T103,T103,Maverick McNealy,2,3
194,T103,T103,Francesco Molinari,16,3
195,T103,T103,Ryan Moore,24,3
