,YTD_Consecutive_Cuts_RANK THIS WEEK,YTD_Consecutive_Cuts_RANK LAST WEEK,YTD_Consecutive_Cuts_PLAYER NAME,YTD_Consecutive_Cuts_NUMBER OF CUTS
0,1,1,Henrik Stenson,16
1,2,2,Sergio Garcia,15
2,3,3,Robert Streb,14
3,4,4,Harris English,13
4,5,5,Paul Casey,12
5,T6,T6,Matt Kuchar,11
6,T6,T6,Rory McIlroy,11
7,8,8,Phil Mickelson,10
8,T9,T9,Jason Day,9
9,T9,T9,Luke Donald,9
10,T9,T9,Jason Dufner,9
11,T12,T12,Jim Furyk,8
12,T12,T12,Bill Haas,8
13,T12,T12,Dustin Johnson,8
14,T12,T12,Francesco Molinari,8
15,T12,T12,Patrick Reed,8
16,T12,T12,Justin Thomas,8
17,T18,T18,J.B. Holmes,7
18,T18,T18,Charles Howell III,7
19,T18,T18,Danny Lee,7
20,T18,T18,Webb Simpson,7
21,T18,T18,Vaughn Taylor,7
22,T18,T18,Bubba Watson,7
23,T24,T24,Sangmoon Bae,6
24,T24,T24,Gonzalo Fernandez-Castaño,6
25,T24,T24,Troy Merritt,6
26,T24,T24,Seung-Yul Noh,6
27,T24,T24,Louis Oosthuizen,6
28,T24,T24,Kyle Stanley,6
29,T30,T30,Roberto Castro,5
30,T30,T30,Kevin Chappell,5
31,T30,T30,Austin Cook,5
32,T30,T30,Tom Hoge,5
33,T30,T30,David Lipsky,5
34,T30,T30,Andres Romero,5
35,T30,T30,Marc Warren,5
36,T30,T30,Lee Westwood,5
37,T38,T38,Thomas Aiken,4
38,T38,T38,Jonathan Byrd,4
39,T38,T38,Greg Chalmers,4
40,T38,T38,K.J. Choi,4
41,T38,T38,Retief Goosen,4
42,T38,T38,Branden Grace,4
43,T38,T38,Charley Hoffman,4
44,T38,T38,Morgan Hoffmann,4
45,T38,T38,Zach Johnson,4
46,T38,T38,Matt Jones,4
47,T38,T38,Martin Kaymer,4
48,T38,T38,Kevin Kisner,4
49,T38,T38,Ben Martin,4
50,T38,T38,Hideki Matsuyama,4
51,T38,T38,Kevin Na,4
52,T38,T38,Sean O'Hair,4
53,T38,T38,Vijay Singh,4
54,T38,T38,Cameron Smith,4
55,T38,T38,Kevin Streelman,4
56,T38,T38,Daniel Summerhays,4
57,T58,T58,Daniel Berger,3
58,T58,T58,Zac Blair,3
59,T58,T58,Ernie Els,3
60,T58,T58,Rickie Fowler,3
61,T58,T58,Fabián Gómez,3
62,T58,T58,Emiliano Grillo,3
63,T58,T58,Brian Harman,3
64,T58,T58,Russell Knox,3
65,T58,T58,Anirban Lahiri,3
66,T58,T58,Justin Leonard,3
67,T58,T58,Spencer Levin,3
68,T58,T58,Ryan Palmer,3
69,T58,T58,Pat Perez,3
70,T58,T58,Patrick Rodgers,3
71,T58,T58,Rory Sabbatini,3
72,T58,T58,Brandt Snedeker,3
73,T58,T58,Shawn Stefani,3
74,T58,T58,Steve Stricker,3
75,T58,T58,Brendon Todd,3
76,T58,T58,Cameron Tringale,3
77,T58,T58,Camilo Villegas,3
78,T58,T58,Danny Willett,3
79,T58,T58,Y.E. Yang,3
80,T81,T81,Thomas Bjørn,2
81,T81,T81,Steven Bowditch,2
82,T81,T81,Keegan Bradley,2
83,T81,T81,George Coetzee,2
84,T81,T81,Austin Connelly,2
85,T81,T81,Brendon de Jonge,2
86,T81,T81,Victor Dubuisson,2
87,T81,T81,Derek Ernst,2
88,T81,T81,Martin Flores,2
89,T81,T81,Marcus Fraser,2
90,T81,T81,Oscar Fraustro,2
91,T81,T81,Lucas Glover,2
92,T81,T81,Billy Horschel,2
93,T81,T81,Mikko Ilonen,2
94,T81,T81,Ryo Ishikawa,2
95,T81,T81,Jerry Kelly,2
96,T81,T81,Troy Kelly,2
97,T81,T81,Hyung-Sung Kim,2
98,T81,T81,Chris Kirk,2
99,T81,T81,Jason Knutzon,2
100,T81,T81,Brooks Koepka,2
101,T81,T81,Antonio Lascuna,2
102,T81,T81,Jamie Lovemark,2
103,T81,T81,Hunter Mahan,2
104,T81,T81,William McGirt,2
105,T81,T81,Maverick McNealy,2
106,T81,T81,James Morrison,2
107,T81,T81,Mark O'Meara,2
108,T81,T81,Koumei Oda,2
109,T81,T81,Carlos Ortiz,2
110,T81,T81,C.T. Pan,2
111,T81,T81,Scott Piercy,2
112,T81,T81,Scott Pinckney,2
113,T81,T81,Andy Pope,2
114,T81,T81,Ian Poulter,2
115,T81,T81,Alex Prugh,2
116,T81,T81,Alvaro Quiros,2
117,T81,T81,Jon Rahm,2
118,T81,T81,Chris Riley,2
119,T81,T81,Justin Rose,2
120,T81,T81,John Senden,2
121,T81,T81,Marcel Siem,2
122,T81,T81,Chris Smith,2
123,T81,T81,Byron Smith,2
124,T81,T81,Jordan Spieth,2
125,T81,T81,Gary Stal,2
126,T81,T81,Brendan Steele,2
127,T81,T81,Hudson Swafford,2
128,T81,T81,D.J. Trahan,2
129,T81,T81,Johnson Wagner,2
130,T81,T81,Jimmy Walker,2
131,T81,T81,Nick Watney,2
132,T81,T81,Cory Whitsett,2
133,T81,T81,Mark Wilson,2
134,T81,T81,Oliver Wilson,2
135,T81,T81,Gary Woodland,2
