,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,Josh Teater,11,34,2.0
1,T2,T2,John Huh,31,30,
2,T2,T2,Colt Knost,29,30,4.0
3,T4,T4,Thomas Aiken,4,29,1.0
4,T4,T4,Whee Kim,23,29,3.0
5,T4,T4,Webb Simpson,22,29,3.0
6,T7,T7,Zach Johnson,25,28,
7,T7,T7,Scott Pinckney,27,28,2.0
8,9,9,Chad Campbell,30,27,2.0
9,T10,T10,Luke Donald,20,26,1.0
10,T10,T10,Jim Furyk,19,26,7.0
11,T10,T10,Ben Martin,27,26,
12,T13,T13,Alex Cejka,30,25,1.0
13,T13,T13,Carl Pettersson,32,25,4.0
14,T13,T13,Chez Reavie,19,25,1.0
15,16,16,Justin Rose,20,24,
16,T17,T17,Fabián Gómez,26,23,
17,T17,T17,Tom Lehman,2,23,2.0
18,T19,T19,Brian Davis,31,22,1.0
19,T19,T19,Jerry Kelly,24,22,5.0
20,T19,T19,Justin Leonard,22,22,
21,T19,T19,Francesco Molinari,16,22,2.0
22,T19,T19,Kyle Stanley,12,22,3.0
23,T19,T19,Kevin Streelman,27,22,
24,T19,T19,Cameron Tringale,28,22,
25,T26,T26,Zac Blair,34,21,6.0
26,T26,T26,Roberto Castro,16,21,5.0
27,T26,T26,Fred Funk,2,21,
28,T26,T26,Hideki Matsuyama,25,21,1.0
29,T26,T26,Ryan Moore,24,21,21.0
30,T26,T26,D.A. Points,26,21,
31,T26,T26,David Toms,21,21,5.0
32,T26,T26,Boo Weekley,24,21,
33,T34,T34,Jason Bohn,27,20,4.0
34,T34,T34,Jonathan Byrd,22,20,2.0
35,T34,T34,George Coetzee,7,20,
36,T34,T34,Brendon de Jonge,31,20,
37,T34,T34,Brooks Koepka,23,20,1.0
38,T34,T34,Anirban Lahiri,12,20,
39,T34,T34,Davis Love III,18,20,
40,T34,T34,Will MacKenzie,16,20,1.0
41,T34,T34,William McGirt,30,20,1.0
42,T34,T34,Carlos Ortiz,30,20,1.0
43,T34,T34,Jim Renner,27,20,4.0
44,T34,T34,Brendon Todd,27,20,1.0
45,T46,T46,Ben Curtis,14,19,
46,T46,T46,Tom Gillis,16,19,3.0
47,T46,T46,Russell Henley,24,19,13.0
48,T46,T46,Mark Hubbard,25,19,4.0
49,T46,T46,Matt Kuchar,25,19,
50,T46,T46,C.T. Pan,2,19,4.0
51,T46,T46,John Peterson,25,19,2.0
52,T46,T46,Zack Sucher,18,19,2.0
53,T46,T46,Nick Taylor,28,19,
54,T46,T46,Nicholas Thompson,31,19,3.0
55,T56,T56,Robert Allenby,25,18,7.0
56,T56,T56,Ángel Cabrera,19,18,3.0
57,T56,T56,Tim Clark,13,18,1.0
58,T56,T56,Victor Dubuisson,10,18,
59,T56,T56,Ken Duke,30,18,
60,T56,T56,Matt Every,26,18,4.0
61,T56,T56,Brian Harman,29,18,1.0
62,T56,T56,Dustin Johnson,21,18,1.0
63,T56,T56,Marc Leishman,23,18,
64,T56,T56,Joost Luiten,13,18,6.0
65,T56,T56,Hunter Mahan,24,18,
66,T56,T56,Richie Ramsay,2,18,2.0
67,T56,T56,Patrick Reed,27,18,
68,T56,T56,Robert Streb,30,18,1.0
69,T56,T56,Chris Stroud,28,18,
70,T56,T56,Tim Wilkinson,28,18,
71,T72,T72,Steven Alker,22,17,3.0
72,T72,T72,Ryan Armour,17,17,5.0
73,T72,T72,Derek Ernst,26,17,5.0
74,T72,T72,Luke Guthrie,27,17,
75,T72,T72,Matt Jones,25,17,2.0
76,T72,T72,Danny Lee,36,17,4.0
77,T72,T72,David Lingmerth,28,17,2.0
78,T72,T72,Bryce Molder,26,17,3.0
79,T72,T72,Timothy O'Neal,1,17,8.0
80,T72,T72,Jeff Overton,30,17,
81,T72,T72,Cameron Percy,23,17,
82,T72,T72,Pat Perez,26,17,1.0
83,T72,T72,Adam Scott,15,17,1.0
84,T72,T72,Brian Stuard,31,17,
85,T72,T72,Johnson Wagner,23,17,3.0
86,T87,T87,Keegan Bradley,24,16,2.0
87,T87,T87,Chad Collins,24,16,1.0
88,T87,T87,Joe Durant,2,16,
89,T87,T87,Rickie Fowler,21,16,
90,T87,T87,Branden Grace,13,16,
91,T87,T87,David Hearn,30,16,7.0
92,T87,T87,Jim Herman,27,16,1.0
93,T87,T87,Justin Hicks,14,16,
94,T87,T87,Kevin Kisner,30,16,1.0
95,T87,T87,John Merrick,27,16,
96,T87,T87,Sean O'Hair,26,16,
97,T87,T87,Sung Joon Park,27,16,
98,T87,T87,Heath Slocum,22,16,1.0
99,T87,T87,Jordan Spieth,25,16,1.0
100,T87,T87,Lee Westwood,15,16,3.0
101,T87,T87,Charlie Wi,9,16,
102,T103,T103,Blake Adams,13,15,1.0
