,Consecutive_Par_3_Birdies_RANK THIS WEEK,Consecutive_Par_3_Birdies_RANK LAST WEEK,Consecutive_Par_3_Birdies_PLAYER NAME,Consecutive_Par_3_Birdies_EVENTS,Consecutive_Par_3_Birdies_NUMBER OF HOLES
0,T1,T1,Harris English,29,5
1,T1,T1,Michael Putnam,28,5
2,T1,T1,Nicholas Thompson,31,5
3,T4,T4,Steven Alker,22,4
4,T4,T4,Aaron Baddeley,25,4
5,T4,T4,Greg Chalmers,17,4
6,T4,T4,Austin Cook,7,4
7,T4,T4,Robert Garrigus,25,4
8,T4,T4,Colt Knost,29,4
9,T4,T4,Russell Knox,28,4
10,T4,T4,Sean O'Hair,26,4
11,T4,T4,Geoff Ogilvy,15,4
12,T4,T4,Ryan Palmer,22,4
13,T4,T4,John Peterson,25,4
14,T4,T4,Rory Sabbatini,25,4
15,T4,T4,Shawn Stefani,26,4
16,T4,T4,Boo Weekley,24,4
17,T4,T4,Willy Wilcox,17,4
18,T19,T19,Blake Adams,13,3
19,T19,T19,Byeong Hun An,5,3
20,T19,T19,Ryan Armour,17,3
21,T19,T19,Sangmoon Bae,30,3
22,T19,T19,Ricky Barnes,27,3
23,T19,T19,Daniel Berger,31,3
24,T19,T19,Michael Block,6,3
25,T19,T19,Jason Bohn,27,3
26,T19,T19,Steven Bowditch,32,3
27,T19,T19,Jonathan Byrd,22,3
28,T19,T19,Alex Cejka,30,3
29,T19,T19,Kevin Chappell,26,3
30,T19,T19,Chad Collins,24,3
31,T19,T19,Jason Day,20,3
32,T19,T19,Ken Duke,30,3
33,T19,T19,Ernie Els,18,3
34,T19,T19,Derek Ernst,26,3
35,T19,T19,Matt Every,26,3
36,T19,T19,Gonzalo Fernandez-Castaño,28,3
37,T19,T19,Tony Finau,31,3
38,T19,T19,Jim Furyk,19,3
39,T19,T19,Sergio Garcia,15,3
40,T19,T19,Brice Garnett,29,3
41,T19,T19,Jason Gore,26,3
42,T19,T19,Chesson Hadley,30,3
43,T19,T19,Adam Hadwin,30,3
44,T19,T19,David Hearn,30,3
45,T19,T19,Russell Henley,24,3
46,T19,T19,J.J. Henry,30,3
47,T19,T19,Jim Herman,27,3
48,T19,T19,Charley Hoffman,28,3
49,T19,T19,Tom Hoge,26,3
50,T19,T19,J.B. Holmes,25,3
51,T19,T19,Charles Howell III,30,3
52,T19,T19,Mark Hubbard,25,3
53,T19,T19,John Huh,31,3
54,T19,T19,Billy Hurley III,28,3
55,T19,T19,Hiroshi Iwata,4,3
56,T19,T19,Zach Johnson,25,3
57,T19,T19,Martin Kaymer,13,3
58,T19,T19,Jerry Kelly,24,3
59,T19,T19,Whee Kim,23,3
60,T19,T19,Jason Kokrak,28,3
61,T19,T19,Matt Kuchar,25,3
62,T19,T19,Danny Lee,36,3
63,T19,T19,Marc Leishman,23,3
64,T19,T19,Alexander Levy,8,3
65,T19,T19,David Lingmerth,28,3
66,T19,T19,Davis Love III,18,3
67,T19,T19,Will MacKenzie,16,3
68,T19,T19,Ben Martin,27,3
69,T19,T19,Hideki Matsuyama,25,3
70,T19,T19,William McGirt,30,3
71,T19,T19,George McNeill,27,3
72,T19,T19,Troy Merritt,29,3
73,T19,T19,Kevin Na,27,3
74,T19,T19,Timothy O'Neal,1,3
75,T19,T19,Jeff Overton,30,3
76,T19,T19,Cameron Percy,23,3
77,T19,T19,Pat Perez,26,3
78,T19,T19,Andrew Putnam,23,3
79,T19,T19,Justin Rose,20,3
80,T19,T19,John Senden,24,3
81,T19,T19,Webb Simpson,22,3
82,T19,T19,Vijay Singh,23,3
83,T19,T19,Cameron Smith,13,3
84,T19,T19,Brandt Snedeker,27,3
85,T19,T19,Jordan Spieth,25,3
86,T19,T19,Scott Stallings,19,3
87,T19,T19,Kyle Stanley,12,3
88,T19,T19,Henrik Stenson,16,3
89,T19,T19,Robert Streb,30,3
90,T19,T19,Kevin Streelman,27,3
91,T19,T19,Chris Stroud,28,3
