,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,3.0,
1,2,2,Jeff Sluman,23,,
2,T3,T3,Tim Clark,22,6.0,
3,T3,T3,Fred Couples,22,,
4,T3,T3,Scott McCarron,22,2.0,
5,T6,T6,Stuart Appleby,21,10.0,
6,T6,T6,Bob Estes,21,,
7,T6,T6,Scott Verplank,21,2.0,
8,T9,T9,Jay Don Blake,20,,
9,T9,T9,Harris English,20,10.0,
10,T9,T9,Joey Sindelar,20,,
11,T12,T12,Ben Crane,19,3.0,
12,T12,T12,Joe Durant,19,,
13,T12,T12,Jesper Parnevik,19,,
14,T12,T12,Dan Pohl,19,,
15,T16,T16,Glen Day,18,3.0,
16,T16,T16,Chris DiMarco,18,1.0,
17,T16,T16,Retief Goosen,18,6.0,
18,T16,T16,Charles Howell III,18,6.0,
19,T16,T16,Ryan Moore,18,6.0,
20,T16,T16,Craig Parry,18,,
21,T22,T22,Ronnie Black,17,,
22,T22,T22,Jonathan Byrd,17,5.0,
23,T22,T22,Brendon de Jonge,17,12.0,
24,T22,T22,Luke Donald,17,6.0,
25,T22,T22,Ed Fiori,17,,
26,T22,T22,Donnie Hammond,17,,
27,T22,T22,Jerry Kelly,17,9.0,
28,T22,T22,Chris Kirk,17,6.0,
29,T22,T22,Roger Maltbie,17,,
30,T22,T22,Shigeki Maruyama,17,,
31,T22,T22,Mark O'Meara,17,1.0,
32,T22,T22,Vijay Singh,17,5.0,
33,T22,T22,Kirk Triplett,17,,
34,T22,T22,Tiger Woods,17,3.0,
35,T36,T36,Ken Green,16,,
36,T36,T36,Bill Haas,16,5.0,
37,T36,T36,Lee Janzen,16,1.0,
38,T36,T36,Matt Kuchar,16,7.0,
39,T36,T36,Troy Matteson,16,2.0,
40,T36,T36,Blaine McCallister,16,,
41,T36,T36,Rory McIlroy,16,16.0,
42,T36,T36,Steve Pate,16,,
43,T36,T36,Corey Pavin,16,,
44,T36,T36,Kenny Perry,16,5.0,
45,T36,T36,D.A. Points,16,4.0,
46,T36,T36,Chez Reavie,16,6.0,
47,T36,T36,Chris Riley,16,2.0,
48,T36,T36,Jordan Spieth,16,16.0,
49,T36,T36,Mike Weir,16,1.0,
50,T51,T51,Stephen Ames,15,1.0,
51,T51,T51,Brian Davis,15,6.0,
52,T51,T51,Carlos Franco,15,,
53,T51,T51,Jim Furyk,15,7.0,
54,T51,T51,Scott Hoch,15,,
55,T51,T51,Tom Kite,15,,
56,T51,T51,Davis Love III,15,6.0,
57,T51,T51,Andrew Magee,15,,
58,T51,T51,Scott Simpson,15,,
59,T51,T51,Chris Smith,15,2.0,
60,T51,T51,Craig Stadler,15,,
61,T51,T51,Bob Tway,15,,
62,T51,T51,Johnson Wagner,15,14.0,
63,T64,T64,Robert Allenby,14,4.0,
64,T64,T64,Woody Austin,14,3.0,
65,T64,T64,Brian Bateman,14,,
66,T64,T64,Russ Cochran,14,,
67,T64,T64,Marco Dawson,14,,
68,T64,T64,Steve Flesch,14,2.0,
69,T64,T64,Rickie Fowler,14,9.0,
70,T64,T64,Brent Geiberger,14,,
71,T64,T64,Mathew Goggin,14,1.0,
72,T64,T64,John Huston,14,,
73,T64,T64,Freddie Jacobson,14,8.0,
74,T64,T64,Zach Johnson,14,10.0,
75,T64,T64,Kent Jones,14,1.0,
76,T64,T64,Justin Leonard,14,4.0,
77,T64,T64,Frank Lickliter II,14,,
78,T64,T64,Peter Lonard,14,,
79,T64,T64,Jeff Maggert,14,,
80,T64,T64,Rocco Mediate,14,,
81,T64,T64,Joe Ogilvie,14,,
82,T64,T64,Loren Roberts,14,,
83,T64,T64,Bo Van Pelt,14,7.0,
84,T64,T64,Grant Waite,14,,
85,T64,T64,Mark Wilson,14,8.0,
86,T87,T87,Billy Andrade,13,,
87,T87,T87,Paul Azinger,13,,
88,T87,T87,Briny Baird,13,,
89,T87,T87,Cameron Beckman,13,2.0,
90,T87,T87,Jason Bohn,13,7.0,
91,T87,T87,Bart Bryant,13,,
92,T87,T87,Brad Bryant,13,,
93,T87,T87,Rex Caldwell,13,,
94,T87,T87,John Cook,13,,
95,T87,T87,Ben Curtis,13,1.0,
96,T87,T87,Jay Delsing,13,,
97,T87,T87,David Duval,13,2.0,
98,T87,T87,Steve Elkington,13,,
99,T87,T87,Rick Fehr,13,,
100,T87,T87,Dan Forsman,13,,
101,T87,T87,Harrison Frazar,13,3.0,
102,T87,T87,David Frost,13,,
103,T87,T87,Fred Funk,13,4.0,
104,T87,T87,Buddy Gardner,13,,
105,T87,T87,Brian Gay,13,,
106,T87,T87,Tim Herron,13,2.0,
107,T87,T87,Peter Jacobsen,13,,
108,T87,T87,Neal Lancaster,13,1.0,
109,T87,T87,Bernhard Langer,13,1.0,
110,T87,T87,Tom Lehman,13,2.0,
111,T87,T87,Mark McCumber,13,,
112,T87,T87,Phil Mickelson,13,5.0,
113,T87,T87,Bryce Molder,13,7.0,
114,T87,T87,Francesco Molinari,13,9.0,
115,T87,T87,Calvin Peete,13,,
116,T87,T87,David Peoples,13,,
117,T87,T87,Scott Piercy,13,10.0,
118,T87,T87,Ted Purdy,13,,
119,T87,T87,Mike Reid,13,,
120,T87,T87,Dave Rummells,13,,
121,T87,T87,Tom Sieckmann,13,,
122,T87,T87,Tony Sills,13,,
123,T87,T87,Webb Simpson,13,5.0,
124,T87,T87,Brandt Snedeker,13,7.0,
125,T87,T87,Curtis Strange,13,,
126,T87,T87,Robert Streb,13,13.0,
127,T87,T87,Mike Sullivan,13,,
128,T87,T87,David Toms,13,5.0,
129,T87,T87,Duffy Waldorf,13,3.0,
130,T87,T87,Jimmy Walker,13,8.0,
131,T87,T87,Bubba Watson,13,9.0,
132,T133,T133,Aaron Baddeley,12,6.0,
133,T133,T133,Dave Barr,12,,
134,T133,T133,Mark Brooks,12,2.0,
135,T133,T133,Mark Calcavecchia,12,,
136,T133,T133,Chad Campbell,12,8.0,
137,T133,T133,Greg Chalmers,12,4.0,
138,T133,T133,Stewart Cink,12,5.0,
139,T133,T133,Danny Edwards,12,,
140,T133,T133,David Edwards,12,,
141,T133,T133,Joel Edwards,12,,
142,T133,T133,Brad Faxon,12,,
143,T133,T133,Robert Gamez,12,,
144,T133,T133,Paul Goydos,12,1.0,
145,T133,T133,Nathan Green,12,,
146,T133,T133,Mathias Grönberg,12,,
147,T133,T133,Jay Haas,12,,
148,T133,T133,Mike Heinen,12,,
149,T133,T133,Tom Hoge,12,12.0,
150,T133,T133,Billy Horschel,12,8.0,
151,T133,T133,Richard Johnson,12,,
152,T133,T133,Jonathan Kaye,12,,
153,T133,T133,Skip Kendall,12,,
154,T133,T133,Gary Koch,12,,
155,T133,T133,Greg Kraft,12,,
156,T133,T133,Martin Laird,12,8.0,
157,T133,T133,Scott Langley,12,7.0,
158,T133,T133,Bill Lunde,12,4.0,
159,T133,T133,Jim McGovern,12,,
160,T133,T133,Larry Mize,12,,
161,T133,T133,Gil Morgan,12,,
162,T133,T133,Frank Nobilo,12,,
163,T133,T133,José María Olazábal,12,1.0,
164,T133,T133,Jeff Overton,12,8.0,
165,T133,T133,Don Pooley,12,,
166,T133,T133,Justin Rose,12,9.0,
167,T133,T133,Gene Sauers,12,,
168,T133,T133,John Senden,12,4.0,
169,T133,T133,Kevin Stadler,12,4.0,
170,T133,T133,Paul Stankowski,12,1.0,
171,T133,T133,Kevin Sutherland,12,,
172,T133,T133,Hal Sutton,12,,
173,T133,T133,Jhonattan Vegas,12,6.0,
174,T133,T133,Jay Williamson,12,,
175,T133,T133,Willie Wood,12,,
176,T133,T133,Fuzzy Zoeller,12,,
177,T178,T178,Craig Barlow,11,,
178,T178,T178,Ricky Barnes,11,11.0,
179,T178,T178,Chip Beck,11,,
180,T178,T178,Steven Bowditch,11,9.0,
181,T178,T178,Olin Browne,11,,
182,T178,T178,George Burns,11,,
183,T178,T178,Bob Burns,11,,
184,T178,T178,Tom Byrum,11,,
185,T178,T178,Jim Carter,11,,
186,T178,T178,Brandel Chamblee,11,,
187,T178,T178,K.J. Choi,11,5.0,
188,T178,T178,Michael Clark II,11,,
189,T178,T178,John Daly,11,1.0,
190,T178,T178,Jason Day,11,11.0,
191,T178,T178,Bubba Dickerson,11,,
192,T178,T178,Brad Fabel,11,,
193,T178,T178,Keith Fergus,11,,
194,T178,T178,Bruce Fleisher,11,,
195,T178,T178,Raymond Floyd,11,,
196,T178,T178,Sergio Garcia,11,4.0,
197,T178,T178,Jason Gore,11,6.0,
198,T178,T178,Todd Hamilton,11,,
199,T178,T178,J.P. Hayes,11,,
200,T178,T178,J.J. Henry,11,6.0,
201,T178,T178,Charley Hoffman,11,6.0,
202,T178,T178,Dustin Johnson,11,6.0,
203,T178,T178,Russell Knox,11,11.0,
204,T178,T178,Ian Leggatt,11,,
205,T178,T178,Bruce Lietzke,11,,
206,T178,T178,John Mahaffey,11,,
207,T178,T178,Steve Marino,11,,
208,T178,T178,Billy Mayfair,11,5.0,
209,T178,T178,George McNeill,11,5.0,
210,T178,T178,Shaun Micheel,11,3.0,
211,T178,T178,Kevin Na,11,6.0,
212,T178,T178,Geoff Ogilvy,11,7.0,
213,T178,T178,David Ogrin,11,,
214,T178,T178,Rod Pampling,11,2.0,
215,T178,T178,Pat Perez,11,9.0,
216,T178,T178,Carl Pettersson,11,5.0,
217,T178,T178,Nick Price,11,,
218,T178,T178,Aron Price,11,,
219,T178,T178,Dicky Pride,11,1.0,
220,T178,T178,Tom Purtzer,11,,
221,T178,T178,Clarence Rose,11,,
222,T178,T178,Rory Sabbatini,11,6.0,
223,T178,T178,"Wes Short, Jr.",11,,
224,T178,T178,Tim Simpson,11,,
225,T178,T178,Henrik Stenson,11,11.0,
226,T178,T178,Steve Stricker,11,2.0,
227,T178,T178,Chris Stroud,11,9.0,
228,T178,T178,Jim Thorpe,11,,
229,T178,T178,Brendon Todd,11,9.0,
230,T178,T178,Nick Watney,11,6.0,
231,T178,T178,Boo Weekley,11,6.0,
232,T178,T178,Richard Zokol,11,,
233,T234,T234,Michael Allen,10,,
234,T234,T234,Arjun Atwal,10,2.0,
235,T234,T234,Phil Blackmar,10,,
236,T234,T234,Mark Carnevale,10,,
237,T234,T234,Lennie Clements,10,,
238,T234,T234,Chad Collins,10,8.0,
239,T234,T234,Trevor Dodds,10,,
240,T234,T234,Ken Duke,10,5.0,
241,T234,T234,Ernie Els,10,3.0,
242,T234,T234,Bob Gilder,10,,
243,T234,T234,Bill Glasson,10,,
244,T234,T234,Lucas Glover,10,6.0,
245,T234,T234,Fabián Gómez,10,10.0,
246,T234,T234,David Gossett,10,,
247,T234,T234,Jeff Gove,10,,
248,T234,T234,Hubert Green,10,,
249,T234,T234,Scott Gump,10,,
250,T234,T234,Dudley Hart,10,4.0,
251,T234,T234,Nolan Henke,10,,
252,T234,T234,Russell Henley,10,5.0,
253,T234,T234,Justin Hicks,10,3.0,
254,T234,T234,J.B. Holmes,10,5.0,
255,T234,T234,Max Homa,10,10.0,
256,T234,T234,Mike Hulbert,10,,
257,T234,T234,Steve Jones,10,,
258,T234,T234,Matt Jones,10,6.0,
259,T234,T234,Kevin Kisner,10,10.0,
260,T234,T234,Kenny Knox,10,,
261,T234,T234,Steve Lowery,10,1.0,
262,T234,T234,Mark Lye,10,,
263,T234,T234,Len Mattiace,10,,
264,T234,T234,Larry Nelson,10,,
265,T234,T234,Greg Norman,10,,
266,T234,T234,Ryan Palmer,10,10.0,
267,T234,T234,Craig Perks,10,,
268,T234,T234,Tom Pernice Jr.,10,,
269,T234,T234,Chris Perry,10,,
270,T234,T234,John Peterson,10,10.0,
271,T234,T234,Michael Putnam,10,10.0,
272,T234,T234,Brett Quigley,10,,
273,T234,T234,Patrick Reed,10,10.0,
274,T234,T234,Heath Slocum,10,3.0,
275,T234,T234,Mike Smith,10,,
276,T234,T234,J.C. Snead,10,,
277,T234,T234,Shawn Stefani,10,10.0,
278,T234,T234,Kevin Streelman,10,8.0,
279,T234,T234,Brian Stuard,10,6.0,
280,T234,T234,Phil Tataurangi,10,,
281,T234,T234,Josh Teater,10,6.0,
282,T234,T234,Doug Tewell,10,,
283,T234,T234,Justin Thomas,10,10.0,
284,T234,T234,Nicholas Thompson,10,4.0,
285,T234,T234,Howard Twitty,10,,
286,T234,T234,Bobby Wadkins,10,,
287,T234,T234,Lanny Wadkins,10,,
288,T234,T234,Mark Wiebe,10,,
289,T290,T290,John Adams,9,,
290,T290,T290,Blake Adams,9,2.0,
291,T290,T290,Tommy Armour III,9,1.0,
292,T290,T290,Sangmoon Bae,9,9.0,
293,T290,T290,Andy Bean,9,,
294,T290,T290,Notah Begay III,9,,
295,T290,T290,Jonas Blixt,9,4.0,
296,T290,T290,Guy Boros,9,1.0,
297,T290,T290,Keegan Bradley,9,5.0,
298,T290,T290,Ángel Cabrera,9,6.0,
299,T290,T290,Bud Cauley,9,,
300,T290,T290,Alex Cejka,9,6.0,
301,T290,T290,Chris Couch,9,,
302,T290,T290,Robert Damron,9,,
303,T290,T290,Graham DeLaet,9,9.0,
304,T290,T290,Jason Dufner,9,5.0,
305,T290,T290,Brad Elder,9,1.0,
306,T290,T290,Martin Flores,9,5.0,
307,T290,T290,Robin Freeman,9,,
308,T290,T290,Brad Fritsch,9,1.0,
309,T290,T290,"Jim Gallagher, Jr.",9,,
310,T290,T290,Robert Garrigus,9,4.0,
311,T290,T290,Kelly Gibson,9,,
312,T290,T290,Matt Gogel,9,,
313,T290,T290,Gary Hallberg,9,,
314,T290,T290,Padraig Harrington,9,3.0,
315,T290,T290,Morris Hatalsky,9,,
316,T290,T290,Mark Hayes,9,,
317,T290,T290,Brian Henninger,9,,
318,T290,T290,Jim Herman,9,8.0,
319,T290,T290,Ryuji Imada,9,1.0,
320,T290,T290,Trevor Immelman,9,6.0,
321,T290,T290,Hale Irwin,9,,
322,T290,T290,Brandt Jobe,9,1.0,
323,T290,T290,Craig Kanada,9,,
324,T290,T290,Whee Kim,9,9.0,
325,T290,T290,Jeff Klauk,9,,
326,T290,T290,Hank Kuehne,9,,
327,T290,T290,Spencer Levin,9,5.0,
328,T290,T290,J.L. Lewis,9,,
329,T290,T290,Bob Lohr,9,,
330,T290,T290,Sandy Lyle,9,1.0,
331,T290,T290,Will MacKenzie,9,5.0,
332,T290,T290,Daisuke Maruyama,9,,
333,T290,T290,David Mathis,9,1.0,
334,T290,T290,Hideki Matsuyama,9,7.0,
335,T290,T290,William McGirt,9,6.0,
336,T290,T290,Spike McRoy,9,,
337,T290,T290,Troy Merritt,9,9.0,
338,T290,T290,Colin Montgomerie,9,1.0,
339,T290,T290,Arron Oberholser,9,,
340,T290,T290,Greg Owen,9,4.0,
341,T290,T290,Dennis Paulson,9,,
342,T290,T290,Ian Poulter,9,9.0,
343,T290,T290,Alex Prugh,9,9.0,
344,T290,T290,Kyle Reifers,9,9.0,
345,T290,T290,Patrick Rodgers,9,9.0,
346,T290,T290,John Rollins,9,4.0,
347,T290,T290,Ted Schulz,9,,
348,T290,T290,Adam Scott,9,5.0,
349,T290,T290,Mike Springer,9,,
350,T290,T290,Ron Streck,9,,
351,T290,T290,Hudson Swafford,9,8.0,
352,T290,T290,D.J. Trahan,9,4.0,
353,T290,T290,Omar Uresti,9,,
354,T290,T290,Stan Utley,9,,
355,T290,T290,Tom Watson,9,2.0,
356,T290,T290,Brett Wetterich,9,,
357,T290,T290,Charlie Wi,9,3.0,
358,T290,T290,Willy Wilcox,9,9.0,
359,T290,T290,Dean Wilson,9,,
360,T361,T361,Brad Adamonis,8,,
361,T361,T361,Fulton Allem,8,,
362,T361,T361,Ian Baker-Finch,8,,
363,T361,T361,Rich Beem,8,,
364,T361,T361,Matt Bettencourt,8,3.0,
365,T361,T361,Michael Bradley,8,1.0,
366,T361,T361,Ken Brown,8,,
367,T361,T361,Curt Byrum,8,,
368,T361,T361,Paul Casey,8,6.0,
369,T361,T361,T.C. Chen,8,,
370,T361,T361,Daniel Chopra,8,1.0,
371,T361,T361,Bobby Clampett,8,,
372,T361,T361,Keith Clearwater,8,,
373,T361,T361,Erik Compton,8,8.0,
374,T361,T361,Austin Cook,8,8.0,
375,T361,T361,Ben Crenshaw,8,,
376,T361,T361,Mike Donald,8,,
377,T361,T361,James Driscoll,8,1.0,
378,T361,T361,Matt Every,8,4.0,
379,T361,T361,Nick Faldo,8,1.0,
380,T361,T361,Tony Finau,8,8.0,
381,T361,T361,Tommy Gainey,8,4.0,
382,T361,T361,Bobby Gates,8,,
383,T361,T361,Tom Gillis,8,4.0,
384,T361,T361,Andres Gonzales,8,5.0,
385,T361,T361,Scott Gutschewski,8,2.0,
386,T361,T361,James Hahn,8,6.0,
387,T361,T361,David Hearn,8,8.0,
388,T361,T361,Morgan Hoffmann,8,8.0,
389,T361,T361,Miguel Angel Jiménez,8,1.0,
390,T361,T361,Anthony Kim,8,,
391,T361,T361,Colt Knost,8,8.0,
392,T361,T361,Brooks Koepka,8,8.0,
393,T361,T361,Danny Lee,8,8.0,
394,T361,T361,Marc Leishman,8,5.0,
395,T361,T361,Wayne Levi,8,,
396,T361,T361,Ken Looper,8,,
397,T361,T361,Hunter Mahan,8,5.0,
398,T361,T361,John Mallinger,8,,
399,T361,T361,Dick Mast,8,,
400,T361,T361,Parker McLachlin,8,1.0,
401,T361,T361,Johnny Miller,8,,
402,T361,T361,Jack Nicklaus,8,,
403,T361,T361,Seung-Yul Noh,8,5.0,
404,T361,T361,Sean O'Hair,8,8.0,
405,T361,T361,Cameron Percy,8,6.0,
406,T361,T361,Jonathan Randolph,8,8.0,
407,T361,T361,Jack Renner,8,,
408,T361,T361,Tag Ridings,8,,
409,T361,T361,Larry Rinker,8,,
410,T361,T361,Andres Romero,8,5.0,
411,T361,T361,Scott Stallings,8,8.0,
412,T361,T361,Brendan Steele,8,8.0,
413,T361,T361,Daniel Summerhays,8,4.0,
414,T361,T361,Lance Ten Broeck,8,,
415,T361,T361,Michael Thompson,8,4.0,
416,T361,T361,Esteban Toledo,8,,
417,T361,T361,Lee Trevino,8,,
418,T361,T361,Ted Tryba,8,,
419,T361,T361,Marc Turnesa,8,,
420,T361,T361,Fred Wadsworth,8,,
421,T361,T361,D.A. Weibring,8,,
422,T361,T361,Lee Westwood,8,3.0,
423,T361,T361,Tim Wilkinson,8,5.0,
424,T425,T425,Steven Alker,7,7.0,
425,T425,T425,Eric Axley,7,3.0,
426,T425,T425,Charlie Beljan,7,5.0,
427,T425,T425,"David Berganio, Jr.",7,,
428,T425,T425,Daniel Berger,7,7.0,
429,T425,T425,Justin Bolli,7,,
430,T425,T425,Billy Ray Brown,7,,
431,T425,T425,Scott Brown,7,5.0,
432,T425,T425,José Coceres,7,,
433,T425,T425,George Coetzee,7,7.0,
434,T425,T425,Ed Dougherty,7,,
435,T425,T425,Dave Eichelberger,7,,
436,T425,T425,David Graham,7,,
437,T425,T425,Emiliano Grillo,7,3.0,
438,T425,T425,Luke Guthrie,7,5.0,
439,T425,T425,Jerry Haas,7,,
440,T425,T425,Chesson Hadley,7,4.0,
441,T425,T425,Brian Harman,7,6.0,
442,T425,T425,Lon Hinkle,7,,
443,T425,T425,Gabriel Hjertstedt,7,,
444,T425,T425,David Howell,7,1.0,
445,T425,T425,John Huh,7,6.0,
446,T425,T425,Billy Hurley III,7,6.0,
447,T425,T425,Joe Inman,7,,
448,T425,T425,John Inman,7,,
449,T425,T425,Barry Jaeckel,7,,
450,T425,T425,Sung Kang,7,,
451,T425,T425,Jason Kokrak,7,6.0,
452,T425,T425,Billy Kratzert,7,,
453,T425,T425,Derek Lamely,7,,
454,T425,T425,Andrew Loupe,7,5.0,
455,T425,T425,Jarrod Lyle,7,4.0,
456,T425,T425,Ben Martin,7,6.0,
457,T425,T425,Bob May,7,,
458,T425,T425,John Merrick,7,3.0,
459,T425,T425,Garth Mulroy,7,,
460,T425,T425,Tim Norris,7,,
461,T425,T425,"Ted Potter, Jr.",7,,
462,T425,T425,Greg Powers,7,,
463,T425,T425,Jon Rahm,7,7.0,
464,T425,T425,Sam Randolph,7,,
465,T425,T425,Chi Chi Rodriguez,7,,
466,T425,T425,Bill Sander,7,,
467,T425,T425,Charl Schwartzel,7,4.0,
468,T425,T425,Jerry Smith,7,,
469,T425,T425,Cameron Smith,7,7.0,
470,T425,T425,Kyle Stanley,7,6.0,
471,T425,T425,Hideto Tanihara,7,,
472,T425,T425,Vaughn Taylor,7,7.0,
473,T425,T425,Cameron Tringale,7,6.0,
474,T425,T425,Greg Twiggs,7,,
475,T425,T425,Tjaart van der Walt,7,,
476,T425,T425,Bernd Wiesberger,7,7.0,
477,T425,T425,Gary Woodland,7,4.0,
478,T425,T425,Y.E. Yang,7,1.0,
479,T480,T480,Isao Aoki,6,,
480,T480,T480,Ryan Armour,6,6.0,
481,T480,T480,Blayne Barber,6,6.0,
482,T480,T480,Shane Bertsch,6,,
483,T480,T480,Woody Blackburn,6,,
484,T480,T480,Zac Blair,6,6.0,
485,T480,T480,Kris Blanks,6,,
486,T480,T480,Patrick Cantlay,6,1.0,
487,T480,T480,Roberto Castro,6,5.0,
488,T480,T480,Kevin Chappell,6,4.0,
489,T480,T480,Darren Clarke,6,1.0,
490,T480,T480,Will Claxton,6,,
491,T480,T480,Jim Colbert,6,,
492,T480,T480,Nicolas Colsaerts,6,,
493,T480,T480,Frank Conner,6,,
494,T480,T480,Jon Curran,6,6.0,
495,T480,T480,Jim Dent,6,,
496,T480,T480,Victor Dubuisson,6,3.0,
497,T480,T480,John Fought,6,,
498,T480,T480,Scott Gardiner,6,1.0,
499,T480,T480,Brice Garnett,6,4.0,
500,T480,T480,Gibby Gilbert,6,,
501,T480,T480,Ernie Gonzalez,6,,
502,T480,T480,Branden Grace,6,6.0,
503,T480,T480,Adam Hadwin,6,6.0,
504,T480,T480,Dan Halldorson,6,,
505,T480,T480,Peter Hanson,6,,
506,T480,T480,Scott Hend,6,,
507,T480,T480,Mark Hensby,6,4.0,
508,T480,T480,Mark Hubbard,6,6.0,
509,T480,T480,Ryo Ishikawa,6,5.0,
510,T480,T480,Troy Kelly,6,3.0,
511,T480,T480,D.H. Lee,6,4.0,
512,T480,T480,Richard Lee,6,,
513,T480,T480,David Lingmerth,6,4.0,
514,T480,T480,Lyn Lott,6,,
515,T480,T480,Jamie Lovemark,6,1.0,
516,T480,T480,Shane Lowry,6,6.0,
517,T480,T480,Peter Malnati,6,1.0,
518,T480,T480,Gary McCord,6,,
519,T480,T480,Paul McGinley,6,,
520,T480,T480,Pat McGowan,6,,
521,T480,T480,John Morse,6,,
522,T480,T480,Bob Murphy,6,,
523,T480,T480,Jim Nelford,6,,
524,T480,T480,Andy North,6,,
525,T480,T480,Mac O'Grady,6,,
526,T480,T480,Peter Oosterhuis,6,,
527,T480,T480,Louis Oosthuizen,6,6.0,
528,T480,T480,Mark Pfeil,6,,
529,T480,T480,Andrew Putnam,6,6.0,
530,T480,T480,Victor Regalado,6,,
531,T480,T480,Alexandre Rocha,6,1.0,
532,T480,T480,Brett Rumford,6,3.0,
533,T480,T480,Sam Saunders,6,5.0,
534,T480,T480,Tom Scherrer,6,,
535,T480,T480,Sonny Skinner,6,,
536,T480,T480,Joey Snyder III,6,,
537,T480,T480,Darron Stiles,6,,
538,T480,T480,Leonard Thompson,6,,
539,T480,T480,Camilo Villegas,6,5.0,
540,T480,T480,Denis Watson,6,,
541,T480,T480,Danny Willett,6,6.0,
542,T480,T480,Lee Williams,6,,
543,T480,T480,Garrett Willis,6,3.0,
544,T545,T545,Joe Affrunti,5,5.0,
545,T545,T545,Jason Allred,5,1.0,
546,T545,T545,Mark Anderson,5,5.0,
547,T545,T545,Kiradech Aphibarnrat,5,4.0,
548,T545,T545,Jim Benepe,5,,
