,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
0,1,1,Ryan Palmer,22,8
1,T2,T2,Davis Love III,18,5
2,T2,T2,Hideki Matsuyama,25,5
3,T2,T2,Sean O'Hair,26,5
4,T2,T2,Robert Streb,30,5
5,T6,T6,Steven Alker,22,4
6,T6,T6,Eric Axley,21,4
7,T6,T6,Jason Day,20,4
8,T6,T6,Matt Every,26,4
9,T6,T6,Rickie Fowler,21,4
10,T6,T6,Andres Gonzales,28,4
11,T6,T6,James Hahn,28,4
12,T6,T6,Jim Herman,27,4
13,T6,T6,Charley Hoffman,28,4
14,T6,T6,Brooks Koepka,23,4
15,T6,T6,Justin Leonard,22,4
16,T6,T6,WC Liang,5,4
17,T6,T6,Carlos Ortiz,30,4
18,T6,T6,Tim Petrovic,11,4
19,T6,T6,Scott Piercy,28,4
20,T6,T6,Charl Schwartzel,19,4
21,T22,T22,Ryan Armour,17,3
22,T22,T22,Blayne Barber,26,3
23,T22,T22,Ricky Barnes,27,3
24,T22,T22,Charlie Beljan,27,3
25,T22,T22,Daniel Berger,31,3
26,T22,T22,Roberto Castro,16,3
27,T22,T22,Greg Chalmers,17,3
28,T22,T22,Tim Clark,13,3
29,T22,T22,Brian Davis,31,3
30,T22,T22,Jamie Donaldson,16,3
31,T22,T22,Jason Dufner,21,3
32,T22,T22,Derek Fathauer,27,3
33,T22,T22,Tony Finau,31,3
34,T22,T22,Robert Garrigus,25,3
35,T22,T22,Lucas Glover,26,3
36,T22,T22,Fabián Gómez,26,3
37,T22,T22,Bill Haas,25,3
38,T22,T22,Chesson Hadley,30,3
39,T22,T22,Adam Hadwin,30,3
40,T22,T22,Russell Henley,24,3
41,T22,T22,J.J. Henry,30,3
42,T22,T22,Mark Hensby,2,3
43,T22,T22,Tom Hoge,26,3
44,T22,T22,J.B. Holmes,25,3
45,T22,T22,Max Homa,27,3
46,T22,T22,Hiroshi Iwata,4,3
47,T22,T22,Dustin Johnson,21,3
48,T22,T22,Chris Kirk,21,3
49,T22,T22,Matt Kuchar,25,3
50,T22,T22,Martin Laird,24,3
51,T22,T22,Alexander Levy,8,3
52,T22,T22,Shane Lowry,13,3
53,T22,T22,Will MacKenzie,16,3
54,T22,T22,Hunter Mahan,24,3
55,T22,T22,Ben Martin,27,3
56,T22,T22,William McGirt,30,3
57,T22,T22,Troy Merritt,29,3
58,T22,T22,Daniel Miernicki,1,3
59,T22,T22,Ryan Moore,24,3
60,T22,T22,Jeff Overton,30,3
61,T22,T22,John Peterson,25,3
62,T22,T22,Scott Pinckney,27,3
63,T22,T22,Ian Poulter,19,3
64,T22,T22,Michael Putnam,28,3
65,T22,T22,Patrick Reed,27,3
66,T22,T22,Patrick Rodgers,17,3
67,T22,T22,John Rollins,14,3
68,T22,T22,Carlos Sainz Jr,20,3
69,T22,T22,Sam Saunders,28,3
70,T22,T22,Marcel Siem,8,3
71,T22,T22,Webb Simpson,22,3
72,T22,T22,Jordan Spieth,25,3
73,T22,T22,Brendan Steele,24,3
74,T22,T22,Henrik Stenson,16,3
75,T22,T22,Brian Stuard,31,3
76,T22,T22,Daniel Summerhays,29,3
77,T22,T22,Andrew Svoboda,30,3
78,T22,T22,Justin Thomas,30,3
79,T22,T22,Nicholas Thompson,31,3
80,T22,T22,Michael Thompson,27,3
81,T22,T22,Cameron Tringale,28,3
82,T22,T22,Jhonattan Vegas,27,3
83,T22,T22,Camilo Villegas,27,3
84,T22,T22,Nick Watney,28,3
85,T22,T22,Willy Wilcox,17,3
86,T22,T22,Mark Wilson,28,3
87,T88,T88,Stuart Appleby,7,2
88,T88,T88,Woody Austin,11,2
89,T88,T88,Aaron Baddeley,25,2
90,T88,T88,Sangmoon Bae,30,2
91,T88,T88,Zac Blair,34,2
92,T88,T88,Jason Bohn,27,2
93,T88,T88,Steven Bowditch,32,2
94,T88,T88,Michael Bradley,4,2
95,T88,T88,Keegan Bradley,24,2
96,T88,T88,Scott Brown,30,2
97,T88,T88,Ángel Cabrera,19,2
98,T88,T88,Chad Campbell,30,2
99,T88,T88,Paul Casey,24,2
100,T88,T88,Kevin Chappell,26,2
101,T88,T88,George Coetzee,7,2
102,T88,T88,Chad Collins,24,2
103,T88,T88,Erik Compton,28,2
104,T88,T88,Jon Curran,28,2
105,T88,T88,John Daly,10,2
106,T88,T88,Brendon de Jonge,31,2
107,T88,T88,Graham DeLaet,22,2
108,T88,T88,Roberto Díaz,1,2
109,T88,T88,Luke Donald,20,2
110,T88,T88,James Driscoll,1,2
111,T88,T88,Victor Dubuisson,10,2
112,T88,T88,Ken Duke,30,2
113,T88,T88,David Duval,6,2
114,T88,T88,Brad Elder,1,2
115,T88,T88,Ernie Els,18,2
116,T88,T88,Harris English,29,2
117,T88,T88,Gonzalo Fernandez-Castaño,28,2
118,T88,T88,Stephen Gallacher,11,2
119,T88,T88,Sergio Garcia,15,2
120,T88,T88,Scott Gardiner,3,2
121,T88,T88,Retief Goosen,25,2
122,T88,T88,Jason Gore,26,2
123,T88,T88,Branden Grace,13,2
124,T88,T88,Luke Guthrie,27,2
125,T88,T88,Brian Harman,29,2
126,T88,T88,David Hearn,30,2
127,T88,T88,Justin Hicks,14,2
128,T88,T88,Morgan Hoffmann,26,2
129,T88,T88,Billy Horschel,28,2
130,T88,T88,Mark Hubbard,25,2
131,T88,T88,John Huh,31,2
132,T88,T88,Mikko Ilonen,8,2
133,T88,T88,Ryo Ishikawa,28,2
134,T88,T88,Brandt Jobe,6,2
135,T88,T88,Zach Johnson,25,2
136,T88,T88,Matt Jones,25,2
137,T88,T88,Troy Kelly,9,2
138,T88,T88,Kevin Kisner,30,2
139,T88,T88,Colt Knost,29,2
140,T88,T88,Jason Kokrak,28,2
141,T88,T88,Scott Langley,28,2
142,T88,T88,D.H. Lee,2,2
143,T88,T88,Danny Lee,36,2
144,T88,T88,Marc Leishman,23,2
145,T88,T88,David Lingmerth,28,2
146,T88,T88,Andrew Loupe,15,2
147,T88,T88,Bill Lunde,18,2
148,T88,T88,Jarrod Lyle,10,2
149,T88,T88,Rory McIlroy,12,2
150,T88,T88,Maverick McNealy,2,2
