,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,Mark Hensby,2,31,,3,6,2015380
1,2,2,Luke Guthrie,27,30,4.0,1,1,2015230
2,3,3,Johnson Wagner,23,29,1.0,1,4,2015230
3,T4,T4,Brooks Koepka,23,28,,3,2,2015450
4,T4,T4,Jhonattan Vegas,27,28,2.0,1,14,2015360
5,6,6,Brandt Snedeker,27,27,5.0,1,1,2015150
6,7,7,Tommy Gainey,9,26,8.0,3,5,2015030
7,T8,T8,Erik Compton,28,25,2.0,4,16,2015410
8,T8,T8,Harris English,29,25,,1,11,2015260
9,T8,T8,Shawn Stefani,26,25,,4,10,2015120
10,T11,T11,Brian Davis,31,24,6.0,1,1,2015230
11,T11,T11,Jim Herman,27,24,1.0,3,1,2015450
12,T11,T11,Zach Johnson,25,24,1.0,1,13,2015100
13,T11,T11,Russell Knox,28,24,,3,3,2015260
14,T11,T11,Matt Kuchar,25,24,,1,13,2015100
15,T11,T11,George McNeill,27,24,2.0,4,7,2015360
16,T17,T17,Brendon de Jonge,31,23,2.0,2,11,2015110
17,T17,T17,Jim Furyk,19,23,1.0,1,14,2015470
18,T17,T17,Adam Hadwin,30,23,,3,3,2015020
19,T17,T17,Russell Henley,24,23,1.0,2,18,2015030
20,T17,T17,John Merrick,27,23,2.0,2,11,2015380
21,T17,T17,Adam Scott,15,23,,3,8,2015390
22,T17,T17,Vijay Singh,23,23,3.0,3,7,2015440
23,T17,T17,Nick Watney,28,23,,1,15,2015450
24,T25,T25,Thomas Aiken,4,22,1.0,1,18,2015390
25,T25,T25,Graham DeLaet,22,22,2.0,4,12,2015360
26,T25,T25,Ben Martin,27,22,2.0,2,18,2015390
27,T25,T25,Charl Schwartzel,19,22,,1,12,2015450
28,T25,T25,Brendan Steele,24,22,1.0,2,18,2015350
29,T30,T30,Jason Bohn,27,21,1.0,2,8,2015010
30,T30,T30,Chad Campbell,30,21,1.0,1,2,2015230
31,T30,T30,Kevin Chappell,26,21,,2,15,2015030
32,T30,T30,Brice Garnett,29,21,,3,1,2015350
33,T30,T30,Justin Hicks,14,21,2.0,2,18,2015030
34,T30,T30,Morgan Hoffmann,26,21,1.0,3,17,2015340
35,T30,T30,Billy Horschel,28,21,2.0,4,9,2015100
36,T30,T30,Ryo Ishikawa,28,21,2.0,2,9,2015020
37,T30,T30,Geoff Ogilvy,15,21,2.0,4,8,2015340
38,T30,T30,Alex Prugh,27,21,5.0,4,3,2015380
39,T30,T30,Webb Simpson,22,21,2.0,4,5,2015390
40,T30,T30,Brian Stuard,31,21,1.0,2,7,2015410
41,T30,T30,Daniel Summerhays,29,21,1.0,3,7,2015110
42,T30,T30,Brendon Todd,27,21,3.0,1,14,2015100
43,T44,T44,Sangmoon Bae,30,20,,2,13,2015100
44,T44,T44,Zac Blair,34,20,5.0,1,13,2015370
45,T44,T44,Michael Bradley,4,20,,2,17,2015180
46,T44,T44,Keegan Bradley,24,20,5.0,2,11,2015230
47,T44,T44,Alex Cejka,30,20,1.0,4,17,2015360
48,T44,T44,Stewart Cink,23,20,,3,7,2015040
49,T44,T44,Derek Fathauer,27,20,,1,1,2015070
50,T44,T44,John Huh,31,20,1.0,1,9,2015020
51,T44,T44,Jerry Kelly,24,20,2.0,1,7,2015260
52,T44,T44,Shaun Micheel,5,20,,2,18,2015180
53,T44,T44,Louis Oosthuizen,20,20,5.0,2,15,2015390
54,T44,T44,Pat Perez,26,20,,4,18,2015110
55,T44,T44,Michael Putnam,28,20,2.0,1,9,2015410
56,T44,T44,Patrick Rodgers,17,20,1.0,1,8,2015450
57,T44,T44,Justin Rose,20,20,,1,7,2015230
58,T44,T44,Henrik Stenson,16,20,1.0,3,2,2015470
59,T44,T44,Kevin Streelman,27,20,2.0,3,5,2015020
60,T44,T44,Boo Weekley,24,20,,1,16,2015260
61,T44,T44,Garrett Willis,1,20,1.0,3,15,2015380
62,T63,T63,Steven Alker,22,19,2.0,2,18,2015410
63,T63,T63,Robert Allenby,25,19,2.0,1,6,2015030
64,T63,T63,Steven Bowditch,32,19,3.0,4,2,2015100
65,T63,T63,Tom Gillis,16,19,5.0,1,17,2015370
66,T63,T63,Dudley Hart,8,19,,2,6,2015020
67,T63,T63,Charles Howell III,30,19,2.0,2,7,2015360
68,T63,T63,Martin Laird,24,19,3.0,4,18,2015010
69,T63,T63,John Peterson,25,19,3.0,4,5,2015030
70,T63,T63,Patrick Reed,27,19,1.0,1,5,2015100
71,T63,T63,Kyle Reifers,31,19,1.0,4,13,2015410
72,T63,T63,Scott Stallings,19,19,3.0,1,7,2015100
73,T63,T63,Zack Sucher,18,19,7.0,2,8,2015150
74,T63,T63,Josh Teater,11,19,,1,16,2015310
75,T63,T63,Willy Wilcox,17,19,1.0,2,10,2015050
76,T77,T77,Cameron Beckman,8,18,1.0,3,5,2015150
77,T77,T77,Paul Casey,24,18,1.0,1,13,2015350
78,T77,T77,Jason Day,20,18,5.0,2,9,2015260
79,T77,T77,Gonzalo Fernandez-Castaño,28,18,,1,13,2015350
80,T77,T77,Sergio Garcia,15,18,2.0,3,2,2015390
81,T77,T77,Andres Gonzales,28,18,1.0,2,18,2015010
82,T77,T77,Brian Harman,29,18,,1,16,2015370
83,T77,T77,Mark Hubbard,25,18,2.0,1,5,2015030
84,T77,T77,Whee Kim,23,18,,2,18,2015380
85,T77,T77,Marc Leishman,23,18,2.0,4,15,2015280
86,T77,T77,Will MacKenzie,16,18,,3,18,2015030
87,T77,T77,Hunter Mahan,24,18,,2,12,2015100
88,T77,T77,William McGirt,30,18,6.0,2,17,2015110
89,T77,T77,Daniel Miernicki,1,18,1.0,2,13,2015140
90,T77,T77,Cameron Percy,23,18,,1,11,2015020
91,T77,T77,Ian Poulter,19,18,5.0,2,18,2015240
92,T77,T77,Andrew Putnam,23,18,,4,1,2015050
93,T77,T77,John Rollins,14,18,1.0,2,1,2015030
94,T77,T77,Rory Sabbatini,25,18,,3,5,2015300
95,T77,T77,Sam Saunders,28,18,,2,15,2015210
96,T77,T77,Nick Taylor,28,18,2.0,2,11,2015020
97,T77,T77,Nicholas Thompson,31,18,2.0,2,18,2015250
98,T77,T77,Bubba Watson,19,18,1.0,4,15,2015360
99,T100,T100,Blake Adams,13,17,,4,4,2015250
100,T100,T100,Daniel Berger,31,17,1.0,4,2,2015110
101,T100,T100,Jonas Blixt,26,17,,1,10,2015370
102,T100,T100,Jonathan Byrd,22,17,1.0,4,9,2015360
103,T100,T100,Ben Crane,22,17,2.0,4,18,2015250
104,T100,T100,Jon Curran,28,17,1.0,1,15,2015450
105,T100,T100,Jamie Donaldson,16,17,,2,2,2015230
106,T100,T100,Ken Duke,30,17,5.0,2,9,2015150
107,T100,T100,Martin Flores,30,17,2.0,2,17,2015450
108,T100,T100,Lucas Glover,26,17,4.0,2,13,2015260
109,T100,T100,Jason Gore,26,17,,4,15,2015330
110,T100,T100,Emiliano Grillo,5,17,2.0,3,7,2015400
111,T100,T100,J.J. Henry,30,17,2.0,4,4,2015360
112,T100,T100,J.B. Holmes,25,17,,2,1,2015230
113,T100,T100,Martin Kaymer,13,17,2.0,1,10,2015450
114,T100,T100,Kevin Kisner,30,17,5.0,2,2,2015110
115,T100,T100,Jason Kokrak,28,17,,1,17,2015450
116,T100,T100,Spencer Levin,31,17,4.0,3,4,2015260
117,T100,T100,David Lingmerth,28,17,1.0,2,3,2015120
118,T100,T100,Shane Lowry,13,17,,2,2,2015150
