,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,1,Brandt Jobe,6,16
1,T2,T2,James Hahn,28,13
2,T2,T2,Jonathan Randolph,25,13
3,4,4,Gary Woodland,24,12
4,T5,T5,Jason Bohn,27,11
5,T5,T5,Chad Collins,24,11
6,T5,T5,Retief Goosen,25,11
7,T5,T5,Jason Gore,26,11
8,T5,T5,Heath Slocum,22,11
9,T5,T5,Jimmy Walker,24,11
10,T5,T5,Bernd Wiesberger,11,11
11,T5,T5,Willy Wilcox,17,11
12,T13,T13,Zac Blair,34,10
13,T13,T13,Steven Bowditch,32,10
14,T13,T13,Greg Chalmers,17,10
15,T13,T13,Andres Gonzales,28,10
16,T13,T13,Charley Hoffman,28,10
17,T13,T13,J.B. Holmes,25,10
18,T13,T13,Martin Laird,24,10
19,T13,T13,Jordan Spieth,25,10
20,T13,T13,Camilo Villegas,27,10
21,T22,T22,Kiradech Aphibarnrat,4,9
22,T22,T22,Arjun Atwal,7,9
23,T22,T22,Blayne Barber,26,9
24,T22,T22,Erik Compton,28,9
25,T22,T22,Brian Davis,31,9
26,T22,T22,Brendon de Jonge,31,9
27,T22,T22,Oscar Fraustro,21,9
28,T22,T22,Tom Gillis,16,9
29,T22,T22,Adam Hadwin,30,9
30,T22,T22,Tom Hoge,26,9
31,T22,T22,Mark Hubbard,25,9
32,T22,T22,Billy Hurley III,28,9
33,T22,T22,Scott Langley,28,9
34,T22,T22,Danny Lee,36,9
35,T22,T22,Alexander Levy,8,9
36,T22,T22,Ben Martin,27,9
37,T22,T22,Jeff Overton,30,9
38,T22,T22,Ryan Palmer,22,9
39,T22,T22,Michael Putnam,28,9
40,T22,T22,Andres Romero,24,9
41,T22,T22,Rory Sabbatini,25,9
42,T22,T22,Charl Schwartzel,19,9
43,T22,T22,Chris Stroud,28,9
44,T22,T22,Brian Stuard,31,9
45,T22,T22,Daniel Summerhays,29,9
46,T22,T22,Michael Thompson,27,9
47,T48,T48,Eric Axley,21,8
48,T48,T48,Aaron Baddeley,25,8
49,T48,T48,Sangmoon Bae,30,8
50,T48,T48,Ricky Barnes,27,8
51,T48,T48,Daniel Berger,31,8
52,T48,T48,Scott Brown,30,8
53,T48,T48,Paul Casey,24,8
54,T48,T48,Kevin Chappell,26,8
55,T48,T48,K.J. Choi,19,8
56,T48,T48,Jason Dufner,21,8
57,T48,T48,Derek Ernst,26,8
58,T48,T48,Gonzalo Fernandez-Castaño,28,8
59,T48,T48,Martin Flores,30,8
60,T48,T48,Rickie Fowler,21,8
61,T48,T48,Tommy Gainey,9,8
62,T48,T48,Branden Grace,13,8
63,T48,T48,Bill Haas,25,8
64,T48,T48,Chesson Hadley,30,8
65,T48,T48,Brian Harman,29,8
66,T48,T48,Padraig Harrington,21,8
67,T48,T48,Russell Henley,24,8
68,T48,T48,Ryuji Imada,4,8
69,T48,T48,Freddie Jacobson,14,8
70,T48,T48,Dustin Johnson,21,8
71,T48,T48,Matt Jones,25,8
72,T48,T48,Jerry Kelly,24,8
73,T48,T48,Brooks Koepka,23,8
74,T48,T48,Pablo Larrazabal,4,8
75,T48,T48,Tom Lehman,2,8
76,T48,T48,Spencer Levin,31,8
77,T48,T48,David Lingmerth,28,8
78,T48,T48,Hideki Matsuyama,25,8
79,T48,T48,John Merrick,27,8
80,T48,T48,Bryce Molder,26,8
81,T48,T48,Ryan Moore,24,8
82,T48,T48,Kevin Na,27,8
83,T48,T48,Sung Joon Park,27,8
84,T48,T48,D.A. Points,26,8
85,T48,T48,Patrick Reed,27,8
86,T48,T48,Justin Rose,20,8
87,T48,T48,Kyle Stanley,12,8
88,T48,T48,Brendan Steele,24,8
89,T48,T48,Henrik Stenson,16,8
90,T48,T48,Robert Streb,30,8
91,T48,T48,Steve Stricker,9,8
92,T48,T48,Andrew Svoboda,30,8
93,T48,T48,Justin Thomas,30,8
94,T48,T48,Brendon Todd,27,8
95,T48,T48,Nick Watney,28,8
96,T48,T48,Bubba Watson,19,8
97,T48,T48,Boo Weekley,24,8
98,T48,T48,Mike Weir,18,8
99,T100,T100,Thomas Aiken,4,7
100,T100,T100,Steven Alker,22,7
101,T100,T100,Benjamín Alvarado,8,7
102,T100,T100,Ashun Wu,1,7
103,T100,T100,Thomas Bjørn,7,7
104,T100,T100,Alex Cejka,30,7
105,T100,T100,Tim Clark,13,7
106,T100,T100,Ben Crane,22,7
107,T100,T100,John Daly,10,7
108,T100,T100,Glen Day,8,7
109,T100,T100,Jason Day,20,7
110,T100,T100,Graham DeLaet,22,7
111,T100,T100,Luke Donald,20,7
112,T100,T100,Ken Duke,30,7
113,T100,T100,Harris English,29,7
114,T100,T100,Matt Every,26,7
115,T100,T100,Derek Fathauer,27,7
116,T100,T100,Tony Finau,31,7
117,T100,T100,Harrison Frazar,7,7
118,T100,T100,Sergio Garcia,15,7
119,T100,T100,Lucas Glover,26,7
120,T100,T100,Luke Guthrie,27,7
121,T100,T100,J.J. Henry,30,7
122,T100,T100,Morgan Hoffmann,26,7
123,T100,T100,Max Homa,27,7
124,T100,T100,Billy Horschel,28,7
125,T100,T100,Charles Howell III,30,7
126,T100,T100,Mikko Ilonen,8,7
127,T100,T100,Trevor Immelman,19,7
128,T100,T100,Ryo Ishikawa,28,7
129,T100,T100,Zach Johnson,25,7
130,T100,T100,Colt Knost,29,7
131,T100,T100,Russell Knox,28,7
132,T100,T100,Jason Kokrak,28,7
133,T100,T100,Matt Kuchar,25,7
134,T100,T100,Marc Leishman,23,7
135,T100,T100,Justin Leonard,22,7
136,T100,T100,Scott McCarron,7,7
137,T100,T100,Rory McIlroy,12,7
138,T100,T100,George McNeill,27,7
139,T100,T100,Troy Merritt,29,7
140,T100,T100,Phil Mickelson,19,7
141,T100,T100,Colin Montgomerie,2,7
142,T100,T100,Sean O'Hair,26,7
143,T100,T100,Koumei Oda,4,7
144,T100,T100,Louis Oosthuizen,20,7
145,T100,T100,Carlos Ortiz,30,7
146,T100,T100,Greg Owen,19,7
147,T100,T100,Cameron Percy,23,7
148,T100,T100,Pat Perez,26,7
149,T100,T100,Rod Perry,2,7
150,T100,T100,John Peterson,25,7
151,T100,T100,Scott Piercy,28,7
152,T100,T100,Martin Piller,1,7
153,T100,T100,Scott Pinckney,27,7
154,T100,T100,Ian Poulter,19,7
155,T100,T100,Jon Rahm,3,7
156,T100,T100,Chez Reavie,19,7
157,T100,T100,Kyle Reifers,31,7
158,T100,T100,John Rollins,14,7
159,T100,T100,John Senden,24,7
160,T100,T100,Marcel Siem,8,7
161,T100,T100,Webb Simpson,22,7
162,T100,T100,Roger Sloan,20,7
163,T100,T100,Brandt Snedeker,27,7
164,T100,T100,Scott Stallings,19,7
165,T100,T100,Shawn Stefani,26,7
166,T100,T100,Zack Sucher,18,7
167,T100,T100,Hudson Swafford,30,7
168,T100,T100,Nicholas Thompson,31,7
169,T100,T100,David Toms,21,7
170,T100,T100,Cameron Tringale,28,7
171,T100,T100,Tyrone Van Aswegen,20,7
172,T100,T100,Scott Vincent,1,7
173,T100,T100,Lee Westwood,15,7
174,T100,T100,Steve Wheatcroft,28,7
175,T176,T176,Blake Adams,13,6
176,T176,T176,Robert Allenby,25,6
177,T176,T176,Jason Allred,3,6
178,T176,T176,Mark Anderson,7,6
179,T176,T176,Mark Baldwin,1,6
180,T176,T176,Charlie Beljan,27,6
181,T176,T176,Jonas Blixt,26,6
182,T176,T176,Michael Block,6,6
183,T176,T176,Keegan Bradley,24,6
184,T176,T176,Jonathan Byrd,22,6
185,T176,T176,Ángel Cabrera,19,6
186,T176,T176,Chad Campbell,30,6
187,T176,T176,Daniel Chopra,5,6
188,T176,T176,Stewart Cink,23,6
189,T176,T176,Austin Connelly,2,6
190,T176,T176,T.T. Crouch,1,6
191,T176,T176,Nick Cullen,1,6
192,T176,T176,Jon Curran,28,6
193,T176,T176,Ben Curtis,14,6
194,T176,T176,Andrew Dodt,1,6
195,T176,T176,Jamie Donaldson,16,6
196,T176,T176,Sean Dougherty,1,6
197,T176,T176,Ernie Els,18,6
198,T176,T176,Jim Furyk,19,6
199,T176,T176,Stephen Gallacher,11,6
200,T176,T176,Robert Garrigus,25,6
201,T176,T176,Fabián Gómez,26,6
202,T176,T176,Emiliano Grillo,5,6
203,T176,T176,Brandon Hagy,8,6
204,T176,T176,David Hearn,30,6
205,T176,T176,Mike Hendry,1,6
206,T176,T176,Jim Herman,27,6
207,T176,T176,Wes Homan,4,6
208,T176,T176,John Huh,31,6
209,T176,T176,Hiroshi Iwata,4,6
210,T176,T176,Thongchai Jaidee,10,6
